"","X001","X003","X006","X007","X010","X011","X013","X015","X018","X020","X021","X024","X025","X028","X029","X031","X034","X035","X037","X039","X081","X082","X083","X084","X085","X086","X091","X093","X094","X098","X099","X100","X101","X107","X108","X109","X116","X118","X119","X120"
"K01076",2.10652685872874e-05,1.27892761290677e-05,3.16583807450562e-06,1.57921741979463e-06,9.41252768010022e-06,3.17566625640083e-06,1.18275315519974e-06,5.22523173078928e-06,1.7836452535904e-05,7.22469193282871e-06,2.41223305088391e-05,0.000118434255413858,1.40706489223169e-06,2.23120270122126e-05,1.72542381444809e-05,6.77837014470678e-06,3.66601017928826e-06,2.91223701933447e-06,1.42973720721703e-05,1.00787969508157e-06,1.35785505013727e-05,9.88557896280203e-06,3.9944901144644e-06,5.07418221836566e-06,4.33763134231453e-05,6.32855685878445e-06,9.07243211479897e-06,2.77107192367561e-06,0,4.22937891715443e-05,8.30321428842024e-07,2.59027223618488e-05,1.1757432985292e-05,7.41428886953947e-06,1.44844754762086e-05,3.47609643568558e-06,4.0179108824152e-08,1.21656754649878e-06,1.08338601465019e-05,4.2948411019417e-06
"K14470",0,0,0,0,0,0,0,0,0,5.733882486372e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14475",2.249688878254e-06,2.67316837123956e-06,8.35429491883429e-07,5.42855988054405e-07,1.52768773865501e-06,5.83285638930765e-07,3.59968351582529e-07,4.70741597368404e-07,2.03264416363578e-06,3.49766831668692e-06,2.68025894542656e-06,1.3361813431307e-06,3.39636353297304e-07,2.57756268733142e-06,6.60449306965775e-07,9.9009900990099e-07,4.07334464365363e-07,6.47163782074327e-07,2.25409019155838e-06,3.20688993889592e-07,2.54944213495162e-06,1.51309882083705e-06,2.45375821317099e-06,3.80563666377424e-07,4.35942848473822e-07,8.97667639543893e-08,3.88125438066266e-07,3.14894536781319e-07,7.49610858263204e-08,3.83830620906139e-06,5.18950893026265e-08,4.56687116021576e-06,1.75563478965899e-06,1.36579005491517e-06,1.32249558695818e-06,9.62611320651393e-07,9.24119502955495e-07,6.6714994485417e-07,2.94252991633384e-06,5.85660150264777e-07
"K02788",7.60292582264475e-05,3.21304355209775e-05,2.50628847565029e-06,2.27506009539164e-05,9.70820917790441e-06,1.84059023840375e-05,8.69066448820677e-06,2.07126302842098e-06,5.6405875540893e-06,5.50452718691712e-06,7.10580278554949e-06,2.12574304588975e-06,2.13485707786877e-06,8.296529899848e-06,1.02369642579695e-05,1.82787509520183e-06,1.62933785746145e-06,2.84752064112704e-06,5.92503707495346e-05,9.75810795692615e-06,3.43620461667392e-06,7.16200108529535e-06,2.16843749070924e-06,1.98738803552655e-06,4.35942848473822e-07,2.37881924479132e-06,3.97828574017923e-06,3.14894536781319e-07,1.34929954487377e-06,1.01389220616716e-06,4.67055803723639e-07,2.06936349447277e-06,5.1073012062807e-06,7.67443935618998e-06,2.95987107557307e-06,8.8239371059711e-06,1.60716435296608e-07,2.19767040657844e-06,3.61128671550063e-06,3.44888755155924e-06
"K02782",2.30081817094159e-06,7.33810925438311e-07,2.19849866285113e-07,1.03636143174023e-06,1.33056674011888e-06,3.8885709262051e-07,1.28560125565189e-06,1.88296638947362e-07,5.5897714499984e-07,1.03209884754696e-06,2.49326413528052e-07,1.214710311937e-07,5.82233748509664e-07,3.22195335916427e-07,0,7.61614623000762e-08,6.40097015431284e-07,1.94149134622298e-07,4.50818038311676e-07,1.60344496944796e-06,5.54226551076438e-07,2.01746509444939e-07,6.84769733908182e-07,6.76557629115421e-07,7.26571414123037e-08,4.48833819771947e-07,6.30703836857682e-07,6.29789073562639e-08,2.99844343305282e-07,2.89683487476331e-07,1.03790178605253e-07,4.28144171270227e-07,9.57618976177632e-07,9.10526703276778e-07,6.29759803313418e-07,6.41740880434262e-07,8.03582176483039e-08,2.35464686419119e-07,8.02508159000139e-07,5.20586800235357e-07
"K02783",8.78912541299686e-05,6.34222299843111e-05,3.79021169475535e-05,5.77401369112412e-05,7.1209960721177e-05,4.20613755184518e-05,3.79509490668438e-05,2.73030126473674e-05,3.30812837631724e-05,4.56990434163848e-05,4.38191171775552e-05,2.72702465029857e-05,8.0493815731461e-05,4.42213098545296e-05,3.087600510065e-05,5.46077684691546e-05,4.10243996253687e-05,6.65931531754482e-05,5.71250857117795e-05,9.38702497828248e-05,6.31264041676063e-05,3.10689624545207e-05,1.91735525494291e-05,6.71906295415252e-05,2.4412799514534e-05,4.95512537028229e-05,3.60956657401627e-05,0.000109709256614612,9.15274857939372e-05,5.14188190270488e-05,3.96997433165093e-05,2.65449386187541e-05,5.30414510693944e-05,0.000218461371164764,0.00014219976358817,4.94140477934382e-05,2.29422711385908e-05,3.48487735900296e-05,0.000158294734362777,5.30998536240064e-05
"K02781",8.71754440323423e-05,6.43657011741604e-05,3.1174711039229e-05,4.8906389469265e-05,6.42121652731444e-05,3.94689949009818e-05,2.86431959759241e-05,2.46668597021044e-05,3.66892271536259e-05,3.20524030988195e-05,2.90465271760181e-05,2.83027502681321e-05,3.74570378207884e-05,3.80190496381384e-05,2.69133092588553e-05,5.24752475247525e-05,3.81148677370447e-05,5.01551931107603e-05,3.80619229488858e-05,8.27835731369275e-05,6.55650009923426e-05,3.38429769593886e-05,1.92306166939215e-05,4.91772826663271e-05,2.23783995549895e-05,4.07092274533156e-05,3.26025367975663e-05,9.98215681596782e-05,8.98783419057582e-05,4.45388361994859e-05,3.26420111713521e-05,2.61167944474839e-05,5.14986204966638e-05,4.70222004620793e-05,2.97876386967247e-05,4.31570742092041e-05,1.70359421414404e-05,3.42601118739818e-05,3.04953100420053e-05,5.58329343252421e-05
"K02786",7.62849046898855e-05,4.97943127975996e-05,3.86935764661799e-06,2.26025493208107e-05,8.42692268741957e-06,2.67663298753784e-05,8.84493663888499e-06,5.08400925157876e-06,5.23405872136214e-06,1.03783273003333e-05,6.29549194158332e-06,1.40299041028724e-05,2.44538174374059e-05,8.53817640178532e-06,1.07323012381938e-05,9.21553693830922e-06,1.62933785746145e-06,3.5594008014088e-06,5.45489826357128e-05,9.84973338375175e-06,3.82416320242742e-06,7.26287434001782e-06,2.16843749070924e-06,2.53709110918283e-06,1.16251426259686e-06,2.37881924479132e-06,4.12383277945408e-06,9.05636687783074e-05,8.24571944089525e-05,1.01389220616716e-06,5.8641450911968e-06,2.71157975137811e-06,5.21370331474488e-06,7.86955222117786e-06,3.14879901656709e-06,3.3210090562473e-05,2.45092563827327e-06,3.10028503785173e-06,6.82131935150118e-06,2.73308070123563e-06
"K02787",2.45420604900436e-06,5.24150661027365e-08,0,5.92206532422987e-07,3.44961747438228e-07,6.48095154367516e-07,1.02848100452151e-07,4.70741597368404e-08,0,5.733882486372e-08,0,1.214710311937e-07,0,0,2.47668490112166e-07,0,0,0,2.70490822987006e-06,0,0,5.04366273612348e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27827253622841e-07,0,0,6.68756799166783e-08,0
"K02784",1.9122355465159e-05,1.36279171867115e-06,5.76006649666996e-06,1.77661959726896e-06,2.31617173279953e-06,4.34223753426236e-06,8.02215183526779e-06,5.93134412684189e-06,2.54080520454473e-06,6.59396485932779e-06,1.37129527440429e-06,1.15397479634015e-06,2.32893499403865e-06,8.05488339791068e-07,2.08041531694219e-05,1.37090632140137e-06,2.56038806172514e-06,5.28085646172651e-05,4.18616749860842e-05,2.38226109746554e-06,2.6602874451669e-06,6.05239528334818e-07,3.19559209157152e-06,2.84577052746674e-05,5.44928560592278e-06,6.55297376867042e-06,1.60101743202335e-06,2.10349550569921e-05,2.69859908974753e-06,3.04167661850148e-06,7.9347591543716e-05,9.20509968230989e-06,1.80883584389108e-06,0.000176121879462394,0.000116316635671988,2.86109475860275e-05,6.30812008539186e-06,1.29505577530515e-06,0.000137830776308274,1.04768093547366e-05
"K01060",7.10697168357512e-05,2.42157605394642e-05,6.37564612226827e-06,3.54830414010106e-05,2.23239530842167e-05,1.67208549826819e-05,2.98259491311238e-06,1.02150926628944e-05,2.11394993018121e-05,1.38186567921565e-05,3.08541436740965e-05,0.000141756693403048,1.94077916169888e-06,2.66616640470843e-05,2.50970736646995e-05,2.08682406702209e-05,1.25691777575598e-05,6.5363541989507e-06,5.72538908655829e-05,4.39802048762869e-06,1.92316613223524e-05,1.12473679015554e-05,4.73632399286493e-06,1.21357524722579e-05,5.54373988975877e-05,7.36087464425992e-06,2.25112754078434e-05,3.33788208988198e-06,4.49766514957922e-07,7.46659188970243e-05,1.71253794698668e-06,3.7105828176753e-05,1.54815067815384e-05,1.66496311456325e-05,1.89557700797339e-05,1.34765584891195e-05,2.41074652944912e-07,1.4520322329179e-06,0.00011716619121402,1.91966382586788e-05
"K01787",6.77463128110578e-05,0.000268574798710422,0.000169064547173252,0.00012253740166719,0.000133155234511156,0.000353859954284664,0.000220557751419638,8.55808224015758e-05,0.000204128290133123,0.000295868336296795,0.000301622628765561,0.000269058334094046,0.000228720824206213,0.000553289940602484,0.000499464788392868,0.0005004569687738,0.000130696172423515,0.000437029702034793,0.000278412339945911,0.000173446932980856,0.000263867260967492,0.000187271197392265,0.000298445475694983,0.000119496991242511,0.000586125159773054,0.000245556982797232,0.000235737687945498,0.00035551593202611,0.000503963380010352,0.000289466224860724,0.000232334314807859,0.000371914570110071,0.000318142304307902,0.000177032406165671,0.000158762446415313,0.000215945806266129,0.000270807193474784,0.000204147883125376,0.000260480773275462,0.000261139353668061
"K01786",0.000500402387533451,0.000445161156410541,0.000514096927321108,0.00043719647256127,0.000485410458895221,0.000299808818410413,0.000398639237352538,0.000520310687571297,0.000419944284207153,0.000336693579599764,0.00031240599615065,0.000237597337014877,0.000400625338453691,0.00017221340704733,0.000174028392385482,0.000241584158415842,0.00039348509257694,0.000302678500876163,0.000343974163231809,0.000429265124677925,0.000390397182578243,0.000386697621978588,0.00027795944782223,0.000536637054443988,0.000187164796278094,0.000428097697298483,0.000391667082688621,0.00020480740672257,0.000157718124578578,0.000210889578882769,0.000400163033612553,0.000220066104032897,0.000301277570116329,0.000334813676319204,0.000335724951146383,0.000407665894295865,0.000472225066010258,0.000513548481080098,0.000306290614018386,0.000260944133617973
"K01785",0.000905039609863045,0.000946825754079832,0.00141631680858195,0.00115835597741936,0.00114172482352127,0.00100610291764013,0.00128215584428674,0.00121564310104417,0.00124367333152055,0.00103702998648524,0.00121802186168792,0.00108072776453035,0.00121662593698998,0.000981890286205311,0.000942873941857015,0.00110647372429551,0.00119605036865224,0.000913924693045364,0.00085095124860174,0.00117230152352011,0.00105679918759255,0.00126313489563477,0.00153736511676836,0.0011524736363463,0.00101719997977225,0.0012639160364778,0.00137503139570926,0.00116435403920261,0.00170281602563069,0.00141495899457814,0.00126945767452085,0.00102155199265076,0.00147776568340478,0.00106336511418395,0.00113193027047554,0.00129514005352975,0.00118765427773311,0.00133732168651739,0.00103162423839468,0.00134161725755655
"K01784",0.00116999160457014,0.00133930976905712,0.00120293052836562,0.00114799236310196,0.00122239659217218,0.00143805833802608,0.00133928796408791,0.00118857545919548,0.00130160369018417,0.00150548818562183,0.00139149071390006,0.00129967929825699,0.00131521751840429,0.00165995037064143,0.00169644660110496,0.0016035034272658,0.00112697808162343,0.00137464058950408,0.00129854915806833,0.00125623041449236,0.00136921669443434,0.00131452981891586,0.00138648751873059,0.00110710199034375,0.00165367653854403,0.00122975978279316,0.00136658966743132,0.00126650582693447,0.00165708976327664,0.00135405304133624,0.00137278079732238,0.00151684344144854,0.00138737709226446,0.00100593689425585,0.00110100906413285,0.00136883329796628,0.00136544683427998,0.00124105587388637,0.000986416278771004,0.00138033590082405
"K01783",0.000908107367424301,0.000921247201821696,0.00101363979349414,0.00094506292465835,0.00085727922263363,0.000910444072855487,0.000799386860764344,0.00103530199509233,0.000873376381010205,0.000841275238400499,0.000988205240018435,0.00086554183277071,0.000795816495254625,0.000987770351085786,0.000974080171611148,0.000954988575780655,0.0009787665272322,0.000849920194998214,0.000878901966977063,0.000820139195515925,0.000847301551285659,0.000875882470755204,0.000738752414597944,0.000830770483701917,0.000955877352420267,0.000768852333269345,0.000752720771449764,0.000890332813295502,0.000806281439147902,0.000861808375242085,0.000786054917666884,0.00089196702347964,0.000803548723121497,0.000659676596524025,0.000827063549691512,0.000781159086708605,0.000743514408790932,0.000781664270682669,0.000777697281751051,0.000848491411033603
"K01782",4.94420260289003e-05,1.62486704918483e-06,1.74121094097809e-05,1.3818152423203e-06,3.9424199707226e-06,1.23138079329828e-05,2.57120251130378e-06,1.12507241771049e-05,7.4699673013615e-06,1.65709203856151e-05,2.30626932513448e-06,0.000228912158284528,5.14306477850203e-06,6.44390671832854e-07,5.73765335426517e-05,3.96039603960396e-06,3.2586757149229e-06,0.000154672143915764,0.000107230290541277,3.25270265230872e-06,6.09649206184082e-06,2.87488775959039e-06,2.39669406867864e-06,8.51194067130839e-05,9.19112838865642e-05,1.06373615285951e-05,4.12383277945408e-06,1.51779166728596e-05,5.92192578027931e-06,4.05556882466863e-05,6.64257143073619e-06,3.85329754143205e-06,2.12804216928363e-06,0.000532397970930264,0.000352980369757171,5.04836159274953e-05,1.30180312590252e-05,3.21801738106129e-06,0.000416301107481322,6.76762840305964e-06
"K01781",1.02258585375182e-07,1.04830132205473e-07,2.63819839542135e-07,4.93505443685822e-08,9.85604992680651e-08,1.29619030873503e-07,2.21123415972125e-06,4.70741597368404e-08,6.09793249090735e-07,5.1604942377348e-06,3.11658016910065e-07,4.2514860917795e-07,1.64966228744405e-06,1.61097667958214e-07,8.25561633707219e-08,5.33130236100533e-07,0,6.47163782074327e-08,0,2.29063567063994e-07,3.87958585753507e-07,6.05239528334818e-07,5.13577300431137e-07,8.45697036394276e-08,1.8890856767199e-06,5.38600583726336e-07,1.94062719033133e-07,1.88936722068792e-06,1.79906605983169e-06,1.44841743738166e-07,1.81632812559193e-06,4.99501533148599e-07,2.34084638621199e-06,9.75564324939404e-07,1.25951960662684e-07,8.55654507245682e-07,5.02238860301899e-06,2.0406939489657e-06,5.35005439333426e-07,3.90440100176518e-07
"K01780",0,0,0,0,0,0,0,0,5.08161040908946e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01789",0,0,0,0,0,0,0,0,5.08161040908946e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01788",0.000403614636475842,0.000313337265162159,0.000172977874793127,0.000346292769834342,0.000325643889581687,0.000250488777163045,0.000311629744370018,0.00019502824378973,0.000266886178685378,0.000275857086419357,0.000215418021288237,0.000236929246343312,0.000306885704943635,0.000161339314460151,0.000166350669192005,0.000222010662604722,0.000361131097978777,0.000172598580679223,0.000283306935790438,0.000317069789529981,0.000246630815229015,0.00023362245793724,0.000237443905232662,0.000257261038471139,0.000161008225369665,0.000251077638780427,0.000295460489727945,0.000318295397778558,0.000156068980690399,0.000236309304908817,0.000312927388494838,0.000172827530469415,0.000230360564824953,0.000131636146245157,0.000236033974281869,0.000299906904789612,0.000383348877291234,0.000201832480375588,0.000124990645764272,0.000272397043223151
"K02526",3.2364842271245e-05,1.79259526071359e-05,1.27512922445365e-05,1.1103872482931e-05,1.03981326727809e-05,1.8794759476658e-05,2.09810124922388e-05,1.03563151421049e-05,2.77964089377193e-05,4.00798385797402e-05,1.4398600381245e-05,1.0142831104674e-05,3.6292570323769e-05,1.37738506104273e-05,2.1959939456612e-05,7.08301599390708e-06,7.39021099634301e-06,4.36188389118096e-05,4.09600389094609e-05,2.85871331695865e-05,1.4465312983095e-05,1.05916917458593e-05,3.9944901144644e-06,1.06134978067482e-05,2.79003423023246e-05,9.82946065300563e-06,1.24685296978788e-05,0.000111724581650012,1.29682678479534e-05,1.09355516522315e-05,8.75989107428336e-05,2.01227760497007e-05,1.89395753066243e-05,1.9186098390475e-05,1.454745145654e-05,4.05901106874671e-05,2.07324201532624e-05,9.41858745676476e-06,2.73521530859214e-05,1.76999512080021e-05
"K02527",0.0001334985832073,0.000283303432285291,0.000183354788481784,0.000101662121399279,0.000124235509327396,0.000420030469545587,0.000236087814587913,0.000205525781411045,0.000233652446609933,0.00036083322486739,0.000319449467332817,0.000318557779305478,0.00022532446067324,0.000616359677608125,0.000665320120604648,0.000522924600152323,0.000123596914616004,0.000484660956395463,0.000346485863730974,0.000189069068254621,0.000282212159808122,0.000220458498195958,0.000308659957559113,0.000137679477524988,0.000596951073843487,0.000182585597883228,0.000205754997854879,0.000311934528135575,0.000510035227962284,0.000267957225915606,0.000285630571521656,0.00047053044422598,0.000303352411231381,0.000340732099890503,0.000289500581583178,0.000234181942951803,0.000180886347926332,0.000169770038908185,0.000288234180440883,0.000288795527430564
"K02525",6.74906663476199e-06,2.3062629085204e-06,0,9.87010887371645e-08,1.9712099853613e-06,1.16657127786153e-06,2.57120251130378e-07,7.06112396052606e-07,1.42285091454505e-06,2.5802471188674e-06,2.61792734204455e-06,3.644130935811e-07,9.70389580849439e-08,8.05488339791068e-08,2.88946571797527e-06,4.56968773800457e-07,4.30610719471955e-06,4.14184820527569e-06,9.53158138144687e-06,1.14531783531997e-06,1.10845310215288e-07,2.01746509444939e-07,5.70641444923485e-07,1.69139407278855e-07,7.26571414123037e-07,4.93717201749141e-07,9.70313595165665e-08,6.29789073562639e-08,5.99688686610563e-07,1.44841743738166e-07,3.11370535815759e-07,3.56786809391856e-07,7.9801581348136e-07,5.20300973301016e-07,2.51903921325367e-07,3.5830532490913e-06,2.0089554412076e-07,0,1.33751359833357e-06,1.10624695050013e-06
"K02250",5.11292926875908e-08,0,0,0,0,0,0,0,5.08161040908946e-08,5.733882486372e-08,0,0,0,0,0,0,0,0,6.4402576901668e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02523",0.000119438027718212,0.00028272686655816,0.000183398758455041,0.000101612770854911,0.000120293089356673,0.000396115758349426,0.00021659809955223,0.000204866743174729,0.00023065429646857,0.000328092755870206,0.000299752680664101,0.000298332852611727,0.00022532446067324,0.000615715286936292,0.000629573301865125,0.000503274942878903,0.000121793004845243,0.000484207941748011,0.000345713032808154,0.000174454812675938,0.000255055058805377,0.000203057861756331,0.000308317572692159,0.000136368647118577,0.000574427360005673,0.00018222653082741,0.000198138036132829,0.000295560012222946,0.000509960266876458,0.000265060391040843,0.000185005993363864,0.000425503948880728,0.000286434475985576,0.000339496385078913,0.000270922667385433,0.000226481052386592,0.0001788372133763,0.000168671203704896,0.000288167304760967,0.00027135586962268
"K02520",0.000771131992314245,0.000827371818431695,0.000719392732458146,0.000706946548079941,0.000736789012278421,0.00082897851195149,0.000731867082817507,0.000775546781664445,0.00073449596852979,0.000785197867683781,0.000784193902149106,0.00070665772396935,0.000712362991301573,0.000937427329848844,0.000916786194231867,0.000861462300076161,0.000769280231272871,0.000803906850092729,0.000795951447927715,0.000712616757136086,0.000751254089984112,0.000734559040889024,0.000711704010108571,0.000707890704313829,0.000867598925604318,0.000717191560613594,0.000661074652386367,0.00064780104106653,0.00069631352624069,0.000717256314991396,0.00071148167433901,0.000815257859460391,0.000706190793876771,0.000578639719932392,0.000663766832692343,0.000691850147514837,0.000617191290647798,0.000718049561235103,0.000512267708161755,0.000726478879728441
"K02521",1.86621918309706e-05,5.76565727130101e-07,5.62815657689889e-06,7.40258165528734e-07,1.57696798828904e-06,4.40704704969911e-06,1.23417720542581e-06,5.60182500868401e-06,8.63873769545208e-07,6.02057661069059e-06,1.12196886087624e-06,9.71768249549601e-07,1.79522072457146e-06,4.83293003874641e-07,2.08041531694219e-05,1.29474485910129e-06,1.86210040852737e-06,5.1902535322361e-05,4.15396621015759e-05,8.70441554843178e-07,2.16148354919811e-06,4.53929646251114e-07,2.28256577969394e-06,2.78234324973717e-05,5.44928560592278e-06,6.01437318494408e-06,3.88125438066266e-07,4.66043914436353e-06,2.32379366061593e-06,2.82441400289423e-06,2.80233482234183e-06,7.84930980662084e-07,6.38412650785088e-07,0.00017677225567902,0.000116442587632651,2.10170138342221e-05,4.25898553536011e-06,1.05959108888604e-06,0.000138165154707857,2.53786065114737e-06
"K02258",2.04517170750363e-07,5.24150661027365e-08,9.23369438397474e-07,4.93505443685822e-08,9.85604992680651e-08,1.94428546310255e-07,1.54272150678227e-07,5.83719580736821e-06,9.65505977726997e-07,1.1467764972744e-06,1.24663206764026e-07,9.71768249549601e-07,2.91116874254832e-07,8.05488339791068e-08,7.43005470336497e-07,2.28484386900228e-07,1.74571913299441e-07,9.06029294904058e-07,3.86415461410008e-07,3.20688993889592e-07,2.77113275538219e-07,1.51309882083705e-07,1.14128288984697e-07,1.31083040641113e-06,7.26571414123037e-08,4.48833819771947e-08,0,6.29789073562639e-06,1.49922171652641e-07,2.17262615607248e-07,5.18950893026265e-08,3.56786809391856e-07,3.72407379624635e-07,2.99173059648084e-06,3.84153480021185e-06,2.67392033514276e-07,4.0179108824152e-07,7.8488228806373e-08,2.67502719666713e-06,3.90440100176518e-07
"K02259",1.17597373181459e-06,5.24150661027365e-08,9.23369438397474e-07,4.93505443685822e-08,1.47840748902098e-06,2.59238061747007e-07,1.54272150678227e-07,5.93134412684189e-06,3.96365611908978e-06,1.31879297186556e-06,1.24663206764026e-07,9.99099231568183e-05,4.8519479042472e-07,8.05488339791068e-08,9.08117797077941e-07,3.04645849200305e-07,1.74571913299441e-07,9.06029294904058e-07,4.50818038311676e-07,5.95565274366385e-07,4.98803895968794e-07,1.0087325472247e-06,1.14128288984697e-07,1.5222546655097e-06,3.79996849586348e-05,2.69300291863168e-07,1.55250175226506e-06,6.48682745769518e-06,1.49922171652641e-07,1.65119587861509e-05,5.18950893026265e-08,7.84930980662084e-07,2.34084638621199e-06,3.05676821814347e-06,3.84153480021185e-06,5.34784067028551e-07,4.41970197065671e-07,7.8488228806373e-08,2.67502719666713e-06,4.55513450205938e-07
"K02528",0.000780642040754137,0.000827319403365592,0.000790887908974065,0.000766759407854662,0.00081829854517311,0.000852569175570468,0.000822013442863818,0.000830576474396812,0.000786989004055684,0.000791619816068518,0.000824397786330505,0.000772616493907529,0.000756079041918841,0.000942663004057486,0.000920088440766696,0.000917060167555217,0.000842251291032037,0.000806107206951782,0.000810764040615099,0.000779594944145598,0.000769765256790065,0.000748782169804893,0.00070902199531743,0.000757448550646533,0.000881985039603955,0.000718538062072909,0.000679462095014757,0.000657184898262613,0.000695863759725732,0.00090084322517952,0.000713401792643207,0.00087576890233325,0.000709702063456089,0.000634637112183914,0.000780272396305325,0.00082939660955458,0.000684812730798846,0.000714360614481204,0.000625688861300442,0.000833980053977042
"K02529",0.0034342523312401,0.00357911037375926,0.00390822710297719,0.00368480774582456,0.00384464795544868,0.00314689083154691,0.00340638051102547,0.00375764772683355,0.00337246156409631,0.00311441561129781,0.00328250689730357,0.00283495166151417,0.00350543532186051,0.00266213896300948,0.00266805008781499,0.00295872048743336,0.00370889667932216,0.0034514538825588,0.00322167450692904,0.00382595713524307,0.00353990040438032,0.00363839742458476,0.00291032843325427,0.00400348748543868,0.00304193653950892,0.00407868757041361,0.00395247539854782,0.00366001920100927,0.00209748614250627,0.00303791073316428,0.00349305846095979,0.00258071034969317,0.00337182961617567,0.00249100594730028,0.00266382099203543,0.00377434550986741,0.00336455839382566,0.00435064176685166,0.0027927952690004,0.00309547418754946
"K03781",8.40565571783993e-05,3.0820058868409e-05,8.64009974500493e-05,0.000103488091540917,9.26468693119812e-05,6.29300394890859e-05,0.000120332277529017,5.05105733976297e-05,0.000120281718383147,9.24301856803166e-05,4.96159562920824e-05,8.059602919702e-05,0.00011169184075577,4.80876538855267e-05,5.41568431711936e-05,5.17136329017517e-05,8.23397524395698e-05,8.0313025355424e-05,7.12936526301465e-05,0.000125526834751069,6.54541556821273e-05,4.62503872902524e-05,5.28413977999147e-05,0.000104147590031955,2.8481599433623e-05,9.78008893283072e-05,0.000120755526918367,0.00010889053081898,4.70006008131029e-05,0.000193363727890451,8.60420580637548e-05,7.02870014501957e-05,0.000102358828342542,0.000267239587411734,0.0002487551223088,0.00022514409221902,0.00016296646539076,6.86772002055764e-05,0.000186917525367116,0.000136588961711752
"K03780",0.00017445314665006,0.000283408262417496,0.000177814571851399,0.000139267236208139,0.000267443914763895,0.000196372831773357,0.000275478637061087,0.000256318799767096,0.000218051902654029,0.000223621416968508,0.000127468128916217,8.25395656961192e-05,0.000234203525338012,0.000123642460157929,0.000100223182332056,9.44402132520944e-05,0.000184231559168677,0.000195637611321069,0.000213043724390718,0.000246380772734032,0.00016089196777749,0.000201191706543966,0.000218783929983664,0.00030432407854648,0.000154905025491031,0.000371679286153149,0.000165001826857921,0.000125328025638965,8.62802097860948e-05,0.000107327732109981,0.000257140167494514,0.000203154409267723,0.000206898899908601,7.20616848021907e-05,0.000109011421953553,0.000214501889285152,0.000265784804871765,0.000375683907181704,7.81776698225969e-05,0.000170231883676962
"K03783",0.000483989884580735,0.000660272587696171,0.000409272511076366,0.000437147122016902,0.000528432116825731,0.000664103104680394,0.000531467559086491,0.000460997246302878,0.000466136122825776,0.000559225558895861,0.000508314225580317,0.000444766180715733,0.000603921955641648,0.000803232972439653,0.00076389217966929,0.000734958111195735,0.000402097306966379,0.000671885438549566,0.000600876042492563,0.000573804235495306,0.000596791150199109,0.000510620415405142,0.000514490326743014,0.000514395222386818,0.000731875385446135,0.000612523513842776,0.000579859404471001,0.000394122002235499,0.000422330757545489,0.000514839978117309,0.000509973042576911,0.000573213687968956,0.000562813952721287,0.000329545628964531,0.000453175154464336,0.000574518523208773,0.000369045114549836,0.0006441136496995,0.000390420219353568,0.000517463279433945
"K03782",1.48786241720889e-05,1.67728211528757e-06,6.8153458548385e-06,1.03636143174023e-06,3.05537547731002e-06,7.7771418524102e-06,2.77689871220808e-06,1.31807647263153e-05,6.35201301136182e-06,9.00219550360403e-06,4.36321223674091e-06,0.000133375192250683,2.4259739521236e-06,1.93317201549856e-06,3.57468187395226e-05,1.52322924600152e-06,1.57114721969497e-06,8.54903356120186e-05,6.19552789794046e-05,1.92413396333755e-06,2.93740072070512e-06,2.06790172181063e-06,1.25541117883167e-06,3.23479116420811e-05,4.79537133321204e-05,8.21365890182662e-06,2.0376585498479e-06,1.17770556756213e-05,3.59813211966338e-06,2.0133002379605e-05,2.49096428652607e-06,1.92664877071602e-06,5.47970858590534e-06,0.000188869253308269,0.000125448152820033,2.46535454900162e-05,6.87062760892998e-06,1.29505577530515e-06,0.000151272787971526,3.18859415144156e-06
"K03785",0.000440939020137783,0.000487040794226627,0.000334479586566171,0.000437245823105639,0.000510296984960407,0.000431760991839639,0.000490996831558569,0.000390809674135249,0.000414862673798063,0.000380787135919964,0.000289530297709451,0.000379779179027103,0.000520031776377214,0.000256386938555497,0.00022182841097713,0.000255293221629855,0.000455458121798242,0.000343385102768638,0.000414237374631529,0.000547461925282946,0.000411513214174255,0.000448129434104572,0.000433573369852864,0.000520864804715235,0.00032579462209277,0.000602065685842089,0.000367894399607062,0.000253112228664824,0.000179082034039079,0.000376878217206707,0.000407947297007947,0.000395105712720542,0.000416511053583038,0.000190820381958148,0.000321114523709512,0.000434351619240589,0.000380255085911774,0.000559228630245408,0.000165784810513445,0.000423497361991463
