"","X001","X003","X006","X007","X010","X011","X013","X015","X018","X020","X021","X024","X025","X028","X029","X031","X034","X035","X037","X039","X081","X082","X083","X084","X085","X086","X091","X093","X094","X098","X099","X100","X101","X107","X108","X109","X116","X118","X119","X120"
"K05596",1.58500807331532e-05,5.76565727130101e-07,6.41961609552529e-06,5.92206532422987e-07,4.92802496340325e-07,4.53666608057262e-06,8.74208853843284e-07,4.14252605684195e-06,9.65505977726997e-07,6.30727073500919e-06,8.1031084396617e-07,1.0932392807433e-06,1.84374020361393e-06,2.4164650193732e-07,2.01437038624561e-05,1.37090632140137e-06,1.16381275532961e-06,5.26144154826428e-05,3.50350018345074e-05,1.19113054873277e-06,2.21690620430575e-06,5.04366273612348e-07,7.98898022892879e-07,2.91342629037828e-05,5.52194274733508e-06,3.45602041224399e-06,3.88125438066266e-07,5.66810166206375e-06,2.17387148896329e-06,2.82441400289423e-06,2.38717410792082e-06,1.14171779005394e-06,8.51216867713451e-07,0.000179763986275501,0.000120221146452532,1.85570071258907e-05,4.62059751477747e-06,1.13807931769241e-06,0.000140907057584441,2.34264060105911e-06
"K05597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25561633707219e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K05594",4.14147270769486e-06,3.66905462719155e-07,3.07789812799158e-07,4.93505443685822e-08,4.92802496340325e-08,2.26833304028631e-06,4.6281645203468e-07,1.55344727131573e-06,5.08161040908946e-08,6.30727073500919e-07,4.36321223674091e-07,4.2514860917795e-07,1.45558437127416e-07,8.05488339791068e-08,1.20531998521254e-05,7.61614623000762e-08,1.16381275532961e-07,2.79574753856109e-05,2.35069405691088e-05,9.16254268255977e-08,2.21690620430575e-07,1.0087325472247e-07,3.9944901144644e-07,1.73367892460827e-06,3.9234856362644e-06,1.92998542501937e-06,4.85156797582832e-08,1.88936722068792e-07,1.19937737322113e-06,5.06946103083579e-07,1.03790178605253e-07,7.13573618783712e-08,1.59603162696272e-07,9.10526703276777e-06,5.47891028882674e-06,7.91480419202256e-06,1.20537326472456e-07,7.8488228806373e-08,9.49634654816831e-06,5.20586800235357e-07
"K05595",6.82576057379337e-05,5.77089877791128e-05,0.000438248723452744,0.000244729349523799,0.000257784985835624,0.000197993069659276,0.000484877369581666,0.000304758110136305,0.000431682804252149,0.000299939392862119,0.00040160252059031,0.000297178877815387,0.000551375359838651,7.12857180715095e-05,0.000170891258177394,0.000193983244478294,0.000281875449340831,0.000106587874907642,8.069642885779e-05,0.000384643541813859,0.00031518863959717,0.000476373945426863,0.000850598137802947,0.000294344853517028,0.000123807768966566,0.00048909421340549,0.000517274177582816,0.000754865183572179,0.00135687061454223,0.000507525470058532,0.000593420346175534,0.000426931096118295,0.000724013147044522,0.000712226994827428,0.000549654356331951,0.000456384722802166,0.000443376465874517,0.000405666410585739,0.000579678393517767,0.000603685468222926
"K11962",0,0,0,0,0,0,0,9.41483194736808e-08,5.08161040908946e-08,0,0,1.214710311937e-07,1.94077916169888e-07,0,1.65112326741444e-07,0,0,0,0,0,1.10845310215288e-07,0,0,0,0,4.48833819771947e-08,9.70313595165665e-08,0,0,0,0,0,1.91523795235526e-06,0,0,0,0,0,0,0
"K14540",0.000657624962547793,0.00055030577901263,0.000573852120977402,0.000635092155479285,0.000625809890102579,0.000437788276775257,0.00051969145158472,0.000603208282867873,0.000516647330292125,0.000449479048106701,0.000506942930305912,0.000454362392180035,0.000485243309903762,0.000325739484611508,0.000291093032045165,0.000381264280274181,0.000604542535755965,0.000327788455620647,0.000466532267075683,0.00054081908183809,0.00052501881183471,0.000550414914393156,0.000395625713765452,0.000589577688922269,0.000309228793850765,0.00053693989859318,0.000485302344622107,0.000355326995304041,0.000176233512777679,0.000492534349581632,0.000529848861779817,0.000405523887554784,0.000422895180090889,0.000251760633456029,0.000407958400586432,0.000471144763052154,0.000506337129401963,0.000557384156868458,0.00032976397766914,0.000469374073762204
"K12529",0,0,8.79399465140451e-08,0,0,0,5.14240502260755e-08,4.70741597368404e-08,0,1.7201647459116e-07,0,0,4.8519479042472e-08,0,8.25561633707219e-08,7.61614623000762e-08,0,2.58865512829731e-07,6.4402576901668e-08,9.16254268255977e-08,5.54226551076438e-08,0,0,7.18842480935135e-07,0,4.48833819771947e-08,0,6.29789073562639e-08,0,0,1.5568526790788e-07,7.13573618783712e-08,0,2.79661773149296e-06,2.39308725259099e-06,5.34784067028551e-08,8.03582176483039e-08,3.92441144031865e-08,3.00940559625052e-06,0
"K12528",0,0,8.79399465140451e-08,0,0,0,5.14240502260755e-08,4.70741597368404e-08,0,1.7201647459116e-07,0,0,4.8519479042472e-08,0,8.25561633707219e-08,7.61614623000762e-08,0,2.58865512829731e-07,6.4402576901668e-08,9.16254268255977e-08,5.54226551076438e-08,0,0,7.18842480935135e-07,0,4.48833819771947e-08,0,6.29789073562639e-08,0,0,1.5568526790788e-07,7.13573618783712e-08,0,2.79661773149296e-06,2.39308725259099e-06,5.34784067028551e-08,8.03582176483039e-08,3.92441144031865e-08,3.00940559625052e-06,0
"K02456",2.99106362222406e-05,6.13256273402017e-06,1.78518091423512e-05,2.27012504095478e-06,1.11373364172914e-05,1.9053997538405e-05,2.20609175469864e-05,1.11095016978943e-05,4.08053315849883e-05,7.64899923682024e-05,2.16913979769405e-05,0.000239419402482783,1.60114280840157e-05,3.55220357847861e-05,5.34963938642278e-05,2.94744859101295e-05,7.97211737400781e-06,4.55603302580326e-05,3.87059487179025e-05,1.99285303345675e-05,3.3142747754371e-05,2.05781439633838e-05,8.90200654080637e-06,3.83523606004804e-05,0.00010346376937112,3.99462099597033e-06,1.34388432930445e-05,6.66946628902834e-05,9.81990224324797e-06,5.60537548266701e-05,0.000102907962087108,9.19082820993422e-05,2.15464269639967e-05,0.000193161736338002,0.000143900115057116,2.94666020932732e-05,4.51211392095226e-05,1.65217721637415e-05,0.000148330258055192,3.33826285650923e-05
"K02457",6.6979373420744e-06,2.09660264410946e-07,6.28770617575423e-06,4.4415489931724e-07,3.9424199707226e-07,2.98123771009058e-06,6.17088602712907e-07,3.01274622315778e-06,9.14689873636102e-07,5.96323778582687e-06,4.36321223674091e-07,9.11032733952751e-07,1.79522072457146e-06,1.61097667958214e-07,1.22183121788668e-05,1.37090632140137e-06,1.10562211756313e-06,3.50115606102211e-05,2.11884478006488e-05,1.09950512190717e-06,2.05063823898282e-06,4.53929646251114e-07,6.27705589415834e-07,2.84577052746674e-05,2.47034280801833e-06,2.28905248083693e-06,3.39609758307983e-07,5.54214384735122e-06,1.12441628739481e-06,2.5347305154179e-06,2.28338392931557e-06,1.07036042817557e-06,6.91613705017179e-07,0.000174626014164153,0.000117639131258947,9.14480754618823e-06,4.58041840595332e-06,1.05959108888604e-06,0.000136158884310357,2.08234720094143e-06
"K02454",1.16063494400831e-05,5.0318463458627e-06,1.65766799178975e-05,2.2207744965862e-06,6.60355345096036e-06,4.40056609815544e-05,1.19818037026756e-05,1.01680185031575e-05,3.4199238053172e-05,4.41508951450644e-05,8.35243485318975e-06,0.000241848823106657,1.15476360121083e-05,3.03669104101232e-05,2.06390408426805e-05,7.69230769230769e-06,4.59706038355195e-06,4.42012863156765e-05,3.98007925252308e-05,3.39014079254711e-06,3.93500851264271e-06,5.09409936348472e-06,7.19008220603591e-06,3.56884149358384e-05,8.1811941230254e-05,4.44345481574227e-06,4.07531709969579e-06,5.88852783781067e-05,9.44509681411637e-06,5.09118729239652e-05,8.11639196693079e-05,5.27330904281163e-05,1.86203689812317e-06,0.000191210607688123,0.000123306969488767,3.11244327010617e-05,4.17059149594697e-05,1.27150930666324e-05,0.000147193371496609,2.65499268120032e-05
"K02455",7.72052319582621e-06,2.62075330513682e-07,9.5414841967739e-06,6.41557076791569e-07,1.92192973572727e-06,3.7589518953316e-06,6.27373412758122e-06,3.53056198026303e-06,1.17385200449966e-05,2.21901252222596e-05,2.3686009285165e-06,0.00010161051759353,2.81412978446337e-06,1.69152551356124e-06,1.73367943078516e-05,3.73191165270373e-06,1.10562211756313e-06,3.604702266154e-05,2.13816555313538e-05,1.64925768286076e-06,2.10606089409047e-06,1.26091568403087e-06,1.59779604578576e-06,2.88382689410448e-05,4.18505134534869e-05,2.46858600874571e-06,2.42578398791416e-06,2.10349550569921e-05,1.27433845904745e-06,2.14365780732485e-05,7.85691652041766e-05,1.06322469198773e-05,8.51216867713451e-07,0.000178853459572224,0.000119402458708224,1.2193076728251e-05,1.5589494223771e-05,1.05959108888604e-06,0.000138767035827107,1.19084230553838e-05
"K02452",6.49342017132403e-06,1.57245198308209e-07,5.36433673735675e-06,3.94804354948658e-07,2.95681497804195e-07,2.78680916378032e-06,5.14240502260756e-07,2.73030126473674e-06,7.11425457272524e-07,5.04581658800736e-06,3.73989620292078e-07,7.8956170275905e-07,1.5526233293591e-06,8.05488339791068e-08,1.19706436887547e-05,1.14242193450114e-06,9.89240842030167e-07,3.41702476935245e-05,2.09308374930421e-05,8.24628841430379e-07,1.88437027365989e-06,3.53056391528644e-07,5.13577300431137e-07,2.72314445718957e-05,2.32502852519372e-06,2.24416909885973e-06,3.39609758307983e-07,4.534481329651e-06,9.74494115742165e-07,2.38988877167973e-06,2.23148884001294e-06,8.56288342540455e-07,4.25608433856725e-07,0.00017182939643266,0.000113923548419397,8.87741551267395e-06,4.1786273177118e-06,9.81102860079662e-07,0.000133550732793606,1.75698045079433e-06
"K02453",2.64338443194845e-05,7.33810925438311e-07,1.07286734747135e-05,9.87010887371645e-07,8.4762029370536e-06,6.74018960542217e-06,2.58148732134899e-05,4.04837773736827e-06,1.69725787663588e-05,5.52172883437623e-05,1.77021753604917e-05,0.000337142847078115,3.05672717967573e-06,2.4164650193732e-06,4.58186706707507e-05,2.36100533130236e-05,3.08410380162346e-06,3.70824847128589e-05,2.71778874525039e-05,1.74088310968636e-05,2.83763994151136e-05,2.13851300011636e-05,1.7689884792628e-06,3.10370812356699e-05,0.000140228282925746,4.62298834365105e-06,1.24685296978788e-05,2.45617738689429e-05,1.42426063070009e-06,5.5112283492372e-05,0.000102129535747569,4.90938649723194e-05,1.72903426254295e-05,0.000181910227790368,0.00014081429202088,2.43326750497991e-05,1.64734346179023e-05,1.09883520328922e-06,0.000141442063023774,1.8610978108414e-05
"K02450",1.02258585375182e-06,0,8.79399465140451e-08,0,0,1.29619030873503e-07,1.02848100452151e-07,2.35370798684202e-07,3.55712728636262e-07,2.866941243186e-07,0,6.073551559685e-08,0,0,2.47668490112166e-06,0,5.81906377664804e-08,4.20656458348313e-06,6.2470499594618e-06,9.16254268255977e-08,1.10845310215288e-07,0,1.71192433477046e-07,2.95993962737997e-07,5.8125713129843e-07,3.59067055817557e-07,0,6.29789073562639e-08,2.24883257478961e-07,7.24208718690828e-08,5.18950893026265e-08,7.13573618783712e-08,0,2.34135437985457e-06,1.5114235279522e-06,1.33696016757138e-06,4.0179108824152e-08,0,2.34064879708374e-06,1.95220050088259e-07
"K02103",0.000234683453436042,0.000172078662015284,0.000359102771590103,0.000335386299528885,0.00022363377283924,0.000131433697305732,0.000213512656538666,0.000346559963982619,0.000247423610818566,0.000198908383452245,0.000232683875425055,0.000144671998151697,0.000170060774043864,7.2413401747217e-05,9.63430426536325e-05,0.000123686214775324,0.000255922424896981,0.000111053305003954,0.000149156368104263,0.000211471485113479,0.000181564618132641,0.000224997794658469,0.000127024785639968,0.000248888637810835,0.000130637540259322,0.000177783076011668,0.000248642858761202,0.000146425959603313,4.33275076076132e-05,0.000140641333169759,0.000208358783550045,0.000116241142499867,0.000169445357729209,9.95075611438193e-05,0.000109074397933884,0.000215517979012506,0.000363540576640927,0.000187743843304844,0.000209521505178953,0.00016151205477302
"K08138",1.57989514404656e-05,1.69824814172866e-05,0.000153850936426322,9.47036946433093e-05,0.000107874466448897,6.8114800724026e-05,0.000195205694658183,7.30590959115763e-05,0.000177399019381313,0.00012901235594337,0.000140807092039968,0.000127240905175401,0.000182481760678737,8.296529899848e-06,2.90597695064941e-05,7.79131759329779e-05,0.000118010613390422,5.88271877905563e-05,3.83195332564925e-05,0.000146188368500241,0.000117883987413958,0.00017562033647182,0.000273793765274288,9.95385411836063e-05,4.29403705746715e-05,0.00016862686608832,0.000189550760815613,0.000212931685771528,0.000456887818111423,0.000207920323136137,0.00017960890407639,0.000106393826560652,0.000245576066335331,0.000148155702147464,0.000144655826821092,0.000206694041906535,0.000164854883505495,0.000159527325048953,0.000129003186559272,0.000223917397451233
"K02108",0.000852989989907078,0.000945515377427263,0.000601245414316527,0.000809102174922906,0.000858757630122651,0.000922628261757596,0.00088068828417177,0.000715668450479184,0.000781805761438413,0.000888694446562796,0.00079142436814142,0.000810454720124367,0.000804792598877482,0.0010193454940056,0.000987784494730688,0.000975399847677075,0.000906319183212932,0.000867846631761672,0.000911425268312406,0.000829851490759438,0.000850183529351256,0.000770873412589113,0.000834220728333643,0.000758463387090206,0.000957039866682864,0.000817820103006464,0.000710706192779091,0.000745040474024602,0.000727872143373571,0.000871150667713197,0.000777596018110556,0.000863566793452049,0.000762158302928931,0.000614865675198475,0.000694373159133375,0.000780142996981251,0.000871324153960559,0.000735395459801312,0.000639933381122694,0.000889812988302284
