"MGJ1"	"MGJ10"	"MGJ11"	"MGJ12"	"MGJ13"	"MGJ14"	"MGJ15"	"MGJ16"	"MGJ17"	"MGJ18"	"MGJ19"	"MGJ2"	"MGJ20"	"MGJ21"	"MGJ22"	"MGJ23"	"MGJ24"	"MGJ29"	"MGJ3"	"MGJ4"	"MGJ5"	"MGJ6"	"MGJ7"	"MGJ8"	"MGJ9"
"K00290"	7.6743055391399e-05	1.0421790092453e-05	7.24647257912173e-05	4.3706199897349e-05	1.20992287854055e-05	7.55008748834289e-05	6.20275451457493e-05	7.8429216358807e-05	7.46038048941619e-05	3.21121325515147e-05	7.43772197897352e-05	6.46247711197546e-05	7.83826680134804e-05	8.02760280302431e-05	5.81939697667244e-05	2.99269022182813e-05	6.25837254877872e-05	7.20820645881321e-05	7.25067226495859e-05	6.18134846755616e-05	5.38224858642616e-05	1.64518025841378e-05	6.80450297470523e-05	5.80190588300338e-05	5.64410834492724e-05
"K00294"	1.33649054037278e-06	1.69665901329859e-06	1.50892085056125e-06	6.92906890413934e-07	0	1.21229948231407e-06	1.17174648044175e-06	0	1.66392571693888e-06	5.56240190082455e-07	1.02554656894131e-06	1.81588473725123e-06	1.75039902012216e-06	6.74182098269707e-07	5.30293174461721e-07	2.14316191619317e-06	9.33483550539978e-07	1.03476014331306e-06	1.75259020922543e-06	2.22900466478986e-06	1.29002330507629e-06	4.00929569249222e-07	1.31730018205802e-06	7.54620151460165e-07	1.72953427969045e-06
"K00297"	1.50260112528947e-05	2.89014911229654e-06	1.62941570591802e-05	1.6262769429187e-05	4.31976207818203e-06	1.45227375847319e-05	9.51853032297218e-06	1.60591400222664e-05	1.36161429270823e-05	1.69141165115606e-05	1.29088685517527e-05	1.11846959191533e-05	1.36499786967824e-05	1.69627275317533e-05	9.22095507854755e-06	1.57061302604007e-05	1.0427807753382e-05	1.45877313146246e-05	1.28189303524304e-05	9.71792348877422e-06	8.31951648667152e-06	3.45973629472972e-06	1.20385487102333e-05	1.10038056814336e-05	1.17481263073074e-05
"K00299"	2.78639156517909e-06	1.91373471024478e-06	2.55781855184763e-06	8.21327205138206e-06	5.88393420479287e-07	3.19628151946172e-06	4.79807797684448e-06	3.16469712426243e-06	5.86501468702452e-07	2.04977107980676e-05	8.22963828189261e-06	2.92531988614658e-07	6.69228741305628e-07	3.57775496125638e-06	9.88469036843934e-06	8.06830508942811e-06	1.75827555348075e-05	1.02391100458671e-06	1.57505080323789e-06	1.16155690393928e-06	1.02368156999533e-06	8.39558065448582e-07	2.04212348706466e-06	2.67609906680888e-06	1.69739698163225e-06
"K00301"	0	0	0	0	0	0	0	0	0	0	3.11093243937458e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00302"	4.77001840473241e-06	0	0	0	0	0	0	0	0	2.4025979550791e-06	0	0	0	0	0	2.96220270313805e-06	3.6919249334385e-06	0	0	0	0	0	0	0	0
"K00311"	0	0	1.33416736764952e-06	0	2.22451722354823e-07	0	0	0	0	0	0	0	0	0	0	3.4500524327179e-06	5.59154337739097e-07	0	0	0	0	1.67266430160984e-07	0	0	0
"K00313"	5.6505929147406e-07	5.08705178001356e-07	5.7778324253778e-07	0	6.5130375397895e-07	1.93805747581432e-07	3.67446244601913e-07	3.71430973865378e-07	0	9.19251058378425e-06	1.3945461823758e-06	0	0	4.93755519138433e-07	8.57810682719417e-07	2.58942969477291e-06	0	0	0	0	1.14970811540082e-06	0	0	0	1.34833355041673e-06
"K00318"	0	7.84449657895102e-07	7.18813530896408e-07	0	0	0	3.72490180868126e-07	0	3.74849452699797e-07	2.54966276009453e-07	1.85565645164386e-07	4.3092782741261e-07	0	0	0	3.53019277507817e-07	0	0	3.49545751521355e-07	8.41445045286568e-07	5.79725902940567e-07	0	0	2.36261470775913e-07	0
"K00319"	0	0	0	0	0	0	0	0	0	0	0	4.87615555359695e-07	0	0	6.35349372638918e-07	0	0	0	0	0	7.6257742546468e-07	0	0	0	0
"K00320"	9.24902802322833e-07	0	0	0	0	0	1.51786553553475e-06	7.29675808166897e-07	1.66437290613384e-06	4.04869155705232e-07	6.46222996251294e-07	1.50673519037775e-06	1.18560076234643e-06	6.63879782955438e-07	6.36399559867452e-07	0	6.5467828618833e-07	0	0	0	1.68571650937734e-06	0	0	4.6921816894116e-07	0
"K00322"	3.37411616153555e-07	0	1.26167804341502e-06	0	5.29432975573418e-07	0	0	4.96021254668725e-07	0	6.23921995369801e-06	1.53981416062854e-06	0	0	4.82277454770938e-07	6.97311890691666e-07	4.89021658310926e-06	6.30734650463927e-07	0	0	0	5.38273664705352e-07	2.12212906299704e-07	0	0	1.06454745461988e-06
"K00324"	7.38388322175645e-07	2.58716871153729e-07	4.01681495162041e-06	1.78684946700014e-05	3.76686259069954e-06	2.56154734967891e-07	1.49947386560358e-06	8.93578464807921e-06	5.68136972744634e-07	1.53420122189762e-05	1.77182086155233e-06	0	7.53690593142431e-07	1.00726617219035e-05	1.54836589727048e-06	1.74667473470983e-05	2.34959448192321e-06	6.92470086051475e-07	4.71127477815664e-07	1.23927687940365e-06	8.05167977122495e-07	9.65876019580043e-07	3.05347739365739e-06	2.17258095396152e-06	5.07637477285948e-07
"K00325"	4.23801951560552e-07	5.91985334680009e-07	3.71040585819601e-06	2.13304670980824e-05	4.15356161689034e-06	3.31364998686317e-07	8.19499056058785e-07	1.00400101564456e-05	3.33851594405911e-07	1.5719033136342e-05	1.49403663511748e-06	3.35210358616202e-07	4.50461582346639e-07	1.06291491334775e-05	1.47376317190213e-06	1.88783551953816e-05	2.12312668467951e-06	2.04534769218302e-07	0	5.81536524967385e-07	5.3864017677365e-07	1.06849111826256e-06	1.54951703582059e-06	2.33967313662509e-06	7.46400788016055e-07
"K00330"	2.21873063000763e-05	3.18792122171268e-06	2.25851983620778e-05	9.08835046167001e-06	3.40511794722513e-06	2.30381100641885e-05	1.43694122621723e-05	1.49006689424302e-05	2.09915449589407e-05	6.65408389231273e-06	1.79390034451217e-05	1.61028275422504e-05	2.07733629626264e-05	1.88388494036446e-05	1.05229231078235e-05	5.8229640685174e-06	1.19955026102058e-05	1.85782113207079e-05	2.26794408419259e-05	1.87200168237274e-05	1.33176614221273e-05	3.31867012574696e-06	1.52981137961006e-05	1.41958402426143e-05	1.29116859511032e-05
"K00331"	2.40189021335133e-05	3.53180517632213e-06	2.54792669905525e-05	9.01191411175502e-06	3.61146551883833e-06	3.15140637095959e-05	1.66768217645811e-05	1.575719010765e-05	2.49311247488677e-05	1.07922592981775e-05	2.09433447526609e-05	2.15450404061386e-05	2.64632768573874e-05	1.77913058267186e-05	1.07221690631337e-05	1.33200665666977e-05	1.32772206147851e-05	2.57176618343432e-05	2.66919508801158e-05	1.86056391198192e-05	1.55605350766573e-05	4.60142760776933e-06	1.95766611523729e-05	1.63879006553709e-05	1.6447299411892e-05
"K00332"	0	0	6.54699073163602e-07	0	0	2.83039542231942e-06	0	1.87598429825553e-06	0	0	0	0	0	7.60365445706946e-07	0	0	0	0	0	0	0	0	5.82777785390829e-07	0	4.21766646254482e-07
"K00333"	0	0	8.70047565047486e-07	0	0	4.71252172787807e-06	0	2.39146551920738e-06	0	0	6.9479315392958e-07	3.25810904188746e-07	0	8.97453028439256e-07	0	1.7720408544683e-06	0	0	0	0	0	0	1.48489509008428e-06	0	3.89986071223879e-07
"K00334"	7.98593560138604e-06	1.08630929649544e-06	1.12746270208031e-05	2.37887669722608e-06	1.16575969679314e-06	1.07543894540769e-05	5.15287777291086e-06	4.3873934300073e-06	6.22545380621359e-06	5.63801862370041e-06	6.66771550887751e-06	6.97398210042754e-06	6.01733401418357e-06	5.04480163810519e-06	4.09838202539679e-06	7.1523929290785e-06	4.9114394334325e-06	5.37933311961775e-06	5.12795166163636e-06	7.31337202279858e-06	5.30261834653963e-06	1.1838032293824e-06	6.96800180912815e-06	5.06690723037747e-06	6.58808163218969e-06
"K00335"	2.29023863926162e-05	3.96711090259856e-06	2.21301498247538e-05	1.05928699237079e-05	4.50020029470776e-06	2.17653781187283e-05	1.7730057893376e-05	1.64680741786989e-05	2.02849687392955e-05	1.2507557012326e-05	1.99076314990115e-05	2.42182886685988e-05	2.27962833372074e-05	1.84372910300837e-05	1.35529086916401e-05	2.18286449373669e-05	1.55514631088489e-05	1.62195797677429e-05	1.7481958582355e-05	2.70750121383671e-05	1.90897733285131e-05	5.13442653407998e-06	2.2453466658962e-05	1.57186268219181e-05	1.71495544890947e-05
"K00336"	6.56790875786953e-06	1.25336712302406e-06	1.12606576529752e-05	3.06892031937938e-06	1.23972674997924e-06	1.33998553856818e-05	4.75628086027963e-06	4.57056931921641e-06	5.65502487164831e-06	4.75797492397103e-06	6.44090393366017e-06	7.13742757549655e-06	6.42510724460391e-06	4.69248220028753e-06	2.68421779062876e-06	7.31425380015868e-06	4.14207538008354e-06	4.30016512096758e-06	6.10535875351861e-06	6.83150927969736e-06	6.06030550230856e-06	1.45273272601915e-06	6.18571616679489e-06	4.40530888033031e-06	4.70964122027868e-06
"K00337"	1.99450770798443e-05	2.42672259634642e-06	2.51063075585946e-05	6.74581052099404e-06	2.48141861394119e-06	2.71321601917031e-05	1.52318690537139e-05	1.2995002914032e-05	2.0138124809179e-05	7.46997148592832e-06	1.66659040182185e-05	1.61477198690877e-05	2.36075530016106e-05	1.49924549868878e-05	9.39887142700827e-06	7.4530810494536e-06	1.16100989534959e-05	2.05893205918512e-05	2.14407938315389e-05	1.70298347751427e-05	1.1874106753383e-05	4.03677439663962e-06	1.3153457366794e-05	1.33960523075725e-05	1.38441040758848e-05
"K00338"	5.63684128257964e-06	8.30801927551313e-07	6.38151750040395e-06	0	8.26374378688778e-07	6.82890578690371e-06	3.04545957057989e-06	4.20704079538089e-06	4.17395626545773e-06	2.31787730531104e-06	3.91316228450253e-06	3.67968679057277e-06	4.38813155273992e-06	4.40311693798068e-06	1.83119125258561e-06	5.49258027684883e-06	2.39602057083282e-06	0	4.08918460774634e-06	2.88438340285185e-06	2.73233908052368e-06	7.03185491624252e-07	3.03502726517649e-06	3.01974497454129e-06	3.56778241817071e-06
"K00339"	1.24673805200362e-05	1.4604711495083e-06	1.73169686837503e-05	5.46724024459662e-06	1.2370069236151e-06	1.66753827436794e-05	1.03697836612568e-05	1.13252773484538e-05	1.57003469945382e-05	5.94962163454761e-06	1.09689626829886e-05	1.15264066129939e-05	1.57328161795508e-05	1.19011798249818e-05	5.88122545944644e-06	6.19631279014573e-06	6.78526198554851e-06	1.28483668294632e-05	1.52267124601697e-05	9.88607237086058e-06	7.72663707656329e-06	2.64470416194137e-06	9.11946378029459e-06	9.95128023695448e-06	8.75067216292096e-06
"K00340"	1.7419617395024e-05	2.31728624647427e-06	2.93026761593618e-05	9.92687226870427e-06	3.1665802662244e-06	2.51044939416756e-05	1.68477509460544e-05	1.93875569888546e-05	2.86221987524588e-05	6.77827472052894e-06	1.68356846025306e-05	1.41264023201901e-05	2.51755600346076e-05	1.79688263941673e-05	9.10509616537381e-06	6.1496434322061e-06	1.02827481264572e-05	2.26155705417784e-05	2.19778294395598e-05	1.54192952633337e-05	9.07179523884986e-06	5.57364321901051e-06	1.48500260478694e-05	1.58420556477231e-05	1.30192545027636e-05
"K00341"	3.42698432273473e-05	4.31182416572641e-06	4.43532400214539e-05	1.47803784864155e-05	4.16589913721907e-06	4.08306213777706e-05	2.77832519267837e-05	2.78771822020467e-05	3.73287575599314e-05	1.24004513372839e-05	3.40296133246869e-05	3.02740022516743e-05	3.90797596094896e-05	3.28736903621734e-05	2.11499814778063e-05	1.14831584541383e-05	2.19347186823126e-05	3.66505198835088e-05	4.21473709556522e-05	2.71725623798087e-05	2.28157892301112e-05	6.92705674505406e-06	2.58683748439211e-05	2.69103264115887e-05	2.45100636515563e-05
"K00342"	4.60782866929697e-05	5.60584904475574e-06	5.01789144674047e-05	1.79389159732276e-05	5.23930364859393e-06	5.01235338015493e-05	3.34984637700641e-05	3.15152476996816e-05	4.3357647538088e-05	1.62434962369781e-05	4.34383242249732e-05	3.6063389463934e-05	4.81146197836821e-05	3.86153820169657e-05	2.59610855027434e-05	1.3274933748169e-05	2.54062220388519e-05	4.35582917445251e-05	4.95313290626234e-05	3.38900053610018e-05	2.74132475310973e-05	8.2850301231199e-06	3.11496063509254e-05	3.24596289155771e-05	3.06770419315751e-05
"K00343"	1.21955250371606e-05	1.40627145422361e-06	1.35238391758925e-05	3.96121853287905e-06	1.17505722717805e-06	1.12716376317475e-05	7.96058208171177e-06	9.33627757286774e-06	1.09112919035568e-05	4.87161144809129e-06	9.40845204569642e-06	7.1680465998801e-06	1.26678030291613e-05	9.4486733118985e-06	4.58095498793158e-06	5.36340471721546e-06	4.86195848884814e-06	8.54746037605597e-06	9.6873575570455e-06	7.69864525699805e-06	5.86119341387042e-06	2.22003328090341e-06	6.87125853882351e-06	7.20594149582126e-06	7.80786790359301e-06
"K00344"	2.02754328089175e-06	4.40912800548186e-07	1.99988836496909e-06	2.33572667831695e-06	8.47942875510157e-07	1.96274068614078e-06	2.80257318056965e-06	8.06973779899086e-07	4.24423231235619e-07	1.19400971618479e-05	5.3563977391096e-06	2.14133940821117e-07	6.89348164407401e-07	7.63639240890308e-07	6.23105584827991e-06	4.82670967800653e-06	8.60013352194425e-06	4.26674304471057e-07	6.08734488351525e-07	6.00237152082148e-07	6.58687763886009e-07	2.8809808171489e-07	6.66986499912349e-07	1.01128784905203e-06	1.12152207375736e-06
"K00346"	2.03932824799439e-05	2.76652360165436e-06	2.67001037209957e-05	2.33993181877662e-05	4.62622913562828e-06	2.32493568923579e-05	1.90358833717491e-05	2.56617318324647e-05	2.14222190927618e-05	1.62303558568745e-05	2.1489574730891e-05	1.67656001155714e-05	2.00570521364365e-05	2.76139247136349e-05	1.44523947028837e-05	1.5435720886854e-05	1.29674888496529e-05	2.22107701432356e-05	2.4452190469467e-05	1.62992256397767e-05	1.20651467564435e-05	4.68218901560411e-06	1.68826758426684e-05	1.92616128139816e-05	1.51022605321998e-05
"K00347"	3.28304817959893e-05	4.09147077297048e-06	4.3931179983533e-05	4.86785667624499e-05	9.9633144296973e-06	3.45803226430288e-05	2.6443534236951e-05	3.90681031760679e-05	3.35305825722327e-05	3.41083439817033e-05	3.37149398949366e-05	2.5221254413108e-05	3.28205842332557e-05	4.23226932163487e-05	2.10579783821507e-05	2.89519593476212e-05	2.26232850557782e-05	3.37040531368381e-05	3.6096567610469e-05	2.40315566955043e-05	1.76106836235846e-05	6.63720637134523e-06	2.72725966150681e-05	2.84407784018738e-05	2.18940430216575e-05
"K00348"	8.51840849174049e-06	1.61799364153603e-06	1.00157272374692e-05	7.04277637245856e-06	1.65257022386371e-06	7.18896963298799e-06	8.1129379379628e-06	9.94545028907686e-06	1.19151096280901e-05	5.41936162185057e-06	7.49679180889056e-06	7.76443408405077e-06	8.71066388703781e-06	9.20464509065252e-06	5.20190363898037e-06	6.42006296064612e-06	5.60020535758887e-06	9.04372051967001e-06	7.04877239358988e-06	6.12942844858309e-06	4.48053278807582e-06	2.32216873878455e-06	5.36294856030218e-06	6.58240544733036e-06	5.91561969674884e-06
"K00349"	3.98733005104015e-05	3.8159897718133e-06	5.51696286081323e-05	4.57250524339016e-05	7.50434281079481e-06	4.68992624625928e-05	3.2744782062728e-05	4.6677365149936e-05	4.59535627813271e-05	2.90393476858998e-05	4.18630257935437e-05	3.49876306476186e-05	4.50663413083062e-05	4.7482106662073e-05	2.64861994848574e-05	3.04891526577518e-05	2.93818592877282e-05	4.37091386043464e-05	4.99724013823121e-05	3.48556775055241e-05	2.4063362341513e-05	8.44252005265469e-06	3.66647938322011e-05	3.41243786691823e-05	2.95594081867787e-05
"K00350"	2.81598555638922e-05	4.08138164441425e-06	4.26005456385119e-05	5.21189208978403e-05	1.25728728469959e-05	3.16135801944922e-05	2.46754655002468e-05	4.20958997305704e-05	2.98054971009399e-05	4.00353939111366e-05	3.14832278670901e-05	2.42036778470419e-05	2.92572366303319e-05	4.20706013756026e-05	2.13084702824805e-05	3.98881595215556e-05	2.42432330419078e-05	2.92582664625556e-05	3.35022206247315e-05	2.45312092402396e-05	1.87851543010272e-05	6.99440134169655e-06	2.5810886256038e-05	2.52451739447608e-05	1.96429211821697e-05
"K00351"	3.48676873527939e-05	4.24761602732894e-06	4.9845223355202e-05	5.47875106422629e-05	1.12908579883224e-05	3.65059306321043e-05	2.69224162303427e-05	4.70920807647381e-05	3.56441784440958e-05	4.23285587800189e-05	3.4799240128201e-05	2.7027890662183e-05	3.57508590138393e-05	4.40663179573131e-05	2.2558366142658e-05	3.69534307065258e-05	2.45831623697612e-05	3.61329455000104e-05	4.23998821554148e-05	3.20956188688007e-05	2.18168097550791e-05	7.12961983588736e-06	2.96643364012483e-05	3.1146647623149e-05	2.47824195604031e-05
"K00356"	4.23113908737749e-07	0	0	0	0	0	0	0	0	4.82251586023689e-07	3.27981952220188e-07	0	0	0	0	0	0	0	3.35998170552064e-07	0	0	0	0	0	0
"K00358"	0	3.342758893335e-07	8.02158891557799e-07	0	0	2.22075364610472e-06	0	1.04413385957787e-06	0	3.0903682381207e-06	5.17291290830242e-07	0	0	6.71252605530369e-07	3.0346521012243e-07	9.95031620092575e-07	0	0	0	0	4.80507847882526e-07	0	0	0	3.19300677931164e-07
"K00359"	1.91320182200616e-06	0	1.27371930745509e-06	2.00559411181611e-06	0	8.51153852597634e-07	0	0	0	1.31761461394201e-06	1.40393147858537e-06	5.79121046652483e-07	0	0	0	2.8779221313678e-06	0	0	1.85881015347904e-06	0	8.87179358646062e-07	0	4.38333577243611e-07	7.86959717679365e-07	2.57864439470602e-07
"K00362"	2.72279353246797e-07	8.22689696427758e-07	1.13038118350716e-06	0	4.61491684763418e-07	0	3.08949225999175e-07	3.16009584233178e-07	0	5.2711024663827e-06	1.38462775188377e-06	0	0	4.74972358848495e-07	6.577011552517e-07	3.59946992949685e-06	3.75413773179409e-07	0	0	0	6.43173572474659e-07	0	0	0	8.21559641285112e-07
"K00363"	2.14807681185152e-07	3.73141749937534e-07	0	2.19400009815314e-07	2.98174962149291e-07	0	0	4.61761156605776e-07	0	4.24133567600087e-06	1.54349141053991e-06	0	0	2.81837837955446e-07	6.74136185954601e-07	2.09844025531837e-06	0	0	0	0	6.56427254548413e-07	2.04935424196843e-07	0	0	9.94711230972171e-07
"K00364"	1.97536814977589e-05	8.30686223794959e-06	1.12634511896891e-05	4.16904375183073e-05	3.66459301650769e-06	1.25321904111415e-05	0.000105068015142142	9.76897202496463e-06	1.3335146894275e-05	0.000206825225697795	7.00246572092565e-05	1.49588150624372e-06	1.30669405444938e-05	8.60230600839308e-06	0.00018242210213345	0.000138615334807137	8.40693491788048e-05	1.84639205013789e-05	1.54217920409984e-05	3.10444493177763e-06	5.78184115233882e-06	2.10804638705245e-06	8.70681976770397e-06	1.18872569084617e-05	8.26978084000747e-06
"K00365"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48925795624229e-07	0	0	0	0	0	0	0	0	0
"K00366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05780996235566e-07	0	0	0	0	0	0	0	0	0
"K00370"	3.72704608737761e-07	1.12951858357783e-06	8.50312879249489e-07	4.99894675391036e-07	4.55032505531456e-07	2.14660841599857e-07	5.17328873171762e-07	7.15051176667018e-07	0	3.25565461094336e-06	1.0423183013948e-06	0	0	0	1.18258522740289e-06	4.19494054921269e-06	4.67570887841965e-07	2.05007242091183e-07	0	0	8.05549513585012e-07	0	5.01930423557402e-07	0	4.60900764661747e-07
"K00371"	2.00253845718487e-07	1.66273693255706e-06	8.23985996931726e-07	7.2384202440801e-07	4.71867453369742e-07	2.36088200636172e-07	8.06883397059659e-07	8.08159074019901e-07	0	3.52089697015467e-06	1.43862961816974e-06	0	0	6.72317542269588e-07	1.23957299531446e-06	4.95925709444958e-06	5.97268066178538e-07	4.07157567902729e-07	0	0	7.91532761097189e-07	1.51117849670035e-07	7.03918948297137e-07	1.41107621471998e-07	6.97728683915645e-07
"K00372"	0	0	0	0	0	0	0	0	0	0	2.35624479911476e-07	0	0	0	0	3.04047280579244e-06	0	0	0	0	0	0	0	0	0
"K00373"	0	0	6.49180018809468e-07	3.59696576632682e-07	3.6144858701017e-07	2.00287177910407e-07	7.81846110679722e-07	0	0	2.74162430436742e-06	6.84737638273712e-07	0	0	0	1.06676430932382e-06	1.79143950916985e-06	0	3.70114141836282e-07	0	0	0	0	1.86957997098804e-07	0	4.29688070303689e-07
"K00374"	3.78509750812437e-07	0	3.73202685382654e-07	6.01284756038317e-07	4.31260372956503e-07	0	6.41687800741125e-07	0	0	2.67678718619026e-06	7.8628619077294e-07	0	0	0	9.49511164005767e-07	2.99578088079216e-06	2.8680938019922e-07	2.75115899187461e-07	0	0	0	0	0	0	5.41812802997792e-07
"K00375"	3.34486597724527e-06	1.91893107368484e-06	1.91580914797947e-06	4.57981164790885e-07	0	1.63155121306321e-06	0	6.03088247586329e-07	0	3.89961938472584e-06	7.03576918149427e-07	0	0	7.18923085603385e-07	0	5.70727914093213e-07	0	0	3.20859009172843e-06	0	1.17160314506237e-06	0	2.03548865537947e-06	9.76087607303749e-07	0
"K00378"	1.78242181954445e-05	4.54524037511956e-06	1.9063099393921e-05	3.05060511519103e-05	4.41907624243678e-06	1.88181950205823e-05	2.05224829368722e-05	3.30007313172034e-05	2.1417307022067e-05	2.09611274910619e-05	2.88132895521389e-05	2.2500146609512e-05	2.03984511380645e-05	3.1095674583679e-05	1.94844907324649e-05	6.49007861006956e-05	1.86541392589587e-05	1.91094846285697e-05	2.5191556163255e-05	1.56903747620959e-05	1.82495075659945e-05	8.08520986123767e-06	1.89059877252825e-05	1.78471023390999e-05	2.16971953933477e-05
"K00380"	2.41634788412542e-07	6.4605518696424e-07	4.41826385798672e-07	0	4.23254805592593e-07	0	0	2.96483028527554e-07	0	3.35760799448551e-06	1.06560599809158e-06	0	0	0	3.81430791224143e-07	1.13446374474777e-06	0	0	0	0	7.00216622835256e-07	0	0	0	6.53284430820412e-07
"K00381"	4.21171427444698e-07	1.13536353725093e-06	1.46938226452047e-06	0	7.46961198053237e-07	0	2.31152130478574e-07	2.98111009140526e-07	0	3.90038042180257e-06	9.88176199565946e-07	0	0	0	4.02438600768695e-07	4.22872199579591e-06	4.05801447360666e-07	0	0	0	8.94594588397292e-07	3.24426525171041e-07	3.85468391294492e-07	0	6.75747421831359e-07
"K00382"	2.55182494285665e-05	8.3881955927564e-06	2.7756446084484e-05	4.11494483214133e-05	8.27156631746465e-06	2.01834034138573e-05	1.64252239343667e-05	2.96585020242136e-05	1.33341942416691e-05	5.4608986936479e-05	2.36203476089854e-05	1.11330613020635e-05	1.1838722684635e-05	2.81482278208935e-05	2.54551122494872e-05	4.45479232033856e-05	3.37373184401753e-05	1.40115951148519e-05	2.64498340903531e-05	1.11113685761994e-05	1.13735560046555e-05	4.32775312027886e-06	1.41509494067033e-05	1.92209286316649e-05	1.36682705070393e-05
"K00383"	6.71530323650861e-06	3.27422841538256e-06	6.15317594067553e-06	1.49181902635964e-05	2.69749605788571e-06	3.04365674249379e-06	1.27494723607475e-05	1.18279222399112e-05	7.84089672252576e-07	2.97064604931486e-05	1.0126783843586e-05	5.09877244358208e-07	9.68210700986074e-07	1.2185920483629e-05	7.21449423939267e-06	3.1659046460486e-05	6.08846995838721e-06	1.22640093066854e-06	3.95165159135006e-06	3.19334750213478e-07	2.47685335242816e-06	1.51710772160671e-06	3.1158028468401e-06	3.78049205073706e-06	1.85516424335874e-06
"K00384"	5.4302687755627e-05	1.14310392459732e-05	5.33596429682574e-05	7.25499288549851e-05	9.78374285423603e-06	5.83149205495487e-05	0.000159535399154263	3.58833208734812e-05	4.74961209221798e-05	0.000270425936954351	0.000128986073218761	2.58026194743719e-05	5.08371441393688e-05	3.27844768822152e-05	0.00024253596134176	0.000194036457302821	0.000124828164668368	5.1313546468884e-05	4.97383318113613e-05	2.43879057109379e-05	2.65437579814775e-05	9.12476900961591e-06	3.40926642889327e-05	3.6034767756709e-05	3.27856535226288e-05
"K00385"	1.41726093131001e-06	7.90207875382357e-07	1.15804920614119e-06	9.45894232780199e-06	6.38718463449175e-07	1.69481814905991e-06	2.52878382155362e-06	3.11163703434206e-06	1.51414677248419e-06	3.78685554414056e-06	3.06021867253402e-06	1.46864564518048e-06	1.66742853814101e-06	2.61663598756994e-06	2.33727865125868e-06	1.91055951293709e-05	9.50661683182353e-07	1.12453690330058e-06	2.69220925211589e-06	1.4746017996398e-06	2.75810441192502e-06	1.75321204551761e-06	1.12911013714782e-06	2.02430544387125e-06	3.05079078800714e-06
"K00389"	1.9145771479555e-07	3.30271009009474e-07	6.55072748293304e-07	4.32094542645511e-07	0	0	0	4.28948567300734e-07	0	6.17383364254685e-06	1.67700873461261e-06	0	0	2.56584468566155e-07	2.6302796206126e-07	2.50939236942528e-06	0	0	1.67627806072499e-07	0	6.97211368292153e-07	0	0	1.60634688470008e-07	6.30245026985183e-07
"K00390"	4.13321587497179e-07	6.1387232799427e-07	9.45860272764634e-07	1.84233554834686e-06	8.21248655551455e-07	5.83892160583357e-07	6.68073611784222e-06	0	5.15280845359205e-07	2.01044202196258e-05	6.09123807873209e-06	2.24050017615009e-07	5.70803068897474e-07	0	7.05998742969644e-06	1.4460076842969e-05	1.9642835074225e-06	7.75974177751957e-07	2.27283616783552e-07	0	0	3.23390465060421e-07	5.07541314951516e-07	4.20888191097658e-07	0
"K00394"	1.46171801978247e-06	3.31041726695698e-07	1.93123323972503e-06	5.41052722990073e-07	6.06389720368972e-07	2.03283555407782e-06	7.10191051427247e-07	1.18992733839362e-06	8.60490468741594e-07	3.61796416769586e-07	1.73301676551032e-06	1.62216181985581e-06	8.61362930198208e-07	1.87679985476736e-06	1.25863866562962e-06	5.70111861423296e-07	7.08517756787555e-07	9.32075052050952e-07	1.7132651978195e-06	2.72711259698325e-06	1.14964809359057e-06	3.2097251319858e-07	1.51246543728582e-06	2.04764072950921e-06	1.22147089089986e-06
"K00395"	1.06474821623822e-06	0	0	6.22820540854518e-07	4.07551712095757e-07	9.16015753042756e-07	3.82710705516222e-07	7.72840916412442e-07	6.01615308926932e-07	0	8.6516860566899e-07	9.53277589468429e-07	9.38459089418406e-07	8.90640448060808e-07	4.26104089468991e-07	0	5.83869187849216e-07	3.3489830963187e-07	2.03722962829838e-06	2.66531995927359e-06	5.53531251204531e-07	0	5.14964480690944e-07	1.12394239584359e-06	5.66486333935242e-07
"K00399"	1.26980788188946e-06	0	0	2.66178018315286e-07	0	0	2.71845480627238e-06	1.65012516230691e-06	2.55422035718888e-06	9.28478785086531e-07	2.16825589618076e-06	2.04601776305312e-06	2.76783027724594e-06	9.14266926028124e-07	1.70113200131138e-06	0	9.57078245427979e-07	0	0	0	2.87900654665086e-06	0	0	6.39146623552705e-07	0
"K00400"	5.57058306636292e-07	0	0	0	0	0	1.26312418432926e-06	1.03023013982842e-06	1.61468361967694e-06	5.48192746189398e-07	1.02868022857133e-06	1.08974151652366e-06	9.36775640809874e-07	5.42754982505384e-07	1.1056369345425e-06	0	6.97921697243202e-07	0	0	0	1.51626753153464e-06	0	0	0	0
"K00401"	7.80997898450954e-07	0	0	0	0	0	1.68404993723139e-06	1.01666299948885e-06	1.71411805391721e-06	0	1.25508892790214e-06	1.05803425717576e-06	1.42534260048469e-06	9.83396121496886e-07	9.1046366132371e-07	0	7.01623733684829e-07	0	0	0	1.65027704785383e-06	0	0	5.88287966564639e-07	0
