"MGJ1"	"MGJ10"	"MGJ11"	"MGJ12"	"MGJ13"	"MGJ14"	"MGJ15"	"MGJ16"	"MGJ17"	"MGJ18"	"MGJ19"	"MGJ2"	"MGJ20"	"MGJ21"	"MGJ22"	"MGJ23"	"MGJ24"	"MGJ29"	"MGJ3"	"MGJ4"	"MGJ5"	"MGJ6"	"MGJ7"	"MGJ8"	"MGJ9"
"K07025"	2.35281684577778e-05	6.18675072676892e-06	1.20029995753458e-05	2.98573104317467e-05	2.6169796428055e-06	1.25431353584652e-05	0.000100338153671735	4.72807327732255e-06	1.33467256652863e-05	0.00017867030193774	6.52512116868632e-05	2.88615226196367e-06	1.54175134809274e-05	3.59235285344741e-06	0.000157354310168805	0.000110966616095726	6.60170272918004e-05	1.42669572394116e-05	1.82428247493277e-05	1.55097707041132e-06	7.67799774008866e-06	9.0328711343128e-07	8.38326327518945e-06	1.03130793166951e-05	9.90466213407971e-06
"K07026"	2.35874886375824e-07	0	0	0	0	0	0	0	0	2.81024007389762e-06	0	0	0	0	2.52045795517295e-07	1.32597675992656e-06	0	0	0	0	0	0	0	0	2.98203940478539e-07
"K07027"	1.41256243047539e-05	2.98310044060599e-06	1.3420896830132e-05	2.89620989197006e-05	2.69316014453856e-06	1.41795132044346e-05	8.62149217364319e-05	7.75245628416821e-06	1.90831926576419e-05	0.000138947535303153	6.28188283767715e-05	7.64642288006997e-06	1.62091214658003e-05	8.14914082753344e-06	0.000132010090741217	9.21988889788613e-05	5.9182769345556e-05	2.02504162702084e-05	1.07853736309774e-05	6.1971405386625e-06	5.85784194597148e-06	1.98287880323592e-06	1.32964077312545e-05	1.03524543236932e-05	1.35490055120725e-05
"K07029"	4.84180111652635e-05	1.01585589643774e-05	4.10709691662463e-05	4.89953128917768e-05	4.77386214555763e-06	3.86221035790653e-05	0.000133714056690256	2.42866717195389e-05	3.74785983873184e-05	0.000209336484826264	0.000101746553115439	1.76486345264015e-05	4.11552275255078e-05	2.60495549105117e-05	0.000197086068592256	0.000140175628695811	0.000112093512653143	4.0351924321916e-05	3.83572783637761e-05	1.91156685266528e-05	1.75451160555243e-05	5.79716323598064e-06	2.83405078267436e-05	2.938557630477e-05	2.46011891592962e-05
"K07030"	2.44323521895998e-05	5.34984030737017e-06	1.32914753703766e-05	3.22052037211621e-05	1.98582991807656e-06	1.47274805098352e-05	7.23840546169593e-05	8.93665529039838e-06	1.47001133306321e-05	0.000141837023807875	5.50909141435849e-05	4.79717243291097e-06	1.45629661599749e-05	8.069483521678e-06	0.000114538720184773	0.000100582698563973	5.83349874029615e-05	1.59063842143747e-05	2.12100060042869e-05	5.65182119198079e-06	9.136036662471e-06	2.54997380758841e-06	1.05605772487357e-05	1.40530169849156e-05	9.24907854610992e-06
"K07031"	9.78706833640937e-07	0	1.1664332714967e-06	0	4.06154330971048e-07	2.64821953601624e-06	0	2.84246086558826e-06	0	0	1.42384157043825e-06	1.92439775750085e-06	3.43484363397222e-07	1.27438837152924e-06	1.65445971670783e-07	3.29869399432175e-07	6.4065184665912e-07	0	1.50712390451547e-06	1.30999917184608e-06	0	2.14929667394193e-07	1.28800034401303e-06	2.92934033527653e-07	1.17645080430603e-06
"K07032"	0	0	0	0	0	0	0	0	0	8.22644865957112e-07	1.93821008868566e-06	0	0	0	0	8.89941126439699e-07	0	0	0	0	0	0	0	0	0
"K07033"	3.07696568827334e-06	1.74085321769471e-06	2.40807425469761e-06	6.86936129183106e-06	7.523442014634e-07	2.7729329767101e-06	1.89727092358038e-05	2.39442428447776e-06	4.58482907630301e-06	2.64833731200491e-05	1.42645956050418e-05	2.64614387767169e-06	4.67090895300437e-06	2.50053613225411e-06	2.21239263836497e-05	2.23866430330424e-05	1.4252687047074e-05	4.6540331369592e-06	2.16455472206485e-06	2.2175510304823e-06	2.14610790595366e-06	0	2.8865242977688e-06	2.07914324165425e-06	2.7724972936324e-06
"K07034"	0	0	5.02563409581046e-07	0	2.94051821910308e-07	0	0	3.36676872910125e-07	0	4.18049908593482e-06	1.39874253570807e-06	0	0	2.32039422979733e-07	4.2287382663684e-07	2.94934684515731e-06	0	0	0	0	2.4019643900805e-07	0	0	0	3.78565767450435e-07
"K07035"	6.08617938083051e-06	4.13313048829835e-06	5.63182851242493e-06	1.10663551806933e-05	1.87004720980561e-06	6.02576410624196e-06	3.42089339685593e-05	3.5399512872243e-06	5.4570708307387e-06	3.80611490804727e-05	2.1432003703247e-05	4.83731761276006e-06	8.57433721538062e-06	4.47027633681595e-06	3.70393255841198e-05	3.21138390321983e-05	3.1270863527503e-05	7.9288129059298e-06	4.81813098900159e-06	4.2628770880615e-06	5.65412368735595e-06	1.23847930706557e-06	4.749984115064e-06	4.59843622271504e-06	6.28316610549695e-06
"K07037"	1.23542395904956e-05	2.41930462509312e-06	1.34539008693875e-05	7.87532408352574e-06	1.39316431674556e-06	1.18483708890415e-05	1.02865795066373e-05	1.06401407328859e-05	1.27102746834405e-05	8.25158059924592e-06	1.25286483995177e-05	9.24130880705994e-06	1.22489769107561e-05	1.24397626759003e-05	8.6142269492978e-06	5.47763512815743e-06	9.4945780470717e-06	1.30254100904946e-05	1.32245849690923e-05	8.91872922577705e-06	6.20279922106666e-06	2.57602018657471e-06	9.02867914510025e-06	9.32804707655288e-06	9.12192751044167e-06
"K07038"	5.8421621477605e-06	1.35469834937954e-06	3.71301221483708e-06	1.91715467893751e-05	1.30566428549387e-06	4.42011361093411e-06	3.72879581058254e-05	2.0442164534628e-06	5.34936711476017e-06	9.51233711650147e-05	3.85946234633756e-05	6.34169895138701e-07	5.43443364916678e-06	7.63650974598343e-07	6.53888225151074e-05	5.56999947823709e-05	3.67695842529063e-05	8.31924306873309e-06	6.89807142169436e-07	8.18982657492806e-07	1.10739209810235e-06	2.57833873886419e-07	1.11972796020365e-06	2.36445231897671e-06	4.68762520954922e-06
"K07039"	0	0	5.41257285208982e-07	0	2.68280775054438e-07	0	0	3.81397754787051e-07	0	2.39825366785709e-06	3.88974953435148e-07	0	0	0	3.11961594769141e-07	2.41402898044261e-06	8.82943949128103e-07	0	0	0	0	0	0	0	0
"K07040"	6.20033344896895e-06	2.18655209215924e-06	3.9494065940405e-06	2.54859679647687e-05	2.15768451887814e-06	5.51980052232343e-06	6.766242970403e-05	2.46248244192032e-06	9.42511149057535e-06	0.000138244339040916	5.26041310691485e-05	9.54853511044761e-07	8.30698505004209e-06	2.24905207455687e-06	0.00010732030298649	8.38201968930219e-05	4.90519237045336e-05	1.14378764787412e-05	1.34008241341683e-06	6.14599467266153e-07	8.85148630029473e-07	5.39771165368187e-07	5.26900127425399e-06	3.96006856178271e-06	5.0933157585566e-06
"K07041"	1.27655236400698e-06	0	0	4.98020470842545e-07	0	0	2.42267692660452e-06	1.42493620610032e-06	2.96275544978215e-06	9.558839123342e-07	2.10055164489038e-06	2.51211759672149e-06	2.13864804543481e-06	1.25022531226916e-06	1.93357328915833e-06	0	1.16779672992195e-06	0	0	0	2.14556790536978e-06	0	0	6.97098618874199e-07	0
"K07042"	1.84602211098089e-05	3.79078295722112e-06	1.21705067611757e-05	3.70546835922417e-05	3.28895944916064e-06	1.23576550897959e-05	6.3975068830413e-05	1.21132511722521e-05	1.01721150592265e-05	0.000127661374223275	4.35843943217016e-05	3.35893517714785e-06	9.44331413107174e-06	7.63696965236919e-06	9.57877254569882e-05	8.8679623194472e-05	4.41672630554782e-05	1.00385437132183e-05	1.35666414641007e-05	1.94827651476605e-06	6.11387153768191e-06	1.82200746431404e-06	7.34271595300804e-06	7.83898101926047e-06	6.194835281257e-06
"K07043"	5.61877846961408e-07	2.53684239317802e-07	2.54832990200757e-06	6.83452909068604e-07	1.86540053092394e-06	3.04771608234699e-06	4.10590167133158e-07	1.66551374201073e-06	0	5.29725082086656e-06	2.25407364358658e-06	1.26337939180323e-06	0	7.34552880432534e-07	1.07683085789484e-06	6.86950716784393e-06	7.11588702473291e-07	4.94466574251721e-07	0	3.9425147072301e-07	1.0744963205561e-06	0	1.23107499869327e-06	0	1.68351224027402e-06
"K07045"	2.40121009632564e-06	0	3.21298242601303e-06	1.88086708737314e-06	4.67700936816908e-07	3.66762514288767e-06	2.26891854595741e-06	2.22956601754845e-06	2.62664505466785e-06	1.08029186097221e-06	4.48753679173278e-06	1.84872850373961e-06	2.55780427922998e-06	3.03970985786058e-06	1.95077446813629e-06	1.22013703903524e-06	2.09535510437575e-06	2.21261096735755e-06	2.02508679882114e-06	1.65113715691075e-06	1.59039552969871e-06	5.85291587987713e-07	2.95429949956673e-06	2.71638845271511e-06	1.70616221012375e-06
"K07046"	0	0	4.98202161011411e-07	0	0	1.39468013358007e-06	0	2.47944927428159e-06	0	0	2.33865817365829e-07	0	0	6.82614008234337e-07	0	0	0	0	0	0	0	0	5.53378669362799e-07	0	3.94722039300242e-07
"K07047"	4.39618248044966e-07	0	0	3.94227580841698e-07	0	3.33854222744689e-07	1.81160789218596e-06	0	7.44337045375258e-07	2.35363509032214e-06	9.67249420635549e-07	0	8.1967560469939e-07	0	2.9467269416311e-06	2.00017689416599e-06	2.10011078726339e-06	9.00613806871758e-07	0	0	0	0	3.31184507037863e-07	0	4.11222030014936e-07
"K07048"	0	3.34694460625784e-07	3.20516787261888e-07	0	4.76929425705545e-07	0	2.32740554185934e-07	4.64251722916524e-07	0	8.23904502695346e-06	8.02965944781363e-07	0	0	2.92179487306829e-07	6.57422903962813e-07	3.69433753586445e-06	0	0	0	0	7.51936065946405e-07	0	0	0	6.78575463622173e-07
"K07052"	1.26347520237067e-05	5.45363138135917e-06	9.48722607242637e-06	5.64363234959056e-05	2.57828461756604e-06	1.32712665463097e-05	0.000194199271389467	6.35237677466426e-06	2.63123196375226e-05	0.000356087444367928	0.000117133615047108	1.39586601624117e-06	2.28180067487261e-05	4.56237463437039e-06	0.000294208457888295	0.000222096826710207	0.000140840402479505	3.30133340639842e-05	2.87410169667845e-06	1.79494775184736e-06	1.62494240498547e-06	1.1834038747021e-06	1.33071123114429e-05	8.46318793564361e-06	1.34435624040739e-05
"K07053"	2.51658740761793e-06	2.94936905421438e-07	1.89931938381135e-06	1.61906066925297e-06	5.9089282812203e-07	1.37165575563851e-06	1.18824579402864e-06	1.36128815047453e-06	1.36805925540366e-06	3.78361173480104e-06	1.71670571218797e-06	1.53205132837883e-06	1.42257912818802e-06	1.73089045874887e-06	8.33586398564191e-07	4.27847256592815e-06	1.55600728976957e-06	9.8269371668968e-07	0	1.51941772723554e-06	1.44103137796022e-06	0	1.53923901743688e-06	1.49726092291284e-06	8.84175318030157e-07
"K07054"	2.59269511868749e-07	0	4.32178835731661e-07	0	4.50090520106381e-07	0	0	2.12926565193248e-07	0	2.54706626738313e-06	8.53372973844629e-07	0	0	0	2.70866269079885e-07	3.72397045021036e-06	2.73906054398397e-07	0	0	0	0	0	0	0	5.23134792803495e-07
"K07055"	0	0	0	0	0	0	4.09269021109127e-07	3.80359107660782e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07056"	5.9068949312705e-05	1.08781954210654e-05	6.29672088793087e-05	6.31168815854676e-05	8.40305687145406e-06	6.43239339115318e-05	0.000121142709493826	5.30456310651845e-05	6.79176527676064e-05	0.000168413300020833	0.000106219414088819	4.42384615131583e-05	6.27236601068902e-05	5.47498516564197e-05	0.000168606730043476	0.000119093796112208	9.30843341809005e-05	6.54820447702782e-05	6.82109911929723e-05	4.29584330489002e-05	3.54156823107891e-05	1.28596332074346e-05	5.04547986312804e-05	4.93163883529672e-05	4.42795320216492e-05
"K07058"	1.85728283756574e-05	4.08310024554861e-06	1.55050799613846e-05	2.63234875133185e-05	2.52842514707425e-06	1.66311796119508e-05	7.41936819265154e-05	8.30735061397404e-06	1.83787503259537e-05	0.000142496216670566	5.43095650294131e-05	5.79405319868576e-06	1.69315507081555e-05	7.28268280988658e-06	0.000107451335026709	8.20807336862753e-05	4.89272367411714e-05	1.84910426594768e-05	1.13947057697349e-05	5.95845655554223e-06	7.03690012500685e-06	1.94488587086732e-06	1.02142410388134e-05	1.04438562532284e-05	1.36836289468276e-05
"K07062"	2.5305477234868e-07	0	1.1986728261763e-06	0	8.38734163293789e-07	0	8.56592197477376e-07	2.87589128813751e-07	0	1.09843975553522e-05	5.4176620317379e-07	0	0	0	4.63534771504145e-07	1.31723233517007e-06	0	0	0	0	0	0	0	0	1.15241286614508e-06
"K07067"	0	0	5.15715230655362e-07	1.88037909348263e-06	0	0	6.80213825051941e-07	0	0	1.45917425847638e-06	1.18724653875151e-06	0	0	0	0	6.36993763352498e-06	0	0	0	0	0	0	0	0	4.50522748961587e-07
"K07068"	0	0	0	2.95889636636278e-07	0	0	0	8.81030548177464e-07	1.35663039482407e-06	5.55785900498422e-07	9.40987632829075e-07	9.24642425343835e-07	9.71997402589643e-07	5.65224235461025e-07	0	0	0	0	0	0	7.02112667867228e-07	0	0	0	0
"K07069"	8.56254655526859e-07	5.89281209138997e-07	0	0	0	1.35277990928063e-06	0	6.01009880695432e-07	0	0	1.43528302583662e-06	7.25237760966932e-07	8.79084368340485e-07	0	1.91646959279656e-06	0	0	1.16036173821285e-06	1.21730062351466e-06	7.23738147725464e-07	1.07845200836891e-06	0	7.58851763760441e-07	0	0
"K07070"	0	4.24151159491206e-07	0	4.3294087270721e-07	0	0	0	4.29441463654011e-07	0	3.47747395324649e-06	1.72025875341168e-06	3.11993317193171e-07	0	0	1.01642564354155e-06	2.38573346982024e-06	0	0	0	0	0	0	0	0	3.50066078217225e-07
"K07071"	0	6.81889813814271e-07	0	0	0	0	0	0	0	2.0176430292774e-06	5.98726453730352e-07	4.0130456927097e-07	0	0	2.60163746553686e-07	1.93658107878277e-06	0	0	0	0	3.34450261538886e-07	0	0	0	2.02948669327088e-07
"K07074"	0	0	0	1.44282224068723e-07	0	0	0	2.86400709447758e-07	0	6.18648671142308e-07	2.68060111988863e-07	0	0	2.18995934968646e-07	2.16883045899601e-07	1.92239783336377e-06	0	0	0	0	0	0	0	0	0
"K07075"	5.78711527261444e-06	1.06447125674372e-06	7.9953811657077e-06	2.43927695133691e-06	7.08387483425976e-07	5.92078542560359e-06	0	2.41805117832117e-06	5.12715887746485e-06	1.31061199193915e-06	2.90707866534906e-06	4.00023370736985e-06	2.81584517369403e-06	3.87968143710758e-06	2.22726846613898e-06	0	2.54096199345563e-06	4.86341443148952e-06	2.73591512096546e-06	5.13193843310739e-06	2.28685816920882e-06	1.23186270255816e-06	2.82068584778995e-06	3.8037704300234e-06	4.27362010011493e-06
"K07077"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1570726971567e-07	0	0	0	0	0	0	0	0	0
"K07078"	2.96539134721937e-06	8.3510378326811e-07	1.4216397451284e-06	1.88466820107537e-06	2.72787104176513e-07	1.96482038104668e-06	4.63855653771515e-06	1.43752413168182e-06	9.21816575801405e-07	8.22914014984434e-06	6.78588840829358e-06	0	1.03451985763899e-06	7.16257433450824e-07	4.1842194003002e-06	6.15246942758939e-06	4.72957411732215e-06	9.94268075811059e-07	0	0	6.60724913274676e-07	0	1.00344285308372e-06	8.62134549617343e-07	9.14640071345125e-07
"K07079"	1.18734691058731e-05	9.75313665061261e-07	1.35890906381494e-05	4.6432054344162e-06	1.54797094416375e-06	1.18449820658386e-05	8.13025819658103e-06	7.14986851850801e-06	9.35837653948602e-06	3.15708273140247e-06	9.89849972507268e-06	1.00191094260018e-05	1.0600237001103e-05	8.67030356671346e-06	6.95507640088363e-06	4.75103201838151e-06	6.14788290832178e-06	1.04831904937436e-05	1.29197506252918e-05	1.00710459040593e-05	7.33125258335429e-06	1.5831688222618e-06	9.00626851392185e-06	8.99363553298607e-06	7.38636599111191e-06
"K07080"	0	0	1.8041067191217e-06	1.43882112015827e-05	2.91327339565895e-06	0	0	6.76534327378449e-06	0	9.8392150489125e-06	5.24853793959821e-07	0	0	6.93378249991195e-06	8.76237434624899e-07	1.26140399210394e-05	8.95008876829477e-07	0	0	0	0	5.92719573961688e-07	1.54190551345566e-06	1.26174513116132e-06	0
"K07081"	0	0	4.25167819181786e-07	0	0	3.25000596408213e-06	0	8.14734930418049e-07	0	0	4.48012648074974e-07	0	0	8.76266199781859e-07	0	0	0	0	0	0	0	0	9.47901533487326e-07	0	5.37534984427514e-07
"K07082"	9.45744825622409e-06	1.57264689919529e-06	8.02355174492997e-06	6.31950516213299e-06	8.52274600201071e-07	8.81087355613007e-06	7.32599815173289e-06	5.95559695666511e-06	2.88847896294076e-06	1.91404091758958e-05	1.22656006730832e-05	3.22664797032335e-06	3.71377646538425e-06	5.31041058084122e-06	9.08725758683542e-06	9.60771675510512e-06	9.66032080753704e-06	3.54307617357567e-06	5.29942293937554e-06	2.77427478218956e-06	3.04781849125971e-06	9.16070509261988e-07	4.02476173320928e-06	4.07091345139183e-06	3.96558588650816e-06
"K07083"	0	0	9.27676787841666e-07	0	0	4.02003201960329e-06	0	2.02789422640248e-06	0	0	4.49384123111547e-07	3.44816690179342e-07	0	5.47957089198867e-07	0	0	0	0	0	0	0	0	8.23792077152334e-07	0	5.6254387349966e-07
"K07084"	0	1.1735456488409e-06	3.01470867895718e-06	1.22901686770236e-05	2.29718910403089e-06	2.65896060581754e-06	8.62989488030378e-07	7.85286191181987e-06	0	9.82162206465974e-06	1.2711054004161e-06	0	0	6.73063050195213e-06	1.71366829452746e-06	1.2687637933829e-05	2.1825507858582e-06	0	0	0	0	7.4370659582299e-07	1.69314436697732e-06	1.41940749841875e-06	1.10183505540637e-06
"K07085"	2.50002243515648e-05	3.70805968300666e-06	4.03432714319968e-05	2.27983718410398e-05	4.6511241436217e-06	3.4315742493017e-05	2.61065314908095e-05	3.27289160759613e-05	3.18907418463303e-05	2.78068852631472e-05	3.71103942235527e-05	2.59992906803641e-05	3.12698654026124e-05	3.25879788053857e-05	2.62522845300546e-05	1.75555903873549e-05	1.94595530379968e-05	3.24323649589868e-05	3.89147136693893e-05	2.15104863450036e-05	1.5995220950105e-05	6.77978682229124e-06	2.54369869017211e-05	2.51862130162441e-05	2.56906480732921e-05
"K07088"	1.55824660760652e-05	3.69178900917684e-06	8.57295346840007e-06	9.23477067054405e-06	1.3114801570684e-06	9.52491019809366e-06	1.71547312854832e-05	5.53679700635159e-06	3.84155847909944e-06	3.47860077644396e-05	1.60066437262963e-05	3.86132009258668e-06	5.02528538418744e-06	5.28850142026513e-06	1.72783565077093e-05	1.46893771801658e-05	1.5232629366156e-05	2.97863568310357e-06	1.02281118196776e-05	4.03837111309091e-06	5.91499362468796e-06	1.15900195518903e-06	6.29360270498972e-06	6.21935552336157e-06	4.02527719228924e-06
"K07089"	4.08415340671206e-05	7.21932054384962e-06	2.5038978621492e-05	1.64150350711621e-05	4.68424765724545e-06	2.34359828610754e-05	2.04856344448762e-05	1.96771970713233e-05	2.44089569919176e-05	1.89202089533742e-05	2.14136093438051e-05	2.52055634187944e-05	2.61012009868054e-05	2.08760874237734e-05	1.48930779951348e-05	1.89434769882913e-05	1.46717524238009e-05	2.07117633071489e-05	3.92508894989443e-05	2.15630744482156e-05	3.01101981945414e-05	6.07868890298137e-06	2.45813205966647e-05	2.06706819264677e-05	2.04184008063178e-05
"K07090"	1.22586075717835e-05	8.20169169447773e-06	1.19909882394273e-05	3.32889379128837e-05	3.28945469190024e-06	1.67985864403008e-05	8.94290158307325e-05	1.02926370968499e-05	1.31783061977395e-05	0.000166037567909368	6.69619444051264e-05	4.90182935144576e-06	1.45769922187239e-05	8.81042935445323e-06	0.000143385198820822	0.000118316019872134	7.22670395409324e-05	1.59515755033604e-05	6.19334299846951e-06	6.19391687027743e-06	6.23698050061184e-06	2.57362395864194e-06	1.09723829027088e-05	1.01545455272645e-05	1.05384717433809e-05
"K07091"	2.28210351828742e-07	0	1.17246893007617e-06	0	3.69085900182034e-07	7.28856879212763e-07	0	1.90406942061985e-06	0	5.65018848110017e-06	1.40447914291628e-06	0	0	6.43866782531027e-07	5.98793379221426e-07	3.6767210887128e-06	0	0	0	0	4.8626757872333e-07	0	4.77007433182045e-07	0	8.2596872832128e-07
"K07093"	0	0	8.53962015715672e-07	0	0	1.6700223694535e-06	0	2.61153379468893e-06	0	0	7.74214836417773e-07	0	0	5.85244483862385e-07	0	1.9918385282414e-06	0	0	0	0	0	0	0	0	0
"K07094"	0	0	0	0	0	0	6.37854764634038e-07	0	1.03205335585356e-06	0	0	1.04551516320252e-06	0	0	0	0	3.75421066991366e-07	0	0	0	5.33856664799602e-07	0	0	0	0
"K07095"	1.29646189301797e-05	1.84514424763333e-06	9.55388795323932e-06	6.75560752941573e-06	7.53637391852847e-07	1.17957693697224e-05	9.60457666644626e-06	6.41190261116591e-06	7.39690678922921e-06	1.64915940805038e-05	1.08650569025933e-05	5.10194930302193e-06	8.86953738797128e-06	6.77193548251947e-06	1.05937405756133e-05	5.79769258681691e-06	1.30385166109344e-05	5.97394921987643e-06	1.13009670723402e-05	6.29552334755538e-06	6.04688032350908e-06	1.62763229720024e-06	5.07313883278927e-06	7.77426412425054e-06	5.00700443450816e-06
"K07096"	5.15353946670859e-07	0	0	0	0	0	0	0	0	0	0	0	4.80253892759866e-07	5.02287950175889e-07	0	0	0	0	0	0	0	0	0	5.40690337259521e-07	0
"K07097"	0	0	4.00916559427948e-07	0	0	1.49187938626297e-06	0	8.10082760983622e-07	0	0	0	2.81421711805912e-07	0	3.25283196374268e-07	0	0	0	0	0	0	0	0	5.36758711465553e-07	0	3.15792141108185e-07
"K07098"	0	4.70588024129349e-07	1.96810525578197e-06	6.06395999616876e-07	0	2.5459481577654e-06	1.15881548342189e-06	2.62837827320406e-06	1.56615369604243e-06	3.81118127138823e-06	2.56613992349995e-06	1.17008394354896e-06	1.32994384612688e-06	1.09444302188243e-06	6.92450733893706e-07	9.16008529652107e-07	6.44175047215258e-07	1.0518089707411e-06	0	0	1.34111285293857e-06	0	1.11325485464095e-06	0	1.54089158031312e-06
"K07099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12385886167703e-06	0	0	0	0	0	0	0	0	0
"K07102"	0	0	3.68454905066105e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07104"	0	0	0	0	0	0	0	0	0	5.91817347059169e-07	1.01881297571225e-06	0	0	0	0	3.29086513370527e-07	0	0	0	0	0	0	0	0	0
"K07105"	0	0	0	0	0	0	0	1.88271008460226e-07	0	3.10670268305814e-06	1.08764134259467e-06	0	0	0	0	3.83682999261865e-07	0	0	0	0	0	0	9.76072943196032e-07	8.79158957463909e-08	0
"K07106"	1.59901319994527e-05	4.5685626618329e-06	1.62985972922813e-05	1.57679182735548e-05	3.23819246810483e-06	1.66209868661077e-05	2.1829589209499e-05	1.3024581099193e-05	1.37655238335342e-05	4.25857625664241e-05	2.73786885536568e-05	6.99265760725418e-06	1.40888953207769e-05	1.37117931547047e-05	3.96369377814599e-05	2.42207752349569e-05	1.59241307067242e-05	9.21718616895062e-06	1.75684166175353e-05	1.07038593492491e-05	7.18374430016099e-06	2.29906936858408e-06	1.34019405869476e-05	1.2060202306674e-05	7.77456435254784e-06
"K07107"	2.90233435044033e-05	4.31033752393077e-06	3.05379609413329e-05	1.59636026230305e-05	3.11691831631332e-06	2.86462798745875e-05	2.59614882052209e-05	2.86047870818726e-05	3.22019295777758e-05	1.32863654407324e-05	2.79912291486954e-05	2.12986565793762e-05	3.03564809569241e-05	2.86180881083226e-05	1.90689870328976e-05	1.25257048580598e-05	1.78917591706804e-05	2.95078618414005e-05	3.20977292014811e-05	1.70049252449349e-05	1.47913007727864e-05	5.85193812606292e-06	1.89941639901391e-05	2.13873902460798e-05	2.0190751975002e-05
"K07109"	0	0	0	0	1.7952559199222e-07	1.73407030457766e-07	0	0	0	6.25662668689485e-06	1.14742349248276e-06	0	0	0	6.45923602063095e-07	1.34069259569781e-06	0	0	0	0	7.33987631373955e-07	0	0	0	4.45110691190412e-07
"K07110"	0	0	2.28445899231513e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07112"	7.63151143186794e-07	1.66710053388052e-06	3.90260229560196e-06	5.74369871938893e-06	1.84132505097039e-06	1.02588912218288e-05	5.15313885217603e-07	5.17250826981566e-06	0	9.33547719564173e-06	2.10320269555087e-06	1.60152549575456e-06	0	3.53520318642858e-06	1.26183340192246e-06	7.98469008870944e-06	7.52507552033707e-07	4.35075256166041e-07	0	0	1.42342245183629e-06	0	3.32169607429945e-06	9.45771883580858e-07	2.11948824589694e-06
"K07113"	2.90451142356044e-07	0	2.78977674062502e-07	0	1.98120892890642e-07	0	1.67094387568246e-07	4.16963353301811e-07	0	6.07261698952635e-06	1.68522682435451e-06	0	0	3.80828375180428e-07	3.96731230906631e-07	3.17185013573207e-06	2.17445960791009e-07	0	0	0	4.50746419188889e-07	0	0	0	8.05355912365758e-07
"K07114"	4.26944197347829e-05	4.33916054733776e-06	5.73708237351016e-05	1.96821116321424e-05	4.75719771231776e-06	4.56483645762936e-05	3.62930904105097e-05	3.58604077075014e-05	5.22997975244535e-05	1.14585089367967e-05	4.13958963447981e-05	3.43535679397513e-05	4.75975800259892e-05	3.90130211695481e-05	2.71109205662431e-05	9.19857297132756e-06	2.71835015971929e-05	4.781125111284e-05	4.72334957678494e-05	3.4109095498651e-05	2.40317176944159e-05	8.65486092526906e-06	3.80330784198669e-05	3.48634996423205e-05	3.10688978361124e-05
"K07115"	4.54646022652678e-07	3.92510975554027e-07	1.70914673116088e-06	0	3.84636661464654e-07	1.49068961351496e-07	0	1.09094632408122e-06	0	5.46928341444579e-06	1.51109479221595e-06	0	0	8.62632592138091e-07	6.86543534491306e-07	5.0464014153249e-06	4.9788071996156e-07	0	0	0	4.70778244682372e-07	0	0	1.32540375843037e-07	8.23207311302649e-07
"K07118"	4.61077341781001e-06	0	2.434947215849e-06	2.42338561662782e-06	2.55196687202863e-07	2.60910354422058e-06	6.90333794336509e-06	9.45114231574786e-07	1.10781573940255e-06	1.47317003741382e-05	1.07582308225703e-05	0	5.14775102620337e-07	4.09267155440242e-07	4.2589988061506e-06	8.01944097446069e-06	2.86637419270944e-06	1.00858636537052e-06	0	0	0	3.05790540361949e-07	1.40953172014176e-06	8.01866917288633e-07	8.52801718274984e-07
"K07119"	2.76171034876745e-07	1.25577414402147e-06	7.75467196349616e-07	0	3.7716215366813e-07	0	2.5440537320197e-07	0	0	2.45650369440791e-06	4.74618652131494e-07	0	0	0	1.11274042212832e-07	4.50550256741134e-06	0	0	0	0	4.07762559553517e-07	0	0	1.32321410510755e-07	0
"K07120"	1.79551117628572e-07	3.41217880318122e-07	6.81341025940553e-07	0	1.83967991093929e-07	0	1.50510533199305e-07	6.21393034405479e-07	0	3.19147717783771e-06	3.87893013957807e-07	0	0	0	3.02252337866215e-07	1.37859473077534e-06	0	0	0	0	5.8756471479938e-07	0	0	0	3.66902549674652e-07
"K07121"	3.09275841975474e-07	0	4.75626876431199e-07	0	3.27501290959227e-07	0	1.40587114541291e-07	1.77372426134174e-07	0	4.08872961872405e-06	9.45748001207272e-07	4.4408618186492e-07	0	3.69379185748391e-07	4.06854101099366e-07	1.43314221300252e-06	1.85925923006161e-07	0	0	0	5.38172985123941e-07	0	0	0	5.35538885752749e-07
"K07122"	2.8832253528908e-07	4.97125094239237e-07	4.76704895336631e-07	0	5.28569464753414e-07	1.13455083862673e-07	0	7.69898004086458e-07	0	6.76018883863568e-06	7.23491610767009e-07	0	0	2.70488305312716e-07	4.75347526675089e-07	2.62709597631219e-06	0	0	0	0	5.99521344301768e-07	0	0	0	7.25130141895608e-07
"K07123"	0	0	0	0	0	0	0	0	0	0	0	5.87564095371129e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
