"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K11250",946.55,619.9,1812.08,1121.93,1213.33,479.81,311.21,548.41,728.62,522.42,3223.6,737.03,712.64,3409.11,251.58,740.18,467.88,297.98,161.58,247.46,158.88,299.34,500.26,1445.02,1010.12,862.59,1003.92,795.3,830.81
"K11258",996,452.75,1138.28,1037.67,1416.69,637.92,5493.27,529.57,3235.92,4364.31,3553.44,607.3,619.53,2616.45,272.66,614.39,402.16,230.66,229.12,299.32,143.47,329.68,694.32,1306.47,969.72,885.96,1360.39,1213.79,1026.58
"K11260",130.5,36.64,60.14,69.32,123.86,117.3,12.5,79.14,16.34,47.99,354.34,171.5,0.66,37.5,49.48,70.66,83.16,52.5,1,77.66,3.34,118.5,253.81,344.15,265.3,136.65,186.48,192.96,172.16
"K11261",324.16,107.47,440.14,624.82,889.2,257.12,142.33,619.8,2757.84,563.49,792.67,404.5,44.16,59,71.64,168.49,157.49,64.83,1,131.82,8.84,116.33,766.47,907.81,885.96,810.48,721.81,525.28,539.83
"K11263",589.79,165.36,287.27,418.6,824.64,399.97,114.04,304.19,40.51,155.23,1287.2,776.74,66.41,83.54,164.42,562.51,557.73,243.18,20,157.72,60.41,263.29,537.42,1159.9,962.12,672.88,904.03,576.66,533.42
"K11264",136.39,53.84,42.14,107.52,389.73,90.28,29.67,68.83,16.95,32.83,329.36,106.48,7.75,4.75,29.4,70.89,39.42,37.44,3.15,26,1.36,54.42,100.22,374.17,216.19,121.06,224.19,194.55,181.69
"K11311",1.4,1.2,2.2,1.6,3.25,0.5,0,1.25,0,0,0.2,1,0,0.2,0.75,0,1,0.25,0,0.25,18.25,0.2,1,0,11.4,8.25,2,2.45,0.2
"K11312",444.28,124.14,435.14,743.95,970.71,307.94,5245.5,604.36,5452.5,4429.5,1271.29,268.8,79,82,97,97.47,140.5,67.19,125,193.5,65,103.17,764.33,582.59,643.69,688.61,812.21,764.9,577.28
"K11325",2.5,1,1,1,1,0.5,0,1.5,2,1,18.5,0,1,0,2,2,3.5,5,0,1.5,0,1.5,6,1,0.5,1,2,3,0
"K11327",1.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"K11328",1.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"K11329",4,1,0,0,1,0.5,0,0.5,0,0,23,0,0,0,2,2,3.5,5,0,1.5,0,1.5,11,1,0.5,1,2,5,0
"K11330",1.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"K11332",1,1,0,0,1,0.5,0,0.5,0,0,14,0,0,0,2,2,3.5,5,0,1.5,0,1.5,1,1,0.5,1,2,1,0
"K11333",0,1.5,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1.5,0,0,0,0
"K11334",0,1.5,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1.5,0,0,0,0
"K11335",0,1.5,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1.5,0,0,0,0
"K11336",0,1.5,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1.5,0,0,0,0
"K11337",0,1.5,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1.5,0,0,0,0
"K11356",2.5,1,0,0,1,0.5,0,0.5,0,0,18.5,0,0,0,2,2,3.5,5,0,1.5,0,1.5,6,1,0.5,1,2,3,0
"K11357",2.33,2,1,4,2,8,0,1,0.33,0.33,2,1.33,0,8,0,1,0,0,0,0,0,1,2.33,3.67,2.67,3,2.67,1.67,1
"K11358",37.88,7.42,16.8,23.36,45.78,90.45,6,31.42,3.67,7.33,96.03,61.89,0.5,6,10.33,12.89,21,2.61,0,15.5,9.61,25,16.72,70.64,76.1,60.5,130.78,49.05,18.28
"K11381",197,66.83,278,171,159.67,87.67,56.33,41,362,138.17,251.34,85.17,24,138.67,19.5,72.5,42,14,16,54.67,15,27,119.5,268,187.5,257.67,180.66,166.16,59.34
"K11382",50.46,10.25,18.17,36.5,54.5,34.14,10.25,38.75,6,11.58,110,79.38,4.75,1.25,12.25,39.5,18.92,18.41,0.75,19.17,0.25,25.42,64.18,107.66,78.08,49.49,83.27,57.66,38.84
"K11383",0,0,0,0,0,1,0,2,0,0,13.5,0,7,1,0.5,0,0,0,0,1,1,2.5,2.5,0,0,0,0,0.5,0
"K11384",0,0,0,0,0,1,0,2,0,0,13,0,7,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
"K11385",78,21,33,66,139,48,11,36,4,23,174,67,22,5,24,38,32,20,6,24,5,15,95,141,178,98,148,58,70
"K11386",102,32,47,93,231,100.25,16,53,8,34,228,122,24,8,28,59,37,20,6,30.25,5,31.25,128.5,238.25,251,138,236,86.25,110.5
"K11387",146.25,39.75,63.25,104,309.25,127,19.5,58.75,14,43,272.25,161.25,16.25,10,33.5,91.75,42.25,21.25,4,34.5,3,45,159.75,308.75,315,174,266,113,134.5
"K11389",203,62,120,323,268,245.5,37,494,49,142,1477,490,14,48,258,139,302,108,5,333,22,309,408,566,496,548,684,271,480
"K11391",695.03,360.3,930.02,704.19,1064.61,310.92,5314.33,329.35,2954.72,4158.91,1705.47,461.65,163.46,947.49,171.9,440.83,214.36,177.54,186.15,221.54,82.63,171.08,449.91,975.53,729.3,607.72,854.83,724.49,693.31
"K11392",945.83,437.58,1110.78,973.34,1291.02,580.92,5326.77,495.57,3229.25,4349.14,3398.27,532.3,618.53,2608.28,244.66,549.89,371.16,213.66,228.12,274.32,133.47,305.68,631.99,1196.97,902.89,789.13,1231.22,1100.46,929.75
"K11395",32,11,20,20,58,21,14,26,6,20,155,84,5,21,10,22,24,5,0,11,5,35,90,150,56,54,112,45,62
"K11410",13.92,5,2,3.92,2.24,1.5,3.33,16,0.84,0.17,6.5,0.92,14.33,0.17,1,2.33,0.66,1.34,0,0.33,0,4.5,1.75,8.83,12.5,5.17,22.59,3.83,10.42
"K11440",16.33,2,3.33,12.67,8,29.17,3,9.17,1.17,4.33,26.67,21.17,0,1,0,0,0.5,0.5,0,0.5,5,0,9.5,30.5,36.83,13.67,30.42,11,4.67
"K11441",0,0,0,0,0,1,0,2,0,0,13,0,7,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
"K11442",4,1.33,4,15,43,3,2,14,0,2,0,3.33,0,0,0,0,0,0,0,0,0,0,1,10,14,11.67,6,9,8
"K11443",204.67,55.61,29.28,33.64,193.05,81.94,14.67,59.28,19.01,30.64,132.86,64,2.32,8.67,14.8,40.32,67.32,7,0,11.33,30.68,24.5,105.45,204.97,190.61,171.64,116.29,185.76,144.99
"K11444",46,0,0,0,0,33,0,2,0,11,34,0,7,1,2,0,0,0,0,1,1,2,11,0,45,37,1,0,0
"K11472",508.12,172.5,87.92,426.33,622.42,631.81,48.5,326.08,42.08,127.08,1298.59,547.88,21,53.67,247.25,386,230.17,140.58,40,302.42,225,457.42,378.51,829.75,955.59,834.25,437.6,620.91,390.85
"K11473",934.72,319.84,306.69,749.54,1132.15,1049.36,186.16,936.58,144.75,302.57,1903.98,953.82,34,94.67,314.08,516.94,348.83,193.3,54,416.75,272.72,555.25,718.62,1714.36,1906.96,1376.9,1469.74,988.18,717.41
"K11474",143.96,43.67,29.92,79.33,351.75,91.39,20.17,34.58,11.75,33.58,233.75,53.38,3,4,14.75,32.5,20.67,20.58,2,7,1,33.67,51.18,276.83,183.25,120.58,163.27,146.83,148.01
"K11475",115.4,5.2,5.2,3.6,22.25,195.5,4,1.25,1,22,82.2,27,0,0.2,5.75,9,1,0.25,11,1.25,24.25,31.2,57,41,153.4,171.25,29,13.45,8.2
"K11476",8.2,1,5.3,21.1,21.4,5,5.1,17.5,1.6,9.1,30.2,11,0,1,1,0.6,0.8,2.6,0,0.5,5.1,0,6.5,17.7,33.7,42.3,20.95,18,12.6
"K11477",137.13,53.92,46.42,107.83,391.75,90.39,28.42,68.83,16.75,33.83,352.75,105.63,14.75,5.75,26,71,39.92,38.33,2.75,27,2.25,56.42,97.93,370.33,213.33,113.58,224.02,195.83,180.76
"K11520",2.5,1,0,0,1,0.5,0,0.5,0,0,18.5,0,0,0,2,2,3.5,5,0,1.5,0,1.5,6,1,0.5,1,2,3,0
"K11521",8.5,10.5,3.5,8.5,15,7,1.5,9.5,0.5,5.5,82,24,0,4,12,14.5,9,7,1,7.5,0,7.5,64,31,22,16.5,12.5,41,18
"K11525",1,1,0,0,1,0.5,0,0.5,0,0,14,0,0,0,2,2,3.5,5,0,1.5,0,1.5,1,1,0.5,1,2,1,0
"K11527",9.5,0,0,0,1,0,0,2,0,0,22.5,0,0,0,0,0,0,0,0,0,0,2,26,1,0,3,0,10,0
"K11528",2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0
"K11529",257.5,83,178.5,369,321.5,287.5,49,541,64,167.5,1637,592.5,19,75,308.5,208,320.5,125,7,359.5,27,376.5,558,654.5,597.5,610,848.5,329.5,551.5
"K11530",586.81,358.28,1049.7,709.65,737.08,364.78,337.1,398.05,507.92,350.81,2109.76,446.09,586.1,2533.29,169.33,503.3,262.49,168.41,101.83,179.15,101.11,202.68,440.77,911.27,678.97,565.18,727.6,568.78,547.48
"K11531",535.24,317.47,871.02,598.19,863.61,285.45,331.83,290.35,246.39,215.75,1558.64,414.19,123.46,891.66,156.9,442.33,215.69,148.21,63.15,146.54,59.63,180.41,350.81,919.7,584.8,518.72,683.81,573.49,574.38
"K11532",103.83,23.33,15,56.33,131.67,55.5,7.33,26.5,9,6.67,147.17,25.67,1,8.67,16,47,12.5,9,0,15.17,24,32.17,57,83,82.17,56,74.66,36.33,77
"K11533",138.58,45.5,73.25,110,264.75,151,52.5,73,21.5,42,362,163.08,17.75,20,41.33,111.75,62.75,39.25,5,48.5,15.5,61,161.25,358,320.83,178.75,328.58,160.83,112
"K11534",677.72,385.61,1070.14,782.71,1093.81,416.64,349.27,413.71,515.92,369.31,2355.65,495.66,586.53,2546.45,181.66,527.25,282.16,190.8,104.12,217.32,103.47,235.68,485.32,1132.04,766.86,641.18,883.68,710.22,675.3
"K11535",1126.35,678.03,1901.78,1303.38,1581.36,720.04,538.96,693.65,929.55,618.53,3752.18,979.97,709.9,3446.65,294.98,1146.48,502.27,310.76,166.04,371.26,184.88,432.97,738.6,1773.8,1227.05,1115.73,1458.63,1029.76,1074.16
"K11537",162.37,55.42,53.25,141.16,413.29,95.72,190.25,82.64,20.76,35,372.42,140.96,7.75,7.92,42.4,94.21,44.92,40.33,5.15,47.5,25.25,75.42,167.26,403.85,294.13,155.81,260.86,216.16,187.59
"K11600",364,99.32,178.32,401.66,404.68,363.65,58.5,562.82,64.67,188.16,1831.17,681,19.33,91.5,306.49,216.33,380.33,148.5,6,388.83,28.67,425.5,664.32,885.99,738.15,706.66,958.99,438.98,701.33
"K11601",27.66,9,9,12,91.5,26.92,2.25,8.5,5.25,9.75,41.25,57.33,10,2,9,19,5,1,2,7.25,2,10.25,15.5,77.41,68,33.83,59,17.49,28.83
"K11602",27.66,9,9,12,91.5,26.92,2.25,8.5,5.25,9.75,41.25,57.33,10,2,9,19,5,1,2,7.25,2,10.25,15.5,77.41,68,33.83,59,17.49,28.83
"K11603",27.66,9,9,12,91.5,26.92,2.25,8.5,5.25,9.75,41.25,57.33,10,2,9,19,5,1,2,7.25,2,10.25,15.5,77.41,68,33.83,59,17.49,28.83
"K11604",810.52,582.19,1760.98,1018.63,849.95,394.53,440.03,408.05,716.89,485.49,2920.66,480.37,694.86,3422.45,205.76,744.6,337.34,216.64,159.22,270.5,168.97,237.34,421.27,1015.35,640.43,702.54,777.29,633.39,657.82
"K11605",810.52,582.19,1760.98,1018.63,849.95,393.53,440.03,408.05,716.89,485.49,2920.16,480.37,694.86,3422.45,205.76,744.6,337.34,216.64,159.22,270.5,168.97,237.34,420.27,1015.35,640.43,702.54,777.29,633.39,657.82
"K11606",810.81,582.19,1760.98,1018.63,849.95,394.67,440.03,408.05,716.89,485.49,2920.66,480.66,694.86,3422.45,205.76,744.6,337.34,216.64,159.22,270.5,168.97,237.34,421.7,1015.35,640.43,702.54,778.15,633.39,658.25
"K11607",810.52,582.19,1760.98,1018.63,849.95,394.53,440.03,408.05,716.89,485.49,2920.66,480.37,694.86,3422.45,205.76,744.6,337.34,216.64,159.22,270.5,168.97,237.34,421.27,1015.35,640.43,702.54,777.29,633.39,657.82
"K11608",135,36,50,82,328,94,16,51,9,37,266,151,25,10,30,86,40,20,6,33,5,43,118,273,282,155,194,84,122
"K11609",205,55,94,158,393,162,29,93,13,63,436,245,20,15,54,121,69,40,6,54,4,57,236,458,489,267,409,166,205
"K11610",103,30,44,88,222,92,15,48,8,31,209,108,14,7,26,62,34,20,4,26,3,26,125,223,233,129,226,85,96
"K11611",103,30,44,88,222,92,15,48,8,31,209,108,14,7,26,62,34,20,4,26,3,26,125,223,233,129,226,85,96
"K11614",106.99,32.01,47.31,101.83,144.68,89.01,89.34,89.33,53.17,90.17,295.66,235.84,13.66,29.16,18.32,321.99,75.32,35.49,4.34,37.5,5.33,86.66,54.5,224.17,153.31,85,138.58,107,89.82
"K11615",98.6,30.67,46.1,95.8,141.56,85.48,59,85.25,37.5,68.25,292.22,232.45,15.5,48.41,17.66,327.94,74.41,37.55,4.17,38,5.55,87.33,47.11,219.28,146.62,78,134.89,104.11,82.3
"K11616",302.28,96.76,268.48,311.44,496.9,260.2,48.68,225.24,283.27,190.96,1190.62,272.75,471.75,1665.66,81.51,227.03,133.18,93.38,43.26,125.28,60.98,126.22,355.95,539.12,436.2,309,487.31,389.13,310.52
"K11617",573.98,160.19,255.61,382.82,724.17,525.92,95.8,333.13,266.6,213.05,959.53,488.28,82.83,269.44,65.82,348.6,150.3,94.53,16.67,152.9,46.11,148.33,390.25,961.28,991.86,635.44,1161.15,373.66,435.59
"K11618",696.23,203.85,295.39,476.1,889.44,589.67,117.55,428.43,444.43,246.25,1238.78,700.64,87.16,277.44,86.48,543.85,218.14,131.8,17.67,212.72,47.79,194.83,499.5,1130.03,1212.36,781.64,1409.47,463.57,532.33
"K11619",97.2,53,39.3,99.1,206.4,262,13.1,70.5,33.6,46.1,221.2,78,1,5,23,46.6,33.8,23.6,4,59.5,6.1,48,35.5,242.7,412.7,150.3,385.95,72,104.6
"K11620",2,0,0,3,2,1.5,1,1.5,0.5,4,25,1.5,0,1,0,0,0.5,0.5,0,0.5,5,0,2.5,6.5,9.5,9,4.75,8,0
"K11621",96.33,49,40.33,101.67,180,185.17,10,73.17,34.17,41.33,207.67,91.17,1,5,22,43,33.5,23.5,4,58.5,6,20,27.5,223.5,421.83,124.67,368.42,68,86.67
"K11622",283.53,82,114.63,196.77,304.4,348.17,34.1,162.27,52.77,88.43,228.87,207.17,1,5,22,61.6,35.3,28.3,8,62.8,38.3,50,96,490.2,673.53,353.97,704.87,158,215.27
"K11623",16.33,2,3.33,12.67,8,29.17,3,9.17,1.17,4.33,26.67,21.17,0,1,0,0,0.5,0.5,0,0.5,5,0,9.5,30.5,36.83,13.67,30.42,11,4.67
"K11624",18.33,2,4.33,13.67,11,29.17,3,9.17,2.17,4.33,26.67,27.17,0,1,0,0,0.5,2.5,0,0.5,5,0,11.5,30.5,36.83,16.67,36.42,11,7.67
"K11625",18.33,2,4.33,13.67,11,29.17,3,9.17,2.17,4.33,26.67,27.17,0,1,0,0,0.5,2.5,0,0.5,5,0,11.5,30.5,36.83,16.67,36.42,11,7.67
"K11626",18.33,2,4.33,13.67,11,29.17,3,9.47,2.17,4.33,26.67,27.17,0,1,0,0,0.5,2.6,0,0.9,5.1,0,11.5,30.5,36.83,16.67,41.42,12,8.67
"K11627",27,9.32,4.32,3.66,15.68,9.65,3,7.32,2.67,6.66,3.67,12,0.33,0,0.99,0.33,16.33,1,0,0.33,1.67,1,15.32,33.99,31.65,34.66,13.99,38.98,99.33
"K11628",50,15,27,43,93,38,4,31,0,20,130,36,4,2,23,13,27,17,0,10,0,9,61,116,138,79,112,43,56
"K11629",107.33,55,42.33,108.67,207,282.17,15,79.47,37.17,45.33,222.67,101.17,2,5,23,46,33.5,25.6,4,58.9,6.1,40,32.5,252.5,433.83,149.67,402.42,71,103.67
"K11630",173.58,74.33,55.11,143.95,292.27,306.92,16.75,119.47,194,56.53,361.92,162.2,2.33,6,34.66,81.25,54.34,34.77,4,91.32,7.68,46.5,123.75,311.25,513.33,229.2,573.74,106.91,164.41
"K11631",243.83,94.99,71.89,194.23,393.54,334.67,20.5,173.47,350.83,69.73,501.17,226.56,2.66,7,46.32,116.5,75.18,43.94,4,123.74,9.26,53,216,380,606.83,320.4,751.06,151.82,233.15
"K11632",177.58,75.66,59.11,158.95,308.27,309.92,18.75,133.47,194,58.53,361.92,165.53,2.33,6,34.66,81.25,54.34,34.77,4,91.32,7.68,46.5,124.75,321.25,527.33,240.87,579.74,115.91,172.41
"K11633",16.33,2,3.33,12.67,8,29.17,3,9.17,1.17,4.33,26.67,21.17,0,1,0,0,0.5,0.5,0,0.5,5,0,9.5,30.5,36.83,13.67,30.42,11,4.67
"K11634",16.33,2,3.33,12.67,8,29.17,3,9.17,1.17,4.33,26.67,21.17,0,1,0,0,0.5,0.5,0,0.5,5,0,9.5,30.5,36.83,13.67,30.42,11,4.67
"K11635",32.78,3,7.63,24.94,35.32,39.42,8.35,15.22,4.77,17.43,43.95,40.17,0,1,3,20.27,3.3,5.2,0,3.4,5.2,9,30.25,56.7,71.53,69.8,83.45,30,22.52
"K11636",36.58,3,9.33,24.84,40.92,41.42,7.25,14.02,4.17,15.33,41.75,47.17,0,1,3,19.67,2.5,4.7,0,3.3,5.2,17,39.75,64,72.83,75.5,117.5,31,34.92
"K11637",51.33,28,18.33,57.67,109,161.17,3,27.17,21.17,15.33,54.67,53.17,1,2,4,23,13.5,8.5,1,5.5,5,6,16.5,155.5,268.83,62.67,225.42,37,68.67
"K11638",51.33,28,18.33,57.67,109,161.17,3,27.17,21.17,15.33,54.67,53.17,1,2,4,23,13.5,8.5,1,5.5,5,6,16.5,155.5,268.83,62.67,225.42,37,68.67
"K11640",2,0,0,3,2,1.5,1,1.5,0.5,4,25,1.5,0,1,0,0,0.5,0.5,0,0.5,5,0,2.5,6.5,9.5,9,4.75,8,0
"K11641",0,0,1,2,0,0.5,0,1,2,1,23,0,1,1,0,0,0,0,0,0,5,0,1,0,5,7,0.25,0.5,0
"K11645",1001.71,533.77,1471.81,1208.04,1438.97,671.63,284.26,970.88,912.25,644.97,4159.64,1091.32,622.1,2755.12,479.83,809.57,711.15,323.3,126.83,535.82,146.33,656.35,1088.49,1928.38,1435.03,1372.68,1713.16,1188.22,1220.3
"K11646",200.33,43.15,94.15,98.49,183.35,129.31,14.66,94.15,22.17,61.66,434.83,178.66,2.33,45.5,74.99,204.49,190.82,64.17,5,72.5,19,162,262.16,389.66,255.65,196.49,200.81,261.14,255.33
"K11685",494.53,302.3,846.19,536.36,746.94,233.09,167.33,257.85,240.72,202.91,1409.47,342.32,122.46,883.99,128.9,382.83,185.36,134.87,62.15,122.21,49.63,160.08,288.91,817.36,522.3,431.38,561.16,467.82,478.64
"K11686",108.33,55,41.33,105.67,208,284.17,13,76.47,34.17,42.33,217.67,96.17,1,5,22,46,33.5,23.6,4,58.9,6.1,44,35.5,258.5,426.83,131.67,403.42,73,104.67
"K11688",389.61,53.64,104.97,306.63,201.55,284.78,31,181.03,26.17,107.83,982.46,240.14,1,14,52,57.64,98.5,14.36,5,75.5,48,105.5,216.5,459.26,446.19,471.28,589.13,480.57,287.62
"K11689",258.28,70.64,376.64,655.96,687.55,256.11,103.5,538.86,2738.5,480,973.79,159.97,38,20,55,42.64,110,18.86,1,92,14,95.5,617,474.26,447.36,589.61,533.21,520.57,371.95
"K11690",456.28,193.14,759.14,1254.46,1591.55,633.61,210,1085.36,5519,959,1236.79,328.47,76,32,97,112.14,176,56.86,6,179,18,125,1137,1092.76,1374.86,1141.61,1347.71,760.57,740.45
"K11691",19.33,2,4.33,17.67,12,31.17,7,13.17,1.17,11.33,36.67,22.17,0,1,2,0,0.5,0.5,0,0.5,5,4,17.5,39.5,59.83,55.67,37.42,13,8.67
"K11692",19.55,2.67,4.55,18.11,12.78,32.95,7,14.17,1.17,11.33,42.78,27.06,0,1,2,1.89,0.5,0.61,0,0.5,5.11,4,21.72,40.39,61.27,56,40.2,16.22,11.78
"K11693",70.45,20.66,17.08,50.38,101.67,28.25,3.85,54,156.93,13.3,139.45,64.86,0.33,1,11.66,35.85,21.14,9.27,0,32.42,1.68,6.5,92.25,68.95,93.7,91.5,177.52,44.91,69.34
"K11694",6,1,4,15.25,22,3,2,14,0.75,2,2.5,5,0.5,1.25,0.25,0,0,0,0,0,0,0,1,12,20,13.25,5.25,9,8
"K11695",6,1,4,15,22,3,2,14,0,2,2,5,0,0,0,0,0,0,0,0,0,0,1,12,20,13,5,9,8
"K11704",382.27,122.39,185.2,294.57,618.92,365.17,77.75,237.29,245.1,160.22,1079.69,442.53,86.83,274.27,59.07,472.69,166.55,96.36,10.67,120.73,8.61,156.33,449.33,740.11,635.7,357.27,716.61,315.49,361.17
"K11705",434.27,142.72,213.7,367.07,765.42,400.67,93.25,303.79,256.43,181.72,1216.02,555.03,98.83,308.93,68.9,645.35,204.38,116.86,13.34,140.23,8.94,198.66,468.5,856.11,699.53,398.44,781.61,387.16,418
"K11706",361.32,117.19,178.61,280.49,596.51,331.75,73.47,236.96,243.43,147.72,870.52,422.11,89.16,286.77,55.15,468.93,161.13,92.03,11.34,111.4,8.11,141.66,305.42,675.78,594.03,347.77,691.39,282.33,327.58
"K11707",12.25,3.75,9,43,20.65,12.5,4,5.25,0.5,9,38.5,8.05,0.5,14,1,5.5,5,1,0,1.5,5,5,6,15.25,39,84.5,12.5,16.7,5.2
"K11708",11,2,5,41.75,12.9,10.5,3.5,5,0.5,8,34.75,7.8,0.25,14,1,2.75,2.75,0.75,0,1,5,3.5,4.75,12,32,57.75,8.5,13.2,2.7
"K11709",11,2,5,41.75,12.9,10.5,3.5,5,0.5,8,34.75,7.8,0.25,14,1,2.75,2.75,0.75,0,1,5,3.5,4.75,12,32,57.75,8.5,13.2,2.7
"K11710",93.25,24.66,23.78,88.03,121.17,46.25,6.25,49,158.33,20.2,174,78.16,0.58,15,12.66,38,23.59,9.92,0,33.42,6.58,12,101,93.75,123.5,147.95,201.82,67.11,75.44
"K11711",22,4,3,2,19,131,4,0,1,0,40,26,0,0,1,9,0,0,11,1,6,31,34,41,52,89,25,11,8
"K11712",22,4,3,2,19,131,4,0,1,0,40,26,0,0,1,9,0,0,11,1,6,31,34,41,52,89,25,11,8
"K11717",4178.37,1140.79,2807.08,2594.5,4106.86,2389.06,5944.52,2091.8,4218.24,5223.18,7754.12,3221.25,826.61,3199.36,836.98,1916.48,1436.76,786.67,286.07,1127.07,310.01,1219.07,4229.9,5428.29,4886.28,3532.16,4856.34,3023.11,3046.8
"K11719",2856.66,690.58,1833.28,1545,1994.86,1646.42,5564.6,953.57,3446.25,4524.81,4984.61,1467.8,669.53,2680.12,531.66,1066.89,675.16,387.66,272.12,709.99,375.47,818.85,2807.65,2264.14,2551.56,1881.96,1891.72,2025.04,1490.83
"K11720",4052.32,1349.87,4822.12,4845.37,4392.79,2395.75,6000.93,2543.65,7133,5615.55,6802.01,2583.28,1243.53,7965.32,707.66,1631.61,1053.83,604.93,583.12,1066.9,625.33,1040.55,4137.22,4879.27,4313.47,3786.11,4135.52,3421.07,2988.53
"K11728",0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
"K11731",21.4,2.2,8.45,22.35,8.25,11.75,7,6.25,2,1,55.2,28,7,4.2,1.75,25,4,3.25,2,13.5,20.25,8.45,36.5,14.25,40.4,28,23,16.7,6.7
"K11732",494.03,302.3,846.02,536.19,746.61,232.92,167.33,257.35,240.72,202.91,1409.47,340.65,122.46,883.49,128.9,380.83,185.36,133.54,62.15,121.54,49.63,157.08,288.91,816.53,522.3,430.72,560.83,467.49,478.31
"K11733",1120.04,481.97,1158.92,971.24,1571.28,652.75,405.87,571.26,850.68,465.31,2979.49,756.77,600.19,2555.65,274.23,757.74,419.14,306.2,107.62,344.31,135.19,333.05,796.54,1734.13,1264.4,1048.29,1563.8,959.21,947.02
"K11734",945.42,485.86,1321.16,1078.15,1562.09,683.41,535.31,623.44,797.11,554.83,3638.84,692.85,1065.44,4230.31,262.52,729.07,415.36,274.11,146.37,339.51,237.55,366.02,764.93,1542.16,1150.01,938.83,1294.8,1016.02,923.24
"K11735",653.32,333.58,858.03,605.77,829.43,312.66,178.5,274.64,240.74,251.67,1686.94,537.31,149.54,905.36,142.15,459.44,287.72,170.12,64.15,125.79,94.24,171.86,361.01,1032.8,817.99,648.85,738.65,469.64,558.55
"K11736",672.72,383.61,1067.64,777.71,1087.81,415.64,347.27,407.71,514.92,369.31,2356.15,488.16,586.53,2546.45,181.66,527.25,282.16,190.8,104.12,217.32,103.47,235.68,486.32,1124.04,763.86,636.68,867.68,702.22,675.3
"K11737",1205.67,543.23,1244.12,1140.45,1850.42,798.15,474.71,753.34,908.85,559.98,3346.48,1068.71,606.85,2602.91,297.8,1022.17,496.96,300.83,113.96,405.23,190.83,406.64,876.16,1950.39,1612.65,1252.71,1875.84,1064.49,1076.66
"K11738",946.21,462.36,1208.81,977.38,1448.63,612.15,389.93,512.3,522.09,429.48,3013.57,904.82,627.44,2586.79,249.66,686.66,482.74,280.73,111.12,286.48,107.47,292.52,797.65,1641.6,1321.04,973.26,1348.44,928.2,945.38
"K11739",97.96,45.92,29.92,79.58,353.95,60.64,21.42,35.58,11.95,22.58,213.25,56.13,3,4,17.15,33.5,21.17,20.58,2.4,7,1,33.67,41.68,281.78,148,84.23,164.52,147.33,149.26
"K11740",171.29,46.25,32.92,87.08,422.62,99.14,21.75,37.08,13.95,36.25,246.59,64.8,3,4.67,20.15,37.5,21.17,20.58,2.4,7.67,1,37.17,61.68,300.28,215.67,129.73,189.18,158.16,191.93
"K11741",1585.42,553.45,1271.76,1229.21,1984.86,1035.14,506.2,759.12,609.61,624,4168.92,1331.85,663.92,2614.24,366.57,1016.65,814.38,454.36,119,394.58,149.03,515.29,946.36,2436.75,1786.06,1408.89,1953.58,1515.82,1370.75
"K11742",844.83,397.75,1083.12,884.83,1109.68,570.75,350.1,479.91,522.92,411.14,3203.94,579.8,587.1,2544.29,225.33,556.55,375.16,197.49,104.83,254.15,118,319.35,564.98,1261.14,887.72,759.96,1115.72,1058.46,825.41
"K11743",844.83,397.75,1083.12,884.83,1109.68,570.75,350.1,479.91,522.92,411.14,3203.94,579.8,587.1,2544.29,225.33,556.55,375.16,197.49,104.83,254.15,118,319.35,564.98,1261.14,887.72,759.96,1115.72,1058.46,825.41
"K11744",664.55,381.61,1061.98,769.54,1061.97,414.47,347.1,407.05,512.92,369.14,2295.65,485.66,586.1,2534.29,181.33,526.41,282.16,185.63,103.83,184.15,102,235.35,450.98,1118.71,758.86,635.68,858.01,695.89,674.13
