"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K14393",2.68543607453696e-06,7.34480428544847e-06,1.86383363953457e-05,1.94767975692957e-05,1.59088739699004e-05,0,4.33221129060907e-06,2.94467543787324e-06,1.4251053687282e-05,3.45235916963857e-06,0,4.5416766962027e-06,3.57427522634098e-06,1.14131799401949e-05,0,2.4309548061192e-06,9.07638687191403e-06,0,6.52149811854779e-06,2.10667795846052e-06,2.70888188191442e-06,5.72349236056857e-06,2.44470086640199e-06,1.09649423381095e-05,5.44383594455997e-06
"K14645",5.37087214907393e-06,2.44826809514949e-05,2.92888143355433e-05,3.06063961803218e-05,5.3029579899668e-06,0,4.33221129060907e-06,5.88935087574648e-06,7.125526843641e-06,0,0,2.27083834810135e-06,1.07228256790229e-05,1.71197699102924e-05,0,2.4309548061192e-06,3.02546229063801e-06,0,0,0,0,5.72349236056857e-06,0,5.48247116905474e-06,1.08876718891199e-05
"K14647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01689",0.000837856055255533,0.000795687130923585,0.000761509172724126,0.00077628950311907,0.000845821799399705,0.000857250013394531,0.00100074080813069,0.00082745379804238,0.000858625984658741,0.000932136975802415,0.000843375119759267,0.000822043482012689,0.000786340549795015,0.000750416581067817,0.000885634588563459,0.000855696091753958,0.000868307677413109,0.000810500283526656,0.000844534006351939,0.000853204573176512,0.000856006674684957,0.000835629884643011,0.000858090004107097,0.000825111910942738,0.000832906899517676
"K01686",0.000413557155478692,0.000350102337606377,0.000407380781212557,0.000464660742010339,0.000424236639197344,0.000485179695080933,6.93153806497451e-05,0.000438756640243112,0.000359839105603871,0.000196784472669399,0.000634218090058969,0.000440542639531662,0.000568309760988216,0.000433700837727408,0.000585774058577406,0.000554257695795177,0.000529455900861652,0.000670963604677745,0.000547805841958015,0.000326535083561381,0.000411750046050992,0.000423538434682074,0.000378928634292308,0.000487939934045872,0.000427341121647958
"K01687",0.000993611347578676,0.000925445339966508,0.000971856112043028,0.0010044462746451,0.000930669127239174,0.000955476577429322,0.000151627395171317,0.00101885770150414,0.000484535825367588,0.000566186903820726,0.000856869121675415,0.00109908576048105,0.000997222788149133,0.000992946654796959,0.000843793584379358,0.000943210464774249,0.000898562300319489,0.000843157804108316,0.000939095729070882,0.00109125918248255,0.00105646393394662,0.000950099731854383,0.00103410846648804,0.00100603345952154,0.000982612387993075
"K01684",1.07417442981479e-05,1.95861447611959e-05,1.06504779401976e-05,2.22591972220522e-05,4.77266219097012e-05,1.78593752790527e-05,4.33221129060907e-06,1.47233771893662e-05,7.125526843641e-06,6.90471833927714e-06,1.34940019161483e-05,1.81667067848108e-05,3.57427522634098e-06,0,1.04602510460251e-05,1.45857288367152e-05,9.07638687191403e-06,1.48443275371182e-05,1.63037452963695e-05,3.37068473353684e-05,4.06332282287163e-05,2.003222326199e-05,1.46682051984119e-05,2.1929884676219e-05,3.81068516119198e-05
"K01685",0.000332994073242583,0.000465170938078403,0.000513885560614533,0.000503614337148931,0.000432191076182294,0.000354210943034546,7.36475919403541e-05,0.000535930929692929,0.000167449880825564,0.000182975035990844,0.000489157569460375,0.000333813237170899,0.000732726421399901,0.000510739802323723,0.000550906555090656,0.000325747944019973,0.000450793881305063,0.000492831674232326,0.000355421647460855,0.00032232172764446,0.000509269793799911,0.000535146535713161,0.000371594531693102,0.000449562635862489,0.000435506875564798
"K01682",2.68543607453696e-06,1.22413404757475e-05,5.32523897009878e-06,1.39119982637826e-05,2.12118319598672e-05,0,0,5.88935087574648e-06,2.49393439527435e-05,0,0,2.27083834810135e-06,0,8.5598849551462e-06,0,0,6.05092458127602e-06,0,6.52149811854779e-06,2.10667795846052e-06,5.41776376382884e-06,2.86174618028429e-06,2.44470086640199e-06,1.09649423381095e-05,2.72191797227999e-06
"K01681",0.000706269687603221,0.000616963559977672,0.000631040817956706,0.000626039921870218,0.000639006437791,0.000696515635883057,0.000103973070974618,0.000553598982320169,0.000309960417698384,0.00033833119862458,0.000613977087184746,0.00075618916991775,0.000457507228971645,0.000570658997009747,0.000617154811715481,0.000670943526488899,0.000647448930196534,0.00072440318381137,0.00067823580432897,0.000726803895668881,0.000696182643652006,0.000603828444039984,0.000716297353855782,0.000679826424962788,0.000672313739153157
"K05308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02888",0.000837856055255533,0.000871583441873219,0.000852038235215805,0.000818025497910418,0.000800746656484987,0.000848320325755005,0.00097474754038704,0.000795062368225774,0.000844374930971459,0.000911422820784583,0.000833254618322156,0.00080614761357598,0.000789914825021356,0.000904494510260449,0.000784518828451883,0.000787629357182621,0.000822925743053539,0.000795655955989538,0.0008119265157592,0.000830031115633446,0.000793702391400925,0.000809874169020453,0.000833642995443078,0.000794958319512937,0.000835628817489956
"K02885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02884",0.000816372566659237,0.000776100986162389,0.000758846553239077,0.000765159904508044,0.000792792219500037,0.000845343763208496,0.00097474754038704,0.000792117692787901,0.000833686640705997,0.000907970461614945,0.000819760616406008,0.000803876775227879,0.000782766274568674,0.000747563286082768,0.000784518828451883,0.000787629357182621,0.000822925743053539,0.000795655955989538,0.0008119265157592,0.000811071014007302,0.000793702391400925,0.000795565438119031,0.000833642995443078,0.000789475848343883,0.000808409637767156
"K02887",0.000792203641988404,0.000683066798546708,0.000668317490747397,0.000709511911452913,0.000784837782515087,0.000830460950475952,0.00097474754038704,0.000780338991036408,0.000826561113862356,0.000904518102445306,0.000802893114010822,0.000797064260183575,0.000775617724115992,0.000590632061905088,0.000781032078103208,0.000785198402376501,0.000819900280762901,0.000795655955989538,0.0008119265157592,0.000792110912381157,0.000790993509519011,0.000778394961037326,0.000828753593710274,0.000783993377174828,0.000778468540072076
"K02886",0.000816372566659237,0.000776100986162389,0.000758846553239077,0.000765159904508044,0.000792792219500037,0.000845343763208496,0.00097474754038704,0.000792117692787901,0.000833686640705997,0.000907970461614945,0.000819760616406008,0.000803876775227879,0.000782766274568674,0.000747563286082768,0.000784518828451883,0.000787629357182621,0.000822925743053539,0.000795655955989538,0.0008119265157592,0.000811071014007302,0.000793702391400925,0.000795565438119031,0.000833642995443078,0.000789475848343883,0.000808409637767156
"K02881",0.000816372566659237,0.000776100986162389,0.000758846553239077,0.000765159904508044,0.000792792219500037,0.000845343763208496,0.00097474754038704,0.000792117692787901,0.000833686640705997,0.000907970461614945,0.000819760616406008,0.000803876775227879,0.000782766274568674,0.000747563286082768,0.000784518828451883,0.000787629357182621,0.000822925743053539,0.000795655955989538,0.0008119265157592,0.000811071014007302,0.000793702391400925,0.000795565438119031,0.000833642995443078,0.000789475848343883,0.000808409637767156
"K02883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
