"CBN1.1"	"CBN10.1"	"CBN10.2"	"CBN11.1"	"CBN12.1"	"CBN13.1"	"CBN13.2"	"CBN17.1"	"CBN6.2"	"CBN7.1"	"CBN9.2"
"K02263"	0	0	0	1.42008137066254e-05	0	0	0	0	0	0	0
"K02264"	0	0	0	1.42008137066254e-05	0	0	0	0	0	0	0
"K02268"	0	0	0	0	0	0	1.89782130114628e-05	0	0	0	0
"K02271"	0	0	0	0	2.31315491198446e-05	0	0	0	0	0	0
"K01948"	0	0	0	2.13012205599381e-05	0	0	0	0	1.68802012119984e-05	0	0
"K14401"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K14403"	0	0	0	0	1.15657745599223e-05	0	0	0	0	0	0
"K09048"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K12869"	0	0	0	1.42008137066254e-05	0.000161920843838912	0	0	1.40965188646664e-05	0	0	0
"K13247"	0	0	0	0	2.31315491198446e-05	0	0	0	0	0	0
"K01647"	0.00054128974583986	0.000667962832639527	0.000764223236554882	0.00169699723794173	0.0021281025190257	0.000680216920551912	0.00179344112958324	0.000408799047075325	0.000877770463023919	0.000114546443810197	0.0012931229371072
"K01275"	0	0	0	0	8.09604219194559e-05	0	0	0	0	0	0
"K06106"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K00413"	8.20135978545243e-05	5.56635693866272e-05	3.47374198434037e-05	3.55020342665635e-05	0.000289144363998057	0	8.54019585515828e-05	0	7.5960905453993e-05	0	0.000108513812904101
"K08738"	0	0	0	7.10040685331269e-06	3.46973236797668e-05	0	2.84673195171943e-05	0	0	0	0
"K07411"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K07413"	0	0	0	0	9.25261964793782e-05	0	1.89782130114628e-05	0	0	0	0
"K07424"	0	0	0	0	0.000127223520159145	0	1.89782130114628e-05	0	0	0	0
"K07425"	0	0	0	1.42008137066254e-05	2.31315491198446e-05	0	3.79564260229257e-05	0	0	0	0
"K00490"	0	0	0	0	4.62630982396891e-05	0	0	0	0	0	0
"K00412"	0.000123020396781786	9.54232618056467e-05	0	0.000134907730212941	0.000208183942078601	0	0.000180293023608897	0	7.5960905453993e-05	0	0.000108513812904101
"K04006"	0	0	0	1.42008137066254e-05	0	0	0	0	0	0	0
"K01876"	0.00224717258121397	0.00334379013243954	0.00285541591112779	0.0032448859319639	0.00468413869676852	0.00301417222593187	0.00437447809914219	0.0016351961883013	0.00427069090663561	0.00228138333921975	0.00374372654519148
"K06684"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K06446"	0	0	0	7.10040685331269e-06	0	1.24810444137965e-05	0.000104380171563046	0	0	0	1.80856354840168e-05
"K11594"	0	0	1.38949679373615e-05	7.10040685331269e-06	3.46973236797668e-05	0	0	0	0.000135041609695988	0	0
"K12823"	0	0	0	0	3.46973236797668e-05	0	0	0	0	0	0
"K12614"	0	0	0	4.26024411198762e-05	0	0	0	0	0	0	0
"K00904"	4.92081587127146e-05	6.36155078704311e-05	0	6.39036616798143e-05	8.09604219194559e-05	0.000287064021517321	0	0	0	0.00120273766000706	0.000352669891938328
"K13998"	1.64027195709049e-05	0	0	0	0	0	0	0	0	0	0
"K11146"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K12813"	0	0	0	1.42008137066254e-05	0	0	0	0	0	0	0
"K00627"	4.10067989272621e-05	0.00014313489270847	1.38949679373615e-05	5.68032548265016e-05	5.78288727996114e-05	4.36836554482879e-05	3.79564260229257e-05	2.81930377293327e-05	1.68802012119984e-05	0.000152728591746929	0.000732468237102681
"K00382"	0.00171408419515956	0.00069579461733284	0.000826750592273008	0.000340819528959009	0.000462630982396891	0.00172238412910392	0.000341607834206331	0.00107838369314698	0.000962171469083912	0.000706369736829545	0.00137450829678528
"K00658"	2.46040793563573e-05	2.78317846933136e-05	1.38949679373615e-05	0	2.31315491198446e-05	9.98483553103724e-05	0	0.000112772150917331	0	0	5.42569064520505e-05
"K13912"	0	0	0	0	1.15657745599223e-05	0	0	0	0	0	0
"K09502"	0	0	0	7.10040685331269e-06	0	0	9.48910650573142e-06	0	0	0	0
"K09517"	0	0.000373741108738783	0	0	0	0	0	0	0	0	0
"K01528"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K00721"	0.000885746856828862	0.000882665171702232	0.00182718828376304	0.000298217087839133	0.00050889408063658	0.00132923123006933	0.000256205875654748	0.000740067240394984	0.00120693438665789	0.000553641145082617	0.000289370167744269
"K02335"	0.00169768147558865	0.0022503985909165	0.0030291030103448	0.00350050057868316	0.00247507575582337	0.00297672909269048	0.0019927123662036	0.00188188526843296	0.00311439712361371	0.0023100199501723	0.00266763123389248
"K02337"	0.00343636975010457	0.00349090099438991	0.00398785579802275	0.00401883027897499	0.00331937729869769	0.0036007813133803	0.00394746830638427	0.00275586943804228	0.00459985483026958	0.00256774944874524	0.0025772030564724
"K03763"	0.000721719661119814	0.00219075905228797	0.000785065688460924	0.0036354083088961	0.00328467997501793	0.000549165954207048	0.00281826463220223	0.000380606009345992	0.00141793690180787	0.000763642958734644	0.00198941990324185
"K02338"	0.00158286243859232	0.000918448894879349	0.00120191472658177	0.00224372856564681	0.00245194420670352	0.00111081295282789	0.00103431260912472	0.000873984169609315	0.00127445519150588	0.00204274491461517	0.00286657322421667
"K02340"	0.00229638073992668	0.000433380647367312	0.00102822762736475	0.00092305289093065	0.00102935393583308	0.000736381620413996	0.000664237455401199	0.000718922462097985	0.000633007545449942	0.00087818940254484	0.000922367409684858
"K02341"	0.000385463909916264	0.000974112464265976	0.00100738517545871	0.000852048822397523	0.000844301542874326	0.000811267886896775	0.000616791922872542	0.00131097625441397	0.000945291267871913	0.000964099235402488	0.00136546547904327
"K02342"	0.00155825835923596	0.0010178481259269	0.00195224299519929	0.000433124818052074	0.00050889408063658	0.00139787697434521	0.000626281029378274	0.00046518512253399	0.00178086122786584	0.00204274491461517	0.000813853596780757
"K02343"	0.0025342201737048	0.00103772797213641	0.00207035022266686	0.00151948706660892	0.00173486618398834	0.00203441023944884	0.00233432020040993	0.00108543195257931	0.00189058253574383	0.00175637880508968	0.00178143509517566
"K01278"	0.00127121076674513	0.000302173662384548	0.00113243988689496	0.0004473256317587	0.000370104785917513	0.0021529801613799	0.000322629621194868	0.00119115584406431	0.0022113063587718	0.00167046897223203	0.000985667133878917
"K07596"	0	0	0	0	2.31315491198446e-05	0	0	0	0	0	0
"K10413"	0	0	0	0	1.15657745599223e-05	0	0	0	0	0	0
"K00001"	0.00057409518498167	0.000568563601591978	0.000583588653369182	0.000873350042957461	0.000185052392958756	0.000673976398345014	0.000502922644803765	0.000634343348909987	0.000506406036359953	0.00172774219413713	0.000687254148392639
"K21680"	0	0	0	0.000362120749518947	0	0	0	0	0	0	0
"K00094"	0	7.95193848380389e-06	0	0	0	0	0	0	0	0	0
"K00019"	3.28054391418097e-05	0	0	2.84016274132508e-05	0.000115657745599223	0	0	0	0	0	0
"K00028"	0	0	0	0	0	0	1.89782130114628e-05	0	0	0	0
"K00003"	0.000451074788199884	0.000703746555816644	0.000534956265588417	0.00100115736631709	0.00235941801022414	0.000755103187034691	0.000939421544067411	0.000324219933887327	0.000379804527269965	0.000210001813652027	0.00133833702581724
"K00029"	0.00319032895654099	0.00216292726759466	0.00252193668063111	0.000539630920851765	0.000208183942078601	0.00225282851669028	0.000284673195171943	0.00288978636725661	0.00202562414543981	0.00172774219413713	0.000479269340326446
"K00032"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K00038"	0	0	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K00045"	0	0	0	0	0	0	0	1.40965188646664e-05	0	0.000114546443810197	0
"K00055"	3.28054391418097e-05	0	0	0	5.78288727996114e-05	0	3.79564260229257e-05	7.04825943233318e-05	6.75208048479938e-05	0	7.23425419360673e-05
"K05351"	0	0	1.38949679373615e-05	0	0	0	0	0	0	0	0
"K00532"	0	0	1.38949679373615e-05	3.55020342665635e-05	0	1.24810444137965e-05	0	0	0	0	0
"K00533"	4.92081587127146e-05	0.00012325504649896	2.7789935874723e-05	0.000326618715252384	9.25261964793782e-05	1.87215666206948e-05	0.000237227662643285	2.81930377293327e-05	0	0	0.000189899172582177
"K00534"	0	0	0	2.13012205599381e-05	2.31315491198446e-05	4.99241776551862e-05	2.84673195171943e-05	0	0	0	0
"K00450"	0	0	0	0	4.62630982396891e-05	0	0	0	0	0	0
"K09461"	0	0	0	0	0	0	0	0	7.5960905453993e-05	0	0
"K04035"	0	0	0	0	0	0	0	0	0	0	1.80856354840168e-05
"K00525"	0.00273925416834111	0.00181304197430729	0.00439080986820623	0.000830747601837585	0.00141102449631052	0.00241508209406963	0.00141387686935398	0.00368623968311026	0.00278523319997974	0.00258684052271361	0.00180856354840168
"K00526"	0.000246040793563573	0.000111327138773254	3.47374198434037e-05	0.000163309357626192	2.31315491198446e-05	2.49620888275931e-05	2.84673195171943e-05	0.000112772150917331	5.06406036359953e-05	5.72732219050983e-05	0.000705339783876656
"K00132"	1.64027195709049e-05	1.59038769676078e-05	4.86323877807652e-05	0.000156208950772879	0	3.74431332413896e-05	0.000227738556137554	0	0.000135041609695988	0	0
"K00158"	1.64027195709049e-05	0	0	4.26024411198762e-05	0	0	0	0	0	0	7.23425419360673e-05
"K00210"	0	2.78317846933136e-05	0	7.10040685331269e-06	0	0	0	0	0	0	0
"K00262"	0.00394485405680262	0.00590431432422439	0.00525924536429132	0.00366380993630935	0.00343503504429692	0.00380671854620795	0.00313140514689137	0.00370738446140726	0.00445637311996759	0.00453413006748695	0.00335488538228512
