"CBN1.1"	"CBN10.1"	"CBN10.2"	"CBN11.1"	"CBN12.1"	"CBN13.1"	"CBN13.2"	"CBN17.1"	"CBN6.2"	"CBN7.1"	"CBN9.2"
"457371"	0	0	0	0	0	0	0	0	0	0.000346500346500347	0
"351309"	0	0	0	0	0	0	0	0	0	0	0.00204813108038914
"276149"	0.00604229607250755	0	0.000722282412423258	0	0.00102092904543134	0	0	0.00303030303030303	0	0	0.00153609831029186
"334267"	0	0.00042863266180883	0.000722282412423258	0	0	0	0	0.000432900432900433	0	0	0
"195885"	0	0	0	0.00380469245402663	0	0	0	0	0	0	0
"193254"	0	0	0	0	0	0	0.000315756236185665	0	0	0	0
"326055"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0
"1105376"	0	0	0.00180570603105814	0	0	0.000325414904002603	0.000315756236185665	0	0	0	0
"325126"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"315496"	0.000755287009063444	0.00171453064723532	0	0.00507292327203551	0	0.00162707452001302	0	0.00173160173160173	0.0010611956137248	0.000693000693000693	0
"225757"	0	0	0	0	0.00306278713629403	0.000325414904002603	0	0	0	0	0
"564211"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"199307"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0.000512032770097286
"406247"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"274901"	0	0	0	0.000634115409004439	0	0	0	0	0.000707463742483198	0	0.00102406554019457
"183682"	0	0	0	0	0	0	0	0	0	0	0.000512032770097286
"271830"	0	0	0.000722282412423258	0	0.00102092904543134	0	0	0	0	0	0.000512032770097286
"351859"	0	0.00128589798542649	0.00216684723726977	0.00951173113506658	0.00204185809086269	0	0	0	0	0	0
"1845355"	0	0.00042863266180883	0	0	0	0	0	0	0.000353731871241599	0	0.000512032770097286
"214116"	0.00755287009063444	0	0	0.000634115409004439	0	0	0	0	0.00176865935620799	0	0.014336917562724
"835456"	0	0	0	0	0	0	0.00221029365329965	0	0	0	0
"179188"	0	0.00085726532361766	0	0	0	0	0	0	0	0	0
"348393"	0	0	0	0.00570703868103995	0	0.00130165961601041	0.00157878118092832	0	0.000353731871241599	0	0
"269814"	0	0	0.00108342361863489	0	0	0.000325414904002603	0	0	0	0	0
"1111191"	0	0	0	0	0.00204185809086269	0.00097624471200781	0	0	0	0	0
"265985"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"346275"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"635495"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"287507"	0	0	0.000361141206211629	0	0.000510464522715671	0	0	0	0.0010611956137248	0	0.000512032770097286
"341913"	0	0	0.000361141206211629	0	0.0132720775906075	0	0.000315756236185665	0	0.000353731871241599	0	0.000512032770097286
"450755"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"274749"	0	0.00042863266180883	0.000361141206211629	0	0	0	0	0.0025974025974026	0.000707463742483198	0.00138600138600139	0
"837473"	0	0	0	0.00126823081800888	0	0.00455580865603645	0	0	0	0	0
"171396"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"363383"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"455671"	0	0	0	0	0	0	0	0.00173160173160173	0	0	0
"271593"	0	0	0	0	0	0.000650829808005207	0	0	0	0	0.00204813108038914
"543553"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"829302"	0	0	0	0	0	0	0	0	0	0.00415800415800416	0
"1992"	0	0	0.000722282412423258	0	0	0	0	0	0	0	0
"452823"	0	0	0	0.00507292327203551	0	0	0	0	0	0.00415800415800416	0.00102406554019457
"1110187"	0	0	0	0	0	0	0	0	0.0010611956137248	0	0
"637934"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"1111819"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"275987"	0.000755287009063444	0	0	0	0	0	0	0	0	0	0
"451273"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"228798"	0	0.00042863266180883	0	0	0	0	0	0	0	0	0
"256955"	0	0.00214316330904415	0	0	0	0	0	0	0	0.00103950103950104	0
"346570"	0	0	0	0.00126823081800888	0	0.000650829808005207	0.000315756236185665	0	0	0	0
"583107"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"839200"	0	0	0	0	0	0	0	0.00432900432900433	0	0	0
"1067143"	0	0	0	0	0.00306278713629403	0.00227790432801822	0	0.000865800865800866	0	0	0
"348785"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"261551"	0	0	0	0	0	0	0.000315756236185665	0	0	0	0
"276434"	0	0	0.000361141206211629	0	0	0	0	0	0	0	0.00102406554019457
"275349"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0
"273500"	0	0.00128589798542649	0.0137233658360419	0.000634115409004439	0	0	0	0	0	0.00207900207900208	0.00614439324116743
"2808643"	0	0	0	0.00253646163601776	0	0	0	0	0	0	0
"335846"	0.000755287009063444	0	0	0.000634115409004439	0	0.000650829808005207	0	0	0	0.000346500346500347	0
"273504"	0	0	0	0	0.00153139356814701	0	0	0	0	0	0
"304047"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"271406"	0	0	0	0.000634115409004439	0.00153139356814701	0	0.000315756236185665	0	0.000353731871241599	0	0
"352612"	0	0.00214316330904415	0	0	0.00204185809086269	0	0.00157878118092832	0	0.000707463742483198	0	0
"262677"	0	0	0	0	0	0	0.000315756236185665	0	0.000353731871241599	0	0
"572566"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"325636"	0	0	0.000361141206211629	0.00317057704502219	0	0	0.000315756236185665	0	0.000353731871241599	0	0.000512032770097286
"189327"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"317653"	0	0.00042863266180883	0	0	0	0	0	0	0	0	0
"231028"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"266255"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0
"261414"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"198904"	0	0	0	0	0	0	0.000315756236185665	0.000432900432900433	0	0	0
"640999"	0	0	0.00180570603105814	0.00126823081800888	0.00102092904543134	0.000325414904002603	0	0	0	0	0
"732285"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"190242"	0	0	0	0.00126823081800888	0.00102092904543134	0	0	0	0	0	0.000512032770097286
"196191"	0	0.00214316330904415	0.000722282412423258	0.000634115409004439	0.00102092904543134	0	0	0	0.000707463742483198	0	0
"659831"	0	0	0	0	0	0.00162707452001302	0	0	0	0	0
"196194"	0	0.00257179597085298	0	0.000634115409004439	0	0	0	0	0	0.000346500346500347	0
"178358"	0	0	0.000361141206211629	0	0	0	0	0	0.000353731871241599	0	0
"175646"	0.000755287009063444	0	0.00361141206211629	0	0.000510464522715671	0	0	0	0.00424478245489919	0.000346500346500347	0
"344085"	0.000755287009063444	0	0	0	0	0	0	0	0	0	0
"308224"	0	0	0	0	0	0	0	0	0	0	0.000512032770097286
"186194"	0	0.00042863266180883	0	0.000634115409004439	0	0	0	0	0	0	0.00256016385048643
"263518"	0	0	0	0	0.00102092904543134	0	0	0	0	0	0
"376862"	0	0	0	0.00317057704502219	0	0.00585746827204686	0	0	0	0	0
"334292"	0.000755287009063444	0	0.000361141206211629	0	0.00765696784073507	0.00292873413602343	0	0	0	0	0.00102406554019457
"430219"	0	0.00085726532361766	0	0	0	0	0.000631512472371329	0	0	0	0
"263106"	0	0	0	0	0	0	0.000315756236185665	0	0	0	0
"191558"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"1107018"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"4017244"	0	0	0	0	0	0	0	0	0.000707463742483198	0	0
"353954"	0	0	0	0	0.00612557427258806	0	0	0.000865800865800866	0	0	0
"344527"	0	0	0.000361141206211629	0.000634115409004439	0	0.000325414904002603	0	0	0	0	0
"356657"	0	0.00171453064723532	0.000722282412423258	0.0215599239061509	0.00867789688616641	0.00715912788805727	0.000315756236185665	0	0.00778210116731518	0	0
"188862"	0	0.00257179597085298	0.000722282412423258	0	0.000510464522715671	0.000325414904002603	0	0.000432900432900433	0	0	0
"275339"	0	0.00042863266180883	0	0	0	0	0	0	0	0	0
"398255"	0	0	0.00108342361863489	0.000634115409004439	0	0.00162707452001302	0	0	0.0014149274849664	0	0.00563236047107015
"262917"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"259012"	0.000755287009063444	0.00042863266180883	0	0	0	0	0.000315756236185665	0.000432900432900433	0	0.000693000693000693	0
"349783"	0	0.00042863266180883	0	0	0.00102092904543134	0	0.000631512472371329	0	0.000353731871241599	0	0
"263704"	0	0	0.000361141206211629	0	0	0	0	0	0	0	0
"316381"	0	0	0.000361141206211629	0.00126823081800888	0	0	0.000315756236185665	0	0	0	0
"4343528"	0	0	0	0.00190234622701332	0	0	0	0	0	0	0
"336872"	0	0.00042863266180883	0	0	0	0	0	0	0.000353731871241599	0	0
"199080"	0	0	0	0	0	0	0.000315756236185665	0	0	0	0
"178106"	0	0	0.000722282412423258	0	0.000510464522715671	0.00097624471200781	0	0	0.000353731871241599	0	0
"4460604"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"336277"	0	0.00342906129447064	0	0	0.0428790199081164	0	0	0	0	0	0
"260753"	0	0.00085726532361766	0	0	0.000510464522715671	0	0	0.000432900432900433	0	0	0.000512032770097286
"197410"	0	0	0.0025279884434814	0	0	0	0	0	0	0	0
"373449"	0.00830815709969789	0.00128589798542649	0.0130010834236186	0.00126823081800888	0.00204185809086269	0	0	0	0.00565970993986558	0.025987525987526	0
"349602"	0	0	0	0	0	0	0	0	0	0.000346500346500347	0
"267373"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0
"3998909"	0	0	0	0	0.00255232261357836	0	0	0	0	0	0
"354905"	0.0173716012084592	0.00128589798542649	0	0.0475586556753329	0	0.00455580865603645	0	0.000432900432900433	0.000353731871241599	0.266112266112266	0.00102406554019457
"327900"	0	0.00042863266180883	0	0	0	0	0	0	0	0	0
"447141"	0.00151057401812689	0.00042863266180883	0.00216684723726977	0	0.00408371618172537	0.000325414904002603	0.00157878118092832	0	0.0176865935620799	0	0.00563236047107015
"592866"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"4374042"	0.000755287009063444	0.00085726532361766	0.00577825929938606	0.0374128091312619	0.00918836140888208	0.250894890986007	0.0274707925481528	0.000432900432900433	0.00884329678103997	0	0.00614439324116743
"582627"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"436341"	0.006797583081571	0.00300042863266181	0.0343084145901047	0.010145846544071	0.00408371618172537	0.015619915392125	0.0476791916640354	0.000865800865800866	0.0173328616908383	0.00346500346500346	0.00870455709165387
"276029"	0	0	0.00469483568075117	0.0152187698161065	0	0.000325414904002603	0	0	0.0336045277679519	0	0
"213147"	0	0	0.00180570603105814	0	0	0	0	0	0.0014149274849664	0.00173250173250173	0
"272273"	0	0	0	0	0	0.00455580865603645	0	0	0	0	0
"572476"	0	0.00214316330904415	0	0.000634115409004439	0	0	0	0.00216450216450216	0.000707463742483198	0.000346500346500347	0.00409626216077829
"192316"	0	0	0.000361141206211629	0	0	0	0	0	0	0	0
"343906"	0	0	0	0.000634115409004439	0.00510464522715671	0.000650829808005207	0	0	0.00212239122744959	0	0.000512032770097286
"438304"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"750411"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"351794"	0	0	0.000361141206211629	0.00380469245402663	0.000510464522715671	0.000650829808005207	0.00410483107041364	0	0	0	0.000512032770097286
"772398"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"245324"	0	0	0	0	0	0.000650829808005207	0	0	0	0	0
"334870"	0	0.00042863266180883	0	0.000634115409004439	0	0	0	0	0	0	0
"267502"	0	0	0	0.000634115409004439	0	0	0	0	0	0	0
"242029"	0	0	0.000722282412423258	0	0	0	0	0	0	0	0.000512032770097286
"261631"	0	0	0	0.00253646163601776	0	0	0	0	0	0	0
"355162"	0	0	0.000361141206211629	0	0.00102092904543134	0.00162707452001302	0.000631512472371329	0	0.000353731871241599	0	0
"276894"	0	0	0.000361141206211629	0	0.000510464522715671	0	0	0	0	0	0
"3016478"	0	0	0	0	0	0	0	0	0	0.000693000693000693	0
"274317"	0	0	0.000361141206211629	0.000634115409004439	0	0	0	0	0	0	0.000512032770097286
"263207"	0	0	0.000361141206211629	0	0	0	0	0	0.000707463742483198	0	0
"263850"	0	0	0.00650054171180932	0	0.00255232261357836	0	0	0	0	0.00207900207900208	0.00102406554019457
"326644"	0	0	0	0	0	0	0	0.000432900432900433	0.000353731871241599	0	0
"571254"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"353131"	0	0.00728675525075011	0.00108342361863489	0	0.000510464522715671	0	0	0.000865800865800866	0	0	0
"824790"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"356353"	0	0.00042863266180883	0.000722282412423258	0.000634115409004439	0.0035732516590097	0.000325414904002603	0.000315756236185665	0	0.000353731871241599	0.000693000693000693	0.003584229390681
"214889"	0.0128398791540786	0.0085726532361766	0.00433369447453954	0.00443880786303107	0.000510464522715671	0	0	0.00822510822510823	0.00955076052352317	0.00658350658350658	0.00512032770097286
"851323"	0	0	0.000361141206211629	0	0	0	0	0.000865800865800866	0	0	0
"276110"	0	0	0	0	0.000510464522715671	0.000325414904002603	0	0	0	0	0
"194225"	0.000755287009063444	0	0	0	0	0	0	0	0	0	0
"262869"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"830014"	0	0	0	0	0	0	0	0	0.000353731871241599	0	0
"277265"	0	0	0	0.00126823081800888	0	0	0	0	0	0	0.000512032770097286
"589277"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0
"266676"	0	0	0.00397255326832792	0.010145846544071	0	0	0	0	0.0459851432614079	0	0
"827689"	0.00151057401812689	0	0	0.000634115409004439	0.00153139356814701	0	0	0	0	0	0.000512032770097286
"1107784"	0.0256797583081571	0.00728675525075011	0.229685807150596	0.0336081166772353	0.139867279224094	0.0953465668727628	0.00442058730659931	0.0887445887445888	0.112486735054828	0	0
"580629"	0	0.0321474496356622	0.00216684723726977	0	0	0.000650829808005207	0	0.00173160173160173	0	0	0
"355440"	0	0.00042863266180883	0.00180570603105814	0	0.00153139356814701	0	0.000947268708556994	0	0.000707463742483198	0	0.000512032770097286
"275895"	0	0	0	0	0	0.000650829808005207	0	0	0	0	0
"276050"	0	0	0	0	0.00204185809086269	0	0	0	0.000353731871241599	0	0
"274387"	0	0	0	0	0.00153139356814701	0.000650829808005207	0	0	0.000353731871241599	0	0
"531067"	0	0	0	0	0	0.00260331923202083	0	0.00173160173160173	0	0	0
"189362"	0	0	0	0	0	0.000650829808005207	0.00221029365329965	0	0.000353731871241599	0.000346500346500347	0
"331720"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0.000512032770097286
"165241"	0	0	0	0	0	0.000325414904002603	0	0	0	0	0
"179708"	0.0143504531722054	0	0.00686168291802095	0	0	0	0	0	0	0	0
"198238"	0	0	0	0	0	0.00780995769606248	0	0	0	0	0
"354163"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"270391"	0	0	0	0	0	0	0	0	0.00389105058365759	0	0
"198339"	0	0	0.000361141206211629	0	0	0	0	0	0	0	0
"383885"	0.00151057401812689	0	0	0	0	0	0	0	0	0.00415800415800416	0
"346870"	0	0	0.00108342361863489	0	0.000510464522715671	0	0.000315756236185665	0.000865800865800866	0	0	0.000512032770097286
"263057"	0	0	0	0	0.000510464522715671	0	0	0	0	0	0
"390633"	0.00151057401812689	0	0	0	0	0	0	0	0	0	0
"460611"	0	0	0	0	0	0.000650829808005207	0	0	0	0	0
"261744"	0	0	0.00180570603105814	0.010145846544071	0	0	0	0	0	0	0
"562376"	0	0.00171453064723532	0	0	0	0.000325414904002603	0	0	0	0	0
"353782"	0	0.00042863266180883	0.000361141206211629	0	0	0	0	0	0	0	0
"275974"	0.000755287009063444	0	0	0.00126823081800888	0	0	0	0	0.000353731871241599	0.000346500346500347	0
"194504"	0	0	0	0.000634115409004439	0	0	0	0	0.000353731871241599	0.000346500346500347	0
"211761"	0	0.00085726532361766	0	0	0	0	0	0	0	0	0.000512032770097286
"339031"	0	0	0	0.000634115409004439	0.000510464522715671	0	0	0	0.000353731871241599	0	0
"180834"	0	0	0	0	0	0	0	0.000432900432900433	0	0	0.000512032770097286
"319909"	0	0	0	0.000634115409004439	0	0	0.000947268708556994	0	0	0	0.00102406554019457
"331878"	0	0	0	0	0	0	0	0	0	0.000693000693000693	0
