"DS_2A"	"DS_2C"	"DS_2E"	"DS_3A"	"DS_3C"	"DS_3E"	"FS_1A"	"FS_1C"	"FS_1E"	"FS_2A"	"FS_2C"	"FS_3A"	"FS_3C"	"FS_3E"
"4304789"	0	0	0	0.000132205182443152	0	0	0	0	0	0	0	0	0	0
"4324347"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"1122854"	0	0	0	0	0.000113071008593397	0	0	0	0	0	0	0	0	0
"2216514"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"583102"	0	0	0	0	0	0	0	0	0	0	0.000111856823266219	0	0	0
"112045"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"555945"	0	0.000115767538782125	0	0	0	0.000253453301229249	0	0.00018152114721365	8.25900231252065e-05	0	0	9.07770515613653e-05	0	0
"111050"	0	0	0	0	0	0.000126726650614624	0	0	0	0	0	0	0	0
"575450"	0	0	0	0	0	0	0	0	0	0	0	9.07770515613653e-05	0	0
"202381"	0	0.000694605232692753	0.000517920033146882	0.00198307773664728	0.000791497060153777	0.000760359903687746	0	0	0	0	0	0	0	0
"590849"	0.00165343915343915	0.000694605232692753	0.000932256059664388	0.000264410364886304	0.000226142017186793	0	0	0	0	0	0	0	0	0
"940630"	0	0	0	0.000132205182443152	0	0	0.000277289952860708	0.000363042294427301	0	8.16659861167824e-05	0.000111856823266219	9.07770515613653e-05	0	0
"574102"	0	0	0	0.000132205182443152	0	0	0	0	0	0	0	0	0	0
"833317"	0.00198412698412698	0.00185228062051401	0.00155376009944065	0.000793231094658911	0.00033921302578019	0.00101381320491699	9.24299842869027e-05	0.000726084588854602	0.000247770069375619	0.000163331972233565	0.00123042505592841	9.07770515613653e-05	0	0
"2651333"	0.000330687830687831	0.000463070155128502	0.000207168013258753	0	0.00033921302578019	0.000126726650614624	0.000462149921434513	0.00127064803049555	0.000412950115626032	0.000898325847284606	0.000223713646532438	0.000272331154684096	0.000502714659159461	0.000115207373271889
"160679"	0	0	0	0	0	0	0	0	0	0	0	0	0.000201085863663784	0
"610196"	0	0.000115767538782125	0.000103584006629376	0	0.000113071008593397	0	0	0	8.25900231252065e-05	0	0.000671140939597315	0	0	0
"691592"	0	0	0	0	0	0	0	0	8.25900231252065e-05	0.000244997958350347	0.000111856823266219	9.07770515613653e-05	0.000201085863663784	0
"644793"	0	0	0	0.000132205182443152	0	0	0	0	0	0	0.000111856823266219	0	0	0
"638679"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"208723"	0	0	0	0.000264410364886304	0	0	9.24299842869027e-05	0	0	0	0	0	0	0
"207042"	0	0	0.000207168013258753	0	0.00033921302578019	0.000126726650614624	0.000184859968573805	0	0.000165180046250413	0.000326663944467129	0.000223713646532438	0.000363108206245461	0	0.000230414746543779
"14396"	0	0	0	0	0	0	0	0	0	0	0.000111856823266219	0	0	0
"570383"	0	0	0	0	0.000113071008593397	0.000126726650614624	0	0	0.000165180046250413	0	0	0	0	0
"4468432"	0	0	0	0	0	0	0	0	0	8.16659861167824e-05	0.000111856823266219	0	0	0
"419180"	0	0	0	0	0	0	0	0	0	0	0	0	0.000301628795495677	0
"216023"	0	0	0.000207168013258753	0	0	0	0	0	0	0.000163331972233565	0.000111856823266219	0	0.000100542931831892	0
"136847"	0	0	0.000207168013258753	0	0	0	0	0	0	0	0.000111856823266219	0	0	0
"1107011"	0.000496031746031746	0	0.000207168013258753	0	0	0	0.00110915981144283	0	0.000330360092500826	0	0.000223713646532438	0	0	0
"258707"	0	0	0	0	0.000226142017186793	0	0	0	0	0	0	0	0	0
"848718"	0	0	0	0	0	0	0	0	0.000247770069375619	8.16659861167824e-05	0.000111856823266219	0	0	0
"585881"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"3319380"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"1111634"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"217263"	0.000496031746031746	0.000231535077564251	0.000932256059664388	0.000793231094658911	0.000452284034373587	0.000760359903687746	0	0	0	0.000163331972233565	0.000223713646532438	9.07770515613653e-05	0.000100542931831892	0
"893238"	0.000496031746031746	0.000231535077564251	0.000932256059664388	0.000132205182443152	0.000113071008593397	0.000380179951843873	0	0	0	0	0	0	0	0
"2269944"	0	0	0.000207168013258753	0.000132205182443152	0	0	0	0	0	0	0	0	0.000100542931831892	0
"243780"	0	0.000231535077564251	0	0	0.000113071008593397	0	0.000369719937147611	0.00018152114721365	0.000660720185001652	0.000244997958350347	0.000559284116331096	0.000363108206245461	0.000100542931831892	0.000460829493087558
"541789"	0	0	0	0	0	0	0	0	0	8.16659861167824e-05	0.000111856823266219	0	0	0
"254852"	0	0.000115767538782125	0.000103584006629376	0.000132205182443152	0.000791497060153777	0.000380179951843873	0	0	0	8.16659861167824e-05	0.000111856823266219	0.000453885257806826	0.000100542931831892	0
"162920"	0	0	0.000103584006629376	0.000528820729772607	0.000452284034373587	0.000126726650614624	0	0	0	0	0	0.000363108206245461	0.000502714659159461	0.00115207373271889
"848824"	0.000661375661375661	0	0	0	0	0	9.24299842869027e-05	0	0	8.16659861167824e-05	0	0	0	0
"156032"	0.00330687830687831	0.00798796017596666	0.00476486430495132	0.00370174510840825	0.00384441429217549	0.00316816626536561	0.0230150660874388	0.0110727899800327	0.0076808721506442	0.00906492445896284	0.00861297539149888	0.012436456063907	0.0090488638648703	0.0211981566820276
"797182"	0	0	0	0.000132205182443152	0	0.000126726650614624	0	0	0	0	0	0	0	0
"325934"	0	0	0	0	0	0	0	0	0	0	0	0	0.000100542931831892	0
"4409450"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"519510"	0.00132275132275132	0.000115767538782125	0.000828672053035011	0	0	0	0	0	0	0	0	0	0	0
"136598"	0.000496031746031746	0.000347302616346376	0.000207168013258753	0	0	0	0	0	0	0	0	0	0	0
"196412"	0	0	0.000725088046405635	0	0	0.000126726650614624	0	0	0	0	0	0	0	0
"999038"	0	0	0	0	0	0	0	0	0	0	0.000223713646532438	0	0	0
"706705"	0	0	0	0	0	0.000126726650614624	0	0	0	0	0	0	0	0
"178451"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"1147608"	0	0.000115767538782125	0.000103584006629376	0	0	0	9.24299842869027e-05	0	0	8.16659861167824e-05	0	0	0.000100542931831892	0
"317424"	0.000165343915343915	0.000115767538782125	0.000103584006629376	0	0	0	0	0	0	0	0.000111856823266219	0	0	0
"4370817"	0.000165343915343915	0.000115767538782125	0.000310752019888129	0.000528820729772607	0	0	0	0	0	0	0	0	0	0
"822913"	0.000330687830687831	0	0.000414336026517506	0	0	0	0	0	0	0	0	0	0	0
"296086"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"131051"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"151094"	0.00264550264550265	0.00706181986570966	0.00414336026517506	0.00277630883130619	0.00146992311171416	0.00126726650614624	0.00600794897864867	0.00290433835541841	0.00330360092500826	0.00481829318089016	0.00447427293064877	0.00826071169208424	0.00613311884174543	0.00691244239631336
"207866"	0.000165343915343915	0	0.000207168013258753	0	0	0	0	0.00018152114721365	0	8.16659861167824e-05	0.000111856823266219	0	0	0.000115207373271889
"1126288"	0	0.000115767538782125	0	0.000132205182443152	0	0	9.24299842869027e-05	0	0.000165180046250413	0	0	0	0	0
"356442"	0.000165343915343915	0.000810372771474878	0.000310752019888129	0.000396615547329455	0.000565355042966983	0.000126726650614624	0.000462149921434513	0.000544563441640951	0.000495540138751239	0.00114332380563495	0.000335570469798658	0.000635439360929557	0.000201085863663784	0.000115207373271889
"1108350"	0.000165343915343915	0	0	0	0	0	0	0	0	0	0	0	0	0
"577298"	0	0	0	0.000132205182443152	0	0.000633633253073121	9.24299842869027e-05	0	0.000165180046250413	0	0.000223713646532438	0	0	0.000345622119815668
"577299"	0	0	0	0	0	0	0.000462149921434513	0	0.000165180046250413	0.000326663944467129	0	0.000363108206245461	0.000301628795495677	0.000460829493087558
"707389"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"4369504"	0.000165343915343915	0.000347302616346376	0.000103584006629376	0.000264410364886304	0	0.000126726650614624	9.24299842869027e-05	0.00018152114721365	8.25900231252065e-05	0.000163331972233565	0.000223713646532438	9.07770515613653e-05	0.000301628795495677	0.000230414746543779
"1107128"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"1112912"	0	0	0	0	0	0.000253453301229249	0	0	0	8.16659861167824e-05	0	0	0	0
"812496"	0.000496031746031746	0.000115767538782125	0.000207168013258753	0	0	0	0.000277289952860708	0.00018152114721365	8.25900231252065e-05	0.000408329930583912	0.000223713646532438	0.000181554103122731	0.000402171727327569	0.000460829493087558
"1044436"	0	0	0.000621504039776259	0	0	0	0	0.000363042294427301	0	0	0	0	0	0
"545782"	0.000165343915343915	0	0.000103584006629376	0	0	0.000253453301229249	0	0	0	0	0	0	0	0
"3032113"	0	0	0	0	0	0	0	0	0	0	0.000447427293064877	0.000272331154684096	0	0
"1008207"	0	0	0	0	0	0	0	0	0	0	0	9.07770515613653e-05	0.000301628795495677	0
"224253"	0	0.000578837693910627	0.000828672053035011	0	0.000113071008593397	0	0.000647009890008319	0	0.000330360092500826	0.000163331972233565	0.00134228187919463	0	0.000301628795495677	0.000115207373271889
"4306897"	0.00115740740740741	0.000231535077564251	0.00145017609281127	0.000528820729772607	0.000226142017186793	0.000380179951843873	0	0	0	0	0	0	0	0
"740305"	0	0	0	0	0	0	0	0	0	0	0	9.07770515613653e-05	0	0
"4470200"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"354510"	0	0	0.000103584006629376	0	0	0	0	0	0	0	0	0	0	0
"362115"	0	0	0.000310752019888129	0.000132205182443152	0	0	0	0	0	0	0	0.000181554103122731	0	0.000115207373271889
"4310019"	0	0	0	0	0	0	0	0	0	0	0	0	0.000100542931831892	0
"1122474"	0.000330687830687831	0	0	0	0	0	0.000277289952860708	0	8.25900231252065e-05	0.000408329930583912	0	0	0.000100542931831892	0
"751555"	0	0.000115767538782125	0.00124300807955252	0	0	0	9.24299842869027e-05	0	0	0	0	0	0	0
"2641606"	0.000330687830687831	0.000115767538782125	0.000103584006629376	0.000132205182443152	0.000113071008593397	0	0	0	0	0	0	0	0	0
"4310013"	0	0	0.00103584006629376	0	0.000113071008593397	0	0	0	0	0	0	0	0	0
"1140475"	0	0	0	0.000132205182443152	0	0	0	0	0	0	0	0	0.000100542931831892	0
"1037355"	0.00148809523809524	0.000347302616346376	0.00103584006629376	0.000132205182443152	0.000113071008593397	0.000126726650614624	0.000277289952860708	0.000363042294427301	8.25900231252065e-05	8.16659861167824e-05	0	0.000181554103122731	0	0.000115207373271889
"3116364"	0	0	0	0	0	0	0	0	0	0.000163331972233565	0	0	0	0
