"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K13239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K07248",6.00590981525821e-06,2.91980635065667e-06,6.05007501049897e-06,1.3181917046196e-05,8.05000082564111e-06,9.47494483048112e-06,2.92434306721811e-06,4.99061245003929e-06,5.47770773100494e-06,1.33523070965894e-05,6.67719994958714e-06,9.80711368798472e-06,1.14331101575849e-05,8.57119653689375e-06,9.6881162852972e-07,3.59888146763986e-06,1.92156886105347e-06
"K13796",5.54545672942175e-05,5.8201473256423e-05,6.1126619933662e-05,6.59095852309801e-05,6.62576991033538e-05,6.21380102836204e-05,5.20115302669507e-05,4.99061245003929e-05,4.69818778466962e-05,7.32353813479599e-05,8.7220924341482e-05,7.47519998884168e-05,9.51321052734897e-05,0.00010971131567224,7.57610693510241e-05,6.87786236037839e-05,5.99529484648682e-05
"K07244",0,0,0,0,0,0,2.08881647658437e-07,0,0,0,0,0,0,0,0,0,0
"K07245",9.02888442227151e-05,8.07813090348347e-05,0.000108275480360309,0.000134319189212101,0.000102173087402368,0.000122953935242057,0.000142457283703054,0.000150134257872015,0.000153375816468138,8.29461501454795e-05,9.4524111786343e-05,9.76352651603812e-05,9.81521721075687e-05,9.87830400877005e-05,6.52979037629031e-05,9.01719745503098e-05,6.43725568452912e-05
"K07246",0.000502494454543271,0.000481962701615062,0.000544923997497355,0.000601595421056567,0.000593223137766476,0.000580395457755518,0.000565651501859047,0.00057246483645659,0.000564414577360086,0.000589929204449312,0.000683787007337408,0.000636372710420342,0.00071812874933208,0.000736051502605751,0.000574311533392418,0.000609010719468389,0.000537078496664445
"K07240",0.000586376994963044,0.000559629550542529,0.000560362119937939,0.000572731568214034,0.000546780825310854,0.000530596910506943,0.000492751806826252,0.000496773880964328,0.000511322948582654,0.000581432281751483,0.000568187983210181,0.000587555077840151,0.000614367881675507,0.000613911951955015,0.000520445606846165,0.000534833773663145,0.000533619672714548
"K07241",0.000293488792972285,0.000316312354654473,0.000255563513374525,0.000207274281829841,0.000265030796413415,0.000186854725959256,0.000246689225884614,0.000247451200647781,0.000244390037229451,0.000300224601989979,0.000267922647977184,0.000243652291181487,0.000262098657386145,0.000254564537145744,0.000295875071352976,0.000286710890255309,0.000302070624957605
"K07242",2.0019699384194e-07,0,0,9.09097727323864e-07,0,0,0,0,0,4.04615366563314e-07,0,0,8.62876238308297e-07,0,0,0,0
"K07243",8.76862833027699e-05,8.1365270304966e-05,0.000103059898454707,0.00013409191478027,0.000102585907957529,0.000129564361867974,0.000114258261269165,0.000117279392575923,0.000108500749287213,0.00010014230322442,0.00011434704913668,9.82890727395802e-05,0.000124685616435549,0.000135639185196344,9.82374991329136e-05,9.81694889228428e-05,8.0321578392035e-05
"K01268",0,0,4.17246552448205e-07,4.54548863661932e-07,0,2.20347554197235e-07,0,0,0,0,0,0,0,0,0,0,0
"K05296",0,0,0,2.27274431830966e-07,0,2.20347554197235e-07,0,0,0,2.02307683281657e-07,0,2.17935859732994e-07,2.15719059577074e-07,0,1.93762325705944e-07,0,0
"K02821",8.84870712781377e-05,8.79834980331211e-05,8.63700363567783e-05,8.31824420501336e-05,9.94897537938209e-05,7.97658146193992e-05,6.83042987843088e-05,6.32144243671643e-05,7.83733567666861e-05,9.22523035764357e-05,8.63862743477836e-05,0.000139478950229116,0.00010764381072896,8.44262858884035e-05,7.65361186538479e-05,8.65730930826699e-05,9.8576482572043e-05
"K09016",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K09945",6.12602801156338e-05,6.44303934711573e-05,6.48818389056958e-05,7.06823482994304e-05,7.36884690962532e-05,6.69856564759595e-05,6.47533107741154e-05,5.71841009900335e-05,6.08868282407857e-05,7.7281535013593e-05,9.99493367453825e-05,7.93286529428097e-05,9.68578577501063e-05,0.000116782552815177,8.40928493563797e-05,7.93753301473902e-05,7.07137340867677e-05
"K09944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K09947",1.90187144149843e-05,9.34338032210136e-06,1.66898620979282e-05,2.04546988647869e-05,1.36230783203157e-05,1.41022434686231e-05,1.1488490621214e-05,1.03971092709152e-05,1.05340533288557e-05,6.87846123157634e-06,7.51184994328553e-06,7.19188337118879e-06,6.47157178731222e-06,6.42839740267031e-06,3.48772186270699e-06,3.59888146763986e-06,4.03529460821229e-06
"K09946",1.341319858741e-05,9.34338032210136e-06,1.52294991643595e-05,2.34092664785895e-05,1.71320530391849e-05,1.85091945525678e-05,1.73371767556502e-05,1.74671435751375e-05,1.81185717256317e-05,1.01153841640829e-05,9.80713742595611e-06,9.80711368798472e-06,1.29431435746244e-05,1.75709529006322e-05,6.00663209688426e-06,6.99782507596639e-06,8.07058921642457e-06
"K09941",8.20807674751956e-05,8.44797304123331e-05,7.53130027169009e-05,7.11368971630924e-05,9.04077015802771e-05,6.58839187049733e-05,5.80690980490454e-05,5.15696619837393e-05,6.65752170383678e-05,9.14430728433091e-05,8.01263993950457e-05,0.00013904307850965,0.000107212372609806,8.61405251957822e-05,7.63423563281419e-05,8.71729066606099e-05,9.93451101164644e-05
"K09940",4.56449145959624e-05,6.09266258503693e-05,5.44506750944907e-05,6.40913897763324e-05,4.41717994022358e-05,4.78154192608001e-05,5.09671220286586e-05,5.51046791358505e-05,5.56198015763579e-05,5.23976899699492e-05,3.17166997605389e-05,5.03431835983215e-05,4.46538453324544e-05,3.96417839831336e-05,4.34027609581314e-05,4.75852105165715e-05,3.88156909932801e-05
"K09943",4.00393987683881e-07,1.94653756710445e-07,6.25869828672307e-07,9.09097727323864e-07,1.03205138790271e-06,1.54243287938065e-06,2.08881647658437e-07,8.31768741673215e-07,4.21362133154226e-07,5.86692281516806e-06,1.25197499054759e-06,2.83316617652892e-06,3.45150495323319e-06,2.99991878791281e-06,1.93762325705944e-07,3.99875718626651e-07,1.92156886105347e-07
"K09942",2.90285641070814e-05,5.23618605551097e-05,3.63004500629938e-05,2.97729505698565e-05,2.53884641424066e-05,3.12893526960074e-05,2.69457325479383e-05,2.8072195031471e-05,2.40176415897909e-05,3.88430751900782e-05,1.85709623597892e-05,3.24724431002161e-05,3.51622067110631e-05,2.95706280522834e-05,4.03025637468363e-05,3.91878204254118e-05,3.53568670433838e-05
"K09949",0.000356350649038654,0.000374124520397475,0.000332128255748771,0.000293184017061946,0.000334591059958057,0.000319503953585991,0.000307682667000877,0.000303387648525305,0.000294532131074804,0.000366379214423081,0.000359108159788733,0.000315353189033642,0.000331128756450809,0.000351204778099221,0.000389849799320359,0.000359288333186046,0.00037662749676648
"K09948",0.000125323318145055,0.000141318627371783,0.000131015417468736,0.000133637365916608,0.000148202579302829,0.000126920191217608,0.00011363161632619,0.000108545820788355,0.000114399819151372,0.000148493839528736,0.000169433948720774,0.000207910810185276,0.000180556852866011,0.000175280969179477,0.000152684712656284,0.000161349852465854,0.000165639235822809
"K10851",0,1.94653756710445e-07,0,2.27274431830966e-07,0,2.20347554197235e-07,0,0,0,0,2.08662498424598e-07,2.17935859732994e-07,0,0,0,0,0
"K10850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03666",0.000668257565444397,0.000652674046250122,0.000587274522570848,0.000524094839802208,0.000616341088855496,0.000475950717066028,0.000575260057651335,0.000564770975596113,0.000564203896293509,0.000652239970900063,0.000653322282567417,0.000617194354763838,0.000608327748007349,0.00060341223619732,0.000699675758124164,0.000658395370718781,0.000705023615120518
"K03667",0.000445838705286001,0.000437776298841791,0.000423296627458704,0.000392502943772078,0.000431810300698492,0.000420863828516719,0.000389564272882985,0.000381573910242587,0.000390602697433968,0.00043334305758931,0.000439443221682204,0.000437615206343851,0.000423240794890219,0.000422774269182284,0.000453403842151909,0.000433665216850603,0.000467133390122098
"K03196",0.000125323318145055,0.000124189096781264,0.00014186382783239,0.00015772845569069,0.000147583348470087,0.000144768343107584,0.000105485232067511,9.98122490007858e-05,0.000104919171155402,0.000132511532549485,0.000155036236329476,0.000134902297174723,0.000170633776125466,0.00020206595835727,0.000141252735439633,0.000135357930755121,0.000123749034651843
"K03665",0.000514506274173787,0.000493447273260978,0.000514256375892412,0.000511822020483335,0.000507769282848132,0.00053081725806114,0.000528679450223503,0.00052962874626042,0.000528177433908823,0.000490393824274737,0.000498077383739516,0.000499508990508022,0.000479543469439836,0.000479344166325783,0.000500294324972747,0.000495845891097047,0.000513635356559592
"K11275",2.80275791378717e-06,9.73268783552225e-07,2.71210259091333e-06,5.90913522760512e-06,2.27051305338595e-06,3.52556086715576e-06,2.50657977190124e-06,3.11913278127456e-06,2.10681066577113e-06,0,0,0,2.15719059577074e-07,4.28559826844688e-07,0,0,0
"K06012",2.60256091994523e-06,1.36257629697311e-06,2.29485603846513e-06,6.81823295492898e-06,3.71538499644974e-06,4.84764619233918e-06,2.71546141955968e-06,2.28736403960134e-06,4.42430239811938e-06,1.21384609968994e-06,1.46063748897219e-06,6.53807579198981e-07,1.07859529788537e-06,1.49995939395641e-06,5.81286977117832e-07,5.99813577939976e-07,1.92156886105347e-07
"K00048",0,0,0,0,0,0,0,0,2.10681066577113e-07,0,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K10857",1.0009849692097e-06,3.8930751342089e-07,6.25869828672307e-07,2.50001875014063e-06,8.25641110322165e-07,1.54243287938065e-06,8.35526590633747e-07,8.31768741673215e-07,8.42724266308453e-07,4.04615366563314e-07,1.25197499054759e-06,2.17935859732994e-07,4.31438119154148e-07,4.28559826844688e-07,0,1.99937859313325e-07,0
"K09773",0.000180177294457746,0.000178108187390057,0.000191307544297502,0.000205001537511531,0.000198979507587642,0.000194787237910356,0.000161465513639972,0.000153877217209545,0.000169598258594576,0.000183493068736463,0.000196560073515971,0.000234934856792167,0.000221327755126078,0.000222851109959238,0.000182136586163587,0.000181943451975126,0.000192733356763663
"K00043",2.0019699384194e-07,0,0,2.27274431830966e-07,4.12820555161083e-07,2.20347554197235e-07,4.17763295316873e-07,0,1.26408639946268e-06,2.02307683281657e-07,2.08662498424598e-07,0,0,2.14279913422344e-07,0,1.99937859313325e-07,0
"K00042",0.000301897066713646,0.000280690717176462,0.000344437029045993,0.00035750268127011,0.000321174391915322,0.000344403227210279,0.000363245185278021,0.000378038893090476,0.000372273444641759,0.000283433064277602,0.000297970047750326,0.000266099684733985,0.000313008355446335,0.000323776949181161,0.000277273888085206,0.000292109212456768,0.00025191767768411
"K00041",7.00689478446792e-06,4.47703640434023e-06,9.3880474300846e-06,1.3181917046196e-05,9.08205221354382e-06,1.16784203724535e-05,6.89309437272841e-06,7.69386086047724e-06,7.16315626362185e-06,7.28307659813966e-06,5.84254995588875e-06,8.28156266985376e-06,6.90300990646637e-06,8.35691662347141e-06,9.6881162852972e-07,3.79881932695318e-06,2.8823532915802e-06
"K00040",1.94191084026682e-05,1.59616080502565e-05,2.16968207273066e-05,4.15912210250668e-05,2.39435921993428e-05,3.08486575876129e-05,3.13322471487655e-05,3.41025184086018e-05,3.43410138520694e-05,1.71961530789409e-05,2.14922373377336e-05,1.93962915162364e-05,1.85518391236284e-05,2.61421494375259e-05,9.30059163388531e-06,1.21962094181129e-05,1.09529425080048e-05
"K00046",0.000177574733537801,0.000193680487926893,0.000197983489136673,0.000217047082398573,0.0001676051453954,0.000186193683296664,0.000144128336884321,0.000145975414163649,0.000155693308200487,0.000174996146038633,0.00014564642390037,0.00016672093269574,0.000184871234057553,0.000196923240435134,0.000148615703816459,0.000154352027389887,0.000137968644223639
"K00733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00044",7.4072887721518e-06,9.5380340788118e-06,1.04311638112051e-05,1.09091727278864e-05,1.05269241566076e-05,1.01359874930728e-05,2.1514809708819e-05,2.01703919855755e-05,1.74865285259004e-05,9.71076879751955e-06,1.16850999117775e-05,1.22044081450476e-05,1.35903007533557e-05,1.04997157576948e-05,1.10444525652388e-05,1.53952151671261e-05,9.03137364695131e-06
"K06011",0,0,0,0,0,0,0,0,2.10681066577113e-07,0,0,0,0,0,0,0,0
"K09012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06016",0.000397591229770094,0.00035855221986064,0.000367594212706868,0.000364548188656869,0.000371951320200135,0.000315537697610441,0.000383297823453231,0.000376583297792548,0.000403875604628326,0.000389644598000472,0.00039708473450201,0.000349351183151989,0.000371468220591722,0.000407988955156143,0.00037454257558959,0.000367685723277205,0.000375090241677637
"K06017",0,0,0,0,0,2.20347554197235e-07,0,0,2.10681066577113e-07,0,0,0,0,0,0,0,0
"K06014",1.44141835566197e-05,1.26524941861789e-05,1.81502250314969e-05,1.77274056828153e-05,7.43076999289949e-06,1.60853714563982e-05,1.06529640305803e-05,1.3724184237608e-05,1.17981397283183e-05,2.02307683281657e-07,2.08662498424598e-07,4.35871719465987e-07,2.15719059577074e-07,8.57119653689375e-07,0,1.99937859313325e-07,0
"K06015",0.000273469093588091,0.000257721573884629,0.000230111473675185,0.000197274206829278,0.000233243613666012,0.00017297283004483,0.000246898107532272,0.000249322680316546,0.000245654123628914,0.000252277681052227,0.00023599728571822,0.00021183365566047,0.000209894644968493,0.00019842319982909,0.000263129238308672,0.000247922945548524,0.000264215718394852
"K06019",5.80571282141627e-06,6.42357397144468e-06,6.67594483917127e-06,9.77280056873154e-06,4.74743638435245e-06,9.69529238467835e-06,6.05756778209466e-06,6.44620774796742e-06,5.68838879758206e-06,1.61846146625326e-06,3.12993747636897e-06,2.17935859732994e-06,1.51003341703952e-06,4.92843800871391e-06,2.51891023417727e-06,2.19931645244658e-06,2.30588263326416e-06
"K01075",7.10699328138889e-05,6.3457124687605e-05,7.3435393230884e-05,8.38642653456265e-05,7.41012896514143e-05,8.2409985269766e-05,5.97401512303129e-05,6.11350025129813e-05,5.47770773100494e-05,7.28307659813966e-05,8.76382493383312e-05,7.56237433273488e-05,9.16806003202565e-05,0.000105639997317215,6.76230516713744e-05,7.11778779155439e-05,6.03372622370789e-05
"K12221",8.00787975367762e-07,1.94653756710445e-07,6.25869828672307e-07,4.54548863661932e-07,8.25641110322165e-07,6.61042662591706e-07,4.17763295316873e-07,4.15884370836608e-07,0,0,8.34649993698393e-07,2.17935859732994e-07,8.62876238308297e-07,0,7.75049302823776e-07,7.99751437253302e-07,1.72941197494812e-06
"K06444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K04632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
