"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K05396",6.24614620786854e-05,4.65222478537963e-05,6.42559690770235e-05,7.50005625042188e-05,6.99730840998035e-05,7.33757355476794e-05,7.06019969085516e-05,6.73732680755304e-05,6.6996579171522e-05,5.34092283863575e-05,6.3850724517927e-05,5.51377725124474e-05,6.73043465880471e-05,6.70696129011936e-05,4.92156307293098e-05,6.17807985278176e-05,5.26509867928651e-05
"K03709",0.000334529176709883,0.000320400083545392,0.000322114338490014,0.000301593171039692,0.00031271157053452,0.000331843416621036,0.000399172828675273,0.000415468486465771,0.000398608577963898,0.000303056909555923,0.000296300747762929,0.000263048582697723,0.000253685614062639,0.000245350500868584,0.000312732393689394,0.000308504116920461,0.000315713763871085
"K03708",2.60256091994523e-06,1.36257629697311e-06,2.29485603846513e-06,6.81823295492898e-06,3.71538499644974e-06,4.84764619233918e-06,2.71546141955968e-06,2.28736403960134e-06,4.21362133154226e-06,1.21384609968994e-06,1.25197499054759e-06,6.53807579198981e-07,1.07859529788537e-06,1.49995939395641e-06,5.81286977117832e-07,5.99813577939976e-07,1.92156886105347e-07
"K08160",7.4072887721518e-06,3.11446010736712e-06,6.46732156294717e-06,6.59095852309801e-06,4.74743638435245e-06,6.83077418011429e-06,6.68421272506998e-06,4.36678589378438e-06,1.28515450612039e-05,2.62999988266154e-06,1.25197499054759e-06,8.71743438931975e-07,3.02006683407904e-06,3.4284786147575e-06,0,1.99937859313325e-07,0
"K03701",0.00113952128894833,0.0011517662784557,0.00105730276390375,0.000950007125053438,0.00106507703231559,0.000984072177044853,0.00103333751096629,0.00102349143662889,0.00101126911957014,0.00111370379646552,0.00106250944197805,0.00107050094300846,0.00101862539932294,0.000969616608236106,0.00115501722353313,0.00111945207429531,0.00119175700762536
"K03700",1.40137895689358e-06,9.73268783552225e-07,1.46036293356872e-06,3.40911647746449e-06,2.68333360854704e-06,3.52556086715576e-06,1.46217153360906e-06,1.03971092709152e-06,2.31749173234824e-06,1.01153841640829e-06,8.34649993698393e-07,2.17935859732994e-07,8.62876238308297e-07,1.07139956711172e-06,5.81286977117832e-07,3.99875718626651e-07,3.84313772210694e-07
"K03703",0.000523915532884358,0.000528679603225568,0.000522184060388928,0.000511367471619674,0.000511484667844581,0.000529715520290154,0.0005211597109078,0.000514241024539465,0.000521435639778355,0.000511838438702593,0.000503919933695405,0.000516507987567195,0.00049766387044431,0.000487915362862677,0.000520833131497577,0.00051404023629456,0.000531121633195179
"K03702",0.000522714350921307,0.000527317026928595,0.000520306450902911,0.000507731080710378,0.000510452616456679,0.000525308569206209,0.000519697539374191,0.0005123695448707,0.000518064742713121,0.000511636131019311,0.00050371127119698,0.000516290051707462,0.00049766387044431,0.00048727252312241,0.000520639369171871,0.000513840298435246,0.000530737319422968
"K03705",0.000482674952152918,0.000469115553672172,0.000472740343923816,0.000457503431275735,0.000471234663716376,0.000479696625487381,0.00048773864728245,0.000480970274872537,0.000490044160858365,0.000464498440814685,0.000479089096382877,0.000476189853516591,0.000454951496648049,0.000448487858792966,0.000478592944493682,0.000471853347979448,0.000490000059568635
"K03704",0.0020678347493934,0.00206274585986059,0.00195000176286668,0.0019009233478342,0.00203892072194059,0.00183813929711334,0.00198228683627856,0.00195923127101126,0.00196291549729896,0.00213313221252179,0.00221766503325663,0.00209414567617434,0.00210563374053182,0.00217322688192941,0.00216258131720404,0.00212973807740554,0.00216560810640726
"K03707",7.86774185798826e-05,6.96860449023393e-05,9.49235906819665e-05,0.000120455448870412,8.05000082564111e-05,0.000112817947748984,0.000152901366085976,0.000153045448467872,0.000161381696998069,7.97092272129729e-05,0.000108295836682366,0.000102211918214774,9.10334431415253e-05,9.14975230313408e-05,8.54491856363213e-05,9.53703588924562e-05,7.18666754033998e-05
"K03706",3.40334889531299e-06,1.55723005368356e-06,2.50347931468923e-06,8.63642840957671e-06,4.33461582919137e-06,5.94938396332535e-06,3.34210636253499e-06,2.91119059585625e-06,4.8456645312736e-06,1.21384609968994e-06,1.25197499054759e-06,6.53807579198981e-07,8.62876238308297e-07,1.49995939395641e-06,5.81286977117832e-07,7.99751437253302e-07,1.92156886105347e-07
"K06289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06283",2.60256091994523e-06,1.36257629697311e-06,2.29485603846513e-06,6.81823295492898e-06,3.71538499644974e-06,4.62729863814194e-06,2.71546141955968e-06,2.28736403960134e-06,4.42430239811938e-06,1.21384609968994e-06,1.46063748897219e-06,6.53807579198981e-07,1.07859529788537e-06,1.49995939395641e-06,5.81286977117832e-07,5.99813577939976e-07,1.92156886105347e-07
"K06282",0.000359753997933967,0.000371594021560239,0.0003254523109096,0.000275002062515469,0.000355232087716112,0.000309588313647116,0.000326482015290137,0.000317943601504586,0.000319603177997481,0.000367795368206053,0.000375175172167427,0.000378990460075676,0.000349033438395706,0.000322062709873783,0.000392368709554537,0.000383280876303645,0.000409486324290494
"K06281",0.000354148482106393,0.000369063522723004,0.000321071222108893,0.000268411103992371,0.000352342343829984,0.000302537191912804,0.000318753394326774,0.000312745046869129,0.000313704108133322,0.000362130753074166,0.00036849797221784,0.000374413807021283,0.000343856180965856,0.000316919991951646,0.000387137126760476,0.000378682305539438,0.000404874559023966
"K06287",0.000696885735563795,0.0007044519455351,0.000703477687427673,0.00069409611481177,0.000703033405439324,0.000701806960118194,0.000666959100973388,0.00065335434658431,0.000669333748515489,0.000699579968787971,0.000699436694719253,0.000756237433273488,0.000722874568642776,0.000711195032648759,0.000710332686037991,0.000706180519094665,0.000725007931275474
"K06286",6.00590981525821e-07,3.8930751342089e-07,8.34493104896409e-07,2.04546988647869e-06,1.03205138790271e-06,1.54243287938065e-06,1.04440823829218e-06,8.31768741673215e-07,1.26408639946268e-06,4.04615366563314e-07,2.08662498424598e-07,2.17935859732994e-07,4.31438119154148e-07,2.14279913422344e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K06285",2.40236392610329e-06,1.16792254026267e-06,2.08623276224102e-06,6.36368409126705e-06,2.88974388612758e-06,4.18660352974747e-06,2.08881647658437e-06,2.28736403960134e-06,2.10681066577113e-06,6.06923049844972e-07,8.34649993698393e-07,4.35871719465987e-07,6.47157178731222e-07,1.07139956711172e-06,3.87524651411888e-07,3.99875718626651e-07,0
"K06284",4.20413687068075e-06,2.33584508052534e-06,3.33797241958564e-06,1.11364471597173e-05,5.77948777225516e-06,7.93251195110047e-06,3.9687513055103e-06,3.95090152294777e-06,4.8456645312736e-06,2.22538451609823e-06,2.08662498424598e-06,1.30761515839796e-06,1.51003341703952e-06,2.35707904764578e-06,9.6881162852972e-07,7.99751437253302e-07,3.84313772210694e-07
"K08161",4.00393987683881e-06,3.50376762078801e-06,7.92768449651589e-06,7.27278181859091e-06,4.54102610677191e-06,9.03424972208665e-06,1.16973722688725e-05,1.33082998667714e-05,1.76972095924775e-05,2.62999988266154e-06,3.96458747006736e-06,1.74348687786395e-06,2.37290965534782e-06,1.71423930737875e-06,3.29395953700105e-06,1.5995028745066e-06,6.34117724147645e-06
"K07540",0,0,0,2.27274431830966e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06438",2.20216693226134e-06,1.16792254026267e-06,1.87760948601692e-06,5.68186079577415e-06,3.09615416370812e-06,3.96625597555024e-06,2.50657977190124e-06,2.07942185418304e-06,4.00294026496515e-06,1.21384609968994e-06,1.25197499054759e-06,6.53807579198981e-07,1.07859529788537e-06,1.07139956711172e-06,5.81286977117832e-07,5.99813577939976e-07,1.92156886105347e-07
"K06869",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K06868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06867",0.000153350897282926,0.000137230898480864,0.000148122526119113,0.000176137684668999,0.000170082068726366,0.000157107806142629,0.000137026360863934,0.000138073611117754,0.000155903989267064,0.000159013839059383,0.000160252798790091,0.000208128746045009,0.000177752505091509,0.000159852815413068,0.000132727193108572,0.000141955880112461,0.000144309821465116
"K06866",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K06865",1.40137895689358e-05,9.34338032210136e-06,2.12795741748584e-05,1.81819545464773e-05,1.89897455374098e-05,1.63057190105954e-05,2.61102059573046e-05,4.36678589378438e-05,2.2332193057174e-05,9.30615343095623e-06,2.50394998109518e-06,5.66633235305784e-06,4.74581931069563e-06,8.14263671004906e-06,3.87524651411888e-06,3.59888146763986e-06,3.84313772210694e-06
"K06864",0.000307702779535063,0.000321762659842365,0.000285188018598348,0.000231365371603923,0.00027060387390809,0.000271247839216797,0.000284496804110791,0.000284049025281403,0.000270514489485013,0.000300426909673261,0.000273139210437799,0.000244959906339885,0.000245704008858287,0.000240636342773292,0.00031195734438657,0.000294908342487155,0.000314560822554453
"K06863",1.40137895689358e-05,9.34338032210136e-06,2.12795741748584e-05,1.81819545464773e-05,1.89897455374098e-05,1.63057190105954e-05,2.59013243096462e-05,4.36678589378438e-05,2.2332193057174e-05,9.30615343095623e-06,2.50394998109518e-06,5.66633235305784e-06,4.74581931069563e-06,8.14263671004906e-06,3.87524651411888e-06,3.59888146763986e-06,3.84313772210694e-06
"K06862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06861",0.000469862344547034,0.000480794779074799,0.000450000406815389,0.000414321289227851,0.000452657738734127,0.00043672885241892,0.000395830722312738,0.00038490098520928,0.000387863843568465,0.000468342286797036,0.000453840934073501,0.00046442131709101,0.000452362867933125,0.000447630739139276,0.000475880271933798,0.000459057324983395,0.000487502020049265
"K06860",2.92287611009233e-05,2.19958745082803e-05,2.69124026329092e-05,4.20457698887287e-05,3.0135900526759e-05,3.745908421353e-05,4.92960688473911e-05,5.44808525795956e-05,4.78246021130047e-05,2.42769219937989e-05,2.62914748014994e-05,2.41908804303623e-05,2.28662203151699e-05,1.84280725543216e-05,1.60822730335934e-05,1.93939723533926e-05,1.40274526856903e-05
"K12659",5.60551582757433e-06,3.11446010736712e-06,5.00695862937845e-06,8.18187954591478e-06,6.39871860499678e-06,7.71216439690324e-06,4.38651460082717e-06,3.74295933752947e-06,2.73885386550247e-06,5.6646151318864e-06,7.09452494643634e-06,6.9739475114558e-06,6.90300990646637e-06,7.28551705635969e-06,5.61910744547237e-06,7.19776293527971e-06,6.1490203553711e-06
"K12658",1.84181234334585e-05,1.2263186672758e-05,1.87760948601692e-05,2.63638340923921e-05,2.14666688683763e-05,2.07126700945401e-05,2.00526381752099e-05,1.51797795355362e-05,3.13914789199899e-05,1.82076914953491e-05,1.08504499180791e-05,1.54734460410426e-05,1.83361200640513e-05,2.91420682254388e-05,3.87524651411888e-06,8.79726580978632e-06,9.03137364695131e-06
"K07547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K07546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K15023",3.00295490762911e-06,2.91980635065667e-06,1.87760948601692e-06,6.36368409126705e-06,1.44487194306379e-06,5.50868885493088e-06,4.17763295316873e-07,2.70324841043795e-06,3.1602159986567e-06,6.06923049844972e-07,8.34649993698393e-07,1.30761515839796e-06,8.62876238308297e-07,1.07139956711172e-06,3.87524651411888e-07,3.99875718626651e-07,0
"K15022",2.60256091994523e-06,2.53049883723578e-06,1.66898620979282e-06,2.72729318197159e-06,1.03205138790271e-06,2.20347554197235e-06,0,0,1.05340533288557e-06,6.06923049844972e-07,0,8.71743438931975e-07,8.62876238308297e-07,4.28559826844688e-07,0,3.99875718626651e-07,0
"K15020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K15024",2.40236392610329e-06,1.36257629697311e-06,2.29485603846513e-06,3.86366534112642e-06,3.5089747188692e-06,4.18660352974747e-06,2.2976981242428e-06,1.45559529792813e-06,4.21362133154226e-06,8.09230733126629e-07,1.66929998739679e-06,6.53807579198981e-07,1.29431435746244e-06,1.49995939395641e-06,3.87524651411888e-07,3.99875718626651e-07,1.92156886105347e-07
"K08700",0,0,0,9.09097727323864e-07,0,0,0,0,0,4.04615366563314e-07,0,0,8.62876238308297e-07,0,0,0,0
"K08162",0,0,0,0,0,2.20347554197235e-07,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K07544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00137",5.40531883373239e-06,5.45030518789246e-06,5.84145173427486e-06,7.04550738675995e-06,8.66923165838273e-06,7.71216439690324e-06,2.00526381752099e-05,1.89227388730656e-05,1.68544853261691e-05,7.28307659813966e-06,1.00157999243807e-05,9.15330610878573e-06,9.49163862139126e-06,5.78555766240328e-06,8.91306698247342e-06,1.39956501519328e-05,6.72549101368714e-06
"K00135",0.000862648846464922,0.000834091347504257,0.000801947873805449,0.000832733518228659,0.000806238544229594,0.000733096312814202,0.00078831933826294,0.000795170917039594,0.000776781092469816,0.000841397654768412,0.000835693306190516,0.00081682360227926,0.00082577256006104,0.000824334826935757,0.000831046614952794,0.000816746155294934,0.000828196179114045
"K00134",0.000567558477541901,0.000561770741866344,0.000571836400130264,0.000560686023326993,0.000563087237239717,0.000624244621040768,0.000551447549818273,0.000542105277385518,0.000555565972563847,0.000557762282807529,0.000551703645834637,0.00055399295544127,0.000546416377908729,0.000532271304941102,0.00054505342221082,0.000544230853050872,0.000557254969705506
"K00133",0.000801388566349288,0.000804698630240979,0.000763561190980214,0.000715005362540219,0.000768052642877194,0.000709959819623492,0.000763253540543928,0.000766682837637286,0.000754448899412642,0.000782121503566887,0.000762244106745057,0.000736623205897519,0.000729993297608819,0.000735837222692329,0.000796750683302842,0.000781757029915102,0.000817819707264357
"K00132",0,0,0,1.81819545464773e-06,6.19230832741624e-07,2.20347554197235e-07,2.08881647658437e-07,6.23826556254911e-07,4.21362133154226e-07,8.09230733126629e-07,4.17324996849196e-07,2.17935859732994e-07,4.31438119154148e-07,2.14279913422344e-07,0,3.99875718626651e-07,0
"K00131",8.12799794998278e-05,8.17545778183869e-05,0.000109944466570102,9.79552801191464e-05,0.000108365395729784,0.000103343002918503,0.000131177674729498,0.000140568917342773,0.00013504656367593,6.77730738993552e-05,7.40751869407323e-05,5.27404780553845e-05,6.55785941114305e-05,6.9212412035417e-05,9.78499744815017e-05,9.45706074552029e-05,9.14666777861451e-05
"K00130",0.000204801524700305,0.000165650346960589,0.00022427002194091,0.000312502343767578,0.000234894895886656,0.000273230967204572,0.00036742281823119,0.000363482940111195,0.00037438025530753,0.000207972298413544,0.000229111423270209,0.000234934856792167,0.000237938122713513,0.000214065633508921,0.000188918267563295,0.000233727357537277,0.000168521589114389
"K00139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00138",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,0,0,0,0,0,0,0
"K00429",0.000152349912313717,0.000188619490252421,0.00017440905892335,0.00015522843694055,0.00019464489175845,0.000153582245275473,0.000170865187784601,0.000167601401447153,0.000169387577527999,0.000186932299352251,0.000192386823547479,0.000166067125116541,0.000207090297193991,0.000222636830045815,0.000208875787111008,0.000208535187263798,0.000186584336408292
"K00428",0.000608999255267183,0.000649559586142755,0.00060771960364081,0.000575686135827837,0.000622533397182913,0.000613006895776709,0.000543092283911936,0.000531708168114603,0.000511112267516077,0.000664783047263526,0.000651861645078445,0.000657948360533908,0.00067757356613159,0.00067841020589514,0.000671773983222508,0.00067159126943346,0.000665054982810606
"K00421",3.20315190147105e-06,4.47703640434023e-06,3.96384224825794e-06,8.18187954591478e-06,2.4769233309665e-06,8.81390216788941e-06,4.17763295316873e-06,6.65414993338572e-06,5.26702666442783e-06,8.09230733126629e-07,2.71261247951978e-06,1.74348687786395e-06,6.47157178731222e-07,4.28559826844688e-06,2.32514790847133e-06,1.79944073381993e-06,1.92156886105347e-06
"K00423",5.60551582757433e-06,6.42357397144468e-06,5.63282845805076e-06,6.59095852309801e-06,5.36666721709407e-06,5.72903640912812e-06,7.51973931570372e-06,5.19855463545759e-06,4.8456645312736e-06,7.68769196470297e-06,8.97248743225772e-06,9.37124196851873e-06,9.06020050223711e-06,9.42831619058313e-06,5.23158279406049e-06,4.79850862351981e-06,4.61176526652833e-06
"K00425",0.000560751779751275,0.000530236833279252,0.000545549867326028,0.000566595158554598,0.000556482108357139,0.000562106610757147,0.000568784726573923,0.000565394802152368,0.000578319527754176,0.000558571513540656,0.000587384933065244,0.000589080628858282,0.000572086945998401,0.000557984894551783,0.000559973121290178,0.000569223085465037,0.000558792224794349
"K00427",8.4082737413615e-06,1.16792254026267e-05,8.55355432518819e-06,7.95460511408381e-06,1.01141036014465e-05,7.93251195110047e-06,6.2664494297531e-06,2.91119059585625e-06,2.94953493207958e-06,7.080768914858e-06,9.80713742595611e-06,7.40981923092179e-06,9.92307674054541e-06,1.56424336798311e-05,1.7438609313535e-05,8.19745223184634e-06,9.80000119137269e-06
"K00426",0.000540932277360923,0.000521282760470572,0.000527399642294531,0.000540231324462206,0.00054141415809376,0.000545360196638157,0.000548940970046372,0.000547095889835557,0.0005458746435013,0.000548658437059854,0.000574030533166069,0.000573171311097773,0.000561516712079124,0.000547913738620933,0.000550285005004881,0.000555627311031731,0.000549376537375187
"K14292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14379",0,3.8930751342089e-07,0,0,2.06410277580541e-07,0,0,0,0,0,0,0,0,0,0,0,0
"K14370",0,0,0,0,0,2.20347554197235e-07,4.17763295316873e-07,6.23826556254911e-07,4.21362133154226e-07,0,0,0,0,0,0,0,0
"K14371",2.0019699384194e-07,1.94653756710445e-07,2.08623276224102e-07,6.81823295492898e-07,2.06410277580541e-07,6.61042662591706e-07,0,0,0,0,2.08662498424598e-07,2.17935859732994e-07,0,0,0,0,0
"K14372",6.00590981525821e-07,3.8930751342089e-07,1.25173965734461e-06,9.09097727323864e-07,4.12820555161083e-07,4.40695108394471e-07,8.35526590633747e-07,8.31768741673215e-07,4.21362133154226e-07,6.06923049844972e-07,4.17324996849196e-07,4.35871719465987e-07,4.31438119154148e-07,0,3.87524651411888e-07,1.99937859313325e-07,1.92156886105347e-07
"K14373",6.00590981525821e-07,3.8930751342089e-07,1.25173965734461e-06,9.09097727323864e-07,4.12820555161083e-07,4.40695108394471e-07,8.35526590633747e-07,8.31768741673215e-07,4.21362133154226e-07,6.06923049844972e-07,4.17324996849196e-07,4.35871719465987e-07,4.31438119154148e-07,0,3.87524651411888e-07,1.99937859313325e-07,1.92156886105347e-07
"K14374",8.00787975367762e-07,3.8930751342089e-07,1.66898620979282e-06,2.04546988647869e-06,4.12820555161083e-07,8.81390216788941e-07,1.46217153360906e-06,8.31768741673215e-07,8.42724266308453e-07,2.62999988266154e-06,1.25197499054759e-06,1.52555101813096e-06,2.15719059577074e-06,8.57119653689375e-07,7.75049302823776e-07,3.99875718626651e-07,9.60784430526735e-07
"K14375",1.0009849692097e-06,1.16792254026267e-06,2.92072586713743e-06,6.59095852309801e-06,8.25641110322165e-07,2.20347554197235e-06,1.67105318126749e-06,2.49530622501965e-06,2.52817279892536e-06,8.09230733126629e-07,4.17324996849196e-07,4.35871719465987e-07,8.62876238308297e-07,8.57119653689375e-07,1.16257395423566e-06,5.99813577939976e-07,9.60784430526735e-07
"K09845",1.52149715319875e-05,1.92707219143341e-05,1.56467457168077e-05,1.79546801146463e-05,1.69256427616044e-05,1.43225910228203e-05,1.19062539165309e-05,8.94151397298706e-06,7.37383733019896e-06,1.4161537829716e-05,1.66929998739679e-05,1.61272536202415e-05,1.89832772427825e-05,2.48564699569919e-05,2.55766269931846e-05,1.7194655900946e-05,1.8831374838324e-05
"K14082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14083",1.08106376674648e-05,6.42357397144468e-06,8.7621776014123e-06,1.47728380690128e-05,1.19717960996714e-05,1.07970301556645e-05,1.39950703931153e-05,8.94151397298706e-06,1.07447343954328e-05,1.17338456303361e-05,1.89882873566384e-05,1.39478950229116e-05,1.1648829217162e-05,1.26425148919183e-05,7.55673070253181e-06,7.59763865390637e-06,8.07058921642457e-06
"K14080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14084",2.80275791378717e-06,2.72515259394623e-06,2.92072586713743e-06,6.59095852309801e-06,1.85769249822487e-06,3.745908421353e-06,2.08881647658437e-07,4.15884370836608e-07,8.42724266308453e-07,8.09230733126629e-07,2.08662498424598e-07,6.53807579198981e-07,4.31438119154148e-07,1.07139956711172e-06,1.93762325705944e-07,0,1.92156886105347e-07
"K14088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14089",2.80275791378717e-06,2.72515259394623e-06,2.92072586713743e-06,5.90913522760512e-06,1.85769249822487e-06,3.745908421353e-06,2.08881647658437e-07,4.15884370836608e-07,8.42724266308453e-07,4.04615366563314e-07,2.08662498424598e-07,6.53807579198981e-07,4.31438119154148e-07,1.07139956711172e-06,1.93762325705944e-07,0,1.92156886105347e-07
"K01552",0.000144342032560039,0.000143265164938887,0.000165229634769489,0.000197956030124771,0.000169669248171205,0.000184430902863086,0.000195930985503614,0.000200664208928663,0.000191087727385442,0.00017580537677176,0.000206993198437201,0.000180886763578385,0.000217876250172845,0.000238922103465913,0.000180392725232234,0.000183542954849633,0.000152572567567645
"K01551",0.000110308543606909,0.00010491837486693,0.000125799835563134,0.00013409191478027,0.00014118462986509,0.000133530617843525,0.000164807620002507,0.000161155193699185,0.000161592378064646,0.000108436918238968,0.000131040049010648,9.98146237577111e-05,0.000105702339192766,0.000101354399048769,0.000126333036360275,0.000132758738584048,0.000114333347232681
"K01556",0.000326921690943889,0.000301129361631058,0.000297079545343122,0.000280229374447581,0.00028236925973018,0.000248331693580284,0.000296403058027322,0.000302555879783632,0.000302327330538157,0.000282421525861193,0.00027000927296143,0.000239947381566026,0.000242899661083785,0.000251350338444409,0.000284830618787738,0.000274714618696509,0.000292847094424549
"K01557",0,0,0,0,0,2.20347554197235e-07,0,0,0,2.02307683281657e-07,0,0,4.31438119154148e-07,2.14279913422344e-07,0,0,0
"K01554",1.0009849692097e-06,1.16792254026267e-06,1.87760948601692e-06,1.81819545464773e-06,1.23846166548325e-06,2.64417065036682e-06,3.13322471487655e-06,4.15884370836608e-06,4.63498346469649e-06,2.22538451609823e-06,3.33859997479357e-06,1.96142273759694e-06,2.58862871492489e-06,1.71423930737875e-06,9.6881162852972e-07,1.39956501519328e-06,9.60784430526735e-07
"K01555",0.000332927600759147,0.000310278088196449,0.00030104338759138,0.000285911235243355,0.000295373107217755,0.000248552041134481,0.000297447466265614,0.000308586203160763,0.000291582596142725,0.000303461524922486,0.000305690560192036,0.000264574133715854,0.000276767553437386,0.000288206483553052,0.000315832590900689,0.000305904924749388,0.000312639253693399
"K04708",0,0,0,4.54548863661932e-07,0,2.20347554197235e-07,0,0,0,0,0,0,0,0,0,0,0
"K03955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13688",3.20315190147105e-06,4.28238264762979e-06,4.17246552448205e-06,5.68186079577415e-06,3.30256444128866e-06,6.83077418011429e-06,3.9687513055103e-06,4.15884370836608e-06,3.37089706523381e-06,1.61846146625326e-06,2.29528748267058e-06,1.52555101813096e-06,1.29431435746244e-06,4.49987818186922e-06,2.32514790847133e-06,1.79944073381993e-06,2.11372574715882e-06
"K13683",0,0,0,0,0,2.20347554197235e-07,0,0,0,2.02307683281657e-07,0,0,0,0,0,0,0
"K13685",5.32524003619562e-05,7.63042726304944e-05,8.01113380700553e-05,6.86368784129517e-05,4.78871843986856e-05,0.000122072545025268,8.14638425867903e-05,8.83754288027791e-05,7.8162675700109e-05,5.80623051018356e-05,3.83938997101261e-05,5.38301573540494e-05,5.39297648942685e-05,4.84272604334497e-05,5.96787963174307e-05,6.25805499650709e-05,5.26509867928651e-05
"K13684",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,0,0,0,0,0,0,0
"K13687",6.40630380294209e-06,6.81288148486557e-06,4.79833535315435e-06,8.86370284140767e-06,7.84359054806057e-06,7.93251195110047e-06,1.27417805071646e-05,1.58036060917911e-05,1.47476746603979e-05,9.10384574767457e-06,6.88586244801174e-06,6.7560116517228e-06,7.33444802562052e-06,4.71415809529156e-06,4.65029581694266e-06,5.59826006077311e-06,4.03529460821229e-06
"K13686",5.40531883373239e-06,5.25565143118201e-06,2.71210259091333e-06,4.54548863661932e-06,5.16025693951353e-06,3.52556086715576e-06,4.17763295316873e-06,4.99061245003929e-06,4.21362133154226e-06,7.68769196470297e-06,6.67719994958714e-06,6.7560116517228e-06,7.33444802562052e-06,4.71415809529156e-06,4.45653349123671e-06,5.59826006077311e-06,3.84313772210694e-06
"K14159",0,0,0,0,0,0,0,0,0,0,2.08662498424598e-07,2.17935859732994e-07,2.15719059577074e-07,2.14279913422344e-07,0,0,0
"K02399",2.80275791378717e-05,1.38204167264416e-05,3.04589983287189e-05,3.59093602292926e-05,2.41500024769233e-05,3.87811695387134e-05,2.13059280611605e-05,1.93386232439023e-05,3.41303327854923e-05,2.04330760114474e-05,1.04331249212299e-05,1.39478950229116e-05,2.48076918513635e-05,2.24993909093461e-05,4.45653349123671e-06,5.99813577939976e-06,5.18823592484437e-06
"K02398",0.00034974414824187,0.000338113575406043,0.00030563309966831,0.000253865540355189,0.000325096187189353,0.000283807649806039,0.00028199022433889,0.000275315453493834,0.000297270984940307,0.000337449215713804,0.000316123685113266,0.000331916314373349,0.000304163874003675,0.000278135327622202,0.000334627536494165,0.00032469908352484,0.00036010200456142
"K02395",0.000283879337267872,0.00026667564669331,0.000233032199542322,0.00019295599262449,0.000217762842847471,0.00021439817023391,0.000175460584033087,0.000173007898268029,0.000182028441522626,0.000250861527269255,0.000214922373377336,0.000264138261996388,0.00022413210290058,0.000195209001127755,0.00022883330665872,0.000218132204510838,0.000262101992647693
"K02394",0.000439432401483059,0.000430379456086794,0.000410361984332809,0.000377957380134896,0.000421902607374626,0.000397506987771812,0.000369511634707775,0.000358700269846574,0.000373537531041222,0.000425655365624607,0.000427549459272002,0.000427590156796134,0.000413749156268828,0.000411845993597745,0.000433058797952785,0.00041607068523103,0.0004456118188783
"K02397",0.000439432401483059,0.000430379456086794,0.000413699956752395,0.000398639353431514,0.000426030812926237,0.000367319372846791,0.000408781384467561,0.00039592192103645,0.000417148511822684,0.000420193058176002,0.000418576971839744,0.000424321118900139,0.000412670560970943,0.000411631713684322,0.000439452954701081,0.00042446807532219,0.00045137652546146
"K02396",0.000493885983808067,0.000483325277912035,0.000477121432724522,0.000457503431275735,0.000493114153139913,0.000475069326849239,0.000463090612858754,0.000450818657986883,0.000466237200335151,0.00049201228574099,0.000513727071121361,0.000497547567770425,0.000498311027623041,0.000502272117061974,0.00050397580916116,0.000489247941739707,0.0005067177086598
