"DS_2A"	"DS_2C"	"DS_2E"	"DS_3A"	"DS_3C"	"DS_3E"	"FS_1A"	"FS_1C"	"FS_1E"	"FS_2A"	"FS_2C"	"FS_3A"	"FS_3C"	"FS_3E"
"K05644"	0	0	0	0	0	0	0	0	0	0.000379321370003358	0	0	0	8.64989797445339e-07
"K05648"	0	0	0	7.30672079485432e-07	0	1.3126494779593e-06	0	0	8.6644300884465e-07	0.000449226516741137	2.44737531234627e-06	0	9.38012975846166e-06	8.64989797445339e-07
"K05649"	0	0	0	7.30672079485432e-07	0	0	0	0	8.6644300884465e-07	0.000271598684866453	0	0	0	0
"K05645"	0	0	0	0	0	0	0	0	0	0.000261571307260624	0	0	0	0
"K05650"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000395365174172684	0	0	0	0
"K05651"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000327179006453047	0	0	0	0
"K05657"	7.72381939006929e-06	8.10776845834837e-06	8.22407309556167e-06	2.19201623845629e-06	4.89653019628965e-06	2.62529895591861e-06	6.23576908412587e-06	6.04548449808229e-06	9.53087309729115e-06	0.000917361802681836	7.34212593703882e-06	4.23976732156939e-06	3.12670991948722e-06	5.18993878467203e-06
"K05664"	4.82738711879331e-06	0	0	8.03739287433975e-06	3.67239764721724e-06	0	0	0	1.7328860176893e-06	0.00036241807632496	0	0	0	1.72997959489068e-06
"K05658"	6.75834196631063e-06	1.62155369166967e-05	1.13081005063973e-05	3.65336039742716e-06	1.4689590588869e-05	1.44391442575523e-05	2.67247246462537e-06	1.900009413683e-05	7.79798707960185e-06	0.000320303090380479	1.22368765617314e-05	2.33187202686317e-05	8.33789311863259e-06	7.78490817700805e-06
"K05653"	0	0	0	0	1.22413254907241e-06	0	8.90824154875124e-07	0	0	0.000135226349427179	0	0	4.16894655931629e-06	0
"K05654"	0	0	0	0	0	0	0	2.59092192774955e-06	0	7.76405523194184e-05	0	0	0	8.64989797445339e-07
"K05659"	0	0	0	0	0	0	0	8.63640642583184e-07	8.6644300884465e-07	0.000258133349224339	0	1.05994183039235e-06	2.08447327965815e-06	0
"K05660"	0	0	2.05601827389042e-06	7.30672079485432e-07	2.44826509814483e-06	1.3126494779593e-06	0	0	0	0.000165308482244666	0	0	0	0
"K05661"	4.82738711879331e-06	4.05388422917418e-06	7.19606395861646e-06	0	1.22413254907241e-06	1.3126494779593e-06	8.90824154875124e-07	5.1818438554991e-06	3.4657720353786e-06	7.56350767982526e-05	7.34212593703882e-06	8.47953464313878e-06	4.16894655931629e-06	2.59496939233602e-06
"K05662"	9.65477423758662e-07	1.01347105729355e-05	1.02800913694521e-06	7.30672079485432e-07	4.89653019628965e-06	1.3126494779593e-06	1.78164830975025e-06	1.72728128516637e-06	1.7328860176893e-06	0.000217737342298	0	5.29970915196174e-06	4.16894655931629e-06	0
"K05655"	2.89643227127598e-06	6.08082634376127e-06	1.13081005063973e-05	2.92268831794173e-06	1.4689590588869e-05	1.3126494779593e-05	8.90824154875124e-06	6.90912514066547e-06	8.6644300884465e-07	5.50073285805473e-05	4.89475062469255e-06	2.1198836607847e-06	2.08447327965815e-06	8.64989797445339e-07
"K05656"	1.93095484751732e-06	0	2.05601827389042e-06	0	0	0	8.90824154875124e-07	2.59092192774955e-06	1.7328860176893e-06	0.000112306629185284	0	0	0	0
"K06148"	0.000138063271597489	0.00039728065445907	0.000168593498459014	2.92268831794173e-05	7.34479529443448e-05	7.35083707657209e-05	0.000244976642590659	0.000302274224904114	0.000193216790972357	3.92500209142447e-05	0.000276553410295129	0.000200329005944154	4.06472289533339e-05	0.000185972806450748
"K05674"	0	0	0	0	0	1.3126494779593e-06	2.67247246462537e-06	0	0	0.00027532313940576	0	0	0	0
"K05671"	0	0	0	7.30672079485432e-07	0	0	0	8.63640642583184e-07	0	0.000230056691928018	0	0	0	0
"K05672"	9.65477423758662e-07	0	4.11203654778084e-06	0	3.67239764721724e-06	0	0	0	3.4657720353786e-06	0.000298242859647655	0	1.05994183039235e-06	0	0
"K05665"	0	0	1.02800913694521e-06	7.30672079485432e-07	0	0	0	0	0	0.000100273776058289	0	0	2.08447327965815e-06	0
"K05666"	0	0	0	1.46134415897086e-06	0	1.3126494779593e-06	0	0	8.6644300884465e-07	0.000390781230124305	0	0	1.04223663982907e-06	0
"K05667"	9.65477423758662e-07	2.02694211458709e-06	0	0	0	0	8.90824154875124e-07	0	0	0.000229770195424995	0	0	0	0
"K05673"	0	2.02694211458709e-06	1.02800913694521e-06	7.30672079485432e-07	1.22413254907241e-06	0	0	8.63640642583184e-07	8.6644300884465e-07	0.000165881475250713	2.44737531234627e-06	1.05994183039235e-06	1.04223663982907e-06	0
"K05668"	0	0	0	0	0	0	0	0	0	0.000232348663952208	0	1.05994183039235e-06	0	1.72997959489068e-06
"K05669"	0	0	0	7.30672079485432e-07	0	0	8.90824154875124e-07	0	0	9.56898320099105e-05	0	0	0	0
"K05032"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000311135202283721	0	0	0	0
"K05033"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.0002395110765278	0	0	0	0
"K05675"	0	0	0	0	0	0	0	0	0	0.000157286580160003	0	1.05994183039235e-06	0	0
"K05676"	0	6.08082634376127e-06	5.14004568472605e-06	5.84537663588345e-06	1.22413254907241e-06	6.56324738979651e-06	2.67247246462537e-06	5.1818438554991e-06	6.9315440707572e-06	0.000343509307125397	2.44737531234627e-06	0	1.14646030381198e-05	6.05492858211737e-06
"K05677"	0	0	3.08402741083563e-06	3.65336039742716e-06	1.22413254907241e-06	2.62529895591861e-06	0	8.63640642583184e-07	2.59932902653395e-06	4.18284894414579e-05	0	0	1.04223663982907e-06	0
"K05678"	0	0	0	0	0	0	0	0	0	1.34653356421132e-05	0	0	0	0
"K05679"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000125771964827397	0	0	2.08447327965815e-06	8.64989797445339e-07
"K08711"	0	0	0	0	0	0	8.90824154875124e-07	0	0	0	2.44737531234627e-06	5.29970915196174e-06	1.04223663982907e-06	0
"K08712"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0	0	0	0	8.64989797445339e-07
"K05681"	0	0	1.02800913694521e-06	0	0	0	0	0	1.7328860176893e-06	0.000139523796972534	0	3.17982549117704e-06	0	1.72997959489068e-06
"K05680"	0	2.02694211458709e-06	0	2.19201623845629e-06	0	0	0	0	0	0.000174476370341424	0	0	0	0
"K05683"	0	0	0	0	0	0	0	0	0	4.9850391526121e-05	0	0	0	0
"K05684"	0	0	0	0	0	0	0	0	0	9.97007830522421e-05	0	0	0	0
"K05751"	0	0	0	1.46134415897086e-06	0	0	0	0	0	6.73266782105658e-05	0	0	6.25341983897444e-06	0
"K06619"	0	0	0	2.19201623845629e-06	0	0	0	0	0	0.00011202013268226	0	0	0	0
"K08887"	0	0	0	0	0	0	0	0	0	0.000347520258167729	0	0	0	0
"K07520"	0	0	0	2.19201623845629e-06	0	0	0	0	0	0.000197969083589366	0	0	4.16894655931629e-06	0
"K00709"	0	0	0	0	0	0	0	0	1.7328860176893e-06	5.72993006047368e-06	0	0	0	0
"K07513"	4.82738711879331e-06	4.05388422917418e-06	7.19606395861646e-06	7.30672079485431e-06	4.89653019628965e-06	3.93794843387791e-06	1.78164830975025e-06	0	9.53087309729115e-06	1.43248251511842e-06	0	1.05994183039235e-06	7.29565647880351e-06	7.78490817700805e-06
"K07508"	1.83440710514146e-05	3.04041317188064e-05	6.78486030383838e-05	3.7264276053757e-05	5.0189434511969e-05	3.0190937993064e-05	2.22706038718781e-05	3.10910631329946e-05	1.47295311503591e-05	0.000490195516673524	6.36317581210031e-05	2.96783712509857e-05	2.91826259152141e-05	5.01694082518297e-05
"K11538"	1.83440710514146e-05	2.2296363260458e-05	1.85041644650138e-05	1.82668019871358e-05	2.93791811777379e-05	4.3317432772657e-05	3.02880212657542e-05	3.71365476310769e-05	3.55241633626307e-05	2.20602307328237e-05	3.67106296851941e-05	4.13377313853016e-05	2.18869694364105e-05	4.5844459264603e-05
"K00255"	7.62727164769343e-05	0.000127697353218987	0.000134669196939822	7.59898962664849e-05	0.0001064995317693	1.44391442575523e-05	0.000131841974921518	0.000108818720965481	0.000114370477167494	0.000167313957765832	0.000139500392803738	0.000116593601343158	0.000122983923499831	0.000148778245160598
"K00249"	0.00509772079744573	0.00513019049201993	0.00454688441270866	0.00481147564341157	0.00452072150372442	0.00483580067680207	0.00547055113508814	0.00585116535350107	0.00581556547536529	0.00114426703307659	0.00530590967716672	0.00507818130940974	0.0050798613825269	0.00542608099937461
"K00248"	0.000871826113654071	0.000908070067335017	0.00100128089938463	0.000698522507988073	0.00063410066041951	0.000731145759223332	0.000997723053460139	0.000788503906678447	0.000769401391854049	0.000243808524073155	0.000947134245878008	0.000666703411316787	0.000724354464681206	0.000807900470813947
"K09478"	3.86190969503465e-05	6.08082634376127e-06	1.33641187802877e-05	2.92268831794173e-06	9.79306039257931e-06	1.70644432134709e-05	9.79906570362637e-06	1.55455315664973e-05	7.79798707960185e-06	0.000104284727100621	1.71316271864239e-05	2.1198836607847e-05	2.50136793558978e-05	6.91991837956271e-06
"K09479"	4.82738711879331e-06	6.08082634376127e-06	1.23361096433425e-05	1.46134415897086e-06	2.44826509814483e-06	1.3126494779593e-06	1.51440106328771e-05	8.63640642583184e-07	3.4657720353786e-06	8.30839858768684e-06	4.89475062469255e-06	9.53947647353113e-06	1.98024961567524e-05	2.59496939233602e-06
"K12489"	9.65477423758662e-07	0	0	2.19201623845629e-06	0	1.3126494779593e-06	0	0	0	0.000129209922863682	0	0	4.16894655931629e-06	0
"K03372"	0	0	0	0	0	0	0	8.63640642583184e-07	8.6644300884465e-07	0.000164162496232571	0	0	0	0
"K07296"	0	0	0	0	0	0	0	0	0	4.18284894414579e-05	0	0	0	0
"K01049"	9.65477423758662e-07	2.02694211458709e-06	1.02800913694521e-06	7.30672079485432e-07	0	1.3126494779593e-06	1.78164830975025e-06	1.72728128516637e-06	0	0.00010657669912481	2.44737531234627e-06	1.05994183039235e-06	0	8.64989797445339e-07
"K12875"	0	0	0	0	0	0	0	0	0	0.000243522027570131	0	0	4.16894655931629e-06	0
"K01648"	8.68929681382795e-06	1.82424790312838e-05	1.74761553280686e-05	2.92268831794173e-06	4.89653019628965e-06	0	1.87073072523776e-05	2.15910160645796e-05	1.03973161061358e-05	0.000338065873567947	2.6921128435809e-05	1.90789529470623e-05	6.14919617499153e-05	9.51488777189873e-06
"K01681"	0.00820173071482983	0.00682471409981474	0.00814800041942773	0.00947462485468759	0.00917609758784681	0.0101874725984421	0.00682994879542758	0.00685298849889756	0.00736389913217068	0.00272114378571895	0.00715612541330051	0.00783509001026024	0.0080658693556372	0.00761623516650621
"K11992"	0	0	0	7.30672079485432e-07	3.67239764721724e-06	2.62529895591861e-06	0	0	0	3.72445453930789e-05	0	0	0	0
"K10214"	0	0	0	0	0	0	0	0	1.7328860176893e-06	8.10785103557026e-05	0	0	0	0
"K14394"	9.65477423758662e-07	0	0	3.65336039742716e-06	0	1.3126494779593e-06	0	0	0	6.04507621379973e-05	0	0	6.25341983897444e-06	0
"K14379"	0	0	0	0	0	0	0	0	1.7328860176893e-06	9.91277900461947e-05	0	0	0	0
"K14395"	0	0	0	2.19201623845629e-06	0	0	0	0	0	0.000213439894752645	0	0	0	0
"K01897"	0.00173592840791807	0.00236138756349396	0.00164481461911233	0.000843195579726188	0.000789565494151707	0.000788902336253541	0.00219588154176718	0.00215219248131729	0.00173028668866277	0.00131673792789685	0.00173029434582882	0.000992105553247238	0.00143307537976498	0.00168673010501841
"K01896"	3.47571872553118e-05	2.43233053750451e-05	2.98122649714111e-05	2.55735227819901e-05	2.93791811777379e-05	7.87589686775582e-06	1.06898898585015e-05	9.50004706841502e-06	1.12637591149805e-05	0.00121531816582647	4.65001309345792e-05	8.47953464313878e-06	1.98024961567524e-05	1.38398367591254e-05
"K01895"	0.0077305777320356	0.00680647162078345	0.00850266357167383	0.00939425092594419	0.00861177248272443	0.00978448920870864	0.0071444097220985	0.00754821921617703	0.00730324812155156	0.00181896629769737	0.00733723118641413	0.00696593770933851	0.00728940305896454	0.00716990043102442
"K12313"	0	0	1.02800913694521e-06	0	1.22413254907241e-06	1.3126494779593e-06	8.90824154875124e-07	0	0	0.00013379386691206	0	1.05994183039235e-06	0	0
"K05692"	1.83440710514146e-05	1.62155369166967e-05	1.54201370541781e-05	2.33815065435338e-05	1.59137231379414e-05	1.96897421693895e-05	1.15807140133766e-05	6.04548449808229e-06	1.38630881415144e-05	0.0031414341556547	2.20263778111165e-05	1.16593601343158e-05	0.000252221266838636	7.78490817700805e-06
"K12314"	0	0	0	0	0	0	0	0	0	1.633030067235e-05	0	0	0	0
"K12315"	0	0	0	0	0	0	0	0	0	1.86222726965395e-05	0	0	0	0
"K04675"	0	0	0	0	0	0	0	0	0	0.000171038412305139	0	0	0	0
"K13567"	0	0	0	0	0	0	0	0	0	9.71223145250289e-05	0	0	0	0
"K04670"	0	0	0	2.92268831794173e-06	0	0	0	0	0	0.000243235531067108	0	0	0	0
"K13596"	0	0	0	0	0	0	0	0	0	8.82409229312947e-05	0	0	0	0
"K06704"	0	0	0	1.46134415897086e-06	0	1.3126494779593e-06	0	2.59092192774955e-06	0	0.000262717293272718	0	0	4.16894655931629e-06	0
"K06059"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000245813999594321	0	0	0	0
"K12968"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000311421698786745	0	0	3.02248625550431e-05	0
"K11265"	0	0	0	7.30672079485432e-07	0	0	1.78164830975025e-06	0	0	0.000622556901070466	0	0	0	0
"K08041"	0	0	1.02800913694521e-06	0	0	0	0	0	0	0.00013379386691206	0	0	0	0
"K08042"	0	0	0	0	0	0	0	0	0	0.000272744670878547	0	0	0	1.72997959489068e-06
"K08043"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000170465419299092	0	0	6.25341983897444e-06	0
"K08044"	0	0	0	0	0	0	0	0	0	0.000114885097712497	0	0	0	0
"K08045"	0	0	0	0	0	0	0	0	0	0.000173330384329329	0	0	0	0
"K08046"	0	0	0	0	0	0	0	0	0	0.000241803048551989	0	0	0	0
"K08047"	0	0	0	0	0	0	0	0	0	0.000185936230462371	0	0	0	0
"K08048"	0	0	0	0	0	0	0	0	0	0.000300534831671845	0	0	0	0
"K08049"	0	0	0	0	0	0	0	3.45456257033273e-06	1.7328860176893e-06	0.000297956363144631	0	0	0	2.59496939233602e-06
"K04587"	0	0	0	0	0	0	0	0	0	7.96460278405842e-05	0	0	0	0
"K05262"	0	0	0	1.46134415897086e-06	0	0	0	0	0	1.34653356421132e-05	0	0	0	0
"K11808"	7.72381939006929e-06	6.08082634376127e-06	4.11203654778084e-06	5.84537663588345e-06	9.79306039257931e-06	6.56324738979651e-06	3.5632966195005e-06	1.12273283535814e-05	2.59932902653395e-06	0	4.89475062469255e-06	4.23976732156939e-06	3.12670991948722e-06	4.3249489872267e-06
"K11788"	9.65477423758662e-07	8.10776845834837e-06	2.05601827389042e-06	1.46134415897086e-06	2.44826509814483e-06	5.25059791183721e-06	7.12659323900099e-06	6.04548449808229e-06	0	5.72993006047368e-07	4.89475062469255e-06	1.16593601343158e-05	2.08447327965815e-06	1.55698163540161e-05
"K13951"	9.65477423758662e-07	0	0	9.49873703331061e-06	0	0	0	0	0	0.000333195433016545	0	0	1.04223663982907e-06	0
"K13980"	0	0	0	1.46134415897086e-06	0	0	0	0	6.06510106191255e-06	4.78449160049552e-05	0	0	0	0
"K13952"	0	0	1.02800913694521e-06	7.30672079485432e-07	2.44826509814483e-06	0	0	0	0	5.07098810351921e-05	0	0	0	0
"K07297"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000289074971550897	0	0	2.18869694364105e-05	0
"K12333"	0	0	0	0	0	0	0	0	0	1.40383286481605e-05	0	0	0	0
"K10712"	0	0	0	0	0	0	0	0	0	2.89361468053921e-05	0	0	0	0
"K04265"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000106290202621787	0	0	0	0
"K04266"	0	0	0	0	0	0	0	0	0	0.00010657669912481	0	0	0	0
"K04267"	0	0	0	0	0	0	0	0	0	8.62354474101289e-05	0	0	0	0
"K04268"	0	0	0	0	0	0	0	8.63640642583184e-07	0	5.44343355745e-05	0	0	0	0
"K08074"	0	0	0	0	0	0	0	0	0	0.000149551174578363	0	0	8.33789311863259e-06	0
"K01517"	0	0	0	0	0	0	0	0	0	0.000144394237523937	0	0	0	0
"K04135"	0	0	0	7.30672079485432e-07	0	0	0	0	0	5.75857971077605e-05	0	0	0	0
"K04136"	0	0	0	0	0	0	0	8.63640642583184e-07	0	9.74088110280526e-05	0	0	0	0
"K04137"	0	0	0	0	0	0	0	0	0	5.47208320775237e-05	0	0	0	0
"K04138"	0	0	0	0	0	0	0	0	0	5.09963775382158e-05	0	0	0	0
"K04139"	0	0	0	0	0	0	0	0	0	6.56076991924237e-05	0	0	0	0
"K04140"	0	0	0	0	0	0	0	0	0	0.000115171594215521	0	0	0	0
"K04141"	0	0	0	0	0	0	0	0	0	2.14872377267763e-05	0	0	0	0
"K04142"	0	0	0	0	0	0	0	0	0	0.000163589503226524	0	0	0	0
"K04143"	0	0	0	0	0	0	0	0	0	1.633030067235e-05	0	0	0	0
"K00910"	0	0	2.05601827389042e-06	7.30672079485432e-07	0	0	0	0	0	0.0001633030067235	0	0	1.4591312957607e-05	0
