"DS_2A"	"DS_2C"	"DS_2E"	"DS_3A"	"DS_3C"	"DS_3E"	"FS_1A"	"FS_1C"	"FS_1E"	"FS_2A"	"FS_2C"	"FS_3A"	"FS_3C"	"FS_3E"
"K12354"	0	0	0	0	0	0	1.78164830975025e-06	0	0	8.165150336175e-05	0	0	0	0
"K01510"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000216018363279858	0	0	1.25068396779489e-05	0
"K12305"	0	0	0	7.30672079485432e-07	0	0	8.90824154875124e-07	0	0	7.21971187619684e-05	0	0	0	0
"K01511"	0	0	0	7.30672079485432e-07	0	0	0	0	0	5.50073285805473e-05	0	0	2.08447327965815e-06	0
"K04498"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0.000643757642294218	4.89475062469255e-06	0	9.38012975846166e-06	0
"K14479"	0	2.02694211458709e-06	0	0	0	0	8.90824154875124e-07	0	0	0	0	0	0	0
"K06107"	0	0	2.05601827389042e-06	4.38403247691259e-06	0	0	0	0	0	0.000814509558096334	0	1.05994183039235e-06	5.21118319914537e-06	0
"K05102"	0	0	5.14004568472605e-06	0	0	0	0	0	0	0.00013379386691206	0	0	0	0
"K05103"	0	0	0	0	0	0	0	0	0	0.000192239153528892	0	0	0	0
"K05104"	9.65477423758662e-07	0	0	0	0	0	0	0	0	0.00017734133537166	0	0	0	0
"K05105"	0	0	0	3.65336039742716e-06	0	0	0	0	0	0.00038648378257895	0	0	0	1.72997959489068e-06
"K05106"	0	0	0	2.19201623845629e-06	0	0	0	0	1.7328860176893e-06	0.00018278476892911	0	0	0	8.64989797445339e-07
"K05107"	0	0	0	0	0	0	0	0	0	0.00014697270605115	0	0	0	0
"K05108"	0	0	0	4.38403247691259e-06	0	1.3126494779593e-06	0	0	0	0.000236932608000587	0	0	0	0
"K05109"	0	0	0	2.92268831794173e-06	0	0	0	0	0	0.000123766489306232	0	0	0	0
"K05110"	0	0	1.02800913694521e-06	0	0	0	0	0	0	0.00016101103469931	0	0	0	0
"K05111"	0	0	1.02800913694521e-06	7.30672079485432e-07	0	0	0	0	0	0.000118896048754829	0	0	0	0
"K05112"	0	0	0	0	0	0	0	0	0	0.000131501894887871	0	0	0	0
"K05113"	0	0	0	0	0	0	0	0	0	8.07920138526789e-05	0	0	0	0
"K05114"	0	0	0	2.19201623845629e-06	0	0	0	0	0	0.000131215398384847	0	0	0	0
"K01253"	0.000695143745106236	0.000527004949792644	0.000531480723800673	0.000772320388016101	0.0009229959420006	0.000930668479873146	0.000599524656230959	0.000754821921617703	0.000759870518756758	0.000355542160252392	0.000817423354323656	0.000824634744045247	0.000589905938143255	0.000659987215450794
"K08726"	0	0	0	5.84537663588345e-06	0	0	8.90824154875124e-07	6.90912514066547e-06	0	9.74088110280526e-06	2.44737531234627e-06	1.05994183039235e-06	0	1.72997959489068e-06
"K12471"	0	0	1.02800913694521e-06	0	1.22413254907241e-06	3.93794843387791e-06	0	0	0	0.000256700866709221	0	0	1.04223663982907e-06	4.3249489872267e-06
"K05437"	0	0	0	0	0	0	0	0	0	9.16788809675789e-06	0	0	0	0
"K05079"	0	0	0	0	0	0	0	0	1.7328860176893e-06	7.47755872891815e-05	0	0	0	0
"K14163"	9.65477423758662e-07	6.08082634376127e-06	3.08402741083563e-06	4.38403247691259e-06	3.67239764721724e-06	0	2.67247246462537e-06	2.59092192774955e-06	4.33221504422325e-06	0.000614534998985802	2.44737531234627e-06	1.05994183039235e-06	2.08447327965815e-05	0
"K12472"	0	0	0	0	0	0	0	0	0	0.00015785957316605	0	0	3.12670991948722e-06	0
"K13996"	0	6.08082634376127e-06	0	0	3.67239764721724e-06	2.62529895591861e-06	4.45412077437562e-06	8.63640642583184e-07	0	0	0	3.17982549117704e-06	2.08447327965815e-06	3.45995918978136e-06
"K00993"	1.93095484751732e-06	4.05388422917418e-06	2.05601827389042e-06	7.30672079485432e-07	0	1.3126494779593e-06	1.78164830975025e-06	2.59092192774955e-06	4.33221504422325e-06	7.44890907861579e-05	7.34212593703882e-06	4.23976732156939e-06	1.04223663982907e-06	8.64989797445339e-06
"K10788"	0	0	0	0	0	0	0	0	0	0.000106863195627834	0	0	0	0
"K05083"	0	0	0	0	0	0	0	0	0	0.000133507370409037	0	0	0	0
"K12796"	0	0	0	0	0	0	0	0	0	0.000268160726830168	0	0	1.04223663982907e-06	0
"K05084"	0	0	0	0	0	0	0	0	0	0.000318297614859313	0	0	2.08447327965815e-06	0
"K05085"	0	0	0	7.30672079485432e-07	0	0	0	0	8.6644300884465e-07	0.000203126020643792	0	0	0	0
"K10849"	0	0	0	0	1.22413254907241e-06	1.3126494779593e-06	0	0	1.7328860176893e-06	8.30839858768684e-06	0	0	0	0
"K10844"	8.68929681382795e-06	2.02694211458709e-06	8.22407309556167e-06	8.76806495382518e-06	2.44826509814483e-06	1.05011958236744e-05	2.67247246462537e-06	1.29546096387478e-05	1.38630881415144e-05	4.58394404837895e-06	2.44737531234627e-05	2.22587784382393e-05	2.50136793558978e-05	1.21098571642347e-05
"K10843"	0.000436395795538915	0.000385119001771547	0.000385503426354453	0.00059330572854217	0.000670824636891683	0.000589379615603727	0.000202217083156653	0.000189137300725717	0.000220942967255386	0.00024266253806106	0.000225158528735857	0.000330701851082413	0.000300164152270773	0.000301881439308423
"K10848"	9.65477423758662e-07	0	1.02800913694521e-06	1.46134415897086e-06	2.44826509814483e-06	1.44391442575523e-05	8.90824154875124e-07	1.72728128516637e-06	9.53087309729115e-06	0.000285064020508566	9.7895012493851e-06	5.29970915196174e-06	3.12670991948722e-06	3.45995918978136e-06
"K10846"	0	0	2.05601827389042e-06	3.65336039742716e-06	0	2.62529895591861e-06	8.90824154875124e-07	2.59092192774955e-06	2.59932902653395e-06	0.000249251957630605	2.44737531234627e-06	3.17982549117704e-06	1.14646030381198e-05	4.3249489872267e-06
"K10841"	0	4.05388422917418e-06	7.19606395861646e-06	2.92268831794173e-06	0	9.18854634571512e-06	0	1.64091722090805e-05	1.7328860176893e-06	0.000336633391052829	1.46842518740776e-05	8.47953464313878e-06	6.25341983897444e-06	1.03798775693441e-05
"K10570"	0	0	0	0	1.22413254907241e-06	0	0	8.63640642583184e-07	3.4657720353786e-06	0.000144967230529984	0	0	0	0
"K09784"	0	0	0	0	0	0	0	0	0	2.37792097509658e-05	0	0	0	0
"K03267"	2.89643227127598e-06	0	0	5.84537663588345e-06	1.22413254907241e-06	1.3126494779593e-06	8.90824154875124e-06	1.55455315664973e-05	8.6644300884465e-06	0.00104342026401226	9.7895012493851e-06	8.47953464313878e-06	3.23093358347013e-05	1.38398367591254e-05
"K09829"	2.89643227127598e-06	0	1.02800913694521e-06	0	3.67239764721724e-06	2.62529895591861e-06	3.5632966195005e-06	4.31820321291592e-06	5.1986580530679e-06	0	0	6.35965098235409e-06	3.12670991948722e-06	1.29748469616801e-05
"K00223"	7.72381939006929e-06	4.05388422917418e-06	2.05601827389042e-06	2.92268831794173e-06	7.34479529443448e-06	1.3126494779593e-06	2.67247246462537e-06	3.45456257033273e-06	0	5.72993006047368e-07	2.44737531234627e-06	1.05994183039235e-06	5.21118319914537e-06	1.72997959489068e-06
"K09831"	0	4.05388422917418e-06	0	0	0	1.3126494779593e-06	8.90824154875124e-07	6.04548449808229e-06	6.9315440707572e-06	5.72993006047368e-07	0	5.29970915196174e-06	1.04223663982907e-06	4.3249489872267e-06
"K14008"	0	0	0	0	0	0	0	0	0	2.00547552116579e-06	0	0	0	0
"K08852"	0	0	1.02800913694521e-06	0	3.67239764721724e-06	0	2.67247246462537e-06	1.72728128516637e-06	1.7328860176893e-06	0.000149264678075339	0	2.1198836607847e-06	3.12670991948722e-06	1.72997959489068e-06
"K10950"	9.65477423758662e-07	0	0	0	0	0	0	0	0	3.63850558840079e-05	0	0	3.12670991948722e-06	0
"K10976"	9.65477423758662e-07	0	0	0	0	0	0	0	0	0.000137231824948345	2.44737531234627e-06	0	4.16894655931629e-06	0
"K09586"	0	0	0	0	0	0	0	0	0	0.000119182545257853	0	0	8.33789311863259e-06	0
"K06787"	0	0	0	0	0	0	0	0	0	5.07098810351921e-05	0	0	0	0
"K02365"	0	0	0	0	0	0	8.90824154875124e-07	0	0	0.000229197202418947	0	0	1.04223663982907e-06	0
"K03265"	1.73785936276559e-05	6.08082634376127e-06	1.02800913694521e-05	7.30672079485432e-07	1.10171929416517e-05	2.62529895591861e-06	9.79906570362637e-06	6.90912514066547e-06	1.38630881415144e-05	0.000773540558163947	1.71316271864239e-05	1.37792437951005e-05	8.33789311863259e-06	1.55698163540161e-05
"K00894"	0	1.82424790312838e-05	0	7.30672079485432e-07	1.22413254907241e-06	3.93794843387791e-06	8.90824154875124e-06	0	0	0.000164448992735595	0	4.23976732156939e-06	2.29292060762396e-05	8.64989797445339e-07
"K14509"	0	0	0	0	0	0	0	0	0	0	2.44737531234627e-06	0	1.04223663982907e-06	0
"K03211"	0	0	0	0	0	0	0	0	0	9.3397859985721e-05	0	0	3.12670991948722e-06	0
"K04462"	0	0	0	0	0	0	0	0	0	0.000174762866844447	0	0	0	0
"K10746"	0	0	0	2.92268831794173e-06	0	1.3126494779593e-06	0	5.1818438554991e-06	0	0.000258706342230387	0	4.23976732156939e-06	7.29565647880351e-06	6.05492858211737e-06
"K06110"	0	0	0	0	0	0	0	0	0	0.000220602307328237	0	0	1.3549076317778e-05	0
"K06111"	9.65477423758662e-07	0	0	0	0	1.3126494779593e-06	0	0	0	0.000311135202283721	0	0	3.12670991948722e-06	0
"K07195"	0	0	0	7.30672079485432e-07	1.22413254907241e-06	2.62529895591861e-06	8.90824154875124e-07	0	8.6644300884465e-07	6.24562376591631e-05	0	0	1.4591312957607e-05	2.59496939233602e-06
"K02366"	9.65477423758662e-07	0	0	0	0	0	0	0	8.6644300884465e-07	0.000195390615062153	0	0	0	0
"K02367"	0	0	0	0	0	0	0	0	1.7328860176893e-06	0.000143248251511842	0	0	1.04223663982907e-06	0
"K02368"	0	0	0	0	0	0	0	0	0	8.2510992870821e-05	0	0	0	0
"K02369"	0	0	0	0	0	0	0	0	0	4.9850391526121e-05	0	0	2.08447327965815e-06	0
"K02370"	0	0	0	0	0	0	0	0	0	0.000251257433151771	0	0	0	0
"K01314"	0	0	2.05601827389042e-06	2.19201623845629e-06	0	0	0	0	8.6644300884465e-07	5.24288600533342e-05	0	0	0	0
"K01323"	0	0	0	0	0	0	0	0	0	2.40657062539895e-05	0	0	0	0
"K06089"	0	0	0	0	0	0	0	1.72728128516637e-06	0	8.2510992870821e-05	0	1.05994183039235e-06	0	0
"K03917"	0	0	0	0	0	0	0	0	1.7328860176893e-06	0.000162730013717453	0	0	2.08447327965815e-06	0
"K03906"	0	0	0	4.38403247691259e-06	0	0	0	0	0	0.000294231908605324	0	0	0	0
"K01313"	0	0	0	0	0	0	0	0	0	0.000108868671149	0	0	0	0
"K03914"	0	0	0	0	0	0	0	0	0	9.79818040341e-05	0	0	0	0
"K04234"	0	0	0	0	0	0	0	0	0	0.000126344957833445	0	0	0	0
"K04235"	0	0	0	0	0	0	0	0	0	8.76679299252473e-05	0	0	0	0
"K04236"	0	0	0	0	0	0	0	0	0	5.61533145926421e-05	0	0	0	0
"K03901"	0	0	0	0	0	0	0	0	0	2.00547552116579e-05	0	0	0	0
"K03902"	0	2.02694211458709e-06	0	5.84537663588345e-06	0	0	0	0	2.59932902653395e-06	0.00107063743179951	0	0	0	0
"K01320"	0	0	0	7.30672079485432e-07	0	0	0	8.63640642583184e-07	0	4.78449160049552e-05	0	0	2.08447327965815e-06	0
"K03899"	0	0	0	3.65336039742716e-06	0	0	0	0	0	0.000670688313578444	0	0	0	0
"K01321"	0	0	0	2.92268831794173e-06	0	0	0	0	0	0.000163016510220476	0	0	0	0
"K08750"	0	0	5.14004568472605e-06	0	0	0	0	0	0	8.30839858768684e-06	0	2.1198836607847e-06	0	0
"K08751"	0	0	0	1.46134415897086e-06	0	0	0	0	0	1.77627831874684e-05	0	0	0	0
"K08752"	0	0	0	0	0	0	0	0	0	4.35474684596e-05	0	0	1.04223663982907e-06	0
"K08753"	0	0	0	0	0	0	0	0	0	4.29744754535526e-05	0	0	2.08447327965815e-06	0
"K08754"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000730566082710394	0	0	1.04223663982907e-06	2.59496939233602e-06
"K08755"	0	0	0	0	0	0	0	0	0	3.15146153326052e-06	0	0	0	0
"K08756"	0	0	0	0	0	0	0	0	0	5.15693705442631e-06	0	0	0	0
"K10256"	0	0	2.05601827389042e-06	0	3.67239764721724e-06	2.62529895591861e-06	3.5632966195005e-06	0	6.06510106191255e-06	8.59489509071052e-07	0	3.17982549117704e-06	1.04223663982907e-06	6.91991837956271e-06
"K10255"	0.000181509755666628	0.00022296363260458	0.000198405763430425	7.37978800280286e-05	9.05858086313586e-05	5.38186285963314e-05	0.000224487687028531	0.00017100084723147	0.000248669143538415	3.43795803628421e-05	0.00012481614092966	0.000180190111166699	7.81677479871805e-05	0.000206732561589436
"K02373"	0	0	0	0	0	0	0	0	0	2.54981887691079e-05	0	0	1.04223663982907e-06	0
"K10224"	0	0	0	0	0	0	0	0	0	5.72993006047368e-05	0	0	1.04223663982907e-06	0
"K10226"	0	0	0	0	2.44826509814483e-06	0	2.67247246462537e-06	0	0	0.000104571223603645	0	0	2.18869694364105e-05	0
"K01555"	0.000515564944287125	0.000636459823980347	0.000541760815170125	0.000556041452488413	0.000473739296491024	0.000539498935441273	0.000485499164406943	0.000512138901051828	0.000571852385837469	0.000101992755076432	0.000545764694653219	0.000468494289033418	0.000488808984079835	0.000492179194746398
"K01557"	1.06202516613453e-05	2.83771896042193e-05	2.4672219286685e-05	6.57604871536888e-06	7.34479529443448e-06	2.62529895591861e-06	1.51440106328771e-05	6.90912514066547e-06	1.29966451326698e-05	3.15146153326052e-06	1.46842518740776e-05	4.23976732156939e-06	0	1.03798775693441e-05
"K12186"	0	0	0	0	0	0	0	0	0	4.29744754535526e-06	0	0	0	0
"K10606"	0	0	0	0	0	0	0	0	0	1.89087691995632e-05	0	0	0	0
"K13356"	0	0	0	7.30672079485432e-07	1.22413254907241e-06	0	8.90824154875124e-07	0	0	0.000420003873432721	0	0	3.12670991948722e-06	0
"K06082"	0	0	0	0	0	0	0	0	0	2.86496503023684e-07	0	0	0	0
"K01889"	0.00201881329307936	0.00196816079326407	0.00213003493175047	0.00198742805620037	0.00215080088872023	0.00207923677308754	0.0017869932546795	0.00184819097512801	0.00203094241273186	0.000750907334425076	0.00193097912144121	0.00207642604573861	0.00206050183694208	0.00207338054447648
"K01890"	0.00111609190186501	0.00142291336444014	0.00109482973084665	0.00110623752834094	0.000968288846316279	0.000381980998086157	0.00170503743243099	0.00177650880179361	0.00156479607397344	0.000552365257829663	0.0011796349005509	0.00148921827170125	0.00164986060084942	0.00184242826855857
"K00668"	4.82738711879331e-06	1.62155369166967e-05	4.11203654778084e-06	0	4.89653019628965e-06	3.93794843387791e-06	5.34494492925075e-06	2.24546567071628e-05	1.7328860176893e-05	8.59489509071052e-07	1.22368765617314e-05	2.1198836607847e-05	2.39714427160687e-05	1.98947653412428e-05
"K00667"	0	2.02694211458709e-06	7.19606395861646e-06	0	4.89653019628965e-06	1.44391442575523e-05	1.15807140133766e-05	7.77276578324865e-06	2.68597332741842e-05	2.29197202418947e-06	1.22368765617314e-05	1.16593601343158e-05	9.38012975846166e-06	3.11396327080322e-05
"K00665"	0	0	0	0	0	0	0	8.63640642583184e-07	0	0.000257846852721316	2.44737531234627e-06	0	0	0
"K10781"	0	0	0	7.30672079485432e-07	0	0	0	0	0	0	0	0	0	0
"K01624"	0.000934582146198384	0.000865504282928688	0.000969412616139332	0.000990791339782245	0.00102337481102454	0.000949045572564576	0.000846282947131368	0.000776412937682282	0.000790196024066321	0.000199688062607508	0.000934897369316277	0.00068154259694228	0.000782719716511634	0.000657392246058458
"K03841"	0.000243300310787183	0.000184451732427425	0.000289898576618549	0.000154171808771426	0.000233809316872831	0.000192959473260017	0.000123824557527642	0.000138182502813309	0.000108305376105581	0.000277901607932974	0.000225158528735857	8.47953464313878e-05	0.000104223663982907	0.000108123724680667
"K10269"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000201120545122626	0	0	2.08447327965815e-06	0
"K10099"	0	0	0	0	0	0	0	0	0	6.70401817075421e-05	0	0	0	0
"K10318"	0	0	0	0	0	0	0	0	0	0.0002286242094129	0	0	0	0
"K10291"	0	0	0	0	0	0	0	0	0	0.000134653356421132	2.44737531234627e-06	0	2.08447327965815e-06	0
"K10292"	0	0	0	0	0	0	0	0	0	9.68358180220052e-05	0	0	3.12670991948722e-06	0
"K10100"	0	0	3.08402741083563e-06	0	0	0	0	0	0	2.49251957630605e-05	0	0	4.16894655931629e-06	0
"K03362"	1.93095484751732e-06	0	3.08402741083563e-06	0	1.22413254907241e-06	0	1.78164830975025e-06	0	2.59932902653395e-06	0.000300534831671845	2.44737531234627e-06	3.17982549117704e-06	4.16894655931629e-06	0
"K10260"	0	0	0	0	0	0	0	8.63640642583184e-07	0	0.000322595062404668	4.89475062469255e-06	0	3.12670991948722e-06	0
"K10264"	0	0	0	0	0	0	0	0	0	8.65219439131526e-05	0	0	0	0
"K06513"	0	0	0	1.46134415897086e-06	0	0	0	0	0	3.15146153326053e-05	0	0	0	0
"K08089"	0	0	0	0	0	0	0	0	0	7.24836152649921e-05	0	0	0	0
"K07983"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0	0	0	0	0
"K06468"	0	0	1.02800913694521e-06	0	0	0	0	0	0	1.14598601209474e-06	0	0	1.25068396779489e-05	0
"K06498"	0	0	2.05601827389042e-06	1.46134415897086e-06	0	0	0	0	0	0.000198828573098437	0	0	0	0
"K06472"	0	0	0	0	0	0	0	0	0	0.000211147922728455	0	0	2.08447327965815e-06	0
"K12560"	0	0	0	0	0	0	0	0	0	1.14598601209474e-06	0	0	0	0
"K06463"	0	0	0	0	0	0	0	0	0	0.000132074887893918	0	0	0	0
"K00122"	0.000700936609648788	0.000464169744240444	0.00051708859588344	0.000371181416378599	0.000260740232952424	0.000397732791821669	0.000630703501651588	0.00063477587229864	0.000490406743006072	0.000141242775990676	0.000677922961519918	0.000578728239394222	0.000583652518304281	0.000570893266313924
"K00787"	9.65477423758662e-07	0	1.02800913694521e-06	2.92268831794173e-06	0	6.56324738979651e-06	2.67247246462537e-06	2.59092192774955e-06	4.33221504422325e-06	0.00196364703172433	0	2.1198836607847e-06	2.60559159957268e-05	6.05492858211737e-06
"K04799"	1.64131162038972e-05	1.01347105729355e-05	1.85041644650138e-05	8.76806495382518e-06	8.5689278435069e-06	1.96897421693895e-05	6.23576908412587e-06	9.50004706841502e-06	3.4657720353786e-06	0.000198542076595413	2.44737531234627e-05	8.47953464313878e-06	5.21118319914537e-06	1.29748469616801e-05
"K07527"	0	0	0	0	0	0	0	0	0	6.10237551440447e-05	0	0	0	8.64989797445339e-07
"K03903"	0	0	0	0	0	0	0	0	0	0.000256127873703174	0	0	0	0
"K03904"	0	0	0	0	0	0	0	0	0	8.62354474101289e-05	0	1.05994183039235e-06	0	0
"K05720"	0	0	0	0	0	0	0	0	0	0.000175335859850495	0	0	0	0
"K05722"	0	0	0	0	0	0	0	0	0	5.35748460654289e-05	0	0	0	0
"K04358"	0	0	2.05601827389042e-06	2.92268831794173e-06	0	0	1.78164830975025e-06	0	3.4657720353786e-06	0.00107722685136905	0	0	4.16894655931629e-06	0
"K04362"	0	0	0	0	0	0	0	0	0	7.24836152649921e-05	0	0	0	0
"K05093"	0	0	0	0	0	0	0	0	0	8.07920138526789e-05	0	0	0	0
"K05094"	0	0	0	7.30672079485432e-07	0	0	0	0	0	7.39160977801105e-05	0	0	0	0
"K05095"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000108009181639929	0	0	0	0
"K03905"	0	0	0	0	0	0	8.90824154875124e-07	0	0	0.000115744587221568	0	0	0	0
"K08891"	0	0	0	0	0	0	0	0	0	0.000104571223603645	0	0	0	0
"K01522"	0	0	0	0	0	0	0	0	0	8.59489509071052e-07	0	0	1.04223663982907e-06	0
"K14380"	0	0	0	0	0	0	0	8.63640642583184e-07	0	4.03960069263395e-05	0	0	0	0
"K14405"	0	0	0	0	0	0	8.90824154875124e-07	3.45456257033273e-06	2.59932902653395e-06	3.43795803628421e-06	4.89475062469255e-06	1.05994183039235e-06	1.04223663982907e-05	8.64989797445339e-07
"K00953"	9.65477423758662e-07	0	2.05601827389042e-06	0	1.22413254907241e-06	0	8.90824154875124e-07	8.63640642583184e-07	1.7328860176893e-06	0.000156427090650932	0	1.05994183039235e-06	2.08447327965815e-06	0
"K09594"	0	0	0	0	0	0	0	0	0	0.000110014657161095	0	0	6.25341983897444e-06	0
"K04437"	0	0	1.02800913694521e-06	2.19201623845629e-06	0	0	0	1.72728128516637e-06	8.6644300884465e-07	0.00132475982998152	2.44737531234627e-06	3.17982549117704e-06	3.33515724745303e-05	8.64989797445339e-07
"K07192"	0.000503013737778263	0.000687133376845024	0.000643533719727701	0.000646644790344607	0.000602273214143627	6.56324738979651e-06	0.000617341139328461	0.00059418476209723	0.000475677211855713	0.000324027544919787	0.00064365970714707	0.000602046959662854	0.000721227754761719	0.000615872735781081
"K05096"	0	0	0	2.19201623845629e-06	0	0	0	0	0	0.000398516635705945	0	0	0	8.64989797445339e-07
"K05092"	0	0	0	0	0	0	0	0	0	0.000216877852788929	0	0	2.08447327965815e-06	0
"K05454"	0	0	0	0	0	0	0	0	0	1.77627831874684e-05	0	0	0	0
"K05097"	0	0	0	0	0	0	0	0	0	0.000176195349359566	0	0	0	0
"K02184"	0	0	0	0	0	0	0	0	0	0.000186509223468418	0	0	0	0
"K05717"	0	0	0	0	0	0	0	0	0	0.000358120628779605	0	0	0	0
"K05948"	0	0	0	0	0	0	0	0	0	9.16788809675789e-05	0	0	0	0
"K13939"	0	0	0	0	0	0	0	0	0	0	0	0	1.04223663982907e-06	0
"K13649"	0	0	3.08402741083563e-06	1.46134415897086e-06	0	0	0	0	0	0.000334054922525616	0	0	0	0
"K04379"	0	0	0	2.92268831794173e-06	0	0	0	0	0	7.79270488224421e-05	0	0	0	0
"K09029"	0	0	0	0	0	0	0	0	0	1.23193496300184e-05	0	0	0	0
"K04502"	0	0	0	0	0	0	0	0	0	3.23741048416763e-05	0	0	0	0
"K09030"	0	0	0	0	0	0	0	0	0	3.40930838598184e-05	0	0	0	0
"K08035"	0	2.02694211458709e-06	0	7.30672079485432e-07	0	0	0	0	0	0.000107149692130858	0	2.1198836607847e-06	2.08447327965815e-06	0
"K08038"	0	0	0	0	0	0	0	0	0	4.66989299928605e-05	0	0	0	0
"K07201"	0	0	0	0	0	0	0	0	0	0.000108868671149	0	0	4.16894655931629e-06	0
"K09408"	0	0	0	2.19201623845629e-06	0	0	0	0	8.6644300884465e-07	0.000530018530593816	0	0	0	0
"K00976"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000292512929587181	0	0	0	0
"K04172"	0	0	0	7.30672079485432e-07	0	0	0	0	0	8.10785103557026e-05	0	0	0	0
"K04173"	0	0	0	0	0	0	0	0	0	0.000148118692063245	0	0	0	0
"K12461"	0	0	0	0	0	0	0	0	0	0.000285350517011589	0	0	0	0
"K05250"	0	0	0	0	0	0	0	0	0	1.34653356421132e-05	0	0	0	0
"K04247"	0	0	2.05601827389042e-06	0	0	0	0	0	0	0.000131501894887871	0	0	0	0
"K04661"	0	0	0	0	0	0	0	0	8.6644300884465e-07	7.82135453254658e-05	0	0	0	0
"K13990"	0	2.02694211458709e-06	0	0	1.22413254907241e-06	0	0	1.72728128516637e-06	0	4.35474684596e-05	1.71316271864239e-05	3.17982549117704e-06	0	0
"K00522"	2.89643227127598e-06	0	0	1.46134415897086e-06	0	0	0	0	0	0.00184331850045438	2.44737531234627e-06	0	7.71255113473514e-05	2.59496939233602e-06
"K13625"	0	0	0	0	0	0	0	0	0	9.56898320099105e-05	0	0	1.04223663982907e-05	0
"K06228"	0	0	4.11203654778084e-06	0	0	0	0	0	8.6644300884465e-07	0.000295377894617418	0	0	0	0
"K01206"	0.000570597157441369	0.000768211061428508	0.000659981865918824	0.000480051556221928	0.000621859334928786	0.000479117059455145	0.000553201800177452	0.000469820509565252	0.000451416807608063	0.000316578635841171	0.00074889684557796	0.00032964190925202	0.000700383021965137	0.00054926852137779
"K05305"	0	1.01347105729355e-05	0	0	0	0	0	0	0	0.000127490943845539	7.34212593703882e-06	1.05994183039235e-06	0	0
"K12900"	0	0	0	0	0	0	0	0	1.7328860176893e-06	3.18011118356289e-05	0	0	1.04223663982907e-06	0
"K14464"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0	0	0	0	0
"K00718"	0	0	0	0	0	0	0	0	8.6644300884465e-07	8.82409229312947e-05	0	1.05994183039235e-06	0	1.72997959489068e-06
"K00716"	0	0	0	0	0	0	0	0	1.7328860176893e-06	0.000314573160320005	0	0	0	0
"K07632"	0	0	0	0	0	0	0	0	0	3.29470978477237e-05	0	0	0	0
"K07633"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000269306712842263	0	0	0	0
"K07634"	0	0	0	0	0	0	0	0	0	0.000215731866776834	0	0	0	0
"K07635"	0	0	0	0	0	0	0	0	0	6.53212026894e-05	0	0	0	0
"K00717"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000268447223333192	2.44737531234627e-06	0	4.16894655931629e-06	2.59496939233602e-06
"K03663"	0	0	0	0	0	0	0	0	0	0.00015012416758441	0	0	0	0
"K01538"	0	0	0	0	0	0	0	0	0	2.86496503023684e-07	0	0	0	0
"K06574"	0	0	0	0	0	0	0	0	0	0.00010657669912481	0	0	0	0
"K05703"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000186509223468418	0	0	2.08447327965815e-06	0
"K02432"	0	0	0	0	0	0	0	0	1.7328860176893e-06	0.000436047677602047	0	0	0	0
"K02235"	0	0	0	0	0	0	0	0	0	0.000179346810892826	0	0	0	0
"K02329"	0	0	0	0	0	0	0	0	0	0.000224613258370568	0	0	0	0
"K02354"	0	0	0	0	0	0	0	0	1.7328860176893e-06	0.000172757391323282	0	0	0	0
"K02375"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000375883411967074	0	0	0	0
"K02376"	0	0	0	2.92268831794173e-06	0	0	0	0	0	0.000260138824745505	0	0	0	0
"K02842"	0	0	0	0	0	0	0	0	0	0.000322881558907692	0	0	0	0
"K01084"	0	0	0	0	0	0	0	0	0	9.13923844645552e-05	0	0	0	0
"K00036"	0.00279891905147636	0.00262083615416111	0.00203443008201457	0.00289857613931871	0.00262821258285847	0.00293770953167292	0.00343145464457898	0.00262633119409546	0.00273362769290487	0.000533742985133123	0.00206558476362026	0.00270285166750049	0.00236691940905183	0.00273596272931961
"K05289"	9.65477423758662e-07	0	2.05601827389042e-06	1.46134415897086e-06	1.22413254907241e-06	0	1.78164830975025e-06	0	3.4657720353786e-06	0.000260711817751553	4.89475062469255e-06	5.29970915196174e-06	2.08447327965815e-06	6.05492858211737e-06
"K12316"	0	0	3.08402741083563e-06	0	1.22413254907241e-06	0	0	0	0	0.000183071265432134	0	5.29970915196174e-06	0	8.64989797445339e-07
"K09593"	0	0	0	0	0	0	0	0	8.6644300884465e-07	0.000201980034631697	0	0	0	0
"K08091"	0	0	0	0	0	0	0	0	0	8.13650068587263e-05	0	0	0	0
"K08341"	1.93095484751732e-06	0	0	0	0	0	0	8.63640642583184e-07	0	0.000159865048687216	0	0	1.04223663982907e-06	0
"K04615"	0	0	0	0	0	0	0	0	0	0.000153562125620695	0	0	0	8.64989797445339e-07
"K05175"	0	0	0	1.46134415897086e-06	0	0	0	0	0	0.000119182545257853	0	0	0	0
