"WDG002"	"WDG004"	"WDG018"	"WDG033"	"WDG040"	"WDG048"	"WDG058"	"WDG087"	"WDG092"	"WDG127"	"WDG132"	"WDG140"	"WDG146"	"WDG154"
"K03528"	0	0	0	0	3.15370231402495e-06	0	0	1.33919618674899e-06	0	0	0	1.939503729966e-07	7.91516996506879e-07	0
"K03529"	2.53139478114601e-06	1.2952893693115e-06	1.33241572904026e-06	3.54554438272705e-06	2.13811729276984e-05	1.06630884766165e-06	0	2.77294820201952e-05	0	0	0	1.72112362207316e-06	1.8285993065172e-05	3.80955778096963e-06
"K03530"	8.66185287146965e-06	2.77778623160884e-06	1.84765869825929e-06	4.13322466440296e-06	3.75368924778679e-05	1.50502277149653e-06	4.37832114272422e-06	6.0602068917442e-05	7.56543429559242e-06	0	6.12540713289742e-06	1.30935684244967e-06	3.37428245699603e-05	3.34827533372336e-06
"K03531"	1.02380279813408e-05	3.99783528875499e-06	3.41139451964711e-06	8.78200157609193e-06	6.55700786105587e-05	3.8714350821497e-06	5.59949084920588e-06	6.37406776615808e-05	5.84612102965679e-06	8.64227336059469e-06	1.04880453893137e-05	6.36307379381262e-06	4.71462543777834e-05	1.53142386932077e-05
"K03532"	0	0	0	0	0	0	0	2.9853291890621e-07	0	0	0	0	0	0
"K03533"	0	0	0	0	0	0	0	6.52165464950978e-07	0	0	0	0	0	0
"K03534"	1.19318666478741e-06	4.77084468697766e-07	1.19150932283222e-06	7.01135080453569e-07	6.83332134060222e-07	4.2883431102277e-07	1.32994481188084e-06	4.40910588539521e-07	1.1959353745293e-06	0	0	0	7.15894059207218e-07	0
"K03535"	0	0	0	0	8.62418319089256e-07	0	0	2.38415707907172e-05	0	0	0	0	1.56434961970732e-05	0
"K03536"	3.60916248981114e-06	0	2.80904404937916e-07	1.20743353071026e-06	8.8254948218146e-06	0	0	2.85694330965086e-05	5.18362641430335e-07	0	3.1801581574322e-06	5.97977829212329e-07	2.14736993138076e-05	6.31503105241976e-07
"K03543"	0	0	1.69684760267485e-07	5.55393702737656e-07	4.96386273822486e-06	0	0	3.41798074057355e-06	0	0	0	0	2.55706236595631e-06	0
"K03544"	4.71892785385136e-05	2.53813200258917e-05	1.84900617116947e-05	4.92176315095142e-05	7.24587550823078e-05	1.63513654262436e-05	3.3871725771916e-05	9.98803144668624e-05	4.13599970652849e-05	5.75845982196029e-05	4.93837100300952e-05	4.12292645762637e-05	8.13479699479763e-05	5.2211215533328e-05
"K03545"	3.80511310428261e-06	7.68663916655438e-07	5.41844776590281e-07	1.46396594466397e-06	2.53407200763718e-05	5.08777019117318e-07	5.44778906213988e-07	6.627132092773e-05	0	0	4.84628401492655e-06	8.23523414194288e-07	4.15237582102295e-05	3.76419573710033e-07
"K03546"	3.66904553979624e-07	0	0	4.79221494166295e-07	2.83503792526773e-06	3.49947884072878e-07	0	1.09829443803173e-05	0	0	0	5.07702229312417e-07	4.98543966949713e-06	0
"K03547"	2.25397066137918e-07	1.89227357955825e-07	1.61559802564505e-07	4.71013317593557e-07	4.86475658443962e-06	0	0	1.97969307744288e-05	0	0	0	2.97268429793114e-07	9.83928450622183e-06	0
"K03548"	0	0	0	0	6.21548576340108e-07	0	0	9.04350981109696e-07	0	0	0	0	0	0
"K03549"	6.08922379256358e-07	3.0346642056856e-07	2.96770496171182e-07	1.40268739638529e-06	7.29797713057738e-06	5.14062587618948e-07	4.75166244555869e-07	9.96535654072162e-06	0	0	6.54381097822452e-06	0	7.77739176444526e-06	4.00257852335544e-07
"K03550"	1.25761171398971e-06	0	3.83837742830283e-07	7.61643446758838e-07	1.84957433549289e-05	0	4.82674840186696e-07	3.19768741589831e-05	0	9.02009443025451e-07	2.70908383541585e-06	7.25572761241464e-07	1.79686255757095e-05	4.07080327719458e-07
"K03551"	3.15374127108721e-05	1.94256760685087e-05	1.50579545230245e-05	3.41159586339521e-05	0.000104435956765104	8.09046411617484e-06	2.65896895638239e-05	0.000103477673087051	2.21867762622959e-05	3.60468972695109e-05	3.86562830107694e-05	2.28975373722125e-05	7.06216130622941e-05	5.86985474137687e-05
"K03553"	6.74683739729177e-05	3.31133622528072e-05	3.27579550573356e-05	7.37451189689299e-05	0.000122913531544438	2.31873264727645e-05	5.23062198436512e-05	0.000129056978266485	5.156543665455e-05	7.19845908258122e-05	7.56658318500551e-05	5.90716039464681e-05	9.4955013648582e-05	8.46541609918067e-05
"K03554"	0	0	1.34584307481017e-07	4.32966509068089e-07	1.1347259878098e-05	1.826656176442e-07	0	3.75400729348462e-06	0	0	0	4.27229406889755e-07	1.60103230791364e-06	0
"K03555"	7.68261861938242e-06	4.00844832916936e-06	3.62500959636748e-06	8.52630047297134e-06	3.38251521503765e-05	2.67980793288259e-06	5.61909762916063e-06	5.27635126880252e-05	6.17572350371723e-06	7.36682420519238e-06	5.65892704508808e-06	4.83957218147899e-06	3.14563962621381e-05	1.21768368504592e-05
"K03556"	0	0	0	2.6597936442003e-07	7.99950717278393e-07	0	0	1.16960383026632e-06	0	0	0	0	3.13721650397914e-07	0
"K03557"	9.45135890201285e-07	0	1.82280497448686e-07	4.63393141458881e-07	1.4836327274595e-05	0	0	3.94961654436019e-05	0	0	0	0	2.84012506714328e-05	0
"K03558"	0	0	0	0	2.00205516948487e-06	0	0	2.87038114814501e-06	0	0	0	0	2.84119668268736e-06	0
"K03559"	1.22729788624402e-06	3.45134838104696e-07	8.78103235951911e-07	1.14890211680111e-06	3.21801109437507e-05	0	5.51327032419601e-07	3.16468302625272e-05	0	1.79133400213949e-06	0	0	2.24732585890827e-05	9.25680577688106e-07
"K03560"	0	0	0	0	1.33108091860634e-05	3.05261824542005e-07	0	1.15242194712059e-05	0	0	0	2.8167610159663e-07	8.74162331084087e-06	0
"K03561"	7.4122148688686e-07	0	5.41793356179241e-07	9.71256820096949e-07	4.08102101352019e-05	5.99624996221506e-07	0	3.43596773835575e-05	0	2.26074954785929e-06	3.65338680922678e-07	4.01080487978835e-07	2.4031467591923e-05	9.23377813273454e-07
"K03562"	1.01803228399072e-06	0	6.50667435300311e-07	0	2.47146977733735e-05	0	4.8548654244902e-07	2.87443336833786e-05	0	0	0	0	1.81515495612384e-05	1.18204623613959e-06
"K03563"	1.56548772696776e-07	7.58784561051436e-07	0	2.5943372663267e-07	1.570043066232e-05	2.33703633784713e-07	3.5141091499524e-07	3.01595272478603e-05	0	0	2.74986511172107e-07	0	2.33948774619864e-05	0
"K03564"	0	0	0	3.65617180690733e-07	2.89937857607632e-05	0	0	4.15870165503257e-05	0	0	0	5.22837744547014e-07	1.6380971927811e-05	0
"K03565"	0	0	0	7.15001167717456e-07	2.94058752771635e-06	0	0	8.79504467314692e-06	0	0	1.90106549193663e-06	3.38466976195248e-07	7.79950482230605e-07	0
"K03566"	0	0	0	3.19550818361221e-07	1.80976883650681e-06	2.27839864854565e-07	0	1.57627162484263e-06	0	0	0	0	6.14713356440026e-07	0
"K03567"	0	0	0	1.46588308929477e-07	5.06843819679702e-06	0	0	1.88609128265279e-06	0	0	0	0	4.9855065472225e-07	0
"K03568"	7.73258466907416e-07	5.81783289371184e-07	6.71389783030639e-07	1.43710984282628e-06	3.75070247077813e-05	4.48158707864407e-07	0	1.11410411744794e-05	6.4602165424197e-07	0	0	1.13234209222935e-06	4.47633073231554e-06	1.14768551360799e-06
"K03569"	1.1749405523705e-05	7.43278103863099e-06	6.07546332189775e-06	1.46976742747019e-05	0.000107907724071342	5.40439770458062e-06	9.03936905458635e-06	7.99093345409545e-05	1.02530007568419e-05	1.08622004579547e-05	1.07168880712854e-05	9.30877748327307e-06	5.055852911051e-05	2.9004860157196e-05
"K03570"	0	5.51257931949888e-07	4.59360972196929e-07	1.04514200762514e-06	2.04309655543943e-05	0	0	3.56328937834863e-05	0	0	2.21191568482514e-07	6.43897306728615e-07	2.37608476190615e-05	0
"K03571"	0	2.69774581115403e-07	2.04655988900048e-07	9.74575633130338e-07	1.01611398105791e-06	3.38049763450144e-07	4.48686472600819e-07	4.23194358774667e-06	0	0	0	0	1.18948403739189e-06	0
"K03572"	2.15968865031453e-06	1.19117902367232e-06	9.38800217285549e-07	2.62697453493747e-06	2.97060856814515e-05	9.40383973800616e-07	1.22977945771819e-06	4.40900365821063e-05	1.1303474269449e-06	1.77573714461804e-06	1.66969067531221e-06	1.62884489727088e-06	2.76597927095697e-05	2.97391168330471e-06
"K03573"	0	0	0	0	3.89032323014698e-07	0	0	9.46354903031319e-07	0	0	0	0	0	0
"K03574"	1.20076473855805e-06	6.88390028821652e-07	9.38990277031968e-07	1.37984243061658e-06	6.71845702433615e-06	1.22054111078044e-06	1.04529530445552e-06	2.87029156414572e-06	1.67823603047468e-06	3.46692311117166e-06	0	1.7984986590681e-06	1.81317612874348e-06	6.68576445646796e-07
"K03575"	1.54338937408931e-06	3.5691997730488e-07	2.62475533573893e-07	7.82151223836727e-07	1.87388441679816e-05	0	3.22888467483025e-07	2.71670778662177e-05	0	0	3.89847816595636e-06	5.06639540817842e-07	1.77466821796592e-05	2.32333803438339e-07
"K03576"	2.91455244157467e-07	2.7496446245873e-07	1.37589183165097e-07	7.0238917738004e-07	1.94469134991481e-05	1.86502178328527e-07	0	4.310913934547e-05	0	0	0	4.57882444634819e-07	3.32965103522767e-05	0
"K03577"	0	0	0	3.25004252582775e-07	8.41521459541195e-07	0	0	6.15857922718769e-07	0	0	0	0	0	0
"K03578"	3.4825733634218e-06	2.68303972462168e-07	1.69923947430233e-07	4.15145134384316e-07	3.43440949760207e-05	2.48157583726272e-07	0	2.44826518155412e-05	0	0	5.01008259586738e-06	3.63757610951937e-07	1.59342719665782e-05	3.93035354510165e-07
"K03579"	0	0	0	0	2.35357917103138e-06	0	0	1.39830365772051e-06	0	0	0	0	4.12673578966796e-07	0
"K03580"	2.76215015205405e-07	0	1.59801364623598e-07	3.63252863995028e-07	1.77221237222553e-05	0	0	3.08838911570748e-05	0	0	0	2.74792828600228e-07	2.45907008932274e-05	0
"K03581"	6.93191755280737e-07	0	5.54449483671667e-07	1.28613862873743e-06	5.87539543270672e-06	5.89151697494054e-07	0	2.43788913091952e-05	0	0	8.446054626802e-07	6.2132738115462e-07	1.34837815039468e-05	9.82645839782099e-07
"K03582"	0	0	0	2.76795964937878e-07	4.71852634960768e-06	0	0	3.07380552211014e-06	0	0	0	0	1.72969538043169e-06	0
"K03583"	0	0	1.41451195690953e-07	0	4.13730490717959e-06	0	0	2.48194804812866e-06	0	0	0	0	1.29485454792936e-06	0
"K03584"	1.29352593380964e-06	0	0	7.19485962519909e-07	3.02643618029049e-06	3.3354170609888e-07	2.96731188673754e-07	1.0441528602272e-05	0	0	4.9671731167028e-06	0	7.60575586269099e-06	0
"K03585"	0	0	2.47747171461258e-07	9.33641620097452e-07	1.0597630309862e-05	0	2.82565505373584e-07	7.51145287873246e-06	0	0	0	2.65386045273684e-07	5.1708449098948e-06	0
"K03586"	0	0	1.54734070503715e-07	0	7.0905822064869e-06	0	0	1.56463795931045e-05	0	0	0	0	9.34627022016266e-06	0
"K03587"	1.25908837258207e-06	0	1.86223598360587e-07	6.99971156066752e-07	1.56700002702256e-05	4.48451146922717e-07	0	1.1909855461207e-05	0	5.58701428921964e-07	5.13048419313792e-06	2.80455838330871e-07	6.8411373129358e-06	0
"K03588"	1.25978982671625e-06	0	3.86806817980922e-07	1.32132807900745e-06	1.54421860975136e-05	4.05813940793466e-07	4.93998249389448e-07	2.51372774017329e-05	6.41393145184376e-07	0	4.15705085733741e-06	6.20330149087178e-07	1.28714193715814e-05	6.51906817758162e-07
"K03589"	1.19112560394993e-06	0	3.32341955245598e-07	9.35882844275061e-07	7.93641816951314e-06	0	0	1.21343687356719e-05	0	3.88174867183535e-07	3.71693922775728e-06	1.98001710511551e-07	8.28040552978526e-06	2.10353351338055e-07
"K03590"	4.6614109797486e-07	4.26688875626143e-07	4.30249665988507e-07	1.38406647693868e-06	4.63060094960982e-05	5.71464384238863e-07	0	4.66413299078066e-05	0	0	0	5.94436081721954e-07	2.71774400333163e-05	3.66735710936747e-07
"K03591"	0	0	0	0	2.40796715176439e-07	0	0	2.73361806780501e-07	3.62616850357864e-07	0	0	0	2.56982721049733e-07	0
"K03592"	0	0	1.96925524502945e-07	3.26930594922441e-07	1.64107355028865e-05	0	0	4.27510882477064e-06	0	0	0	4.80261075154244e-07	1.80135744175189e-06	0
"K03593"	4.24478036315915e-06	2.17239991970369e-06	1.63863388851241e-06	3.25526635680217e-06	2.96242724839321e-05	0	3.04720902091733e-06	5.83958848377504e-05	2.42848025061625e-06	3.24681031382435e-06	9.33031847345876e-06	2.98925530665629e-06	3.46064388527071e-05	8.22213370996288e-06
"K03594"	4.88636678255877e-07	5.3534812504675e-07	2.71761269752663e-07	8.79682565825348e-07	3.61316784703201e-05	0	0	5.61235326403888e-05	0	0	0	2.5694553735654e-07	3.25677276275941e-05	0
"K03595"	8.8284912604652e-06	4.38740774687977e-06	3.14462826891973e-06	6.88715849776686e-06	3.47193517238309e-05	2.11924429761531e-06	5.70044638331585e-06	7.15243103726667e-05	4.64532348776618e-06	5.2365235716793e-06	9.01016660695865e-06	4.37163597298186e-06	4.29914429083401e-05	9.96750495546916e-06
"K03596"	5.36847494311832e-05	2.40692960272371e-05	2.13245602081167e-05	5.63850849375401e-05	8.97732550377937e-05	1.77522327940753e-05	3.99424922393082e-05	0.000120737354492782	4.11451717555634e-05	5.30254787063084e-05	6.08260139218298e-05	4.13154306250299e-05	8.57926790143666e-05	5.8618926087055e-05
"K03597"	0	0	0	0	4.3459501964369e-07	0	0	5.53102263762054e-07	0	0	0	0	2.95142565847242e-07	0
"K03598"	0	2.91454880272691e-07	0	0	4.85501685509718e-07	0	0	6.37787344316507e-07	0	0	0	0	0	0
"K03599"	4.60683471211838e-07	0	2.42570885180225e-07	5.28268772821189e-07	3.03117477892032e-05	0	0	1.46080061225553e-05	0	0	0	0	7.88486178881084e-06	0
"K03600"	0	0	1.60750458911783e-07	3.54784078766905e-07	6.9295225858284e-07	0	0	4.01013971553385e-06	0	0	0	0	2.41342742102951e-06	0
"K03601"	4.22875494344792e-06	7.0162186765338e-07	5.43439797444542e-07	2.83153221876034e-06	9.34796926040906e-06	7.25126748521697e-07	1.25072635468195e-06	1.99346154182352e-05	8.68585480108945e-07	0	6.6482014325748e-06	1.51046300852577e-06	1.09406503891832e-05	2.35110609938705e-06
"K03602"	4.5966832831861e-06	1.14963722126375e-06	3.52525473458267e-07	5.76522648724712e-07	1.65956530776218e-06	0	0	1.61397631955089e-05	0	0	4.14373692547306e-06	3.47505177206364e-07	2.71952813173247e-06	4.04141925687599e-07
"K03603"	0	0	0	0	5.02787960814226e-07	0	0	1.47780799533666e-06	0	0	0	0	0	0
"K03604"	0	0	0	0	4.1956470363947e-07	0	0	1.1869532078848e-06	0	0	0	0	5.07523263117573e-07	0
"K03605"	0	0	0	0	0	0	0	5.59703618756532e-07	0	0	0	0	0	0
"K03606"	0	0	0	0	8.22892311720576e-07	0	0	1.28847006252123e-06	0	0	0	0	0	0
"K03607"	0	0	0	0	3.07387231123757e-07	0	0	5.61237411621686e-07	0	0	0	0	0	0
"K03608"	0	3.80130240850225e-07	0	3.28138770567343e-07	1.82683881187818e-05	0	0	2.244420135854e-05	0	0	0	0	2.01238345718074e-05	0
"K03609"	2.38071955953148e-06	1.34666629917694e-06	1.52537679286452e-06	1.70646799873527e-06	4.52900054225619e-05	1.42408242197713e-06	1.68123691593032e-06	5.19901370725647e-05	4.21315118745314e-06	0	6.563988372143e-07	1.11349257511202e-06	3.58026046110123e-05	1.93780153621983e-06
"K03610"	0	0	0	5.20666004348479e-07	9.07480041658087e-06	2.77510306886545e-07	0	5.56394798622775e-06	0	0	0	0	3.87751575922455e-06	0
"K03611"	0	0	0	0	9.58652958598153e-06	0	0	5.22734355398694e-06	0	0	0	0	1.66874244138018e-06	0
"K03612"	0	0	0	2.7027694527863e-07	3.81115755793623e-07	0	0	3.69451588044932e-07	0	0	0	0	0	0
"K03613"	3.06943480574821e-06	1.38666364005271e-06	1.64030247294404e-06	2.84298320205126e-06	2.48347917307591e-06	7.85214793284985e-07	3.58434628654681e-06	1.60044376053369e-06	3.07283130543943e-06	1.53023664553085e-06	3.56221887683984e-06	1.71735234140022e-06	1.77445802139949e-06	4.71583205810431e-06
"K03614"	9.78910943203465e-07	6.40928599973727e-07	6.39978152127314e-07	1.17960731760776e-06	1.53791979032815e-06	0	0	1.04574834165655e-06	0	7.71590577543557e-07	0	0	6.21354678209297e-07	1.73531012770804e-06
"K03615"	7.91779666075518e-07	0	3.36173783635882e-07	6.51790579879804e-07	6.71295332229443e-07	0	7.66969356137195e-07	7.56663057017238e-07	0	8.31497168354997e-07	0	0	7.75697203002201e-07	1.15074793048712e-06
"K03616"	0	0	0	0	1.12679881851907e-05	0	0	1.02527211813317e-05	0	0	0	0	8.36947109652497e-06	0
"K03617"	2.9334621427677e-06	2.37416352853791e-06	2.27086764088393e-06	3.81950724984044e-06	3.68168985000591e-06	1.3376598750072e-06	4.02620130488007e-06	2.31429785801241e-06	0	3.51281211084171e-06	0	2.17265918578146e-06	1.96704159012278e-06	5.96100597226723e-06
"K03618"	0	0	0	0	0	0	0	5.62398073293982e-07	0	0	0	0	1.62391919203283e-07	0
"K03619"	0	0	0	0	0	0	0	3.39907075780074e-07	0	0	0	0	0	0
"K03620"	0	0	0	0	0	0	0	8.27880963364726e-07	0	0	0	0	0	0
"K03621"	1.36579125257867e-06	1.4094063335531e-06	9.48313637972854e-07	1.75538336778621e-06	8.38008042436427e-06	4.9097918242486e-07	8.67505169480323e-07	2.04956585335623e-05	1.96317742907082e-06	1.04354470154418e-06	8.00031767521788e-07	1.49134590548371e-06	1.22304170113072e-05	1.06896070119149e-06
"K03623"	0	0	0	0	0	0	0	5.20026461225741e-07	0	0	0	0	0	0
"K03624"	1.21068747294392e-05	4.84863549452267e-06	3.2719635126616e-06	6.18532206268966e-06	4.14112583112033e-05	2.70550710043386e-06	5.51522184102419e-06	7.33185847467523e-05	7.85426146253169e-06	6.48487975944515e-06	7.15453183896891e-06	3.70148434514381e-06	4.55301420736364e-05	7.56973300574603e-06
"K03625"	3.04963584755422e-06	4.67348452780729e-07	1.93085430301155e-07	0	3.86786509395657e-05	2.51319504810055e-07	0	5.41649303615435e-05	0	0	4.32533812426026e-06	3.53521829892588e-07	3.56338808617218e-05	0
"K03628"	3.61338159085607e-05	2.12650116911366e-05	1.69142264571627e-05	4.13018532582399e-05	9.34011597117958e-05	1.28305090401751e-05	3.53553273045071e-05	0.000122360928980554	2.55725596081114e-05	3.90836875249875e-05	4.92014459638534e-05	3.14546314382717e-05	8.76377182905987e-05	4.96808738584342e-05
"K03629"	2.39857320590301e-06	0	4.41416451332548e-07	1.843806260979e-06	9.1129996482945e-06	5.69319230054886e-07	0	6.0523635579429e-05	0	8.17211439514418e-07	4.82299133943958e-06	1.22706304268917e-06	3.25506644725942e-05	6.8510028953053e-07
"K03630"	0	0	2.438910009898e-07	8.75291415254516e-07	5.9295086543675e-06	2.84057427492274e-07	0	5.51934235713065e-06	0	0	0	0	4.69872585547612e-06	0
"K03631"	2.14017463168063e-06	0	3.21882523379066e-07	1.10736174458615e-06	1.91845762145526e-05	4.38339846072163e-07	0	3.32902282437696e-05	0	0	3.65929381791173e-06	5.23016562047192e-07	2.06753315347933e-05	6.37779046489632e-07
"K03632"	0	0	0	0	4.79408810529364e-07	0	0	1.22223340239874e-06	0	0	0	0	2.3953813876451e-07	0
"K03633"	0	0	0	0	5.71236238551516e-07	0	0	1.22586036559215e-06	0	0	0	3.75787044796318e-07	0	0
"K03634"	0	0	0	0	5.31455646900351e-06	0	0	8.00289389566783e-06	0	0	0	0	5.591342274425e-06	0
"K03635"	0	0	0	5.70948175496325e-07	1.01109393546484e-05	0	0	2.58344483673259e-05	0	0	0	0	2.05442931580912e-05	0
"K03636"	0	0	0	0	3.01573967172151e-07	0	0	1.96834796150266e-06	0	0	0	3.64791387512327e-07	3.22456957405773e-07	0
"K03637"	1.29082999351451e-06	0	9.20306384394659e-07	7.62536472485406e-07	1.11004749377251e-05	3.60266233887363e-07	4.7986649629973e-07	1.98267541293154e-05	0	2.22982930841067e-06	0	2.74172121388788e-06	1.20104339598017e-05	0
"K03638"	0	0	0	0	1.68513055379842e-06	0	0	1.27372209546185e-05	0	0	0	0	8.01535291531903e-06	0
"K03639"	0	0	1.20386940656588e-07	3.69356145915198e-07	7.95736390899016e-06	0	1.65831458450033e-07	1.74124837096469e-05	0	3.81633852720414e-07	0	3.46694872185732e-07	8.90370638831938e-06	0
"K03640"	0	0	0	0	1.42551327915672e-05	0	5.59872451981339e-07	1.07771456829172e-05	0	0	3.21373758270578e-07	0	1.14920712144893e-05	0
"K03641"	0	0	2.61126070062984e-07	0	1.26562285265373e-05	0	0	1.13662449453876e-05	0	0	0	0	8.84217168969146e-06	0
"K03642"	0	0	7.81510777001762e-08	4.19763461667914e-07	8.16411481964972e-06	0	0	1.94786347796286e-05	0	0	0	0	2.02954625449086e-05	0
"K03643"	0	0	0	2.95567194547761e-07	5.3215245462706e-07	0	0	1.45720367664183e-06	0	0	0	0	6.92421130728233e-07	0
"K03644"	7.34814124703304e-07	3.96151491701152e-07	2.69739043409426e-07	1.44321131825995e-06	6.50227002394732e-05	1.84328507393253e-07	4.13931283050338e-07	9.99244208000209e-05	0	0	0	4.41903338875507e-07	5.99429618115748e-05	6.48532040520293e-07
"K03645"	0	0	0	2.26383836467779e-07	3.12259555466735e-07	0	0	8.28724273464621e-07	0	0	1.60106602642416e-07	0	0	0
"K03646"	0	0	0	0	1.07624589059444e-06	0	0	4.95801795496051e-07	0	0	0	0	0	0
"K03647"	0	0	3.45151627625504e-07	6.06601110727053e-07	1.39421820392595e-06	0	0	1.62813543884532e-05	0	0	0	3.90700900223288e-07	3.66121544702515e-06	0
"K03648"	5.64229175734082e-06	3.3539583926613e-06	1.47571270509016e-06	3.12869733900943e-06	2.50833464781488e-05	8.5793544512437e-07	2.25295064139471e-06	4.49480135116289e-05	1.56371710226546e-06	2.49443221486378e-06	6.92466097874339e-06	1.76160441312463e-06	2.6924906395171e-05	4.69590327114341e-06
"K03649"	0	0	0	0	0	0	0	5.24566397696787e-07	0	0	0	0	0	0
"K03650"	2.30350063884531e-06	1.29684528310777e-06	8.87672300371683e-07	2.78902237642746e-06	4.66917003607701e-05	1.3823182137448e-06	1.11244982543175e-06	8.42650029585296e-05	0	2.36070849513666e-06	2.31114896978406e-06	1.7277535766585e-06	5.25768680646746e-05	2.28267695287418e-06
"K03651"	0	0	0	0	4.08361779561766e-07	0	0	7.85720516742095e-07	0	0	0	0	0	0
"K03652"	0	0	1.79575821267952e-07	0	7.74850752482992e-07	0	0	1.68675586100827e-05	0	0	2.69893338138517e-06	5.04656515709643e-07	5.50592979889424e-06	0
"K03654"	9.31132147678021e-06	5.34144097555779e-06	5.07085772582454e-06	1.13567943503494e-05	2.48940054694367e-05	2.49780394081076e-06	1.03469215455358e-05	4.54289102107622e-05	6.8328199748206e-06	1.04131941882775e-05	1.97030449347715e-05	6.88129980675031e-06	2.15164874259966e-05	1.57245260321926e-05
"K03655"	1.17158884684735e-05	4.33759591375203e-06	4.21663159575526e-06	1.1409034532525e-05	4.85349498317051e-05	2.53431390031973e-06	8.22285994406946e-06	5.83476555964505e-05	6.19717061447524e-06	1.03414862840207e-05	1.78428042775109e-05	7.85276161296376e-06	3.58849698889872e-05	1.26936401061524e-05
"K03656"	5.21291923711203e-07	0	1.66716683403606e-07	5.34854002769283e-07	4.49068018040271e-05	2.22051862094656e-07	0	4.43195825512794e-05	0	0	0	3.6770810589455e-07	2.8194358552045e-05	0
"K03657"	6.06581634203683e-06	1.72438845021714e-06	1.75891271837472e-06	4.07037468797842e-06	2.57455738220635e-05	2.38717438567046e-06	1.3339495647107e-06	3.7141257661786e-05	1.56700490405029e-06	2.32132296105924e-06	1.64002008574672e-05	3.06774999398411e-06	2.11349428658249e-05	3.26344472258838e-06
"K03658"	0	0	0	1.55807084671719e-07	4.49062437128467e-07	0	0	8.45943846483426e-07	0	0	0	0	2.39386159079577e-07	0
"K03664"	3.52403001735265e-06	1.21928928560469e-06	7.17784655859811e-07	1.35703990250884e-06	2.73151623307806e-05	7.31872922754186e-07	1.23501090796233e-06	6.53681565307367e-05	1.5279556687584e-06	2.13122931378834e-06	6.75052739511107e-06	1.71601321302937e-06	4.38417238094276e-05	2.08324371949301e-06
"K03665"	1.68919003299772e-05	9.47608604061111e-06	8.35433555694031e-06	1.83670969198812e-05	4.85033976039299e-05	4.15383214698202e-06	1.50618615432237e-05	5.56059843347833e-05	1.14629640800098e-05	1.26266648235914e-05	2.03079912477789e-05	8.33745764288334e-06	2.82894702788214e-05	2.72313151288934e-05
"K03666"	4.25642585338724e-07	9.61562809748038e-07	9.460574101662e-07	4.98373092092224e-07	6.0013511881016e-05	3.88828142278285e-07	4.6891883021735e-07	4.13725816906324e-05	1.0403938325454e-06	4.3966839399707e-07	0	1.79386677598729e-06	2.54263336482244e-05	1.08057530176621e-06
"K03667"	0	4.39353162521734e-06	3.68689273954091e-06	4.75294123243753e-06	3.10408545826593e-05	4.54761637586509e-06	5.40678020128114e-06	3.71059111275274e-05	7.13644887339432e-06	6.03467575550167e-06	4.2451307175112e-06	3.62385568348319e-06	2.33395313425926e-05	2.87630789274042e-06
"K03668"	0	0	0	0	2.46105126183493e-07	0	0	8.69562643930107e-07	0	0	0	0	0	0
"K03669"	0	0	0	3.19336001733655e-07	6.70115763964794e-07	0	0	7.81576155478037e-07	0	0	0	0	3.48274139463311e-07	0
"K03670"	0	0	0	2.81768542117446e-07	6.28167129048529e-07	0	0	8.62129924081995e-07	0	0	0	0	4.1678047872904e-07	0
"K03671"	0	5.94865000136098e-07	7.40440115141737e-07	1.21388140435598e-06	1.44321179734549e-05	8.41744133451729e-07	0	3.49377270431316e-05	0	7.19751490124657e-07	4.1129430274739e-07	9.26442191553748e-07	2.09249131303919e-05	4.54569425053656e-07
"K03672"	0	0	0	0	4.47968466968757e-06	0	0	8.03449352917773e-06	0	0	0	0	6.22571966191023e-06	0
"K03673"	2.88109540740261e-07	0	0	3.31401001094498e-07	3.062201827114e-06	0	0	4.10165698518462e-06	0	0	0	0	1.586134691695e-06	0
"K03674"	0	0	0	3.3076455133077e-07	0	0	0	2.259735052832e-06	0	0	0	0	0	0
"K03675"	0	0	0	2.57275246731649e-07	0	0	0	6.05848304562926e-07	0	0	0	0	0	0
"K03676"	0	0	0	0	1.64487978314421e-05	3.63692566227886e-07	0	3.42359378461556e-05	0	0	0	0	2.30122344972164e-05	0
"K03677"	0	0	0	0	2.73561176640594e-06	0	0	1.49728387069091e-06	0	0	0	0	0	0
"K03683"	0	0	0	0	1.25498744127289e-05	0	0	3.20750468676375e-05	0	0	0	4.83457626900441e-07	2.22935109716425e-05	0
"K03684"	1.0433498477905e-06	0	0	0	1.68351987424263e-06	0	0	1.66381007534314e-06	0	0	3.90049448871004e-06	0	8.8626115476579e-07	0
"K03685"	3.47991993939844e-06	0	4.32057820735259e-07	1.07112679002062e-06	1.82172469934017e-05	6.0696274651067e-07	0	5.3881822796873e-05	8.61227799426164e-07	3.74744268161235e-07	6.56941046766963e-06	4.99903645259586e-07	3.57706156448248e-05	4.2368270085079e-07
"K03686"	8.53023751952763e-06	4.36857852902518e-06	2.83920922538721e-06	5.25700385533026e-06	6.20059407106231e-05	2.74412959174953e-06	3.72322377449958e-06	6.09811644006068e-05	5.81750498756218e-06	4.0981884035786e-06	1.29407427245967e-05	3.32296046846318e-06	3.70357358271976e-05	5.71517621936633e-06
