"WDG002"	"WDG004"	"WDG018"	"WDG033"	"WDG040"	"WDG048"	"WDG058"	"WDG087"	"WDG092"	"WDG127"	"WDG132"	"WDG140"	"WDG146"	"WDG154"
"K00641"	6.57306642765514e-07	0	0	3.56839589565043e-07	3.28323667527531e-05	2.25789401189361e-07	0	7.12447133970846e-05	0	0	0	4.23063051103391e-07	3.80364076421796e-05	0
"K00643"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97114935617882e-07
"K00645"	1.2383039925255e-06	1.60958300355401e-06	9.66340935600999e-07	1.6568082505255e-06	2.99392455473101e-05	8.26545506444443e-07	1.27367880823468e-06	4.2521379438301e-05	7.58439413644661e-07	2.11106336599947e-06	2.14395176558211e-06	1.47457569797889e-06	1.817057698737e-05	4.62279519920861e-06
"K00647"	3.52653659087178e-07	0	1.88135338263335e-07	4.74404173102598e-07	8.09975880271311e-05	0	0	5.52882973939828e-05	0	0	0	3.80430835340592e-07	3.93202744292765e-05	3.88252973710918e-07
"K00648"	1.14661657074418e-06	1.01350900042405e-06	7.44178888823843e-07	1.9368499539128e-06	2.19470885448997e-05	8.72091712189817e-07	9.84482481805421e-07	5.52154736828638e-05	4.24690005124243e-07	7.25383654290922e-07	0	8.9025414042124e-07	2.97302009548026e-05	4.53795995243221e-07
"K00651"	4.02434960571949e-06	6.48891695505954e-07	5.03391205763113e-07	1.7909709392423e-06	1.13748298890671e-06	6.78509223930366e-07	1.0636447104098e-06	2.13271615613913e-06	0	1.01485938840011e-06	6.87891401785328e-06	7.82219694693742e-07	1.37927828203647e-06	1.89129286945054e-06
"K00652"	0	0	0	3.19309424087111e-07	1.12016349155076e-06	0	0	2.39926823877585e-06	0	0	0	0	1.36047859321276e-06	0
"K00655"	2.91652788687748e-06	5.08990156623928e-07	4.52292088060581e-07	8.53996223497074e-07	1.89525569389178e-05	6.21932266862369e-07	0	1.32056178036321e-05	0	6.43421986189303e-07	3.68718021799821e-06	6.6992964995486e-07	1.04344372116069e-05	3.42556956331754e-07
"K00656"	2.78411235432911e-05	2.28572624229988e-05	1.58971489413102e-05	2.51293824587675e-05	1.54619570948695e-05	1.7719463675345e-05	1.99201408493541e-05	3.29182639338247e-05	2.12754671387847e-05	2.27445609543094e-05	3.32109884497557e-05	3.10435418393165e-05	3.24909087561059e-05	4.09282403340094e-05
"K00657"	0	0	3.27287693674415e-07	8.01869505031076e-07	4.85850883636523e-07	0	0	7.57564300042376e-06	0	0	0	0	3.04439246687851e-06	0
"K00658"	5.08799500898377e-07	0	1.54939334900233e-07	4.96304301978596e-07	5.69172524120177e-05	2.33703680887609e-07	0	7.06465728718892e-05	0	0	2.16721246764272e-07	4.71039921619424e-07	4.27466577751532e-05	6.01590046430036e-07
"K00661"	5.85532262959035e-06	6.28961109546549e-07	2.06840070645669e-07	7.96988543301174e-07	0	3.26720040140276e-07	0	1.08923294798431e-06	0	0	8.37120890012512e-06	5.77449660145863e-07	0	1.24048447943098e-06
"K00666"	1.37136063025805e-06	7.74618886867156e-07	5.56367405048462e-07	1.20325499603604e-06	3.51640050682198e-05	0	7.94024856929088e-07	2.9687258058741e-05	0	0	7.06311560530091e-07	3.31078710439447e-07	2.2273815057046e-05	6.79205398644181e-07
"K00672"	0	0	0	0	0	0	0	4.33637726275649e-07	0	0	0	0	3.90533171929662e-07	0
"K00673"	0	0	0	0	1.2260546944624e-06	0	0	8.40338418130096e-07	0	0	0	0	0	0
"K00674"	4.11468564164098e-06	3.49668717484971e-07	0	2.33987627832635e-06	3.05691614914157e-05	2.48561886140011e-07	0	5.50530456554282e-05	3.92957107948823e-07	0	4.64136972431241e-06	4.95298471480612e-07	3.39492335743346e-05	6.19186862949819e-07
"K00675"	0	0	0	0	3.9603098878402e-07	0	0	6.53260593028932e-07	0	0	0	0	0	0
"K00677"	3.18235452026275e-07	0	0	6.30891713112988e-07	6.20553158648544e-06	4.27235602374082e-07	0	1.0303151123958e-05	0	0	0	0	6.784406291265e-06	0
"K00680"	1.42789462881409e-06	4.37472825912112e-07	4.16412476576004e-07	1.26215267479721e-06	1.1437431834447e-05	5.65440769828438e-07	2.83325574725003e-07	2.72177773170466e-05	0	0	0	8.34920938237799e-07	1.94989874259407e-05	0
"K00681"	0	0	1.85193149161356e-07	5.95411516361e-07	8.55725444606257e-06	3.42432364683092e-07	0	2.30927791741442e-05	0	0	0	5.36480005306669e-07	1.21707884044624e-05	0
"K00684"	0	0	0	0	5.01021168673149e-06	0	0	9.39066030736268e-06	0	0	0	0	7.32212823493353e-06	0
"K00685"	0	0	0	0	2.21116636851548e-06	0	0	1.29704958236437e-05	0	0	0	0	1.10980726245674e-05	0
"K00688"	1.55675027347118e-05	5.70569982136889e-06	5.34052288741501e-06	1.07290358206985e-05	7.08189835621151e-06	4.67043334468886e-06	6.88136630142149e-06	5.48356303474905e-06	7.10656539773302e-06	7.96147679946795e-06	1.38008170532427e-05	6.41659268214669e-06	6.78873505647343e-06	1.12733107240307e-05
"K00689"	0	0	0	2.49455425110593e-07	0	0	0	0	0	0	0	0	0	0
"K00690"	5.18168301656694e-06	4.4297932795964e-07	2.88938498480448e-07	1.22329426587792e-06	2.45720421471827e-07	5.10771045589149e-07	4.63642492908181e-07	1.00501895696554e-06	0	0	7.34990680614901e-06	0	4.67823103797516e-07	5.02061794930491e-07
"K00691"	0	0	2.35031422555588e-07	7.41120197060795e-07	7.93369164779902e-07	0	0	4.58555246187606e-07	0	0	0	0	7.69915348300312e-07	0
"K00694"	0	0	0	2.13690232382142e-07	9.14002003290054e-07	0	0	9.36626075896423e-07	0	0	0	0	3.45508875389427e-07	0
"K00697"	0	0	0	0	5.29576202060967e-07	0	0	1.13316075439528e-06	0	0	0	0	5.09262220905973e-07	0
"K00700"	8.92960700519831e-06	5.27387879631911e-06	4.46167804719465e-06	8.36941558761701e-06	5.32667456862865e-06	2.27718611885232e-06	6.68263416484293e-06	4.2627362006487e-06	6.75109623222755e-06	5.94419280558696e-06	1.23527973084731e-05	4.09549561694464e-06	4.15921871327761e-06	1.48960248208982e-05
"K00703"	2.83574457927159e-06	1.81486271456316e-06	1.42580516666998e-06	2.35196515725048e-06	2.79101816583988e-06	1.29223545887524e-06	2.37213933407607e-06	7.14694170354472e-06	2.65099748946605e-06	2.87317868194198e-06	2.08218268588504e-06	0	3.55566852179406e-06	5.11703194758163e-06
"K00705"	5.75991117592663e-06	5.0574803479908e-07	3.62897946449547e-07	1.2442499024971e-06	8.41031603161856e-07	4.38954716856331e-07	0	8.13894581342856e-07	0	0	1.1402602126325e-05	1.24261151036634e-06	1.03970004757017e-06	8.37055148803642e-07
"K00712"	0	0	2.07195843379487e-07	8.33646044097197e-07	1.2213434782211e-06	0	0	0	0	0	0	0	9.66917475884807e-07	0
"K00721"	8.48825773549756e-07	8.13051554163466e-07	6.81938035789214e-07	4.44173074582566e-07	9.87153514480994e-07	5.4955626329148e-07	9.83740847049753e-07	1.05469807503711e-06	0	1.24290826421911e-06	4.80031162661094e-06	0	5.35943394149144e-07	2.8425574193454e-06
"K00748"	3.02613814061797e-07	0	2.77466698496039e-07	4.25029788604817e-07	8.82939428264364e-06	0	0	1.21434981631997e-05	0	0	0	3.67210176700438e-07	9.03941127813958e-06	0
"K00754"	0	0	0	0	8.90806608763511e-07	0	0	8.9151533106097e-06	0	0	0	0	4.54435834290938e-06	0
"K00756"	0	0	0	2.22194211662365e-06	2.50852391358964e-06	0	0	2.29276134378217e-05	0	0	0	1.47410379323963e-06	1.49566794391423e-05	0
"K00757"	3.35361688497684e-06	1.67620065139074e-06	9.85601392460601e-07	1.42555514871498e-06	1.55637177305756e-06	1.06974490188455e-06	0	3.26945476279158e-06	0	0	0	8.05303302669045e-07	2.61719243327943e-06	3.05361213432401e-06
"K00758"	0	0	0	6.94100916140891e-07	1.05721896873559e-06	0	0	1.00542209037661e-06	0	0	4.93008048989675e-07	0	4.05248473962608e-07	0
"K00759"	1.37967684039888e-06	3.5936046961707e-07	2.89012068782073e-07	1.48419519002735e-06	2.61626016898924e-05	4.03468272756708e-07	0	3.70781141854661e-05	0	4.10945033066633e-07	4.10930134215381e-06	1.05212522008601e-06	2.17049445827408e-05	7.84871684370546e-07
"K00760"	3.06847548328039e-06	1.32007420751428e-06	1.05831209738232e-06	2.24795303709007e-06	1.26030045439127e-05	1.42369000688658e-06	0	7.2658344672546e-05	0	0	6.33771473984572e-06	1.69070173079624e-06	4.17758268832722e-05	1.54768811645454e-06
"K00761"	8.57844093001875e-06	3.04879785860983e-06	2.49942075293692e-06	7.25265034918591e-06	3.83731532220902e-05	1.92957706907937e-06	5.59078242147041e-06	6.99156975485989e-05	6.86014772054489e-06	9.98715989754297e-06	1.33396157388193e-05	5.81099764455633e-06	5.27932275629356e-05	4.60185538747779e-06
"K00762"	1.17715023529799e-05	4.11971494197513e-06	2.83727301981885e-06	5.18709202582828e-06	5.73523000135689e-05	5.08688166604546e-06	4.02765286248878e-06	6.31425785882477e-05	6.22273395641883e-06	5.09656722091205e-06	1.00635676198597e-05	7.46683991424833e-06	4.15453446129521e-05	6.53731350497838e-06
"K00763"	5.40373211560815e-06	1.63241833905103e-06	1.61536701576336e-06	3.92152377434146e-06	3.44663264311903e-05	1.34773501927758e-06	1.69488123338669e-06	6.70570714810683e-05	2.69433105184061e-06	2.30597834864563e-06	9.76705383298409e-06	1.74906381836218e-06	4.25449445979266e-05	2.93975128862151e-06
"K00764"	1.1562300179412e-05	4.05451448562119e-06	3.41884493234911e-06	6.4029257456894e-06	4.51605599522411e-05	2.37437932306043e-06	5.21389842268624e-06	7.60450227967247e-05	4.73049369857855e-06	6.57475588562737e-06	1.09162511489937e-05	4.21531290055632e-06	4.78049183932848e-05	1.15899784918218e-05
"K00765"	9.6644852041608e-06	2.96972516246195e-06	4.04791962994154e-06	6.16595189298642e-06	4.90525086982965e-05	2.05922385088321e-06	4.35174782879385e-06	6.96816224077983e-05	5.11096948154544e-06	2.18820474246655e-06	5.95470131955922e-06	2.89872292023509e-06	4.09615475618438e-05	6.65029456130541e-06
"K00766"	6.63593068284208e-06	1.46036066141979e-06	1.32399123323458e-06	4.95776467951478e-06	4.0856728918879e-05	1.39520894639563e-06	2.41387174017349e-06	3.43765762172688e-05	1.27553066675708e-06	4.65530888864207e-06	8.11877714477844e-06	3.41908400477519e-06	2.37779234115704e-05	7.393044747813e-06
"K00767"	3.10596714979914e-06	2.7001781187455e-06	1.1704853050905e-06	4.52591460897625e-06	1.64245623636241e-05	1.22222841623666e-06	2.98053368528392e-06	3.7815859548145e-05	2.69787934482536e-06	1.08260419407967e-06	3.94767288829589e-06	1.24468152923289e-06	2.4857941730047e-05	8.27356719264487e-06
"K00768"	0	0	0	0	6.12391433654461e-06	0	0	2.55057107973499e-06	0	6.56985833481946e-07	0	0	1.33401477890243e-06	0
"K00769"	0	0	0	5.57517238293806e-07	0	0	0	2.40813274761697e-06	0	0	0	3.46325839385923e-07	3.9457917178937e-07	0
"K00772"	0	0	0	0	9.40887985871861e-07	0	0	0	0	4.05467706105763e-07	0	0	0	0
"K00773"	1.70877819484953e-05	7.22212694045419e-06	5.94126010396926e-06	1.17317993682887e-05	5.8640224484899e-05	3.77113228925863e-06	9.13714119081563e-06	9.26493820096496e-05	9.76355240510303e-06	1.51743327188884e-05	1.86180581716835e-05	8.0261165434197e-06	5.53942476803534e-05	1.60054424949718e-05
"K00782"	0	0	0	4.15958857185803e-07	4.33843304537565e-07	0	0	8.92547188578081e-07	0	0	0	0	0	0
"K00783"	4.09932848512082e-06	9.08788074480393e-07	7.52381730077231e-07	2.76983986297033e-06	3.85113303732479e-05	8.31027977304355e-07	7.29895975179435e-07	6.86583121797168e-05	7.53899891009045e-07	1.61668150015889e-06	7.58389069598803e-06	2.20666309669958e-06	3.92825548550362e-05	1.9893414692358e-06
"K00784"	1.18000666995819e-06	6.65893986009549e-07	6.75038377619168e-07	2.3152478538899e-06	1.3936277918084e-06	6.02458758299662e-07	0	1.51889203736087e-05	0	5.25137208107921e-07	0	5.51033534071125e-07	8.27248148472241e-06	7.83907649525423e-07
"K00788"	0	0	2.76779194629001e-07	8.50313253115438e-07	7.56124368351512e-06	4.41327256102952e-07	0	3.83350615054722e-06	0	0	3.70987866316963e-07	5.37381451034996e-07	1.52400961704339e-06	4.44958945866731e-07
"K00789"	5.25789974177741e-05	2.36674044230354e-05	2.40415381656772e-05	6.07277020337794e-05	9.6186585280107e-05	1.77610603329425e-05	4.28142255165179e-05	0.000112103927656503	4.15073577005227e-05	6.9520360382903e-05	7.70814969673117e-05	5.54815840177192e-05	8.90396016991808e-05	6.50839764439111e-05
"K00790"	1.61422529107707e-05	4.83487333912191e-06	4.7931034444873e-06	1.40820281908608e-05	5.56725836947887e-05	2.94244142040553e-06	1.23181749710168e-05	0.000117559490717328	6.63293367986068e-06	8.30773557486839e-06	1.95028245419019e-05	6.86792606503217e-06	7.05238407062206e-05	1.68030787622372e-05
"K00791"	2.61246046991215e-06	6.99500326825342e-07	5.86051933825495e-07	2.03724259884274e-06	1.4192438152883e-05	8.52299479497892e-07	1.13568863274052e-06	2.21480623293622e-05	0	0	5.10160507243501e-06	9.67649620306163e-07	1.20208649089676e-05	1.85236646684018e-06
"K00793"	7.12156580025652e-07	6.65914375941397e-07	0	9.63607155774285e-07	4.03740233170533e-05	0	0	4.5685467553353e-05	0	7.61790400035988e-07	0	9.01960745566146e-07	2.70031634139294e-05	1.45899458288884e-06
"K00794"	5.64655377601595e-06	1.74548119521679e-06	1.20389361814255e-06	3.34667709750733e-06	5.20451385359702e-05	1.85482087590036e-06	1.82387380033296e-06	5.85275019960874e-05	1.94636893996419e-06	3.03824618899201e-06	1.43755924638618e-06	3.17673571511702e-06	3.92220006679118e-05	2.1156071941189e-06
"K00795"	0	0	0	2.24741681601769e-07	1.49341527920097e-05	0	0	1.36966174409889e-05	0	0	0	0	8.95143742451002e-06	0
"K00796"	1.68162360228499e-06	0	2.25920156910722e-07	9.66208938887728e-07	6.41528039513423e-06	2.67693928865172e-07	0	1.34808786131834e-05	0	4.46575779780053e-07	4.55420675993252e-06	9.5016670254089e-07	1.06645937035552e-05	0
"K00797"	6.38285391175861e-07	4.61451890293341e-07	3.91537493196193e-07	8.52482799581612e-07	2.98582210467055e-06	4.00299182091921e-07	0	1.65899901031552e-06	0	5.40032126587887e-07	0	4.37252912934361e-07	7.70458346756045e-07	1.42653986020746e-06
"K00798"	0	6.73452292327034e-07	0	0	3.77893719362504e-05	4.52301503247769e-07	4.88828315039493e-07	1.85734700023511e-05	0	0	0	0	1.33080695107757e-05	0
"K00799"	7.4425287378346e-07	9.17557441315688e-07	5.5437934984861e-07	7.25570656258422e-07	1.55381089611613e-05	2.04237993930039e-07	0	3.44289658093942e-05	0	0	0	3.10320024793411e-07	2.52807351541914e-05	6.96517682150925e-07
"K00800"	2.6666283776006e-06	2.74912285537775e-07	2.81588281468352e-07	1.05782120820412e-06	2.78946010821003e-05	5.25038936360602e-07	0	4.4687624151462e-05	0	0	3.67008843403859e-06	5.96797667734952e-07	2.65113921873546e-05	5.24176212815302e-07
"K00801"	0	0	0	0	0	0	0	1.430585613065e-05	0	0	0	0	3.22454291468597e-06	0
"K00803"	1.49482735598051e-06	0	0	2.36119764207812e-06	1.6657249006817e-06	0	0	0	0	0	0	8.81993634600808e-07	0	0
"K00805"	0	0	2.50106310231418e-07	7.00328934306787e-07	0	0	0	1.31231602972598e-05	0	0	0	2.40288224121035e-07	7.07490489807275e-06	0
"K00806"	5.31024464079419e-06	1.11848664194726e-06	1.3028845092096e-06	1.74734322145586e-06	1.1051868157064e-05	7.65156922579456e-07	8.77625132807172e-07	2.9614692772293e-05	1.78444493364567e-06	1.39303685759185e-06	7.30079507309217e-06	1.21867530353458e-06	1.49034606000299e-05	3.01155959466308e-06
"K00809"	0	0	0	0	1.21762103383313e-06	0	0	5.17698281555054e-06	0	0	0	0	2.49051368924533e-06	0
"K00811"	4.59816675045024e-06	5.94188398496922e-06	4.44549650788299e-06	7.98885020514177e-06	4.5570944383578e-06	2.52135089817707e-06	8.15563732908555e-06	3.95646546131233e-06	7.50926565038911e-06	5.81154130545306e-06	5.85250797027481e-06	2.95606512510232e-06	3.73437842731397e-06	2.77628608154159e-05
"K00812"	1.30076089992477e-06	2.11761140887111e-06	1.42007368693199e-06	1.70380781543836e-06	1.87500767748198e-05	0	1.14990934127153e-06	4.54219414836093e-05	1.3774156300735e-06	1.33001865480842e-06	0	4.53621494042626e-07	3.66469326628799e-05	4.20325546842936e-06
"K00813"	0	0	0	0	3.8335718083223e-07	0	0	6.15967930996784e-07	0	0	0	0	0	0
"K00817"	3.22044763007489e-06	5.1648239247524e-07	3.16715634988908e-07	1.05682691025828e-06	2.16738745406026e-05	5.05397239456172e-07	0	3.77919981492957e-05	0	4.88851745423421e-07	5.24022646168947e-06	5.53886028820444e-07	2.03647180157701e-05	5.19731273974242e-07
"K00818"	3.10859378271859e-06	6.07673427702503e-07	4.57331625558126e-07	2.72907188876609e-06	2.45173120539069e-05	5.07302959033375e-07	8.2527167372118e-07	2.05283411048936e-05	0	1.54480712820724e-06	5.50564013123596e-06	8.19502401044166e-07	1.35775886563844e-05	2.31413490772708e-06
"K00819"	0	0	0	0	8.23035179903033e-07	0	0	3.86732680997067e-05	0	0	0	7.14965009495406e-07	2.20590598198267e-05	0
"K00820"	1.14497655576111e-05	3.81107604409607e-06	3.6174648096041e-06	1.00429141190262e-05	3.86634695785269e-05	2.57763267023164e-06	5.3486777563459e-06	7.16692145440812e-05	3.99181580876971e-06	6.85594762039806e-06	1.18924444820133e-05	5.70549224681105e-06	4.45501330170336e-05	8.68329025323909e-06
"K00821"	5.50760701741397e-06	2.99456316559096e-06	3.78291792392207e-06	3.35143633020493e-06	5.5093102551304e-06	1.43041544000551e-06	1.81302885479027e-06	2.20274597244972e-06	1.99168668072941e-06	2.42860340101487e-06	5.67288535884676e-06	1.11619855334457e-06	1.54045998196595e-06	4.72165446088618e-06
"K00822"	0	0	1.43919684232738e-07	0	9.68810842624853e-06	0	0	8.37900791593346e-06	0	0	0	0	5.40835438341041e-06	0
"K00823"	0	0	2.64025127305158e-07	7.33628616048953e-07	2.33212462931645e-06	2.86786419325768e-07	0	2.51545873335371e-05	0	0	0	2.87869913652022e-07	1.58145044252389e-05	0
"K00824"	0	0	0	0	0	0	0	2.09431354936529e-05	0	4.36934180030786e-07	0	0	9.03169756325044e-06	0
"K00826"	9.15076142499044e-06	4.51968345689481e-06	5.06865492112257e-06	8.68649371544251e-06	3.20527847138471e-05	5.10610862806799e-06	6.61986084402247e-06	6.75381982669696e-05	6.4622176555339e-06	4.75149238146512e-06	8.9707252844819e-06	3.63087948723833e-06	4.64578309019351e-05	4.78851823537173e-06
"K00831"	1.65590370872294e-05	3.83839187244028e-06	2.29509123367007e-06	4.6633714724228e-06	2.45561275942403e-05	2.31426830066366e-06	4.63742820749321e-06	3.03919731308485e-05	4.59114009351359e-06	3.06285700363037e-06	7.99605733701324e-06	3.8612970369954e-06	2.289862628296e-05	4.05382354269389e-06
"K00832"	2.30876192627775e-07	2.29920827170345e-07	1.54384735028286e-07	5.43634657551365e-07	2.85400630557162e-05	0	0	7.86656877083581e-06	0	0	0	0	3.23578846497854e-06	1.83855668060454e-07
"K00833"	5.68051554407146e-07	6.43816506107108e-07	2.86250000870702e-07	7.24878862138844e-07	3.14078141604004e-06	2.58824106602849e-07	6.07483943229172e-07	4.41467509553694e-06	0	1.19717209587978e-06	3.77198040356281e-07	0	4.80199702840873e-06	1.52094857971854e-06
"K00835"	0	0	0	2.5640074446516e-07	4.41009998304523e-07	0	0	8.83998374880085e-07	0	0	0	0	2.73474777099673e-07	0
"K00836"	3.77736538999071e-07	0	0	2.92617137235646e-07	3.47241519741894e-05	0	0	3.89324655152774e-05	0	0	0	3.72576736631277e-07	3.30963612642902e-05	0
"K00837"	0	0	0	0	0	0	0	4.80277108332885e-07	0	0	0	0	3.92331654256831e-07	0
"K00839"	0	0	0	3.02821417521507e-07	0	3.96177980284292e-07	0	1.10772845597767e-05	0	0	0	3.28890524027171e-07	4.81506898847928e-06	0
"K00840"	0	0	0	0	5.40620679815336e-07	0	0	1.09701048579309e-06	0	0	0	0	5.6557526879316e-07	0
"K00841"	0	0	4.88834836798001e-07	1.51199819085937e-06	1.5644021102461e-06	5.97726892859326e-07	0	1.40524450457817e-05	0	0	0	5.9115288734742e-07	4.81382365309046e-06	3.28188367913751e-07
"K00845"	1.78032463879715e-06	1.65440514440091e-06	1.87324430083588e-06	3.51896280216652e-06	2.79339363654562e-06	1.07138792553314e-06	3.39374477959074e-06	2.20145800050196e-05	0	3.72122567137812e-06	3.78656164607064e-06	2.4509693981364e-06	1.4190484653032e-05	3.8139528457836e-06
"K00847"	3.0567423162274e-06	0	4.64854741842099e-07	1.77378693718677e-06	1.69970020758083e-06	4.57596339597545e-07	0	6.64343524338066e-06	8.59186912781037e-07	0	4.45720921393083e-06	1.44013518276486e-06	4.43536972524121e-06	4.46840080723903e-07
"K00848"	0	0	1.18920927342582e-07	0	3.80514167525019e-07	0	0	8.23995466979942e-07	0	0	0	0	0	0
"K00849"	6.09569393154322e-06	2.89890575841088e-06	2.37392813502371e-06	5.02762752984384e-06	3.51465685337807e-06	1.52377672958038e-06	3.47037384345488e-06	1.32641223656422e-05	3.72776135287673e-06	4.92429953071306e-06	9.69449521331118e-06	2.83923193375018e-06	8.70428708729696e-06	6.3735692784149e-06
"K00850"	1.38348048616969e-05	8.19404973103418e-06	8.59017869501722e-06	2.17188056785582e-05	2.88014801250606e-05	5.21026459629924e-06	1.41178826048715e-05	4.17936767883727e-05	1.23835508011989e-05	2.27450208395343e-05	1.94818527545644e-05	1.26460889165347e-05	3.01489186066735e-05	2.02341858966638e-05
"K00851"	1.10415535727197e-06	0	2.41054979202968e-07	7.69082349642378e-07	1.56797778253735e-06	0	0	2.39061023083986e-05	0	0	5.27728627299983e-06	5.84808875539567e-07	1.54858730367152e-05	0
"K00852"	3.96632383667553e-06	2.46285167663725e-07	3.99020950177325e-07	9.68196335496697e-07	2.19994036755186e-06	5.81586882139168e-07	3.55383782378897e-07	8.33308869709587e-06	0	0	7.51937580839813e-06	4.64832838253402e-07	4.70500051973302e-06	0
"K00853"	0	0	0	0	5.83954877496921e-07	0	0	2.3167694258785e-05	0	0	0	6.1251579605091e-07	1.4645409901759e-06	0
"K00854"	7.66127421884195e-06	1.42003220500539e-06	1.41862013174436e-06	4.23158783850529e-06	1.77063248180966e-06	9.40189730833439e-07	2.01957674664897e-06	2.22078965576244e-05	1.56889179532865e-06	0	7.22722278089028e-06	2.1252342396901e-06	2.91393010604439e-06	4.19995021107514e-06
"K00855"	0	0	0	0	5.74614441915564e-07	0	0	1.6308307829491e-06	0	0	0	0	0	0
"K00856"	0	0	0	0	6.1563873893085e-06	0	0	2.57928010591339e-06	0	0	0	0	1.21637791134211e-06	0
"K00857"	0	0	1.09639372805129e-06	2.74472126387725e-06	7.0501686765384e-06	1.12214167401564e-06	0	3.97920512204248e-05	2.34643777774324e-06	0	0	1.82827316834658e-06	1.33940738288212e-05	5.31365924401666e-06
"K00858"	2.33541955876616e-06	8.27389796354212e-07	6.45873103930372e-07	1.71685035418897e-06	1.58716725076749e-05	3.54796077791599e-07	0	5.18849427134824e-05	0	0	4.5693006957236e-06	4.16351266096835e-07	3.90222484179274e-05	4.82152549700723e-07
"K00859"	0	4.52758076813138e-07	0	1.06752644592752e-06	1.64605045015697e-06	0	0	1.60686903949043e-05	0	0	1.25486101750446e-06	0	6.47158672389557e-06	2.8258399138329e-07
"K00860"	0	0	2.07070247333468e-07	6.19195977874398e-07	1.1655280161934e-06	0	5.56090363060866e-07	1.36410292037995e-05	1.02257765089687e-06	0	0	6.52193513840797e-07	4.74661725117822e-06	0
"K00863"	0	0	0	3.44142130283875e-07	1.08054036779843e-06	0	0	1.08700223722894e-06	0	0	0	0	0	0
"K00864"	1.28796664955513e-05	3.74913124327978e-06	3.15783892954301e-06	1.05841075436765e-05	3.99000308756045e-05	3.405875271901e-06	8.02843956407996e-06	5.00061233576485e-05	1.57429939269439e-05	1.9589894708364e-05	2.7526846627852e-05	1.72279174735459e-05	3.48767750584058e-05	1.05060361422589e-05
"K00865"	1.24219531673477e-06	0	1.93234681279249e-07	5.2707201498681e-07	1.79768500399639e-06	0	0	1.60650539443795e-05	0	0	4.13480797837159e-06	1.15144526153089e-06	8.10174547323797e-06	3.53612053442758e-07
"K00867"	2.60265048301056e-07	3.45014986149091e-07	3.08286137149656e-07	1.1396842991884e-06	1.21028091269548e-06	4.62302563427404e-07	0	1.57816565698443e-06	0	0	0	4.59117570918693e-07	1.19951630788172e-06	1.80402434886614e-07
"K00868"	2.05343550960075e-06	0	7.0843758686858e-07	1.27020871559019e-06	4.18621343046524e-06	1.03137029043628e-06	0	3.1990547541056e-05	0	1.66750829927592e-06	4.26119477839399e-06	3.48109353348225e-06	2.45731769881521e-05	1.6873318151618e-06
"K00869"	0	0	2.17109465240458e-07	4.88037640210708e-07	4.27903980909895e-07	0	0	1.68489804426658e-05	0	0	0	2.96630682891211e-07	8.05982192172001e-06	0
"K00872"	3.73919047320216e-06	0	0	4.64400446149323e-07	6.17400267201234e-07	0	0	1.39144814889312e-05	0	5.36154748712284e-07	7.76656699928191e-06	0	5.60771121042613e-06	2.89790235605441e-07
"K00873"	7.58358810456622e-06	2.91194219173975e-06	2.58721422137502e-06	5.79791194682601e-06	3.01647677697231e-05	4.10542727097864e-06	3.81742498181901e-06	3.99499401978583e-05	2.91500944718939e-06	4.74663178240812e-06	6.31664889970838e-06	4.65346834075308e-06	2.17372514561259e-05	6.45023599102583e-06
"K00874"	5.3745085511184e-06	3.8376071917751e-06	4.01774774756881e-06	7.35656981415686e-06	4.33893640094768e-06	3.51168163027281e-06	2.89837310127022e-06	2.84137735548859e-06	2.38999049789148e-06	7.08495021417133e-06	3.14140533072149e-06	6.51217638360973e-06	3.74604141419266e-06	5.28192484767275e-06
"K00876"	5.11575168023486e-07	0	5.14104366527933e-07	1.58276410842719e-06	9.81535910600418e-07	6.7284134831615e-07	0	2.29428233162952e-05	0	0	0	0	1.21787148533048e-05	8.62133581688328e-07
"K00878"	3.01729437411137e-06	0	2.87153083228706e-07	5.89769431966084e-07	6.28462083027714e-07	0	0	6.35950246470229e-06	0	0	4.81797506036796e-06	0	2.89500933381185e-06	0
"K00879"	0	0	0	0	2.74800816279419e-07	0	0	6.82956726938611e-07	0	0	0	0	0	0
"K00880"	0	0	0	0	0	0	0	5.50508799588057e-07	0	0	0	0	0	0
"K00881"	4.79359108183901e-06	0	0	0	0	0	0	6.53757279270877e-07	0	0	5.77999996131421e-06	0	0	2.71393998706512e-07
"K00882"	0	3.51924433179087e-07	2.28939047070933e-07	2.67220475109036e-07	6.06877284972893e-07	0	0	8.35573708557757e-06	0	6.40549919479783e-07	0	5.06189887075011e-07	2.97520956976275e-06	0
"K00883"	0	0	0	0	0	0	0	1.56863606201722e-06	0	0	0	0	0	0
"K00884"	0	0	0	2.68673925931486e-07	2.91799446212012e-07	0	0	6.70456832606652e-07	0	0	0	0	0	0
"K00885"	0	0	0	0	0	0	0	6.97985246119462e-07	0	0	0	0	0	0
"K00886"	2.4189376230987e-06	0	0	0	0	0	0	0	0	0	3.62958902877418e-06	0	0	0
"K00891"	7.27791201915261e-07	3.58586553313977e-07	3.28130119743015e-07	8.88057266346567e-07	8.63632967638971e-06	3.43633515981121e-07	4.51185884610827e-07	3.24189376938413e-05	6.22241588933194e-07	0	0	4.10872533120406e-07	2.01851464909616e-05	0
"K00892"	0	0	0	0	3.77879406315654e-07	0	0	9.26254832867992e-07	0	0	0	0	0	0
