# Constructed from biom file
#OTU ID	WDG002	WDG018	WDG033	WDG040	WDG058	WDG127	WDG132	WDG154	WDG004	WDG027	WDG092	WDG028	WDG048	WDG140	WDG146	WDG087
291421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
531436	1.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
4303423	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321295	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4299664	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1105552	1.0	0.0	0.0	0.0	9.0	0.0	6.0	50.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
337966	0.0	0.0	250.0	11.0	47.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
577671	0.0	0.0	0.0	2.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	2.0
792407	53.0	1.0	75.0	94.0	260.0	0.0	478.0	60.0	18.0	10.0	52.0	0.0	2.0	0.0	0.0	1.0
309815	23.0	0.0	30.0	27.0	0.0	0.0	25.0	71.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	2.0
4349261	0.0	4.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0
4364652	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
528362	0.0	3.0	0.0	0.0	7.0	6.0	1.0	47.0	6.0	1.0	0.0	19.0	2.0	1.0	8.0	0.0
369486	2.0	1.0	0.0	0.0	8.0	0.0	0.0	9.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
299298	0.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	81.0
840961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
326637	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1138331	0.0	0.0	0.0	778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2831.0
308786	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583134	10.0	4.0	4.0	16.0	20.0	56.0	66.0	16.0	2.0	3.0	18.0	2.0	5.0	2.0	15.0	2.0
4401374	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
432444	2.0	0.0	0.0	0.0	12.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
332831	0.0	52.0	37.0	0.0	7.0	2.0	4.0	212.0	6.0	0.0	29.0	0.0	150.0	2.0	0.0	5.0
528109	1.0	0.0	1.0	0.0	14.0	0.0	0.0	173.0	0.0	0.0	4.0	5.0	1.0	0.0	0.0	1.0
348824	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73000	10.0	0.0	3.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
365634	1.0	0.0	0.0	0.0	0.0	3.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907096	1.0	0.0	0.0	6.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	12.0
342518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
586712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
560906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	0.0
3146792	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146867	5.0	1.0	5.0	46.0	1.0	0.0	8.0	5.0	0.0	3.0	41.0	0.0	9.0	0.0	4.0	33.0
913706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4296764	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846141	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324630	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322505	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150089	258.0	21.0	44.0	16.0	58.0	58.0	199.0	10.0	17.0	15.0	159.0	13.0	17.0	67.0	106.0	2.0
177704	17.0	0.0	0.0	0.0	0.0	28.0	2.0	7.0	36.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
211750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0
147031	1.0	2.0	0.0	14.0	5.0	0.0	0.0	2.0	1.0	3.0	10.0	7.0	1.0	1.0	0.0	2.0
333412	0.0	0.0	1.0	0.0	1.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	82.0	22.0
370154	94.0	0.0	0.0	4.0	1.0	0.0	28.0	30.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0
874627	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0
308814	1.0	0.0	4.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585480	0.0	0.0	0.0	0.0	6.0	1.0	0.0	13.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0
302446	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
351105	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
291596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0
148368	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4464969	168.0	36.0	16.0	196.0	453.0	0.0	892.0	78.0	66.0	67.0	605.0	102.0	120.0	23.0	51.0	63.0
343709	1.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589989	0.0	0.0	0.0	2.0	0.0	0.0	19.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
270649	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
573110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
535685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
296960	7.0	2.0	1.0	0.0	4.0	0.0	2.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
359993	6.0	0.0	7.0	4.0	3.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
817550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0
289632	0.0	9.0	0.0	1.0	4.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
631218	0.0	0.0	0.0	0.0	1.0	0.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4294834	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326001	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0
1144764	0.0	0.0	2.0	9.0	105.0	0.0	0.0	0.0	16.0	0.0	0.0	1.0	59.0	0.0	25.0	2.0
527909	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
254021	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
804526	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
660122	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185988	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521033	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
300152	1.0	1.0	1.0	0.0	4.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0
821538	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529780	15.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708680	0.0	0.0	2.0	0.0	12.0	0.0	0.0	10.0	0.0	1.0	0.0	1.0	4.0	1.0	0.0	0.0
199528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
3838929	0.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
824375	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
554436	1.0	1.0	2.0	1.0	44.0	13.0	7.0	30.0	2.0	0.0	2.0	0.0	3.0	3.0	4.0	2.0
300401	70.0	1.0	6.0	3.0	29.0	59.0	145.0	61.0	2.0	1.0	31.0	3.0	1.0	27.0	9.0	5.0
231752	12.0	0.0	0.0	0.0	17.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342947	44.0	124.0	19.0	11.0	19.0	79.0	51.0	17.0	1.0	1.0	14.0	50.0	7.0	59.0	71.0	32.0
197874	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
779725	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	17.0
297949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
808372	0.0	1.0	0.0	6.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
299996	14.0	0.0	0.0	466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	180.0
299858	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	6.0	2.0	0.0
145292	2.0	59.0	3.0	11.0	3.0	1.0	28.0	0.0	31.0	4.0	6.0	5.0	5.0	0.0	1.0	0.0
342788	28.0	0.0	9.0	11.0	43.0	17.0	69.0	24.0	1.0	8.0	22.0	11.0	4.0	3.0	8.0	12.0
327209	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
515299	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	4.0	2.0	0.0	0.0
301160	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
311423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575844	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292816	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1043812	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147182	0.0	0.0	0.0	10.0	1.0	0.0	2.0	22.0	1.0	7.0	1.0	4.0	0.0	0.0	4.0	2.0
301655	0.0	6.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	1.0	8.0	0.0	1.0	0.0	0.0	0.0
701221	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1109395	1.0	0.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104905	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.0	388.0	9808.0
530700	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495451	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
197589	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365574	4.0	0.0	0.0	5.0	1.0	6.0	2.0	27.0	0.0	0.0	1.0	1.0	0.0	0.0	8.0	66.0
331863	0.0	0.0	81.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310178	0.0	16.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	9.0	43.0	16.0	21.0	18.0
842596	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
527762	1.0	0.0	7.0	0.0	24.0	1.0	5.0	6.0	0.0	0.0	5.0	0.0	18.0	2.0	1.0	0.0
301293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	143.0
620319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
233623	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798490	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0
335256	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
757005	5.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	142.0
583958	4.0	0.0	0.0	0.0	14.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0
572263	13.0	24.0	9.0	94.0	243.0	169.0	66.0	40.0	2.0	6.0	3.0	5.0	0.0	6.0	8.0	0.0
540055	3.0	0.0	1.0	0.0	4.0	3.0	15.0	15.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0
191849	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	33.0
333166	1.0	0.0	2.0	3.0	10.0	0.0	0.0	2.0	1.0	0.0	9.0	1.0	0.0	0.0	1.0	0.0
287826	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
165935	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4337622	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749798	0.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	10.0
4338990	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
470382	18.0	30.0	7.0	61.0	60.0	18.0	145.0	160.0	5.0	0.0	2.0	3.0	49.0	1.0	1.0	2.0
270786	5.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	3243.0	0.0	0.0	0.0
294014	0.0	0.0	0.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	91.0
513106	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	15.0	2.0	2.0	24.0
230132	7.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	17.0	1.0	0.0	6.0	327.0	2.0	19.0	5.0
321902	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146776	10.0	0.0	1.0	0.0	8.0	4.0	22.0	5.0	1.0	1.0	67.0	7.0	1.0	15.0	5.0	3.0
569719	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370183	24.0	0.0	4.0	11.0	2.0	2.0	13.0	86.0	0.0	0.0	12.0	0.0	0.0	0.0	3.0	7.0
4315787	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206186	7.0	0.0	1.0	3.0	27.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
254376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747563	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291786	3.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
369014	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
233052	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532188	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344284	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
324244	1.0	0.0	3.0	4.0	14.0	0.0	6.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
187492	0.0	21.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	6.0	50.0	19.0	24.0	21.0
4444294	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113235	0.0	7.0	0.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	18.0	0.0	0.0	2.0	0.0	0.0
4375860	0.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
4318694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177446	9.0	20.0	15.0	22.0	124.0	0.0	167.0	29.0	26.0	6.0	22.0	3.0	11.0	7.0	3.0	14.0
33112	1.0	0.0	1.0	5.0	99.0	30.0	7.0	37.0	0.0	3.0	4.0	6.0	7.0	1.0	0.0	7.0
4446732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
520320	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
336275	1.0	0.0	1.0	0.0	0.0	24.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	8.0
17598	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345172	0.0	0.0	10.0	2.0	0.0	0.0	1.0	37.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
918313	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
350970	2.0	0.0	10.0	3.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
2132002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0
307903	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
322580	31.0	0.0	13.0	2.0	453.0	98.0	5.0	2.0	60.0	20.0	1.0	13.0	112.0	3.0	14.0	5.0
4406817	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
366633	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
372213	0.0	0.0	1.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	55535.0	8623.0
4406819	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189698	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235127	656.0	8.0	6.0	7.0	14.0	0.0	7.0	1.0	0.0	0.0	120.0	0.0	1.0	319.0	6.0	1.0
182643	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
628982	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330285	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
529873	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
350127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
289686	4.0	0.0	0.0	1980.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0
308386	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337167	27.0	9.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
1142756	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395587	0.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709056	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
548853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0
360253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4448844	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
350052	1.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
843553	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0
69292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
545339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
4345912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4352242	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
511510	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	46.0	22.0	1.0	0.0	3.0
296374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
592615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
184285	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198826	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279107	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
574421	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352081	31.0	10.0	7.0	56.0	410.0	28.0	180.0	48.0	33.0	13.0	58.0	8.0	12.0	3.0	9.0	5.0
