# Constructed from biom file
#OTU ID	WDG002	WDG018	WDG033	WDG040	WDG058	WDG127	WDG132	WDG154	WDG004	WDG027	WDG092	WDG028	WDG048	WDG140	WDG146	WDG087
294791	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300102	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
188789	0.0	0.0	1.0	0.0	7.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
531038	2.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782953	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
843442	4.0	0.0	1.0	1.0	1.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	0.0
344155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
301677	4.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
520083	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
347375	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
296038	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
301472	5.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
4319637	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629291	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	25.0
190856	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179644	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229088	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
520931	8.0	0.0	2.0	0.0	9.0	0.0	42.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3584772	1.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	33.0	28.0
324112	4.0	19.0	1.0	2.0	46.0	9.0	5.0	3.0	1.0	3.0	71.0	6.0	4.0	0.0	1.0	0.0
555945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
302426	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298553	3.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	2.0	14.0	0.0	1.0	0.0
574102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
530629	0.0	0.0	0.0	0.0	0.0	0.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
358712	7.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
360985	39.0	0.0	0.0	0.0	3.0	3.0	4.0	303.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	4.0
178213	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189887	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759415	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
4440944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
152580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
179499	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1131894	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763985	0.0	0.0	0.0	9.0	0.0	0.0	0.0	158.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
115099	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
148459	131.0	138.0	358.0	84.0	471.0	6.0	96.0	2.0	31.0	7.0	29.0	18.0	17.0	1.0	6.0	2.0
196392	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
518820	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
358410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	774.0	1014.0	1.0
617806	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
349783	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
341777	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
4477719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
340995	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0
319709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296086	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434336	0.0	0.0	4.0	0.0	2.0	13.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
612716	0.0	0.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	75.0
229348	14.0	0.0	9.0	3.0	39.0	0.0	7.0	59.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
299441	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190075	4.0	1.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109193	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321405	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0
261328	2.0	0.0	0.0	2.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
740305	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	17.0
355187	0.0	0.0	25.0	0.0	178.0	1.0	20.0	0.0	0.0	0.0	1.0	0.0	19.0	5.0	7.0	0.0
337303	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301554	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302809	5.0	14.0	3.0	12.0	48.0	67.0	5.0	11.0	3.0	0.0	22.0	3.0	2.0	3.0	60.0	1.0
1964005	10.0	117.0	49.0	33.0	188.0	12.0	11.0	12.0	46.0	1.0	4.0	0.0	87.0	14.0	3.0	0.0
365965	0.0	0.0	0.0	0.0	0.0	54.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
4363269	0.0	0.0	0.0	2.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0
784040	11.0	0.0	16.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	5.0	21.0	0.0
291105	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186020	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290356	0.0	0.0	0.0	1191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	4141.0
803010	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
14993	0.0	0.0	0.0	1175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2026.0
509838	0.0	0.0	0.0	0.0	79.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4377150	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345095	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
351927	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
552988	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4334844	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
535375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
815169	0.0	158.0	8.0	3.0	47.0	18.0	6.0	2.0	5.0	0.0	0.0	5.0	118.0	15.0	1.0	2.0
333387	49.0	0.0	15.0	23.0	0.0	154.0	6.0	0.0	87.0	4.0	9.0	0.0	0.0	33.0	66.0	2.0
150162	8.0	0.0	1.0	9.0	34.0	0.0	13.0	23.0	1.0	1.0	6.0	1.0	5.0	0.0	1.0	6.0
273018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
149856	909.0	578.0	102.0	61.0	1061.0	891.0	328.0	20.0	476.0	29.0	1551.0	36.0	130.0	190.0	1082.0	125.0
641783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	15.0	0.0
300487	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353149	2.0	0.0	0.0	2.0	0.0	0.0	4.0	5.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0
1110312	7.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	23.0	8.0	1.0	5.0	4.0
559659	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529531	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341221	13.0	0.0	2.0	8.0	22.0	1.0	59.0	21.0	0.0	7.0	2.0	1.0	2.0	0.0	0.0	2.0
278650	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
308502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1625448	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
168383	14.0	0.0	0.0	7.0	3.0	0.0	0.0	3.0	0.0	0.0	14.0	0.0	15.0	1.0	5.0	10.0
306855	3.0	0.0	0.0	2.0	3.0	5.0	18.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	3.0
172163	0.0	0.0	8.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
4439487	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
351744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4439489	2.0	1.0	0.0	3.0	29.0	0.0	0.0	10.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
314204	4.0	9.0	3.0	43.0	43.0	9.0	130.0	18.0	8.0	2.0	2.0	6.0	6.0	1.0	4.0	4.0
295861	3.0	0.0	1.0	0.0	5.0	1.0	7.0	10.0	1.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0
149219	8.0	0.0	4.0	1.0	15.0	11.0	31.0	2.0	3.0	1.0	0.0	2.0	0.0	13.0	41.0	5.0
4435655	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307661	0.0	522.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	120.0	2.0	1.0	1.0
147484	20.0	0.0	8.0	12.0	2.0	104.0	29.0	0.0	0.0	0.0	8.0	0.0	3.0	10.0	219.0	11.0
581003	80.0	532.0	226.0	81.0	102.0	10.0	40.0	541.0	93.0	59.0	12.0	102.0	155.0	1.0	1.0	2.0
510233	1.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525474	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330252	1.0	0.0	11.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
511229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
197249	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
331659	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
337345	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0
766113	1.0	0.0	2.0	4.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149035	15.0	82.0	3.0	2.0	12.0	18.0	4.0	0.0	1.0	0.0	1.0	0.0	39.0	4.0	1.0	0.0
515638	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0
291658	28.0	680.0	7.0	37.0	2906.0	5.0	41.0	30.0	1087.0	35.0	62.0	94.0	104.0	2.0	2.0	2.0
923114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	24.0
509709	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
353214	4.0	3.0	1.0	7.0	17.0	1.0	9.0	15.0	2.0	3.0	1.0	5.0	10.0	2.0	2.0	0.0
146314	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0
576400	26.0	0.0	5.0	74.0	47.0	0.0	2.0	3.0	0.0	45.0	1.0	4.0	0.0	0.0	1.0	5.0
801579	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235212	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0
767863	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183620	6.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
254662	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	57.0
921020	1.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
2063500	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313423	0.0	1.0	0.0	3.0	2.0	1.0	0.0	10.0	0.0	1.0	0.0	6.0	3.0	0.0	0.0	0.0
312743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
560535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	838.0	1157.0	3.0
