"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K01788",4714.83,7918.7,7089.36,778.99,1914.9,1888.7,3904.4,14758.81,6567.29,2969.95,2216.4,1750.18,3392.29,636.3,933.75,8592.42
"K01790",15985.51,5775.26,10271.24,1916.84,4526.45,7924.47,13685.29,8626.7,58676.27,30641.43,28623.99,23349.36,32580.54,7294.67,62325.79,13183.47
"K01791",6076.63,9571.33,9255.41,1486.51,3743.95,4534.51,11973.52,19332.06,21781.81,23957.83,5201.91,3441.23,6580.59,1247.7,58382.17,12884.9
"K01792",1858.09,8119.76,7511.56,769.6,2007.69,2729.16,3138.46,17219.92,12682.79,2970.2,2286.63,1653.84,2709.1,641.25,1100.85,6608.13
"K01796",60,93.25,172,13.5,10,121,3263,88.33,126.25,12198,202,27,38.22,6,602.22,118.81
"K01799",455.56,345.05,730.9,174.77,342.11,324.95,1012.39,1227.22,4152.85,1984.93,2425.22,467.46,1981.01,69.97,569.64,2035.63
"K01800",140,79,96.5,21,47,93,133.71,211.64,609,230.86,130,239.5,901.86,22,82,962
"K01801",519.66,323.62,404.6,81.94,148.27,220.31,1563.58,459.77,1723.02,788.45,896.24,757.69,1320.79,338.92,455.87,3289.1
"K01802",6405.62,2307.02,4747.22,950.06,2727.62,7548.07,11792.96,5493.42,37302.39,9140.12,6728.05,3349.83,7251.3,482.56,1866.98,8030.64
"K01803",18244.87,13912.32,17928.65,2246.35,5176.21,9793.97,19843.34,23870.16,66942.14,33730.64,32824.28,25266.91,36053.63,8217.75,63957.96,18614.68
"K01804",1366.59,7839.16,7295.06,732.6,1960.86,1561.15,1711.13,15037.58,8807.95,1424.7,3463.4,931.34,2055.07,571.58,1049.57,5852.39
"K01805",1909.92,8705.24,7717.89,840.77,2110.36,2708.61,1974.92,15495.44,10703.94,1340,4053.9,1479.67,3685.73,688.58,1148.24,6359.64
"K01807",17534.29,12197.33,15815.49,1689.33,4210.79,6625.19,12339.25,19875.09,53108.83,7888.15,27443.68,23376.73,31288.66,6641.53,6129.73,14509
"K01808",4132.7,8898.56,8220.04,779.32,1264.25,5056.97,10520.65,19742.03,19277.44,27090.05,7806.18,2976.4,7412.47,1824.42,58695.67,8375.78
"K01809",4653.64,8585.58,8333.09,1004.44,2364.68,4169.25,9398.01,18073.77,16923.76,26354.28,5524.29,2028.39,4667.82,1018.43,57611.87,9073.03
"K01810",16634.14,12446.4,16308.41,1924.01,3972.78,9242.34,18846.92,23347.59,62680.42,33331.81,30834.94,24504.41,34716.65,7179.03,63325.45,17399.92
"K01811",903.08,1182.56,1897.2,1212.22,3331.01,1481.74,961.4,634.31,7852.28,577.04,1342.26,889.77,1098.81,438.23,668.79,5048.63
"K01812",1491.89,7876.91,7290.76,746.1,1976.76,1462.59,1795.83,15029.83,8847.94,1166.82,3308.88,1177.14,2821.89,581.78,1019.29,7598.02
"K01813",3184.53,1056.88,1141.66,655.33,1725.08,1168.21,1409.62,450.64,4764.02,841.08,661.4,952.05,781.67,480.61,496.55,2546.34
"K01814",15790.9,13490.56,16949.79,2172.84,5658.97,8878.21,15201.06,22771.73,61255.9,26571.45,29808.39,24363.52,34279.73,7146.16,63215.11,15700.16
"K01815",804.66,478.22,1218.78,628.04,1731.09,637.76,777.41,538.31,4393.91,383.03,740.75,1028.76,2326.97,369.65,510.96,4148.12
"K01816",1388.15,1537.99,2781.98,332.14,805.65,1277.49,3021.56,2988.43,9328.83,2600.39,3458.19,1019.4,3418.47,649.98,1270.24,5155.79
"K01817",14796.39,5740.95,10020.56,1413.07,3048.7,8050.55,16989.26,8245.4,52903.6,32640.16,29496.11,23232.26,32282.84,6736.9,62707.22,10284.04
"K01818",504.25,7250.92,5790.58,45.42,50.59,683.62,404.58,13845.64,1643.65,227.5,798,197.75,313.75,44.49,367.66,2196.59
"K01819",175.76,106,183.06,49.66,134.64,359.88,2271.3,412.34,509.54,456.82,330.7,282.42,509.22,35.72,138.34,3609
"K01820",182,46.4,33.5,59,121.5,152.83,422,81.33,533.83,398.5,1345.77,122,526.8,15.33,238.55,403.76
"K01821",4382.22,9144.49,8453.67,966.27,2506.1,2464.12,6752.8,16443.93,13514.23,3606.03,2826.95,2062.38,3310.37,771.69,1743.09,8545.49
"K01822",32,5,6.5,1,1.5,55.5,1226,27,26.5,4657.5,74.5,11,5.5,1,119,3
"K01823",5827.52,3385.83,4037.09,1270.31,3464.83,4035.26,8394.05,5012.56,20663.64,7725.26,3788.15,2704.31,4831.86,942.76,2002.58,7010.4
"K01825",1680.59,8105.66,8759.96,820.5,2240.29,1787.76,2849.63,16261.52,11971.44,1448.45,2764.28,1536.19,3118.9,626.85,1027.6,8618.28
"K01826",1383.84,1646.81,1921.63,761.91,2006.87,2452.93,2353.72,3739.13,12736.77,1385.7,1760.3,1540.52,3141.25,591.77,706.4,6817.95
"K01829",1,0,0,0,0,8,0,0,2,0,0,0,2,0,0,0
"K01834",8920.46,8691.41,8269.42,1211.1,2696.52,4615.11,13106.29,17760.42,16759.64,13956.04,5726.96,3158.55,4474.66,924.09,2189.69,9409.7
"K01835",15045.47,11164.58,13923.84,1483.44,3130.02,8112.09,14252,21060.41,55138.6,30582.9,28680.13,23201.72,30311.13,6854.1,62510.03,12794.86
"K01838",5432.16,361.42,873.33,705.59,1774.6,1071.24,1791.85,437.7,3816.92,680,564.34,972.42,654.42,116.65,395.17,2445.03
"K01839",1939.77,8104.43,7937.29,857.27,2215.25,1840.7,5424.15,16320,11429.96,2685.9,3004.29,1908.52,3156.03,725.97,1750.41,9727.85
"K01840",13758.43,11951.82,13969.86,2210.89,4979.45,7281.93,12705.13,21841.7,38139.32,14471.27,31240.43,23453.89,33315.17,7482.14,6688.23,14869.26
"K01841",73.56,34.85,64.2,13.74,23.88,559.69,158.76,526.98,307.93,319.73,94.09,121.86,146.59,20.57,78.23,202.49
"K01843",948.05,947.93,1123.78,278.24,425.89,676.04,3276.1,1961.8,4104.72,1909.57,1854.6,836.02,2488.57,197.73,1040.18,2958.85
"K01844",55.5,151.25,438.75,68,64,190.5,94.5,360.5,1220,33.5,872,69,645.5,30,33,55.75
"K01845",13841.91,13703.05,17887.21,2101.02,5112.63,8891.37,19530.75,23961.14,67084.08,32392.35,30656.08,24378.7,35217.76,7270.49,64031.46,16506.66
"K01846",87.5,237.09,535.34,30.75,38,192.66,127.34,500.96,1259.5,85.41,400.75,104,663.5,39.5,111.03,116.03
"K01847",2299.67,1139.42,1889.25,499.93,849.01,1348.83,9198.67,1676.79,6184.26,16371.42,3595.09,1576.34,5377.84,531.33,2264.7,2980.21
"K01848",120.67,147.51,223.34,107.01,154,131.32,498.84,242.46,366.34,197.16,615,150.01,178.17,17.16,121.57,409.23
"K01849",100.5,141.92,216.17,104.67,151.33,131.16,478.84,231.49,301.42,189.16,584,138.67,159.33,14.33,73.23,374.81
"K01854",4180.6,1189,509.57,253.6,349.62,2338.12,3705.71,2652.07,6497.46,7135.77,2376.93,1156.98,1429.64,314.36,679.33,2927.83
"K01856",382.03,942.86,623.48,47.81,113.51,479.98,581.2,521.02,4034.34,1011.58,818.98,382.06,646.52,398.55,185.37,1835.23
"K01857",782.84,1262.61,824.43,173.38,298.47,1883.36,1403.04,2833.58,8394.97,2030.81,2248.17,623.92,1315.41,437.2,600.7,2402.54
"K01858",1717.82,1727.23,1891.83,409,1356.67,682.65,3311.01,702.47,6548.5,5758.84,2917.28,998.66,2834.3,238.32,831.89,2587.1
"K01865",19,0,0,0,0,42,1218,19,6,4338,71,7,0,1,74,0
"K01866",17844.96,13858.48,17862.74,2243.84,5165.62,9580.98,19470.63,23785.55,65457.88,33566.34,31686.78,25159.07,35561.96,8029.19,63990.45,18149.01
"K01867",18381.8,14891.74,19208.97,2790.52,6767.89,10450.17,20092.72,24914.52,72224.96,34219.1,32454.33,25693.74,36553.25,8458.36,64019.43,20635.53
"K01868",17863.12,13874.07,17911.57,2169.18,5006.46,9575.65,19533.92,23713.24,65446.62,33593.81,31487.29,25144.41,35552.47,8204.51,63696.84,17918.15
"K01869",17687.46,13777.15,17702.41,2178.84,5019.12,9517,19282.76,23619.91,65150.84,33563.48,31285.28,24984.07,35424.46,7959.69,63605.96,17959.67
"K01870",17036.96,14386.48,17741.24,2154.01,4979.79,9723.84,19232.09,23663.74,65514.34,33383.48,31144.45,24951.07,35439.96,7292.69,63582.62,17820.51
"K01872",18130.46,14186.15,19028.16,2383.18,5445.62,9812.64,21144.64,24877.87,69393.97,34342,32933.95,25530.74,36555.29,8096.52,64348.85,18892.57
"K01873",17640.96,13768.98,17693.74,2151.84,4977.62,9457.84,19169.42,23601.91,65030.67,33381.48,31261.78,24937.07,35372.96,7955.69,63582.62,17740.51
"K01874",17712.46,13812.73,17798.74,2178.34,5025.12,10010.48,19322.92,23692.91,65231.13,33708.48,31295.28,25091.07,35483.96,7963.69,63653.45,17914.26
"K01875",20134.46,13805.48,17664.24,2170.34,4993.62,9649.34,19871.59,23606.74,65011.67,33594.98,30837.78,25247.07,35399.46,7961.69,63580.84,17762.07
"K01876",17655.46,13767.98,17697.24,2151.34,4978.62,9454.34,19179.42,23616.74,65010.17,33499.98,31263.78,24939.07,35394.46,7955.69,63589.34,17785.07
"K01878",15162.14,11477.83,14907.74,1543.67,3300.28,6540.38,12407.83,20515.02,52844.46,25546.82,27331,23141.24,30990.66,7514.37,62012.73,15451.16
"K01879",15174.14,11511.83,14907.74,1557.34,3353.61,6546.71,12431.5,20622.68,52847.13,25566.15,27333,23215.91,31040.99,7519.7,62021.07,15574.83
"K01880",2478.82,2286.65,2786,607.17,1677.34,2905.46,6767.59,3086.89,12160.71,7860.66,3929.78,1795.83,4382.3,441.32,1574.89,2288.85
"K01881",17659.96,13800.73,17709.74,2166.01,5030.95,9454.17,19255.59,23714.57,65054.09,33712.81,31262.78,25014.74,35437.79,7965.02,63624.79,17874.93
"K01883",18168.12,13961.32,17972.57,2046.51,4207.29,9599.68,19765.25,23776.08,65695.66,33686.31,31732.62,25516.41,36499.47,8453.01,63774.12,18919.84
"K01884",24,32.5,42,53.5,59,59,54,130.5,298,48.5,590,36.5,61,1,47.5,132
"K01885",16179.08,13967.21,17868.71,2154.84,4931.46,10836.87,18515.29,24894.83,67266.32,34616.61,32793.99,24969.86,36055.7,8006,63398.65,16328.82
"K01886",3782.92,10068.66,12675.96,1243.5,2935.29,5823.59,7484.46,19083.52,39898.44,22904.95,4610.95,8885.19,9808.76,1361.35,58557.93,11016.28
"K01887",17062.96,13863.73,17840.74,2172.34,5015.62,9489.84,20407.92,23781.91,65187.42,33628.48,31310.78,25035.07,35426.46,7309.69,63802.45,17986.26
"K01889",17006.96,13768.48,17690.74,2163.84,4992.62,9448.84,19462.42,23621.91,65034.17,33630.48,31199.78,24947.07,35374.96,7288.69,63647.62,17868.01
"K01890",17640.96,13764.48,17693.74,2150.84,4977.62,9432.84,19175.42,23601.91,65001.17,33407.48,31260.78,24937.07,35372.96,7955.69,63587.62,17740.01
"K01892",18305.02,14159.4,18185.9,2203.33,5108.77,9779.49,20170.49,23930.91,66916.29,34352.47,31842.44,25627.16,36003.29,8743.92,63851.03,18806.84
"K01893",7816.64,9223.43,9210.84,1173.94,2665.68,3081.76,7215.59,17421.49,16149.27,21760.23,5333.02,3150.89,6185.16,1183.6,58209.54,11223.08
"K01894",11143.59,10589.66,14105.96,1252.5,2875.29,5615.76,7668.63,18770.52,46781.44,4843.45,25767.78,21747.69,28982.76,6435.35,5453.6,10826.28
"K01895",14903.74,15884.13,20666.11,2860.98,6986,12734.24,25130.83,28020.68,80468.66,37391.43,34737.53,25202.56,36662.24,7428.53,65166.94,21672.53
"K01897",21199.94,23355.51,30687.56,3110.29,6175.47,18819.47,33419.44,48286.44,114075.41,47714.06,39889.87,35210.79,46432.17,8947.17,67277.68,27793.11
"K01902",13943.76,13301.65,16994.13,1851.35,3936.46,8734.9,17192.38,22705.56,60278.95,32589.11,30297.72,24211.37,34053.4,7794.34,63250.99,15696.29
"K01903",13247.26,13287.65,16975.13,1843.35,3922.96,8688.4,17158.38,22681.56,60213.95,32561.11,30159.22,24163.37,34005.9,7125.34,63235.99,15557.29
"K01904",16,4,2,13,15,9,267,0,25,29,60,12,25,0,57,129
"K01905",149.33,120,472,22,44,48,72.67,30,510,14,395,233,553.05,37,126,20
"K01906",316.5,32.5,26,34,26.5,138.66,1184.17,39.5,181,391.5,180,112,356,72,165.5,149.83
"K01907",662,606.25,1554,181.5,329,1604,968.42,2275.61,5174.25,493.72,441,604,2028.22,92,239.22,2773.81
"K01908",729.42,408.57,430,187.09,337.42,1594.33,2565.79,2408.86,5628.92,1699.78,2042.85,729.34,1797,162.58,721.42,2346.54
"K01909",19,0,0,0,0,50,1218,19,14,4338,71,9,2,1,74,0
"K01910",3716.84,7818.56,7369.86,717.57,1893.54,1629.47,1925.62,15310.21,8554.34,1210.64,1822.83,1131.74,1343.9,554.6,754.55,5077.6
"K01911",2940.26,8673,8359.73,1016.11,2412.53,3980.32,7234.06,17561.83,16279.2,7135.03,4907.73,2245.01,5653.73,833.24,2157.02,8036
"K01912",3017.29,3554.8,3535.37,1526.82,4442.56,5258.74,6930.22,7234.9,22350.26,5597.96,4445.08,2605.83,5981.29,897.07,2396.32,8142.48
"K01914",3950.97,7943.76,7608.84,757.93,1956.01,1773.1,2328.32,15526.2,11121.06,1335.92,2295.48,1345.55,1767.21,587.11,939.02,7268.13
"K01915",20854.48,16394.78,22015.99,3001.84,6653.39,14248.54,31500.87,29552.94,80843.4,71518.68,37026.32,27382.25,39927.68,8748.11,121421.23,25138.08
"K01916",4866.05,3215.28,3647.94,1258.17,3377.59,3781.15,7579.7,3822.91,18777.54,3289.3,4573.92,2895.25,4208.54,865.45,2061.06,7292.32
"K01918",14002.09,11944.98,15672.46,1752.18,3713.29,7510.05,16909.64,21030.67,53717.24,31101.78,29985.38,23750.2,34200.39,7830.34,63211.49,15170.46
"K01919",16517.22,10894.08,14351.66,1421,3081.69,6377.03,11254.16,19176.93,49867.26,11984.24,26550.42,22604.16,29394.58,6494.88,5705.71,14129.81
"K01920",11198.92,10625.66,14179.96,1253.5,2875.29,5664.09,7684.96,18946.85,46891.44,5482.95,25831.45,21853.69,29084.76,6446.35,5573.65,11982.84
"K01921",18208.05,14812.49,18936.3,2625.11,5858.31,10425,20064.58,24832.1,71360.63,34126.83,31948.25,25510.58,36028.59,8408.94,63995.01,20795.79
"K01922",70.38,41.5,84.03,17.66,38.32,127.13,43.15,348.17,194.89,138.58,160.18,102.21,123.28,12.36,42.84,1626.5
"K01923",17475.13,13497.98,17575.24,2097.34,4938.12,8230.51,18159.21,21944.41,61182.79,33313.86,31242.23,24826.07,35270.84,7947.19,63538.67,17697.63
"K01924",17966.14,12429.98,16286.74,1910.51,3920.28,9312.68,18911.25,23253.92,60387.84,33118.48,30647.44,24570.91,34471.79,8534.03,63293.67,17410.4
"K01925",17310.14,12429.98,16270.74,1909.51,3918.28,9305.68,18864.25,23237.59,60367.84,33111.48,30526.44,24568.91,34462.79,7867.03,63286.45,17401.84
"K01926",3256.55,520.32,916.03,394.17,699.49,943.26,5873.59,1605.32,4604.27,2753.65,3162.37,978.05,1314.65,168.18,1016.14,3689.78
"K01928",20085.31,13665.48,17231.24,2035.85,4157.62,9604.68,18743.56,23510.42,64807.48,33459.51,30860.75,25121.41,35480.15,7904.86,63439.65,18621.48
"K01929",17370.14,12579.98,16534.74,1922.51,3931.28,9412.68,18923.25,23245.59,60943.84,33119.48,30824.44,24576.91,35076.79,7874.03,63286.45,17409.84
"K01933",17523.46,13746.98,17692.74,2139.34,4956.62,9420.34,18358.54,23537.41,64388.29,33274.36,31248.4,24907.07,35283.34,7947.19,63531,17703.63
"K01934",16135.97,13576.65,17344.41,1875.17,3869.45,9048.85,15451.92,22584.43,62604.5,28616.32,29965.11,24501.07,34721.79,7135.7,63255.12,16575.17
"K01935",13498.18,20012.34,22792.94,2116.44,4968.65,8593.04,12853.47,36165.21,64387.86,10661.95,28509.75,23608.2,33040.03,7175.93,6767.83,17744.71
"K01937",17402.96,14363.48,17754.49,2140.84,5016.62,9643.84,19079.42,23660.91,67464.92,33371.48,31490.78,24831.07,35485.96,7866.69,63442.62,17853.01
"K01938",4698.72,7253.24,6648.45,458.01,833.16,1478.43,6838.67,15429.38,6968.81,4103.72,4400.66,1650.55,3185.86,318.51,1324.47,6887.42
"K01939",17662.46,13808.23,18016.74,2172.34,5053.12,9468.34,19056.13,23945.05,65836.42,33437.34,31716.78,24952.07,35675.82,7967.19,63605.62,17863.76
"K01940",17561.21,13559.23,17217.49,2080.84,4877.45,9237.93,18155.34,23270.66,62091.26,33289.23,30395.28,24838.82,34555.04,7912.36,63492.54,17399.51
"K01941",410.59,313.1,542.84,114.96,259.37,304.51,828.51,1090.9,4055,1643.55,2130.86,321.59,1199.62,202.03,506.81,2228.16
"K01945",16976.13,13766.15,17668.91,2162.51,5028.95,9436.17,19045.05,23706.57,63280.96,33399.02,31130.23,25005.74,35375.67,7289.52,63557.18,17859.63
"K01947",0,1,4,0,0,0,0,17,2,0,0,0,1,0,0,7
"K01950",12858.06,10668.2,14208.8,974.67,1702.54,5785.85,11803.06,19874.98,46806.63,30158.18,27614.87,22519.48,31550.92,7141.9,61645.12,11075.92
"K01951",19336.21,17246.83,20509.65,2678.14,6570.43,12041.79,22253.36,28336.44,82680.44,35826.12,35143.8,26357.16,39035.65,8752.05,64697.86,22567.08
"K01952",26899.78,17614.62,21720.74,3580.69,8513.31,15599.63,37109.57,30467.69,87474.78,67304.69,39438.6,28995.74,43351.95,9564.82,122571.12,24852.16
"K01953",29328.31,16925.68,20706.14,2382.1,5297.71,8954.5,19862.24,22402.29,76962.54,34820.6,52457.4,45157.58,60205.09,14332.39,68167.89,16783.98
"K01955",23062.93,14046.98,17966.94,2329.68,5282.36,10094.3,22209.66,23919.24,64931.07,34903.65,31348.55,25822.87,35706.52,8035.22,64210.06,18729.34
"K01956",22940.93,13879.48,17549.94,2318.68,5252.86,9928.47,22056.99,23665.24,64189.4,34547.48,31287.05,25685.87,35583.66,8000.72,64116.39,18537.51
"K01958",3386.5,640.07,783,298.17,449.67,1915.8,5684.39,2343.16,7042.75,6341.12,2308.81,858.67,1161.78,187.16,1047.12,1175.92
"K01959",286.49,169.83,237.33,198,982.34,549.49,998.5,481.32,1163.67,381.67,181.67,144.83,349.84,31.66,92.5,449.5
"K01960",317.49,243.83,361.33,208,988.34,625.49,1052.5,520.32,1894.67,510.67,475.67,154.83,929.84,33.66,101.5,444.5
"K01961",18806.14,12103.83,15982.99,1857.35,3942.12,7442.82,18625.51,21749.17,54352.64,27493.81,28271.51,24545.91,34097.99,7818.7,63360.9,18071.33
"K01962",17458.64,11699.33,15113.24,1675.01,3611.78,7108.35,14577.17,20963.01,51683.01,26120.98,27427.67,23937.41,31661.99,7013.7,62648.23,15707.83
"K01963",18211.64,12132.98,16220.24,1850.51,3910.78,7552.35,17273.38,21816.15,56264.26,31456.84,29735.27,24289.41,33959.29,7163.7,63205.4,16988.28
"K01964",6,0,0,21,28,30,65,0,94,131,0,0,11,0,14,92
"K01965",50,101.25,130,29.5,37,82,2119,62.33,257.25,5055,380,74,43.5,5,148.22,192.81
"K01966",1776,823.65,1014.5,366.67,568.17,2541.66,6155.17,2573.66,6809.08,7629,3046.94,1225,3042.3,348.83,1438.72,2753.51
"K01968",442,280.4,1222.4,167.07,406.93,436.43,2453.13,1006.65,1950.57,984.44,606.15,628.52,644.35,79.93,262.09,2928.82
"K01969",615,359.8,1350.4,211.4,472.6,637.93,4057.67,984.46,2136.23,5764.47,2057.42,632.85,1133.46,94.43,567.3,3158.91
"K01971",707,290.55,496,228.5,441,456.49,4033.5,353.16,2594.74,7835.5,3165.54,575,1250.46,104.66,1125.1,1495.27
"K01972",18611.73,20200.31,23587.97,2571.61,5749.97,10939.67,20149.09,38224.12,68692.38,34121.15,32373.67,25427.75,35955.69,8404.78,64039.97,22307.5
"K01974",379.24,1359.75,1540.83,246.92,1067.76,159.16,336.58,348.54,5333,284.59,754.59,368,1019.51,101.24,452.92,457.93
"K01975",12213.41,12716.01,13336.56,1736.27,4247.03,3596.31,11036.35,18812,32922.46,24574.34,28158.64,23313.67,31769.46,6981.24,62593.97,11652.17
"K01989",5857.1,521.5,568.23,314.16,498.89,961.15,2498.27,1050.31,4882.42,1400.68,1049.37,1523.76,2301.5,136.39,684.93,7155.01
"K01990",87978.35,42149.71,56019.61,9333.59,21226.91,40648.21,105103.19,69583.42,243933.45,230683.15,135622.43,103484.75,143379.19,33520.65,482728.24,72723.82
"K01991",12665.81,5534.73,12230.36,3110.28,7985.67,7693.02,10671.26,7511.03,61773.28,6508.74,27672.29,23722.89,32595.84,6988.74,6463.56,17240.33
"K01992",78152.07,48731.82,60321.92,9497.03,21936.25,40716.91,104926.54,84028.96,236453.05,212883.48,113318.75,83795.28,121761.31,27053.99,423647.1,73528.96
"K01993",11445.01,12805.32,13996.42,1250.17,2858.58,6293.28,8854.92,19978.37,52867.33,6169.57,26939.73,22360.88,30334.88,6847.2,5966.86,12563.73
"K01994",239,103,192.5,87.17,198.17,96.33,1760.67,259.33,656.5,755,351.67,196,179,66.5,559,639.5
"K01995",6373.04,10968.02,11891.77,2061.49,4980.75,4447.99,9595.24,19889.96,25232.39,27780.98,8596.13,4157.99,7861.52,2005.94,59143.14,15814.8
"K01996",6651.04,11756.02,12472.27,2143.99,5148.92,4883.99,10316.41,20402.46,29308.89,28325.98,9506.8,4850.99,9228.02,2106.94,59360.31,17203.13
"K01997",6570.04,11054.35,12074.1,2105.49,5048.75,4564.66,10293.57,19947.3,26012.39,28661.65,8698.13,4852.99,8823.52,1985.94,59278.03,16819.35
"K01998",6591.54,11091.52,12159.27,2129.66,5115.58,4600.32,10935.41,20113.62,26209.56,29965.81,8841.13,5037.16,8910.85,2110.27,59357.48,17126.47
"K01999",8843.91,13896.49,15520.79,3087.53,7484.56,6635.77,13710.06,22140.25,36777.14,31364.1,12335.44,6963.98,15811.86,3013.95,60774.7,26432.76
"K02000",1944.55,8444.76,9485.59,958.44,2622.44,2455.12,5797.05,17342.12,15452.48,3233.52,3813.28,1758.97,3589.26,765.77,1605.58,8285.69
"K02001",1786.08,8331.76,9107.89,904.44,2430.87,1784.99,4049.65,16187.12,12336.42,2680.52,3190.35,1619.17,3195.89,696.74,1386.48,7680.19
"K02002",1928.55,8547.26,9619.59,963.44,2588.44,2442.12,5134.43,16995.12,15804.86,3333.14,4009.66,1960.97,3676.38,734.77,1709.7,8580.07
"K02003",59663.7,39282.78,49591.92,5823.42,12402.38,26908.83,67223.14,69842.1,168818.5,130213.84,93575.46,77291.34,108413.92,23361.38,246970.55,55926.47
"K02004",61893.95,46462.27,57978.48,6083.76,12873.77,29953.31,61676.84,85684,195661.14,111928.6,95118.74,84859.62,113695.85,22826.95,191623.62,56653.41
"K02005",12456.88,10756.42,13253.03,980.84,1659.82,5814.29,10811.26,19737.13,46924.7,6892.4,26940.06,23061.05,33273.39,6354.02,6377.31,9656.8
"K02006",3115.89,7519.25,5889.08,422.33,1854.43,913.39,1444.6,13981.54,3105.65,1498.68,1146.68,986.65,693.67,123.9,489.17,2729.6
"K02007",3386.89,7660.25,6136.08,492.33,1938.43,994.39,2490.6,14188.04,4295.65,1710.68,1243.68,1159.65,1869.67,142.9,548.17,3452.6
"K02008",3365.89,7650.25,6084.08,485.33,1927.43,977.89,2388.1,14174.04,3730.65,1708.18,1239.68,773.65,1797.67,125.4,533.17,3406.6
"K02009",493.89,7416.25,5722.58,206.33,910.43,627.42,629.43,14160.38,2626.44,1295.01,934.01,215.82,413.17,47.4,442.84,2558.6
"K02010",16214.84,27245,27234.62,1325.14,2597.08,8553.02,14081.2,49909.22,64855.39,11884,34658.9,24118.41,35101.72,7288.76,7849.86,18590.03
"K02011",16179.42,27243.5,27207.2,1298.97,2562,8540.02,13005.45,49930.64,64507.55,11340.83,34808.15,23751.82,35056.63,7277.92,7823.93,18476.53
"K02012",16019.89,25345.67,27074.57,1275.47,2543.65,7774.57,13955.85,49729.39,62774.7,11554.5,34610.17,23651.79,34210.22,7307.62,7787.19,17489.28
"K02013",26804.34,44743.83,47336.28,6268.54,16033.98,21737.4,40057.26,79994.76,132652.13,64606.46,46405.11,33480.31,54811.4,11389.44,126819.59,53860.81
"K02014",51493.87,49225.72,64515.02,8059.94,18974.89,26052.36,41523.03,84989.5,207249.76,25834.54,113093.77,94124.62,134629.17,27946,25464.44,66241.6
"K02015",32369.53,59826.04,63145.58,7222.43,17787.76,28080.18,57162.15,113287.38,169272.7,65102.93,50808.45,35958.12,58731.31,12668.31,129930.24,64466.76
"K02016",30514.26,52440.13,54603.3,6339.23,15726.55,21529.59,49162.15,94812.28,137319.62,71924.26,47804.18,34538.5,57126.26,12148.37,128299.77,56477.83
"K02017",12165.9,12888.64,15882.12,1681.5,4147.47,8037.19,14348.64,21644.48,57445.94,29804.46,27972.39,22940.68,31580.9,6842.33,62268.65,13475.97
"K02018",12709.9,13048.64,16110.62,1804.34,4423.97,8179.35,16187.15,21941.47,58492.11,30640.79,28499.56,23377.35,32040.23,6998.16,62981.99,14372.14
"K02019",1446.41,7914.66,7369.96,748.83,1991.13,1756.39,2527.26,15109.7,8937.15,2473.26,2260.62,1041.35,2113.79,626.01,993.94,6486.28
"K02020",13912.16,13999.09,17117.36,2462.23,6187.96,9671.38,17953.03,23845.46,64131.37,32056.35,30124.77,24505.44,33666.18,7905.45,63660.8,19375.54
"K02021",309.58,194.5,260.08,22.33,20.17,113.58,128.25,25.67,124.74,372.33,241.17,90.41,232.91,73.99,177.07,75.25
"K02022",394,267,836,600,1663,467,1171.71,212.14,3499,508.86,604,631,1142,86,205,2950
"K02024",2491.85,12125.11,8944.6,1337.79,3651.48,3981.11,2712.31,17191.37,16275.77,2566.88,3045.06,2076.01,3061.29,1451.34,1559.54,8821.88
