OTUID	WDG002	WDG018	WDG033	WDG040	WDG058	WDG127	WDG132	WDG154	WDG004	WDG092	WDG048	WDG140	WDG146	WDG087
300401	34.0	0.0	6.0	1.0	6.0	36.0	27.0	24.0	2.0	13.0	0.0	23.0	1.0	0.0
231752	6.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
342947	22.0	78.0	19.0	3.0	3.0	50.0	7.0	5.0	1.0	4.0	1.0	48.0	3.0	8.0
197874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
779725	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
808372	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
299996	7.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
299858	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0
145292	1.0	42.0	3.0	0.0	0.0	1.0	2.0	0.0	27.0	2.0	4.0	0.0	0.0	0.0
342788	16.0	0.0	9.0	0.0	8.0	13.0	14.0	9.0	1.0	7.0	3.0	2.0	1.0	1.0
327209	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
515299	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
301160	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
292816	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043812	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147182	0.0	0.0	0.0	1.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0
301655	0.0	6.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
1109395	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	19.0	713.0
530700	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495451	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197589	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365574	2.0	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0	1.0	0.0	0.0	0.0	6.0
331863	0.0	0.0	81.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310178	0.0	7.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	20.0	14.0	4.0	0.0
842596	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
527762	1.0	0.0	7.0	0.0	4.0	0.0	1.0	3.0	0.0	2.0	4.0	2.0	0.0	0.0
301293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
798490	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
335256	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757005	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
583958	3.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
572263	6.0	12.0	9.0	13.0	37.0	99.0	23.0	14.0	2.0	2.0	0.0	5.0	0.0	0.0
540055	1.0	0.0	1.0	0.0	0.0	1.0	2.0	7.0	2.0	1.0	0.0	1.0	0.0	1.0
191849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
333166	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0
287826	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165935	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4337622	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749798	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
4338990	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
470382	10.0	18.0	7.0	9.0	12.0	14.0	35.0	70.0	5.0	0.0	22.0	1.0	0.0	0.0
270786	3.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1385.0	0.0	0.0	0.0
294014	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
513106	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	1.0
230132	4.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	16.0	0.0	157.0	2.0	0.0	1.0
321902	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146776	8.0	0.0	1.0	0.0	1.0	3.0	7.0	4.0	0.0	30.0	1.0	11.0	0.0	1.0
569719	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370183	13.0	0.0	4.0	1.0	1.0	1.0	1.0	34.0	0.0	3.0	0.0	0.0	0.0	0.0
4315787	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206186	2.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
254376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
747563	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291786	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532188	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344284	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324244	0.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
187492	0.0	16.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	21.0	14.0	2.0	1.0
113235	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0
4375860	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
4318694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
177446	4.0	17.0	15.0	2.0	16.0	0.0	52.0	9.0	20.0	8.0	4.0	6.0	0.0	1.0
33112	1.0	0.0	1.0	1.0	10.0	20.0	2.0	17.0	0.0	1.0	2.0	1.0	0.0	0.0
520320	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
336275	1.0	0.0	1.0	0.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0
17598	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345172	0.0	0.0	10.0	0.0	0.0	0.0	0.0	18.0	1.0	1.0	1.0	0.0	0.0	0.0
918313	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
350970	1.0	0.0	10.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
322580	15.0	0.0	13.0	0.0	71.0	50.0	2.0	1.0	50.0	0.0	56.0	1.0	0.0	1.0
366633	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
372213	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	2353.0	639.0
4406819	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189698	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235127	304.0	8.0	6.0	1.0	3.0	0.0	3.0	0.0	0.0	37.0	1.0	277.0	0.0	0.0
182643	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
628982	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529873	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
350127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
289686	2.0	0.0	0.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
308386	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337167	11.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0
1142756	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395587	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709056	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
360253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
350052	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843553	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0
4352242	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
511510	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0
184285	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198826	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279107	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352081	17.0	4.0	7.0	3.0	65.0	14.0	52.0	20.0	29.0	25.0	4.0	3.0	0.0	1.0
515953	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1129069	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
218070	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657491	14.0	0.0	1.0	2.0	8.0	0.0	0.0	0.0	0.0	1.0	44.0	17.0	0.0	0.0
325910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
537219	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229533	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	0.0
524848	3.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
341752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
509788	10.0	0.0	21.0	0.0	10.0	16.0	16.0	0.0	0.0	33.0	9.0	14.0	3.0	0.0
232800	11.0	0.0	3.0	2.0	2.0	0.0	1.0	21.0	1.0	18.0	0.0	0.0	0.0	0.0
367433	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
361683	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
1016598	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4309760	0.0	45.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	12.0	1.0	1.0	4.0
148988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
232975	1.0	2.0	0.0	0.0	6.0	1.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
303066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
289047	1.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
332353	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	16.0	2.0	3.0
300613	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
1009894	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
154859	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
334699	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
1081348	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0
295622	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
366376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1077751	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0
361619	0.0	1.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	3.0	0.0	1.0	0.0	2.0
561676	45.0	59.0	18.0	8.0	61.0	102.0	198.0	338.0	51.0	28.0	20.0	13.0	2.0	0.0
188906	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336281	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297875	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334555	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0
518743	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
210262	1.0	1.0	1.0	0.0	1.0	14.0	22.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0
363400	3.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0
198133	0.0	0.0	1.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
192419	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	52.0	1.0	0.0
320888	1.0	0.0	3.0	0.0	16.0	59.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
304472	0.0	0.0	0.0	0.0	1.0	0.0	0.0	79.0	1.0	0.0	0.0	0.0	0.0	0.0
214450	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149627	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291094	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167910	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2526440	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4478840	60.0	6.0	129.0	2.0	65.0	27.0	117.0	58.0	21.0	518.0	7.0	9.0	6.0	1.0
815828	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313089	1.0	4.0	3.0	1.0	5.0	2.0	8.0	4.0	2.0	7.0	0.0	0.0	0.0	0.0
817995	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
299131	3.0	0.0	15.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
840291	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162867	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584107	1.0	0.0	1.0	0.0	0.0	4.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
146477	100.0	19.0	9.0	4.0	7.0	2.0	26.0	7.0	34.0	6.0	29.0	15.0	0.0	1.0
575589	8.0	59.0	119.0	0.0	17.0	1.0	13.0	1.0	7.0	0.0	12.0	0.0	0.0	0.0
617098	114.0	0.0	166.0	10.0	20.0	4.0	54.0	12.0	2.0	82.0	6.0	9.0	1.0	5.0
337116	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
367947	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613933	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0
524444	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1100992	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303320	0.0	0.0	7.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
211354	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0
195252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
548679	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355728	12.0	0.0	20.0	5.0	34.0	0.0	12.0	37.0	39.0	62.0	0.0	0.0	0.0	0.0
42395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
608293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
1085703	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
361811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0
296941	3.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	8.0	1.0	0.0	0.0	0.0	0.0
34789	3.0	1.0	1.0	0.0	2.0	7.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
4303849	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
513208	1.0	0.0	0.0	0.0	0.0	0.0	91.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1646255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
1127702	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149744	40.0	22.0	25.0	18.0	25.0	51.0	4.0	123.0	54.0	53.0	17.0	7.0	16.0	6.0
296649	2.0	0.0	13.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
355424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4352318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
623204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
205781	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
4439440	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
199279	0.0	0.0	3.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
361398	1.0	0.0	2.0	0.0	0.0	1.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
4438608	1.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	108.0
