"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K04788"	3.53306953080837e-05	3.46260387811634e-05	9.00707401736287e-05	1.47755774480361e-05	1.2786906208043e-05	3.71699617149394e-05	4.44299635674299e-05	7.47643587621158e-05	4.36941988668638e-05	2.36917700713715e-05	0	4.70859056189181e-05	2.02543952037592e-05	9.15394649518274e-06	5.83307533192442e-05	5.07843000336446e-05	0	2.49449651705924e-05	3.48874878516783e-05	0	1.38041467656884e-05	9.82839620230771e-05	0	1.05473549870531e-05	0	5.73475207624092e-05	0
"K04790"	1.17768984360279e-05	2.59695290858726e-05	1.3857036949789e-05	0	0	0	0	5.34031134015113e-06	3.64118323890531e-05	0	1.38595656412128e-05	1.04635345819818e-05	4.05087904075184e-06	0	4.48698102455725e-06	0	0	1.87087238779443e-05	0	0	0	0	0	5.27367749352656e-06	0	0	2.60715403066013e-05
"K04791"	1.17768984360279e-05	1.73130193905817e-05	0	0	1.2786906208043e-05	0	0	1.06806226803023e-05	0	1.18458850356857e-05	9.2397104274752e-06	1.04635345819818e-05	8.10175808150369e-06	0	0	0	0	1.87087238779443e-05	9.9678536719081e-06	0	9.20276451045894e-06	0	0	0	0	1.04268219568017e-05	0
"K04789"	8.24382890521952e-05	1.73130193905817e-05	2.07855554246835e-05	7.38778872401807e-06	2.55738124160859e-05	0	2.46833130930166e-05	3.73821793810579e-05	2.91294659112425e-05	1.18458850356857e-05	2.77191312824256e-05	4.70859056189181e-05	0	2.28848662379568e-05	8.97396204911449e-06	3.80882250252335e-05	0	1.24724825852962e-05	2.49196341797702e-05	1.12229666790119e-05	4.60138225522947e-06	3.93135848092308e-05	3.49166075024151e-05	2.63683874676328e-05	4.15270895047202e-05	5.21341097840084e-06	0
"K04792"	2.35537968720558e-05	0	6.92851847489451e-06	1.47755774480361e-05	7.67214372482578e-06	8.25999149220876e-06	9.87332523720664e-06	1.06806226803023e-05	0	1.77688275535286e-05	2.3099276068688e-05	3.13906037459454e-05	1.62035161630074e-05	3.66157859807309e-05	2.24349051227862e-05	1.26960750084111e-05	0	0	9.9678536719081e-06	1.12229666790119e-05	0	3.93135848092308e-05	5.81943458373584e-06	0	0	1.56402329352025e-05	2.60715403066013e-05
"K04793"	0	3.46260387811634e-05	1.3857036949789e-05	7.38778872401807e-06	1.02295249664344e-05	0	9.87332523720664e-06	4.2722490721209e-05	0	3.55376551070572e-05	0	5.2317672909909e-06	0.000121526371222555	0	1.34609430736717e-05	0	0	0	4.98392683595405e-06	0	1.38041467656884e-05	0	2.32777383349434e-05	2.10947099741062e-05	2.76847263364802e-05	1.04268219568017e-05	1.30357701533007e-05
"K04781"	0	0	1.3857036949789e-05	7.38778872401807e-06	0	0	0	0	0	2.36917700713715e-05	4.6198552137376e-06	0	8.10175808150369e-06	2.74618394855482e-05	1.7947924098229e-05	1.26960750084111e-05	0	1.87087238779443e-05	0	0	0	0	1.16388691674717e-05	1.05473549870531e-05	0	0	0
"K01909"	0	8.65650969529086e-06	6.92851847489451e-06	1.10816830860271e-05	2.04590499328687e-05	2.06499787305219e-05	0	5.34031134015113e-06	7.28236647781063e-06	1.18458850356857e-05	1.38595656412128e-05	0	0	4.57697324759137e-06	8.97396204911449e-06	1.26960750084111e-05	2.64203119358163e-05	1.24724825852962e-05	2.49196341797702e-05	1.12229666790119e-05	4.60138225522947e-06	0	1.74583037512075e-05	5.27367749352656e-06	0	2.60670548920042e-05	0
"K14448"	0.000412191445260976	0.000129847645429363	0.000173212961872363	0.000339838281304831	0.000393836711207723	0.000412999574610438	0.000167846529032513	0.000144188406184081	0.000211188627856508	0.000189534160570972	0.000217133195045667	0.000120330647692791	5.67123065705258e-05	0.000270041421607891	0.000143583392785832	0.000190441125126167	0.000387497908391972	0.000286867099461812	0.000289067756485335	0.000246905266938262	0.000202460819230097	0.000353822263283077	0.000261874556268113	0.000305873294624541	0.000373743805542482	0.000411859467293666	0.000299822713525915
"K14449"	4.71075937441115e-05	4.32825484764543e-05	9.69992586485232e-05	0.000129286302670316	0.000135541205805255	0.000156939838351966	6.91132766604465e-05	0.000106806226803023	0.000138364963078402	5.33064826605858e-05	6.46779729923264e-05	0.0001150988804018	2.02543952037592e-05	6.40776254662792e-05	0.000134609430736717	6.98284125462613e-05	0.000140908330324353	9.97798606823695e-05	0.000144533878242667	0.000168344500185179	0.000179453907953949	0.00021622471645077	0.000186221906679547	0.000189852389766956	0.000138423631682401	0.000161615740330426	0.000104286161226405
"K14451"	0	2.59695290858726e-05	1.3857036949789e-05	3.69389436200904e-06	2.55738124160859e-06	4.12999574610438e-06	0	0	7.28236647781063e-06	0	4.6198552137376e-06	0	0	0	0	6.34803750420557e-06	1.76135412905442e-05	0	4.98392683595405e-06	0	4.60138225522947e-06	0	0	0	2.76847263364802e-05	0	0
"K08691"	0.000341530054644809	0.000380886426592798	0.000415711108493671	0.000432185640355057	0.000409180998657375	0.000458429527817586	0.000404806334725472	0.000453926463912846	0.000444224355146448	0.000408683033731158	0.00034648914103032	0.000507481427226117	0.000230900105322855	0.000498890083987459	0.000444211121431167	0.000469754775311213	0.000660507798395406	0.000604915405386865	0.00039373022004037	0.000381580867086406	0.000358907815907899	0.000629017356947693	0.000430638159196452	0.000390252134520965	0.000581379253066083	0.000474420399034476	0.000482323495672124
"K03406"	0.00155455059355568	0.00150623268698061	0.00137184665802911	0.0006131864640935	0.000631673166677322	0.000636019344900075	0.00144644214725077	0.00137780032575899	0.00126713176713905	0.00151035034204993	0.00169086700822796	0.00148059014335042	0.0160657862756218	0.00135936105453464	0.00162877411191428	0.0013711761009084	0.000616473945169046	0.000898018746141326	0.000553215878790899	0.00179567466864191	0.000676403191518732	0.000432449432901539	0.000750707061301924	0.000801598979016037	0.000927438332272086	0.000964481031004155	0.000690895818124935
"K14468"	0	0	0	0	0	0	0	5.34031134015113e-06	7.28236647781063e-06	0	0	3.13906037459454e-05	4.05087904075184e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60715403066013e-05
"K00399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98392683595405e-06	0	0	0	0	0	0	0	0
"K19280"	0.00016487657810439	9.52216066481995e-05	6.92851847489451e-05	5.17145210681265e-05	4.85902435905633e-05	6.19499361915657e-05	9.87332523720664e-05	0.000138848094843929	8.01060312559169e-05	9.47670802854858e-05	6.9297828206064e-05	7.84765093648635e-05	3.64579113667666e-05	5.0346705723505e-05	8.52526394665877e-05	0.000107916637571495	1.76135412905442e-05	4.36536890485367e-05	2.49196341797702e-05	5.61148333950597e-05	2.76082935313768e-05	7.86271696184617e-05	2.32777383349434e-05	7.91051624028984e-05	1.38423631682401e-05	1.04268219568017e-05	3.9107310459902e-05
"K13935"	0	0	0	0	5.11476248321719e-06	0	4.93666261860332e-06	0	0	0	4.6198552137376e-06	1.04635345819818e-05	4.05087904075184e-06	0	4.48698102455725e-06	0	0	0	0	0	4.60138225522947e-06	0	0	5.27367749352656e-06	0	0	0
"K14028"	0	1.73130193905817e-05	2.77140738995781e-05	2.21633661720542e-05	1.2786906208043e-05	1.65199829844175e-05	1.480998785581e-05	1.06806226803023e-05	7.28236647781063e-06	1.77688275535286e-05	2.3099276068688e-05	1.56953018729727e-05	0	4.57697324759137e-06	1.34609430736717e-05	0	1.76135412905442e-05	6.2362412926481e-06	2.49196341797702e-05	3.36689000370358e-05	1.38041467656884e-05	0	1.74583037512075e-05	3.16420649611594e-05	0	0	1.30357701533007e-05
"K14029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08536439136034e-05	0
"K00024"	0.00140145091388732	0.00121191135734072	0.00170441554482405	0.00140367985756343	0.0015779042260725	0.00142071853665991	0.00157479537533446	0.00159141277936504	0.00155842642625147	0.00176503687031717	0.00139519627454876	0.00164277492937114	0.000883091630883902	0.00129070645582077	0.00150762562425123	0.00138387217591682	0.00154118486292262	0.00152164287540614	0.0015400333923098	0.00209869476897523	0.00148624646843912	0.00171014093920154	0.00158288620677615	0.00180887138027961	0.00170261066969353	0.00181426702048349	0.00138179163624987
"K01576"	0.000482852835877143	0.000649238227146814	0.000394925553068987	0.000616880358455509	0.000598427210536411	0.000512119472516943	0.000429489647818489	0.000491308643293904	0.000626283517091714	0.000556756596677229	0.000471225231801235	0.000402846081406299	0.000259256258608118	0.000494313110739868	0.000421776216308381	0.000418970475277568	0.000405111449682516	0.00065480533572805	0.000677814049689751	0.000650932067382692	0.000506152048075242	0.00047176301771077	0.000407360420861509	0.000611746589249081	0.000719802884748484	0.000651676372300105	0.000638752737511732
"K07799"	0.000471075937441116	0.000380886426592798	0.000415711108493671	0.000539308576853319	0.000695607697717537	0.000660799319376701	0.000444299635674299	0.000550052068035566	0.00045878908810207	0.000574525424230758	0.000480464942228711	0.000381919012242335	0.000206594831078344	0.00046685127125432	0.000462159045529396	0.000323749912714484	0.000783802587429216	0.000604915405386865	0.000583119439806624	0.000392803833765418	0.000616585222200749	0.000746958111375386	0.000523749112536226	0.000632841299223187	0.000387586168710722	0.000469206988056075	0.000560538116591928
"K07788"	0.00120124364047484	0.00128116343490305	0.00133720406565464	0.00152927226587174	0.00137331372674381	0.00163547831545734	0.00140201218368334	0.00153266935462337	0.00139093199726183	0.00159327153729973	0.00142753526104492	0.00151721251438736	0.000603580977072025	0.00144632354623887	0.00137750317453907	0.00154892115102616	0.00130340205550027	0.0014655167037723	0.00144533878242667	0.00140287083487649	0.00148164508618389	0.00129734829870462	0.00138502543092913	0.00170867150790261	0.00109354669029097	0.00137112708731942	0.00153822087808948
"K07789"	0.000965705671754287	0.00120325484764543	0.00119863369615675	0.0014295371180975	0.00139121539543507	0.00172220822612553	0.00126872229298105	0.00113214600411204	0.0013690848978284	0.00136227677910386	0.00143677497147239	0.00140734540127655	0.000546868670501499	0.00142801565324851	0.00127430261097426	0.00101568600067289	0.0015764119455037	0.0012971381888708	0.0016596476363727	0.00143653973491353	0.00155066582001233	0.00141528905313231	0.00158288620677615	0.00159265060304502	0.00159187176434761	0.00135548685438422	0.00142089894670977
"K02546"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48698102455725e-06	6.34803750420557e-06	0	0	0	0	1.38041467656884e-05	0	5.81943458373584e-06	0	0	1.04268219568017e-05	0
"K02547"	0	0	0	0	0	0	4.93666261860332e-06	0	0	0	0	0	0	0	4.48698102455725e-06	0	0	0	0	0	4.60138225522947e-06	0	0	5.27367749352656e-06	0	0	0
"K09709"	0.00016487657810439	7.79085872576177e-05	1.3857036949789e-05	2.58572605340632e-05	6.64919122818234e-05	4.54299532071482e-05	8.39232645162564e-05	9.61256041227204e-05	0.000101953130689349	5.33064826605858e-05	6.9297828206064e-05	0.000104635345819818	0.000101271976018796	7.32315719614619e-05	0.000107687544589374	5.07843000336446e-05	7.92609358074488e-05	8.10711368044252e-05	3.98714146876324e-05	7.85607667530835e-05	6.90207338284421e-05	1.96567924046154e-05	0.000104749822507245	3.69157424546859e-05	9.68965421776806e-05	6.77743427192109e-05	1.30357701533007e-05
"K07406"	0.000400414546824948	0.000372229916897507	0.000547352959516667	0.000362001647476885	0.000253180742919251	0.000437779549087064	0.000518349574953349	0.000480628020613602	0.000524330386402365	0.000527141884088015	0.000457365666160023	0.00040807784869729	0.000822328445272624	0.00046685127125432	0.000448698102455725	0.000495146925328035	0.000290623431293979	0.000374174477558886	0.000388746293204416	0.000336689000370358	0.000317495375610834	0.000334165470878462	0.000442277028363924	0.000416620521988598	0.000415270895047202	0.000354511946531257	0.00059964542705183
"K02548"	0.000412191445260976	0.000372229916897507	0.00029099777594557	0.000277042077150678	0.000207147880570296	0.000227149766035741	0.000340629720683629	0.000357800859790126	0.000320424125023668	0.000355376551070572	0.000364968561885271	0.000298210735586481	0.000137729887385563	0.000347849966816944	0.000264731880448878	0.000292009725193456	0.00021136249548653	0.000199559721364739	0.000244212414961748	0.000269351200296286	0.000303691228845145	0.000235881508855385	0.000215319079598226	0.000263683874676328	0.000263004900196562	0.000255457137941641	0.000299822713525915
"K01661"	0.000577068023365367	0.000675207756232687	0.000658209255114979	0.000543002471215328	0.000342689086375551	0.000425389561848751	0.000587462851613795	0.000640837360818136	0.000538895119357987	0.000633754849409186	0.000485084797442448	0.000486554358062153	0.000194442193956088	0.000480582190997094	0.000520489798848641	0.000584019450386913	0.000669314569040678	0.000480190579533903	0.000428617707892048	0.000572371300629608	0.000496949283564783	0.000412792640496924	0.00044809646294766	0.000395525812014492	0.000456797984551923	0.000458780166099274	0.000430180415058922
"K02549"	0.000317976257772753	0.000484764542936288	0.000450353700868143	0.000295511548960723	0.000383607186241289	0.00036756962140329	0.000503539587097539	0.000491308643293904	0.000378683056846153	0.000509373056534486	0.000374208272312746	0.000402846081406299	0.000125577250263307	0.000430235485273589	0.000502541874750412	0.000368186175243923	0.0003786911377467	0.000505135544704496	0.000433601634728002	0.00029179713365431	0.000303691228845145	0.000334165470878462	0.000436457593780188	0.000332241682092173	0.000553694526729603	0.000297164425768848	0.000273751173219314
"K02551"	0.000412191445260976	0.000476108033240997	0.000443425182393249	0.000258572605340632	0.000304328367751423	0.000309749680957829	0.000513412912334745	0.000405863661851486	0.000378683056846153	0.000521218941570172	0.000531283349579824	0.000538872030972062	0.000121526371222555	0.000393619699292858	0.000453185083480282	0.000438014587790185	0.000264203119358163	0.000268158375583868	0.000279099902813427	0.000437695700481465	0.000243873259527162	0.000393135848092308	0.000244416252516905	0.000189852389766956	0.000387586168710722	0.000260670548920042	0.000234643862759412
"K01911"	0.00016487657810439	0.000493421052631579	0.000443425182393249	0.000358307753114876	0.000304328367751423	0.000346919642672768	0.000419616322581282	0.000395183039171184	0.000327706491501478	0.000456066573873901	0.000374208272312746	0.000371455477660354	7.6966701774285e-05	0.000352426940064535	0.000363445462989137	0.000355490100235512	0.0003786911377467	0.000311812064632405	0.000269132049141519	0.000303020100333322	0.000289887082079457	0.000275195093664616	0.000302610598354264	0.000200399744754009	0.000359901442374242	0.000291951014790447	0.000234643862759412
"K02552"	0.000341530054644809	0.000328947368421053	0.000401854071543882	0.000181000823738443	0.00014577073077169	9.08599064142964e-05	0.00017771985426972	0.000181570585565138	0.000334988857979289	0.000195457103088815	0.000263331747183043	0.000162184786020718	9.31702179372924e-05	0.000270041421607891	0.000174992259957733	0.000311053837706073	0.000158521871614898	0.00016214227360885	0.0001844052929303	0.000224459333580239	8.28248805941305e-05	0.000275195093664616	0.000116388691674717	0.000210947099741062	0.000263004900196562	0.000151188918373624	0.000117321931379706
"K08680"	1.17768984360279e-05	6.0595567867036e-05	5.54281477991561e-05	3.69389436200904e-05	1.53442874496516e-05	2.06499787305219e-05	9.87332523720664e-05	8.54449814424181e-05	5.8258931822485e-05	2.96147125892143e-05	4.15786969236384e-05	7.84765093648635e-05	2.83561532852629e-05	9.15394649518274e-05	8.97396204911449e-05	6.34803750420557e-06	8.80677064527209e-06	2.49449651705924e-05	2.99035610157243e-05	0	1.84055290209179e-05	1.96567924046154e-05	1.74583037512075e-05	5.27367749352656e-05	0	5.21341097840084e-06	3.9107310459902e-05
"K00320"	0.000259091765592614	0.000311634349030471	0.000394925553068987	0.000380471119286931	0.000457771242247938	0.000429519557594856	0.000370249696395249	0.000443245841232544	0.000327706491501478	0.000349453608552729	0.000397307548381434	0.000371455477660354	0.000141780766426315	0.000320388127331396	0.000327549614792679	0.000380882250252335	0.000431531761618332	0.000449009373070663	0.00039373022004037	0.00029179713365431	0.000354306433652669	0.000275195093664616	0.000360804944191622	0.000437715231962705	0.000318374352869522	0.000406646056315265	0.000456251955365523
"K00651"	3.53306953080837e-05	5.19390581717451e-05	0.000131641851022996	5.17145210681265e-05	3.58033373825203e-05	1.65199829844175e-05	2.96199757116199e-05	6.94240474219647e-05	8.73883977337276e-05	4.73835401427429e-05	3.69588417099008e-05	5.2317672909909e-05	0.000421291420238192	1.83078929903655e-05	0.000125635468687603	8.25244875546725e-05	7.04541651621767e-05	1.87087238779443e-05	4.98392683595405e-06	6.73378000740716e-05	5.06152048075242e-05	1.96567924046154e-05	3.49166075024151e-05	2.63683874676328e-05	0	1.04268219568017e-05	1.30357701533007e-05
"K01760"	0.000317976257772753	0.000320290858725762	0.000367211479169409	0.000476512372699166	0.000432197429831852	0.0005658094172163	0.000424552985199885	0.000453926463912846	0.000436941988668638	0.000379068321141943	0.000494324507869923	0.000298210735586481	0.000550919549542251	0.000338696020321761	0.000336523576841794	0.000406274400269157	0.000484372385489965	0.000473954338241255	0.000503376610431359	0.000505033500555537	0.000538361723861848	0.00068798773416154	0.000506290808785018	0.000574830846794395	0.000470640347720163	0.00037015217946646	0.000443216185212222
"K12525"	0	0	6.92851847489451e-06	0	2.55738124160859e-06	0	0	5.34031134015113e-06	0	1.18458850356857e-05	0	1.04635345819818e-05	4.05087904075184e-06	9.15394649518274e-06	0	0	0	6.2362412926481e-06	4.98392683595405e-06	0	0	0	5.81943458373584e-06	0	0	0	2.60715403066013e-05
"K10764"	0.000211984171848502	0.000259695290858726	0.000360282960694515	0.00038416501364894	0.000314557892717857	0.00030148968946562	0.000291263094497596	0.000218952764946196	0.000334988857979289	0.000189534160570972	0.000124736090770915	0.000204038924348645	0.000668395041724054	0.00023342563562716	0.000237809994301534	0.000247573462664017	0.000290623431293979	0.000137197308438258	0.000229260634453886	0.000179567466864191	0.000211663583740556	0.000373479055687693	0.000343346640440415	0.000348062714572753	0.000290689626533042	0.00037015217946646	0.000312858483679216
"K10542"	0	5.19390581717451e-05	1.3857036949789e-05	1.47755774480361e-05	1.02295249664344e-05	4.12999574610438e-06	2.46833130930166e-05	1.06806226803023e-05	7.28236647781063e-06	1.77688275535286e-05	9.2397104274752e-06	1.04635345819818e-05	0	4.57697324759137e-06	4.48698102455725e-06	1.26960750084111e-05	4.40338532263604e-05	1.24724825852962e-05	9.9678536719081e-06	2.24459333580239e-05	1.84055290209179e-05	3.93135848092308e-05	1.74583037512075e-05	5.27367749352656e-06	1.38423631682401e-05	0	3.9107310459902e-05
"K10540"	0	0	0	1.10816830860271e-05	0	0	0	0	0	0	0	0	0	9.15394649518274e-06	0	0	0	0	0	0	0	0	1.16388691674717e-05	0	0	0	0
"K10541"	0	8.65650969529086e-06	0	0	1.02295249664344e-05	1.23899872383131e-05	0	5.34031134015113e-06	7.28236647781063e-06	5.92294251784286e-06	0	0	0	0	0	0	1.76135412905442e-05	6.2362412926481e-06	4.98392683595405e-06	0	0	0	1.16388691674717e-05	1.58210324805797e-05	0	0	1.30357701533007e-05
"K05712"	0.000765498398341813	0.000657894736842105	0.000672066292064768	0.000735084978039798	0.000657246979093408	0.000549289434231883	0.000626956152562622	0.000560732690715869	0.000444224355146448	0.000633754849409186	0.000720697413343066	0.000617348540336926	0.000409138783115936	0.000608737441929652	0.000605742438315228	0.000672891975445791	0.000528406238716325	0.000667277818313346	0.000702733683869521	0.000763161734172811	0.00069941010279488	0.000668330941756924	0.000593582327541056	0.00064338865421024	0.000650591068907284	0.00068295683817051	0.000756074668891438
"K05713"	3.53306953080837e-05	9.52216066481995e-05	2.77140738995781e-05	2.21633661720542e-05	3.06885748993031e-05	1.65199829844175e-05	2.46833130930166e-05	3.20418680409068e-05	2.18470994334319e-05	4.14605976249001e-05	1.84794208549504e-05	3.66223710369363e-05	4.05087904075184e-05	2.74618394855482e-05	0	1.90441125126167e-05	2.64203119358163e-05	0	0	0	3.68110580418358e-05	0	2.90971729186792e-05	1.05473549870531e-05	0	1.04268219568017e-05	0
"K05714"	0.000153099679668363	0.00010387811634349	0.000124713332548101	5.17145210681265e-05	6.64919122818234e-05	3.71699617149394e-05	5.43032888046365e-05	9.07852927825692e-05	5.09765653446744e-05	0.000106612965321172	0.000110876525129702	0.000188343622475672	7.29158227335332e-05	5.49236789710964e-05	0.000139096411761275	8.8872525058878e-05	0.000114488018388537	8.10711368044252e-05	7.47589025393107e-05	0.000112229666790119	6.90207338284421e-05	7.86271696184617e-05	0.000104749822507245	6.32841299223187e-05	0.000207635447523601	3.1280465870405e-05	0.00019553655229951
"K02554"	3.53306953080837e-05	5.19390581717451e-05	4.15711108493671e-05	2.21633661720542e-05	1.02295249664344e-05	0	9.87332523720664e-06	2.13612453606045e-05	2.18470994334319e-05	1.18458850356857e-05	5.54382625648512e-05	7.32447420738726e-05	4.05087904075184e-05	2.28848662379568e-05	4.03828292210152e-05	0	2.64203119358163e-05	1.24724825852962e-05	1.99357073438162e-05	3.36689000370358e-05	2.76082935313768e-05	0	5.81943458373584e-05	2.63683874676328e-05	0	3.64938768488059e-05	5.21430806132026e-05
"K04073"	3.53306953080837e-05	6.92520775623269e-05	0.000221712591196624	0.000110816830860271	9.20657246979093e-05	0.000128029868129236	0.000167846529032513	0.000138848094843929	0.000203906261378698	0.000136227677910386	0.00013397580119839	0.000219734226221618	3.64579113667666e-05	0.000183078929903655	0.000121148487663046	9.52205625630836e-05	7.04541651621767e-05	6.2362412926481e-05	9.46946098831269e-05	0.000190790433543203	0.000289887082079457	0.000196567924046154	0.000186221906679547	0.000216220777234589	0.000124581268514161	0.000161615740330426	0.000156429241839608
"K00791"	0.000765498398341813	0.000813711911357341	0.000845279253937131	0.000605798675369482	0.000682820791509494	0.00073513924280658	0.000720752742316085	0.000683559851539345	0.000604436417658282	0.000740367814730358	0.000679118716419427	0.000674897980537826	0.000717005590213076	0.000860470970547177	0.000865987337739549	0.000749068425496258	0.000863063523236664	0.000548789233753032	0.000642926561838072	0.000942729201037002	0.000588976928669372	0.000570046979733847	0.000675054411713358	0.000574830846794395	0.000595221616234323	0.000599542262516096	0.000808217749504641
"K00140"	0.00181364235914829	0.00197368421052632	0.00220326887501646	0.00192451896260671	0.00174157662553545	0.00195348798790737	0.00168340195294373	0.00185308803503244	0.00207547444617603	0.00180649746794207	0.00186642150634999	0.00190436329392069	0.00113019525236976	0.00178044259331304	0.00169607882728264	0.00198693573881634	0.00208720464292948	0.0016463677012591	0.00176431009992773	0.001885458402074	0.00163349070060646	0.00178876810882	0.00190877454346536	0.00190379757516309	0.00166108358018881	0.00180905360950509	0.00166857857962248
"K00566"	0.00103636706237045	0.00110803324099723	0.00110163443750823	0.0011044744142407	0.00103573940285148	0.00106966889824103	0.00101695249943228	0.00125497316493552	0.000983119474504435	0.00110759025083662	0.000910111477106307	0.000774301559066653	0.000891193388965406	0.0010618577934412	0.0012384067627778	0.00108551441321915	0.000942324459044113	0.00109134222621342	0.00103167285504249	0.000965175134395026	0.000911073686535435	0.000766614903780001	0.000855456883809169	0.0011707564035629	0.000927438332272086	0.000782011646760126	0.00108196892272395
"K11603"	0	0	0	3.69389436200904e-06	2.55738124160859e-06	4.12999574610438e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60138225522947e-06	0	0	0	0	0	0
"K11602"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	1.30357701533007e-05
"K03637"	0.000789052195213868	0.000571329639889197	0.000755208513763502	0.00076463613293587	0.00085416533469727	0.000689709289599432	0.000715816079697481	0.000769004832981763	0.000830189778470412	0.000906210205229958	0.000771515820694179	0.00081615569739458	0.000567123065705258	0.000833009131061629	0.000780734698272961	0.000901421325597192	0.00059005363323323	0.000910491228726622	0.000807396147424556	0.000594817233987632	0.000713214249560568	0.00106146678984923	0.000727429322966981	0.000685578074158453	0.000636748705739044	0.000677743427192109	0.000703931588278235
"K03636"	0.000129545882796307	2.59695290858726e-05	4.84996293242616e-05	9.23473590502259e-05	7.67214372482578e-05	5.78199404454613e-05	0.000123416565465083	5.87434247416624e-05	8.73883977337276e-05	7.69982527319572e-05	5.54382625648512e-05	8.89400439468452e-05	0.0001093737341003	0.000123578277684967	5.83307533192442e-05	5.71323375378502e-05	5.28406238716325e-05	0.000118488584560314	7.47589025393107e-05	8.97837334320954e-05	5.98179693179831e-05	9.82839620230771e-05	5.23749112536226e-05	0.000105473549870531	0.000124581268514161	0.000109481630546418	0.000104286161226405
"K02020"	0.000635952515545506	0.000614612188365651	0.000630495181215401	0.000712921611867744	0.000787673422415447	0.000859039115189711	0.000449236298292902	0.00056607300205602	0.000713671914825442	0.000467912458909586	0.000697598137274378	0.000549335565554044	0.000392935266952929	0.000453120351511545	0.00056984659011877	0.000552279262865885	0.000854256752591392	0.000773293920288364	0.000707717610705475	0.000740715800814787	0.000759228072112863	0.000864898865803078	0.000715790453799509	0.000764683236561351	0.00109354669029097	0.00080807870165213	0.000716967358431536
"K02018"	0.000859713585830036	0.000493421052631579	0.000720565921389029	0.000768330027297879	0.000721181510133623	0.000747529230044893	0.000656576128274241	0.000619476115457531	0.000793777946081359	0.000604140136819972	0.000720697413343066	0.000706288584283771	0.000522563396256988	0.000558390736206147	0.000677534134708144	0.000837940950555136	0.000678121339685951	0.000773293920288364	0.000872187196291958	0.000617263167345656	0.000704011485050109	0.000766614903780001	0.000936928967981471	0.000685578074158453	0.000650591068907284	0.000583902029580894	0.000756074668891438
"K02017"	0.00038863764838892	0.000415512465373961	0.000547352959516667	0.000506063527595238	0.000437312192315069	0.000466689519309795	0.000473919611385919	0.000400523350511335	0.000546177485835797	0.000408683033731158	0.000420406824450122	0.000460395521607199	0.000793972291987361	0.000471428244501911	0.00053843772294687	0.00038723028775654	0.000510792697425781	0.000486426820826551	0.000568167659298761	0.000572371300629608	0.000381914727184046	0.000589703772138462	0.000483013070450075	0.000627567621729661	0.000664433432075524	0.00043792652218567	0.00039107310459902
"K05776"	0	8.65650969529086e-06	0	7.38778872401807e-06	7.67214372482578e-06	1.23899872383131e-05	3.45566383302232e-05	2.13612453606045e-05	0	1.77688275535286e-05	1.38595656412128e-05	1.56953018729727e-05	0	9.15394649518274e-06	1.34609430736717e-05	1.26960750084111e-05	2.64203119358163e-05	0	1.49517805078621e-05	0	4.14124402970652e-05	0	0	5.27367749352656e-06	1.38423631682401e-05	1.04268219568017e-05	2.60715403066013e-05
"K03831"	9.42151874882231e-05	4.32825484764543e-05	9.69992586485232e-05	5.17145210681265e-05	5.88197685569976e-05	4.54299532071482e-05	3.45566383302232e-05	6.40837360818136e-05	5.8258931822485e-05	4.14605976249001e-05	4.15786969236384e-05	0.000125562414983782	1.62035161630074e-05	3.20388127331396e-05	5.3843772294687e-05	0.000107916637571495	0	3.74174477558886e-05	3.48874878516783e-05	0	2.76082935313768e-05	7.86271696184617e-05	3.49166075024151e-05	6.32841299223187e-05	4.15270895047202e-05	8.34145756544134e-05	0
"K02556"	0.000141322781232335	0.000389542936288089	0.000360282960694515	9.9735147774244e-05	0.000115082155872387	8.6729910668192e-05	0.000291263094497596	0.000304397746388614	0.000211188627856508	0.000302070068409986	0.000258711891969306	0.000381919012242335	0.000482054605849469	0.000320388127331396	0.000327549614792679	0.000279313650185045	0.000105681247743265	0.000137197308438258	9.46946098831269e-05	5.61148333950597e-05	0.000151845614422573	0.00021622471645077	9.89303879235094e-05	0.000126568259844637	5.53694526729603e-05	0.00018768279522243	0.000130357701533007
