"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"3599394"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	3.69058163566578e-05	0	0	0	3.31532009415509e-05	7.35456350665588e-05	3.15487270088652e-05
"4368162"	0.000147841513897102	4.53699922871013e-05	6.07459603936338e-05	0	0	0	9.79431929480901e-05	0.000205913845646981	6.99643181977192e-05	3.25034128583501e-05	0.000108268071745642	0.000281576830249397	0	8.92283532015133e-06	0.000295670538542767	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"4368160"	0	0	6.07459603936338e-05	0	0	3.78873986512086e-05	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	6.21523353740017e-05	0	4.85861432319502e-05	0	0	0	0	6.63064018831018e-05	7.35456350665588e-05	3.15487270088652e-05
"262096"	0.000295683027794205	0.000181479969148405	0.000242983841574535	3.15238635647185e-05	0.000126418254795993	3.78873986512086e-05	0.000261181847861574	0.000205913845646981	0.000629678863779472	0.0001300136514334	0.000396982929734021	0.000160901045856798	0.000247328848436882	8.92283532015133e-06	0.000380147835269271	4.28265524625268e-05	0	3.10761676870008e-05	9.9763892121978e-05	4.85861432319502e-05	3.69058163566578e-05	7.06838664074925e-05	0	5.92083839071613e-05	0.000132612803766204	0	3.15487270088652e-05
"807707"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	4.7395611166406e-05	5.92083839071613e-05	0	3.67728175332794e-05	0.000157743635044326
"212889"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	6.6509261414652e-05	0	0	3.53419332037462e-05	9.4791222332812e-05	8.88125758607419e-05	0	3.67728175332794e-05	6.30974540177304e-05
"1692906"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4307264"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"250794"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	0	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4295889"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3267604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"825033"	7.39207569485512e-05	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"801192"	0	0	0	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"2800581"	7.39207569485512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4311601"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	3.53419332037462e-05	0	0	0	3.67728175332794e-05	0
"247956"	0.000369603784742756	0.000226849961435507	0.000121491920787268	0	3.16045636989981e-05	0	6.52954619653934e-05	0.000123548307388189	6.99643181977192e-05	0.000260027302866801	0.000216536143491284	0.000362027353177796	9.89315393747527e-05	8.92283532015133e-06	0.000168954593453009	8.56531049250535e-05	0	0	3.3254630707326e-05	0	7.38116327133156e-05	0	9.4791222332812e-05	5.92083839071613e-05	0	3.67728175332794e-05	6.30974540177304e-05
"11439"	7.39207569485512e-05	0.000226849961435507	0.000364475762361803	0	3.16045636989981e-05	0	0.000326477309826967	0.000247096614776378	0.000139928636395438	9.75102385750504e-05	0.000288714857988379	0.000160901045856798	0.000296794618124258	2.6768505960454e-05	0.000168954593453009	6.42398286937901e-05	3.19672655201074e-05	0	0	0	0	3.53419332037462e-05	0	0	3.31532009415509e-05	0	3.15487270088652e-05
"220616"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	3.53419332037462e-05	0.000142186833499218	0	3.31532009415509e-05	7.35456350665588e-05	0
"11435"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"227344"	0	0	0	3.15238635647185e-05	0	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0.00033215234720992	0	9.4791222332812e-05	0	0	0	0
"106310"	0	0	0	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	0	0	0	0	3.67728175332794e-05	0
"241247"	0	0	0	0	0	0	0	8.23655382587925e-05	6.99643181977192e-05	3.25034128583501e-05	0	8.0450522928399e-05	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"940828"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"339934"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"235985"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78456706403027e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"218105"	0	0.000317589946009709	0.000182237881180901	0	0	0	0.00029382957884427	8.23655382587925e-05	6.99643181977192e-05	0.000195020477150101	0.000216536143491284	0.000201126307320998	0.000247328848436882	0	0.000253431890179514	0	0	0	0	0	0	0	0	0	0	0	0
"1129059"	0.00066528681253696	0.000317589946009709	0.000182237881180901	6.3047727129437e-05	0.000126418254795993	0.000113662195953626	0.00019588638589618	0.000247096614776378	6.99643181977192e-05	9.75102385750504e-05	0.00014435742899419	0.000160901045856798	0.000296794618124258	8.92283532015133e-06	4.22386483632524e-05	0	0.000191803593120644	0.000217533173809006	0.00016627315353663	0.000145758429695851	7.38116327133156e-05	0.000141367732814985	0.000189582444665624	0.000177625151721484	0.000331532009415509	0.000257409722732956	9.46461810265956e-05
"130040"	0	0	0	9.45715906941555e-05	9.48136910969944e-05	0	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	6.21523353740017e-05	0	4.85861432319502e-05	7.38116327133156e-05	0.000106025799611239	0	5.92083839071613e-05	3.31532009415509e-05	0.000183864087666397	0.000157743635044326
"348536"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	3.60893572485474e-05	0	0	0	4.22386483632524e-05	0	6.39345310402148e-05	0	9.9763892121978e-05	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	9.4791222332812e-05	8.88125758607419e-05	3.31532009415509e-05	0	6.30974540177304e-05
"3329053"	0	0	6.07459603936338e-05	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"1671566"	0	9.07399845742026e-05	0	0	0	0	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	4.94657696873763e-05	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"1109867"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"101343"	0	0	0	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	2.96041919535806e-05	0	7.35456350665588e-05	0
"128235"	0.00295683027794205	0.00190553967605826	0.00139715708905358	0.00192295567744783	0.00139060080275592	0.00181859513525801	0.0029709435194254	0.00210032122559921	0.0014692506821521	0.00178768770720926	0.00249016565014977	0.00245374094931617	0.00202809655718243	0.000169533871082875	0.00223864836325238	0.000556745182012848	0.00182213413464612	0.00198887473196805	0.00169598616607363	0.00208920415897386	0.00195600826690286	0.00176709666018731	0.00146926394615859	0.00142100121377187	0.0019560388555515	0.00169154960653085	0.00227150834463829
"935268"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"200278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"349776"	0	0	0	6.3047727129437e-05	0	0	0	0	0	0	0	8.0450522928399e-05	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	6.6509261414652e-05	0	3.69058163566578e-05	0	0	0	6.63064018831018e-05	3.67728175332794e-05	3.15487270088652e-05
"241718"	7.39207569485512e-05	0.000136109976861304	0.000242983841574535	0	0	0	0.000163238654913484	0.000247096614776378	6.99643181977192e-05	6.50068257167002e-05	0.000180446786242737	0.000201126307320998	0.000395726157499011	1.78456706403027e-05	0.000126715945089757	2.14132762312634e-05	0	0	0	0	0	3.53419332037462e-05	4.7395611166406e-05	2.96041919535806e-05	0	0	0
"3327541"	0	0	0	0	6.32091273979963e-05	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	6.21523353740017e-05	0	0	0	7.06838664074925e-05	0	2.96041919535806e-05	0	0	9.46461810265956e-05
"828127"	0	0	0	6.3047727129437e-05	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	3.3254630707326e-05	0	7.38116327133156e-05	0	4.7395611166406e-05	0	0	3.67728175332794e-05	3.15487270088652e-05
"218246"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0	0	3.60893572485474e-05	0	4.94657696873763e-05	1.78456706403027e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"1646255"	0	0	0	0	0	0	6.52954619653934e-05	0.000247096614776378	0.000209892954593157	0.000682571670025353	3.60893572485474e-05	0.000120675784392599	0.000148397309062129	0	0.000168954593453009	0	0	6.21523353740017e-05	9.9763892121978e-05	0	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	9.94596028246527e-05	7.35456350665588e-05	3.15487270088652e-05
"218242"	0	0	0	0	0	0	0	0	0	0	0.000108268071745642	0	0	1.78456706403027e-05	0	0	0	0.000124304670748003	0	9.71722864639005e-05	0	0	0	0	0	0	0
"1140997"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"1140995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"649178"	0	0	0.000121491920787268	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1140993"	0	4.53699922871013e-05	0	3.15238635647185e-05	3.16045636989981e-05	3.78873986512086e-05	6.52954619653934e-05	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	3.3254630707326e-05	0	0	0	0	0	0	0	0
"1646259"	0	0	6.07459603936338e-05	0	0	0	9.79431929480901e-05	0.000617741536940944	0.000209892954593157	0.00133263992719236	0.000685697787722401	0.000482703137570394	0.000346260387811634	2.6768505960454e-05	0.000506863780359029	0.00012847965738758	0	0.000155380838435004	3.3254630707326e-05	0.000145758429695851	0	0	0	8.88125758607419e-05	0.00036468521035706	0.000294182540266235	0.000283938543079787
"805257"	0	9.07399845742026e-05	6.07459603936338e-05	0	0	0	6.52954619653934e-05	4.11827691293963e-05	6.99643181977192e-05	0	7.21787144970948e-05	4.02252614641995e-05	0	0	8.44772967265047e-05	0	0	0	0	0	0	0	0	0	0	0	0
"1145649"	0.000739207569485512	0.00190553967605826	0.00224760053456445	3.15238635647185e-05	0	0	0.00261181847861574	0.00197677291821102	0.00230882250052473	0.0012351296886173	0.0021292720776643	0.00229283990345937	0.00202809655718243	0.000187379541723178	0.00194297782470961	0.000342612419700214	0	3.10761676870008e-05	3.3254630707326e-05	0	0	3.53419332037462e-05	0	0	6.63064018831018e-05	3.67728175332794e-05	0.000189292362053191
"1106674"	0	0	0	0	0	0	6.52954619653934e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4425840"	0.000739207569485512	0.000635179892019418	0.000728951524723606	0	3.16045636989981e-05	0	0.00238328436173686	0.00160612799604645	0.00195900090953614	0.00113761945004225	0.00122703814645061	0.00136765888978278	0.0018796992481203	0.000160611035762724	0.0008870116156283	0.000256959314775161	0	0	0	0	0	0	0	0	0	0	0
"557627"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"1126886"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"865748"	0.00184801892371378	0.00249534957579057	0.00188312477220265	9.45715906941555e-05	0.000316045636989981	0.000227324391907252	0.00146914789422135	0.00098838645910551	0.00132932204575666	0.000877592147175453	0.00129921686094771	0.00100563153660499	0.00113771270280966	8.0305517881362e-05	0.00143611404435058	0.000278372591006424	6.39345310402148e-05	0.000124304670748003	6.6509261414652e-05	0.000194344572927801	0.000147623265426631	7.06838664074925e-05	9.4791222332812e-05	2.96041919535806e-05	0.000165766004707755	0.000147091270133118	0.000189292362053191
"563192"	0	0	0	3.15238635647185e-05	6.32091273979963e-05	0.000227324391907252	0	0	0	0	0	0	0	0	0	2.14132762312634e-05	0	3.10761676870008e-05	9.9763892121978e-05	4.85861432319502e-05	7.38116327133156e-05	7.06838664074925e-05	0	5.92083839071613e-05	9.94596028246527e-05	0.000110318452599838	6.30974540177304e-05
"514711"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	3.60893572485474e-05	0	0	0	4.22386483632524e-05	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"647906"	0	0	6.07459603936338e-05	0	0	0	9.79431929480901e-05	0	0	0.0001300136514334	0	4.02252614641995e-05	0	0	4.22386483632524e-05	4.28265524625268e-05	0	0	0	0	0	0	0	0	0	0	0
"167951"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"621748"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	5.92083839071613e-05	0	0	0
"216771"	7.39207569485512e-05	4.53699922871013e-05	0	0	0	3.78873986512086e-05	3.26477309826967e-05	0	0	3.25034128583501e-05	0.000108268071745642	4.02252614641995e-05	4.94657696873763e-05	0	4.22386483632524e-05	0	3.19672655201074e-05	0	3.3254630707326e-05	0	3.69058163566578e-05	0.000106025799611239	0	2.96041919535806e-05	3.31532009415509e-05	0	0
"1725261"	0.000147841513897102	0	6.07459603936338e-05	0.000126095454258874	0.000221231945892987	7.57747973024172e-05	0	0	0	0	0	0	4.94657696873763e-05	0	8.44772967265047e-05	0	0	6.21523353740017e-05	6.6509261414652e-05	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	4.7395611166406e-05	5.92083839071613e-05	0	0.000110318452599838	6.30974540177304e-05
"1138080"	0	0	6.07459603936338e-05	3.15238635647185e-05	0.000126418254795993	3.78873986512086e-05	0	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	0	8.92283532015133e-06	0	2.14132762312634e-05	3.19672655201074e-05	0	3.3254630707326e-05	0	0	0	0	0	0	0	6.30974540177304e-05
"543366"	0	0	0	0	0	7.57747973024172e-05	3.26477309826967e-05	8.23655382587925e-05	0	3.25034128583501e-05	7.21787144970948e-05	4.02252614641995e-05	9.89315393747527e-05	0	4.22386483632524e-05	0	9.59017965603222e-05	9.32285030610025e-05	0	4.85861432319502e-05	0	3.53419332037462e-05	0	2.96041919535806e-05	3.31532009415509e-05	0	6.30974540177304e-05
"4443307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"759415"	0	0.000181479969148405	6.07459603936338e-05	0	0	0	0.000130590923930787	4.11827691293963e-05	6.99643181977192e-05	6.50068257167002e-05	0.000216536143491284	0.000120675784392599	0.000148397309062129	8.92283532015133e-06	0.000168954593453009	0	0	0	0	0	0	0	0	0	0	0	0
"512382"	0	0	0	3.15238635647185e-05	0	0	3.26477309826967e-05	0	0	0	0	4.02252614641995e-05	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4335977"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7128"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"113913"	0	0	6.07459603936338e-05	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1896092"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	3.19672655201074e-05	0	0	0.000145758429695851	3.69058163566578e-05	3.53419332037462e-05	9.4791222332812e-05	0	0	0	0
"849080"	0.000221762270845653	0.000453699922871013	0.000485967683149071	0	0	0	0.000163238654913484	0.000370644922164566	0.000489750227384034	0.0001300136514334	0.000180446786242737	0.000362027353177796	0.000296794618124258	5.3537011920908e-05	0.000295670538542767	6.42398286937901e-05	0	0	0	0	0	0	0	0	0	0	0
"226762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"810126"	0	0	0	3.15238635647185e-05	0	0	9.79431929480901e-05	0	0.000699643181977192	0.000357537541441851	0.000505251001479664	0.000321802091713596	0.00093984962406015	4.46141766007567e-05	0.000506863780359029	8.56531049250535e-05	0	0	0	0	0	0	0	2.96041919535806e-05	3.31532009415509e-05	0	0
"1106543"	0	0	6.07459603936338e-05	0	0	0	3.26477309826967e-05	0	0	3.25034128583501e-05	0	8.0450522928399e-05	4.94657696873763e-05	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"955577"	0	4.53699922871013e-05	6.07459603936338e-05	3.15238635647185e-05	0	0	6.52954619653934e-05	4.11827691293963e-05	6.99643181977192e-05	6.50068257167002e-05	0.000216536143491284	8.0450522928399e-05	4.94657696873763e-05	8.92283532015133e-06	0.000126715945089757	2.14132762312634e-05	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"955576"	0	0	0	0	0	3.78873986512086e-05	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"553058"	0	0	0	0	0.000158022818494991	0.000227324391907252	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	6.6509261414652e-05	0	7.38116327133156e-05	3.53419332037462e-05	4.7395611166406e-05	0	9.94596028246527e-05	3.67728175332794e-05	0
"169737"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"4469074"	0	0	0	0.000220667044953029	0.000284441073290983	7.57747973024172e-05	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0.00012786906208043	0.000248609341496007	0.00016627315353663	4.85861432319502e-05	0.000184529081783289	0.000141367732814985	0.000284373666998436	0.000148020959767903	0.000132612803766204	0.000514819445465912	0.000157743635044326
"4308094"	0	0.000136109976861304	0	0	0	0	0	4.11827691293963e-05	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	0	4.7395611166406e-05	2.96041919535806e-05	0	0	0
"655011"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4235445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	4.7395611166406e-05	0	0	0	0
"713738"	0.000960969840331165	0.000725919876593621	0.00078969748511724	0	0	0	0.00146914789422135	0.00131784861214068	0.00118939340936123	0.00113761945004225	0.0014435742899419	0.00193081255028158	0.00158290462999604	9.81511885216646e-05	0.00105596620908131	0.000235546038543897	0	3.10761676870008e-05	0	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	0	0	9.94596028246527e-05	3.67728175332794e-05	0
"822776"	0.000813128326434063	0.000544439907445216	0.00121491920787268	0	3.16045636989981e-05	0	0	4.11827691293963e-05	0	9.75102385750504e-05	3.60893572485474e-05	0.000160901045856798	4.94657696873763e-05	0	0	2.14132762312634e-05	0	0	0	4.85861432319502e-05	0	3.53419332037462e-05	0	0	0	0	0
"156580"	0	0	0	3.15238635647185e-05	0	0	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	3.25034128583501e-05	0.00014435742899419	4.02252614641995e-05	9.89315393747527e-05	8.92283532015133e-06	0	0	3.19672655201074e-05	0	0.00016627315353663	4.85861432319502e-05	0	0	4.7395611166406e-05	0	0	0	6.30974540177304e-05
"269962"	0	4.53699922871013e-05	0	6.3047727129437e-05	0	0	0	0	0	0	0	4.02252614641995e-05	4.94657696873763e-05	0	4.22386483632524e-05	2.14132762312634e-05	3.19672655201074e-05	0.000155380838435004	6.6509261414652e-05	9.71722864639005e-05	0	0	4.7395611166406e-05	8.88125758607419e-05	6.63064018831018e-05	3.67728175332794e-05	6.30974540177304e-05
"154988"	0.00554405677114134	0.00499069915158114	0.00473818491070344	0.00277409999369523	0.00205429664043488	0.00208380692581647	0.00662748938948743	0.00675397413722099	0.00482753795564262	0.00490801534161087	0.00552167165902775	0.00518905872888174	0.00662841313810843	0.00040152758940681	0.00544878563885956	0.00104925053533191	0.00182213413464612	0.00180241772584605	0.00146320375112234	0.00208920415897386	0.00158695010333629	0.00201449019261354	0.0016114507796578	0.00180585570916842	0.00152504724331134	0.00205927778186365	0.00173517998548759
"541859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7395611166406e-05	0	0	0	0
"4314198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	3.15487270088652e-05
"154981"	0.000517445298639858	0.000136109976861304	0.000485967683149071	3.15238635647185e-05	0	0	3.26477309826967e-05	8.23655382587925e-05	6.99643181977192e-05	0.0001300136514334	3.60893572485474e-05	4.02252614641995e-05	4.94657696873763e-05	0	4.22386483632524e-05	0	3.19672655201074e-05	0	3.3254630707326e-05	9.71722864639005e-05	7.38116327133156e-05	3.53419332037462e-05	0	2.96041919535806e-05	3.31532009415509e-05	7.35456350665588e-05	0
"811187"	7.39207569485512e-05	0.000226849961435507	0.000364475762361803	6.3047727129437e-05	0.000126418254795993	3.78873986512086e-05	0.00039177277179236	0.000288279383905774	0.000209892954593157	0.000390040954300201	0.00014435742899419	0.000482703137570394	0.000296794618124258	0	0.000253431890179514	2.14132762312634e-05	3.19672655201074e-05	0	0.000133018522829304	0	0.000110717449069973	3.53419332037462e-05	0	0	0	0	9.46461810265956e-05
"2823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"1144197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"212676"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"217822"	0	0	0	9.45715906941555e-05	0	3.78873986512086e-05	0	4.11827691293963e-05	0	0	0	4.02252614641995e-05	0	0	0	0	0	6.21523353740017e-05	3.3254630707326e-05	0	3.69058163566578e-05	0	0	0	0	3.67728175332794e-05	3.15487270088652e-05
"5419"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"566810"	0	0	0	0	6.32091273979963e-05	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	3.69058163566578e-05	0	4.7395611166406e-05	0	0	0	3.15487270088652e-05
"13900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	0	0	0	0	0	0
"4417311"	0	0	0	0	0	0	3.26477309826967e-05	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"814609"	0.000221762270845653	4.53699922871013e-05	0.000242983841574535	9.45715906941555e-05	0	0	6.52954619653934e-05	4.11827691293963e-05	0	9.75102385750504e-05	0.00014435742899419	0	0	0	0.000168954593453009	0	3.19672655201074e-05	0	0	0	3.69058163566578e-05	3.53419332037462e-05	4.7395611166406e-05	0	6.63064018831018e-05	0	3.15487270088652e-05
"330081"	0.000147841513897102	0	0	0.000126095454258874	6.32091273979963e-05	0	0	0	6.99643181977192e-05	3.25034128583501e-05	3.60893572485474e-05	0	0	0	4.22386483632524e-05	0	3.19672655201074e-05	6.21523353740017e-05	0.00016627315353663	0	7.38116327133156e-05	7.06838664074925e-05	0	0.000148020959767903	9.94596028246527e-05	0.000110318452599838	6.30974540177304e-05
"556100"	0	4.53699922871013e-05	0	0	0	0	6.52954619653934e-05	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"717396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"114356"	0	0	0	0	3.16045636989981e-05	3.78873986512086e-05	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	3.3254630707326e-05	0	0	0	0	0	0	0	3.15487270088652e-05
"1011216"	0.000443524541691307	0.000453699922871013	0.000303729801968169	6.3047727129437e-05	3.16045636989981e-05	3.78873986512086e-05	0.00039177277179236	0.000288279383905774	0.000349821590988596	0.000422544367158552	0.000180446786242737	0.000201126307320998	0.000494657696873763	4.46141766007567e-05	0.000295670538542767	6.42398286937901e-05	0	0	9.9763892121978e-05	9.71722864639005e-05	0	7.06838664074925e-05	0	5.92083839071613e-05	0	0	0
"4344786"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0.00012786906208043	3.10761676870008e-05	0	9.71722864639005e-05	0	0.000106025799611239	4.7395611166406e-05	2.96041919535806e-05	0.000165766004707755	3.67728175332794e-05	0
"207885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"4382847"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	9.32285030610025e-05	0	0	0	3.53419332037462e-05	0	0	0	3.67728175332794e-05	0
"4336276"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"225582"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"225238"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	2.14132762312634e-05	3.19672655201074e-05	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
