"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"562164"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"220719"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	3.60893572485474e-05	0	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"369953"	7.39207569485512e-05	4.53699922871013e-05	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"573327"	7.39207569485512e-05	4.53699922871013e-05	6.07459603936338e-05	0	0	3.78873986512086e-05	9.79431929480901e-05	4.11827691293963e-05	0.000139928636395438	9.75102385750504e-05	0.00014435742899419	8.0450522928399e-05	0.000197863078749505	8.92283532015133e-06	8.44772967265047e-05	0	0	0	0	0	0	0	4.7395611166406e-05	2.96041919535806e-05	0	0	0
"4358809"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	4.85861432319502e-05	7.38116327133156e-05	0	0	0	3.31532009415509e-05	3.67728175332794e-05	0
"765676"	0	0	0	6.3047727129437e-05	9.48136910969944e-05	0.000189436993256043	0	0	0	0	0	0	0	0	0	0	9.59017965603222e-05	0.000124304670748003	9.9763892121978e-05	0.000194344572927801	7.38116327133156e-05	7.06838664074925e-05	0.000189582444665624	5.92083839071613e-05	9.94596028246527e-05	0.000183864087666397	6.30974540177304e-05
"535792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0.000124304670748003	0	4.85861432319502e-05	0	0	4.7395611166406e-05	2.96041919535806e-05	0	0	0
"222403"	0	4.53699922871013e-05	6.07459603936338e-05	0.000441334089906059	0.000663695837678961	0.000871410168977798	9.79431929480901e-05	8.23655382587925e-05	0.000209892954593157	0.000162517064291751	0	8.0450522928399e-05	0	0	4.22386483632524e-05	2.14132762312634e-05	0.000959017965603222	0.000870132695236024	0.000598583352731868	0.00106889515110291	0.000627398878063183	0.000989574129704895	0.000805725389828902	0.000740104798839516	0.000530451215064815	0.000735456350665588	0.00085181562923936
"4552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"248747"	0	0	0	0.000725048861988525	0.000790114092474953	0.000416761385163295	6.52954619653934e-05	0	0	0	0	0	0	0	0	0	0.000671312575922256	0.000994437365984027	0.000964384290512454	0.000923136721407055	0.00084883377620313	0.00084820639688991	0.000900516612161714	0.000740104798839516	0.000629910817889467	0.000661910715599029	0.000630974540177304
"539978"	7.39207569485512e-05	4.53699922871013e-05	0	0.000283714772082466	0.000379254764387978	0.000606198378419338	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	0	0	4.02252614641995e-05	4.94657696873763e-05	8.92283532015133e-06	8.44772967265047e-05	0	0.000511476248321719	0.000310761676870008	0.000266037045658608	0.000194344572927801	0.000295246530853262	0.000424103198444955	0.00047395611166406	0.000503271263210871	0.000397838411298611	0.000514819445465912	0.000536328359150708
"235666"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	0	0	0	0	0	2.96041919535806e-05	3.31532009415509e-05	0	0
"217330"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"248740"	0	0	0	0.000252190908517748	0	0	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	6.21523353740017e-05	3.3254630707326e-05	0	7.38116327133156e-05	0.000106025799611239	9.4791222332812e-05	2.96041919535806e-05	0	3.67728175332794e-05	6.30974540177304e-05
"277506"	0	9.07399845742026e-05	0	0.00132400226971818	0.00135899623905692	0.000719860574372964	3.26477309826967e-05	4.11827691293963e-05	0	0	7.21787144970948e-05	0	0	0	0	0	0.0008631161690429	0.00121197053979303	0.00142994912041502	0.00165192886988631	0.00129170357248302	0.0014490192613536	0.00142186833499218	0.00156902217353977	0.00116036203295428	0.00161800397146429	0.00148279016941666
"305465"	0	0	6.07459603936338e-05	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"242503"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"154207"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"274087"	0	0	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"355695"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"153253"	0.00170017740981668	0.000998139830316229	0.000971935366298141	0.000378286362776622	0.000410859328086976	0.000227324391907252	0.000816193274567418	0.00065892430607034	0.00111942909116351	0.000747578495742053	0.000721787144970948	0.00108608205953339	0.00118717847249703	4.46141766007567e-05	0.00071805702217529	0.000256959314775161	0.000799181638002685	0.000590447186053016	0.000365800937780586	0.000388689145855602	0.000553587245349867	0.000883548330093656	0.000331769278164842	0.000858521566653838	0.000663064018831018	0.00058836508053247	0.000694071994195034
"203689"	0	0	0	9.45715906941555e-05	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	3.60893572485474e-05	0	0	0	8.44772967265047e-05	0	0	0	3.3254630707326e-05	0	7.38116327133156e-05	0	0	0	3.31532009415509e-05	3.67728175332794e-05	3.15487270088652e-05
"4351400"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4356361"	0	0	0	0	0	0	0.000130590923930787	4.11827691293963e-05	6.99643181977192e-05	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4431597"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	0	0	3.31532009415509e-05	0	0
"4431590"	0	4.53699922871013e-05	0	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"1002005"	0	0	6.07459603936338e-05	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	4.85861432319502e-05	3.69058163566578e-05	0	0	0	0	0	6.30974540177304e-05
"3253464"	7.39207569485512e-05	4.53699922871013e-05	6.07459603936338e-05	3.15238635647185e-05	0	0	3.26477309826967e-05	0	0.000139928636395438	0.0001300136514334	0	0	9.89315393747527e-05	8.92283532015133e-06	0.000295670538542767	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"572740"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"410072"	0	0	0	0	3.16045636989981e-05	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38116327133156e-05	0	4.7395611166406e-05	2.96041919535806e-05	0	3.67728175332794e-05	3.15487270088652e-05
"241435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	3.53419332037462e-05	0	0	0	0	0
"200489"	0.000443524541691307	0.000226849961435507	0.000607459603936338	0	0	0	0.000359125040809664	0.000247096614776378	0.000139928636395438	0.000227523890008451	0.000180446786242737	0.000120675784392599	0.000148397309062129	0	0.000211193241816262	4.28265524625268e-05	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"139322"	0	0	0	0	0	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	7.38116327133156e-05	0	0	0	0	3.67728175332794e-05	3.15487270088652e-05
"698483"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1098655"	0.00288290952099349	0.0033573794292455	0.00382699550479893	9.45715906941555e-05	0.000252836509591985	0	0.00254652301665034	0.00242978337863438	0.00321835863709508	0.001300136514334	0.00187664657692447	0.00225261464199517	0.00192916501780768	0.000169533871082875	0.00342133051742344	0.000364025695931478	0.000159836327600537	0.000155380838435004	9.9763892121978e-05	4.85861432319502e-05	0.000553587245349867	7.06838664074925e-05	9.4791222332812e-05	0.000177625151721484	9.94596028246527e-05	0.000330955357799515	0.000220841089062056
"7346"	7.39207569485512e-05	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	4.94657696873763e-05	8.92283532015133e-06	0.000126715945089757	0	0	0	0	0	0	0	0	0	0	0	0
"564288"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"328033"	0	0	0.000121491920787268	0	0	0	3.26477309826967e-05	0	0.000139928636395438	6.50068257167002e-05	0.000108268071745642	0	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216638"	0	0	0	6.3047727129437e-05	9.48136910969944e-05	0.000113662195953626	0	0	0	0	0	0	0	0	0	0	9.59017965603222e-05	0.000124304670748003	0.00016627315353663	0.000145758429695851	0	0	0.000189582444665624	5.92083839071613e-05	6.63064018831018e-05	0.000110318452599838	6.30974540177304e-05
"574969"	7.39207569485512e-05	9.07399845742026e-05	0.000182237881180901	0	0	0	6.52954619653934e-05	4.11827691293963e-05	6.99643181977192e-05	0	3.60893572485474e-05	4.02252614641995e-05	4.94657696873763e-05	0	4.22386483632524e-05	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	7.35456350665588e-05	0
"4101333"	0	0	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	4.94657696873763e-05	0	0	0	3.19672655201074e-05	0	0	0	0	0	4.7395611166406e-05	0	0	3.67728175332794e-05	3.15487270088652e-05
"568429"	0	0	0	0.000189143181388311	0	0.000151549594604834	0	4.11827691293963e-05	0	0	3.60893572485474e-05	0	0	0	0	0	3.19672655201074e-05	9.32285030610025e-05	6.6509261414652e-05	4.85861432319502e-05	3.69058163566578e-05	0	4.7395611166406e-05	2.96041919535806e-05	3.31532009415509e-05	0	0
"1137873"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	6.6509261414652e-05	0	0	0	0	0	3.31532009415509e-05	0	0
"1137871"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1112693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	3.69058163566578e-05	0	0	0	0	0	0
"578659"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"583756"	0	0	0	3.15238635647185e-05	0.000158022818494991	3.78873986512086e-05	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	6.21523353740017e-05	3.3254630707326e-05	4.85861432319502e-05	0.000110717449069973	7.06838664074925e-05	9.4791222332812e-05	5.92083839071613e-05	6.63064018831018e-05	0	6.30974540177304e-05
"1855596"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	4.7395611166406e-05	2.96041919535806e-05	0	3.67728175332794e-05	0
"152125"	0	0	0	0	0	3.78873986512086e-05	0	4.11827691293963e-05	0.000419785909186315	0.000162517064291751	0.000108268071745642	8.0450522928399e-05	9.89315393747527e-05	2.6768505960454e-05	4.22386483632524e-05	4.28265524625268e-05	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"152124"	0	0	0	0	3.16045636989981e-05	7.57747973024172e-05	0	0	0	3.25034128583501e-05	7.21787144970948e-05	0	4.94657696873763e-05	0	0	0	0	0	9.9763892121978e-05	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	0	8.88125758607419e-05	6.63064018831018e-05	0	0
"4335830"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"4481423"	0.000147841513897102	4.53699922871013e-05	0.000182237881180901	0	0	0	0.00019588638589618	0	0	3.25034128583501e-05	0.000252625500739832	0.000120675784392599	0	1.78456706403027e-05	8.44772967265047e-05	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"583531"	0	4.53699922871013e-05	0	0	0	0	3.26477309826967e-05	0	0	0	3.60893572485474e-05	0	0	8.92283532015133e-06	4.22386483632524e-05	0	0	0	0	0	0	3.53419332037462e-05	0	0	3.31532009415509e-05	0	3.15487270088652e-05
"1128113"	0	9.07399845742026e-05	0	0	0	0	0	4.11827691293963e-05	0	3.25034128583501e-05	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1134195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	3.53419332037462e-05	0	0	0	0	3.15487270088652e-05
"1134197"	0	0	0	0	3.16045636989981e-05	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	9.32285030610025e-05	0	0	3.69058163566578e-05	3.53419332037462e-05	4.7395611166406e-05	5.92083839071613e-05	3.31532009415509e-05	3.67728175332794e-05	0
"1045797"	0	0	6.07459603936338e-05	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	4.22386483632524e-05	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"226151"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	0	0	0
"4363210"	0	9.07399845742026e-05	0	0	0	0	9.79431929480901e-05	0	0	3.25034128583501e-05	0.000108268071745642	8.0450522928399e-05	4.94657696873763e-05	0	4.22386483632524e-05	0	3.19672655201074e-05	0	0	4.85861432319502e-05	3.69058163566578e-05	7.06838664074925e-05	4.7395611166406e-05	0	0	0	0
"654531"	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"1112526"	0	0	0	0	0	0	0	0	0	6.50068257167002e-05	0	0	0	0.000151688200442573	0	0.00019271948608137	0	0	0	0	0	0	0	0	0	0	0
"211818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"1031581"	0.000221762270845653	9.07399845742026e-05	6.07459603936338e-05	0	0	0	9.79431929480901e-05	0.000164731076517585	6.99643181977192e-05	3.25034128583501e-05	7.21787144970948e-05	0.000160901045856798	0.000247328848436882	8.92283532015133e-06	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"545247"	0.00273506800709639	0.00176942969919695	0.00151864900984085	0.00346762499211903	0.00322366549729781	0.00386451466242328	0.00231798889977147	0.00292397660818713	0.00188903659133842	0.00195020477150101	0.00198491464867011	0.00217216411906677	0.00227542540561931	0.000240916553644086	0.00261879619852165	0.000406852248394004	0.0030049229588901	0.00276577892414307	0.00349173622426923	0.00262365173452531	0.00328461765574254	0.00342816752076339	0.00336508839281483	0.00322685692294029	0.00381261810827835	0.00341987203059498	0.00293403161182446
"822036"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"317157"	0	4.53699922871013e-05	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"202229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"694833"	0.000147841513897102	0	6.07459603936338e-05	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0.000209892954593157	9.75102385750504e-05	7.21787144970948e-05	0.000120675784392599	9.89315393747527e-05	0	8.44772967265047e-05	4.28265524625268e-05	0	0	0	0	0	0	0	0	0	0	0
"899404"	0.000147841513897102	0	0	0	0	0	0.000130590923930787	0.000123548307388189	0	0	0	4.02252614641995e-05	4.94657696873763e-05	0	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"541950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"851113"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"202224"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"219702"	0	0	6.07459603936338e-05	0	0	0	3.26477309826967e-05	0	0	3.25034128583501e-05	7.21787144970948e-05	0	0	0	4.22386483632524e-05	0	0	0	0	4.85861432319502e-05	0	0	0	0	3.31532009415509e-05	0	0
"4480593"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"164668"	0	0	0	0.000598953407729651	0.000916532347270946	0.000606198378419338	0	0	0	0	0	0	0	0	0	0	0.000447541717281504	0.000528294850679014	0.000266037045658608	0.000777378291711204	0.000442869796279894	0.000388761265241209	0.00023697805583203	0.000266437727582226	0.000530451215064815	0.000514819445465912	0.000315487270088652
"733758"	0	0.000226849961435507	0.000121491920787268	0.000504381817035496	0.000410859328086976	0.000644085777070546	0.000228534116878877	0.000247096614776378	0.000209892954593157	0.000162517064291751	0.000180446786242737	0.000241351568785197	0.000247328848436882	1.78456706403027e-05	0.000295670538542767	2.14132762312634e-05	0.000703279841442363	0.000403990179931011	0.00033254630707326	0.000340103002623652	0.000516681428993209	0.000318077398833716	0.000331769278164842	0.000503271263210871	0.000464144813181713	0.000330955357799515	0.000378584724106382
"4471709"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"699460"	0	0	0	0	0	0	0	4.11827691293963e-05	0	3.25034128583501e-05	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"553302"	0	0	6.07459603936338e-05	0	0	3.78873986512086e-05	3.26477309826967e-05	8.23655382587925e-05	0	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"4438887"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14562"	0	0	0	0.000189143181388311	6.32091273979963e-05	0	0	0	0	0	0	0	0	0	0	0	0.000159836327600537	0.000217533173809006	3.3254630707326e-05	0	0.000147623265426631	7.06838664074925e-05	9.4791222332812e-05	8.88125758607419e-05	6.63064018831018e-05	7.35456350665588e-05	0.000157743635044326
"565666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	4.85861432319502e-05	0	0	0	2.96041919535806e-05	3.31532009415509e-05	0	3.15487270088652e-05
"4317750"	0	0	0	0	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"4317751"	7.39207569485512e-05	9.07399845742026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"106843"	0	0	0	0.000441334089906059	0.000252836509591985	0.000189436993256043	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0.000447541717281504	0.000435066347618012	0.00049881946060989	0.000388689145855602	0.000295246530853262	0.000636154797667432	0.000568747333996872	0.000384854495396548	9.94596028246527e-05	0.000220636905199676	0.000347035997097517
"170020"	7.39207569485512e-05	9.07399845742026e-05	6.07459603936338e-05	0	0	0	9.79431929480901e-05	0	0.000139928636395438	3.25034128583501e-05	0.00014435742899419	4.02252614641995e-05	0	8.92283532015133e-06	0.000126715945089757	0	3.19672655201074e-05	0	6.6509261414652e-05	4.85861432319502e-05	3.69058163566578e-05	0	0	5.92083839071613e-05	0	3.67728175332794e-05	0
"15960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0.000110717449069973	3.53419332037462e-05	0	0	0	0	0
"976441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7395611166406e-05	5.92083839071613e-05	0	0	0
"144713"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7395611166406e-05	0	0	0	0
"224072"	0.000517445298639858	0.000635179892019418	0.000364475762361803	3.15238635647185e-05	0.000126418254795993	0.000151549594604834	0.00039177277179236	0.000782472613458529	0.000489750227384034	0.000357537541441851	0.000360893572485474	0.000442477876106195	0.000890383854372774	6.24598472410593e-05	0.000549102428722281	0.000214132762312634	0.000255738124160859	0.000124304670748003	0.000133018522829304	0.000145758429695851	7.38116327133156e-05	0.000106025799611239	0.000284373666998436	0.000207229343675064	0.000165766004707755	0.000147091270133118	0.000220841089062056
"41559"	7.39207569485512e-05	0	0	3.15238635647185e-05	9.48136910969944e-05	0.000151549594604834	0	0	0	3.25034128583501e-05	7.21787144970948e-05	0	0	0	0	0	3.19672655201074e-05	0.000186457006122005	0.000133018522829304	9.71722864639005e-05	0.000110717449069973	0.000106025799611239	0.000142186833499218	0	3.31532009415509e-05	0.000110318452599838	0.000126194908035461
"1020921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155380838435004	0	0	0	0	4.7395611166406e-05	2.96041919535806e-05	3.31532009415509e-05	3.67728175332794e-05	0
"289634"	0.000221762270845653	9.07399845742026e-05	0.000121491920787268	3.15238635647185e-05	0	0	6.52954619653934e-05	4.11827691293963e-05	0.000279857272790877	0.0001300136514334	7.21787144970948e-05	8.0450522928399e-05	9.89315393747527e-05	8.92283532015133e-06	0.000126715945089757	2.14132762312634e-05	3.19672655201074e-05	0	3.3254630707326e-05	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	4.7395611166406e-05	0	0	0.000110318452599838	3.15487270088652e-05
"590298"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	7.21787144970948e-05	0	0	0	0	2.14132762312634e-05	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"2618782"	0	0	6.07459603936338e-05	0.000126095454258874	9.48136910969944e-05	0	3.26477309826967e-05	0.000123548307388189	0.000139928636395438	0.0001300136514334	0	8.0450522928399e-05	9.89315393747527e-05	0	4.22386483632524e-05	2.14132762312634e-05	3.19672655201074e-05	3.10761676870008e-05	0	4.85861432319502e-05	0	0.000106025799611239	4.7395611166406e-05	0	3.31532009415509e-05	0	3.15487270088652e-05
"828844"	0	4.53699922871013e-05	0.000121491920787268	0	0	0	6.52954619653934e-05	0	0.000139928636395438	3.25034128583501e-05	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	7.38116327133156e-05	0	4.7395611166406e-05	2.96041919535806e-05	0	0	0
"970425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	3.3254630707326e-05	0	0	0	4.7395611166406e-05	2.96041919535806e-05	3.31532009415509e-05	0	0
"1640195"	7.39207569485512e-05	0	0	0	3.16045636989981e-05	0	0	4.11827691293963e-05	6.99643181977192e-05	6.50068257167002e-05	3.60893572485474e-05	8.0450522928399e-05	0.000148397309062129	0	0.000126715945089757	4.28265524625268e-05	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"1118758"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"311656"	0.000517445298639858	0.000226849961435507	0.000485967683149071	0	3.16045636989981e-05	0	0.0020241593209272	0.00337698706861049	0.00279857272790877	0.00113761945004225	0.00230971886390703	0.00233306516492357	0.00227542540561931	0.000240916553644086	0.00190073917634636	0.000535331905781585	0.000383607186241289	0.000435066347618012	0.000399055568487912	0.000631619862015353	0.000369058163566578	0.00116628379572363	0.000568747333996872	0.000532875455164451	0.000762523621655671	0.000735456350665588	0.000978010537274821
"311659"	0	0	0	0.000157619317823592	6.32091273979963e-05	0.000151549594604834	0	0	0	0	0	0	0	0	0	0	0.00012786906208043	0	0	4.85861432319502e-05	7.38116327133156e-05	3.53419332037462e-05	0.00023697805583203	0.000118416767814323	3.31532009415509e-05	0.000183864087666397	6.30974540177304e-05
"156044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	4.7395611166406e-05	0	0	0	0
"2376255"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"4478654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	3.3254630707326e-05	9.71722864639005e-05	7.38116327133156e-05	0	4.7395611166406e-05	0	3.31532009415509e-05	0	3.15487270088652e-05
"144821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"3738429"	0.000369603784742756	0.000589809899732317	0.000546713643542704	0.000189143181388311	0.000316045636989981	0	0.00029382957884427	0.000370644922164566	0.000419785909186315	0.000390040954300201	0.000288714857988379	0.000281576830249397	0.000395726157499011	2.6768505960454e-05	0.000168954593453009	0.000107066381156317	0.000415574451761396	0.000186457006122005	0.000266037045658608	0.000340103002623652	0.000258340714496605	0.000636154797667432	0.000616142945163278	0.000532875455164451	0.00036468521035706	0.000257409722732956	0.000347035997097517
"590747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	3.67728175332794e-05	3.15487270088652e-05
"834499"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110461"	0	0	0	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"946344"	0	4.53699922871013e-05	0	0.000157619317823592	3.16045636989981e-05	7.57747973024172e-05	0	4.11827691293963e-05	6.99643181977192e-05	6.50068257167002e-05	0.000108268071745642	4.02252614641995e-05	4.94657696873763e-05	0	4.22386483632524e-05	2.14132762312634e-05	3.19672655201074e-05	6.21523353740017e-05	6.6509261414652e-05	4.85861432319502e-05	7.38116327133156e-05	0	4.7395611166406e-05	8.88125758607419e-05	3.31532009415509e-05	7.35456350665588e-05	0.000126194908035461
"136238"	0.00140449438202247	0.00127035978403884	0.00109342728708541	0.0361263476451674	0.033974905976423	0.0360309161172994	0.00205680705190989	0.00135903138127008	0.00167914363674526	0.00185269453292596	0.00230971886390703	0.00152855993563958	0.00262168579343095	0.000160611035762724	0.00194297782470961	0.000342612419700214	0.0314557892717857	0.0256378383417757	0.0303282232050813	0.0275483432125158	0.0276424564511367	0.0242092242445662	0.0293378833120053	0.0255780218478937	0.0278818419918443	0.027506067514893	0.0253967252421365
